player,position,season,cap_hit,age,total_cap,percent_cap_hit,type
Evgeni Malkin,C,2012-13,8700000,26,60000000,0.145,Standard (1-way)
Filip Forsberg,LW,2012-13,925000,18,60000000,0.015417,Entry_Level
Frans Nielsen,C/LW,2012-13,2750000,28,60000000,0.045833,Standard (1-way)
Fredrik Claesson,LD,2012-13,623333,20,60000000,0.010389,Entry_Level
Gabriel Dumont,C,2012-13,571667,22,60000000,0.009528,Entry_Level
Gabriel Landeskog,LW/C,2012-13,925000,20,60000000,0.015417,Entry_Level
Greg Mckegg,C/LW,2012-13,660000,20,60000000,0.011,Entry_Level
Greg Pateryn,RD,2012-13,662500,22,60000000,0.011042,Entry_Level
Gustav Nyquist,RW/LW,2012-13,762500,23,60000000,0.012708,Entry_Level
Hampus Lindholm,LD,2012-13,925000,18,60000000,0.015417,Entry_Level
Ian Cole,LD/RD,2012-13,875000,23,60000000,0.014583,Entry_Level
Jack Johnson,LD,2012-13,4357143,25,60000000,0.072619,Standard (1-way)
Jacob Trouba,RD,2012-13,925000,18,60000000,0.015417,Entry_Level
Jaden Schwartz,LW,2012-13,830000,20,60000000,0.013833,Entry_Level
Jake Gardiner,LD,2012-13,875000,22,60000000,0.014583,Entry_Level
Jake Muzzin,LD,2012-13,577500,23,60000000,0.009625,Standard (2-way)
Jakob Silfverberg,RW/LW,2012-13,863333,22,60000000,0.014389,Entry_Level
Jakub Voracek,RW/LW,2012-13,4250000,23,60000000,0.070833,Standard (1-way)
James Neal,RW/LW,2012-13,5000000,25,60000000,0.083333,Standard (1-way)
James Van Riemsdyk,LW/RW,2012-13,4250000,23,60000000,0.070833,Standard (1-way)
Jamie Benn,LW/C,2012-13,5250000,23,60000000,0.0875,Standard (1-way)
Jamie Oleksiak,LD/RD,2012-13,894167,20,60000000,0.014903,Entry_Level
Jared Spurgeon,RD,2012-13,526667,23,60000000,0.008778,Entry_Level
Jarred Tinordi,LD,2012-13,870000,20,60000000,0.0145,Entry_Level
Jason Spezza,C/RW,2012-13,7000000,29,60000000,0.116667,Standard (1-way)
Jason Zucker,LW/RW,2012-13,771667,20,60000000,0.012861,Entry_Level
Jay Beagle,C,2012-13,900000,27,60000000,0.015,Standard (1-way)
Jayson Megna,RW,2012-13,925000,22,60000000,0.015417,Entry_Level
Jean Gabriel Pageau,C,2012-13,613333,20,60000000,0.010222,Entry_Level
Jeff Carter,C/RW,2012-13,5272727,27,60000000,0.087879,Standard (1-way)
Jeff Petry,RD,2012-13,1750000,25,60000000,0.029167,Standard (1-way)
Jeff Skinner,LW/RW,2012-13,900000,20,60000000,0.015,Entry_Level
Jesper Fast,RW,2012-13,805000,21,60000000,0.013417,Entry_Level
Joe Pavelski,RW/C,2012-13,4000000,28,60000000,0.066667,Standard (1-way)
Joe Thornton,C/LW,2012-13,7000000,33,60000000,0.116667,Standard (1-way)
Joel Armia,RW/LW,2012-13,925000,19,60000000,0.015417,Entry_Level
Johan Larsson,C/LW,2012-13,763333,20,60000000,0.012722,Entry_Level
John Carlson,RD,2012-13,3966667,22,60000000,0.066111,Standard (1-way)
John Klingberg,RD,2012-13,713333,20,60000000,0.011889,Entry_Level
John Moore,LD,2012-13,840000,22,60000000,0.014,Entry_Level
John Tavares,C,2012-13,5500000,22,60000000,0.091667,Standard (1-way)
Johnny Boychuk,RD,2012-13,3366667,28,60000000,0.056111,Standard (1-way)
Jonas Brodin,LD,2012-13,925000,19,60000000,0.015417,Entry_Level
Jonathan Huberdeau,LW,2012-13,894167,19,60000000,0.014903,Entry_Level
Jonathan Marchessault,LW/RW,2012-13,925000,22,60000000,0.015417,Entry_Level
Jonathan Toews,C,2012-13,6300000,24,60000000,0.105,Standard (1-way)
Jordan Eberle,RW,2012-13,875000,22,60000000,0.014583,Entry_Level
Jordan Martinook,RW/LW,2012-13,658250,20,60000000,0.010971,Entry_Level
Jordan Staal,C/LW,2012-13,4000000,24,60000000,0.066667,Standard (1-way)
Jordie Benn,LD/RD,2012-13,525000,25,60000000,0.00875,Standard (2-way)
Josh Bailey,RW/LW,2012-13,1050000,23,60000000,0.0175,Standard (1-way)
Jt Miller,LW/C,2012-13,894167,19,60000000,0.014903,Entry_Level
Justin Braun,RD,2012-13,1250000,25,60000000,0.020833,Standard (1-way)
Justin Faulk,RD,2012-13,840000,20,60000000,0.014,Entry_Level
Justin Schultz,RD,2012-13,925000,22,60000000,0.015417,Entry_Level
Keith Yandle,LD,2012-13,5250000,26,60000000,0.0875,Standard (1-way)
Kevin Connauton,LD/RD,2012-13,681667,22,60000000,0.011361,Entry_Level
Kevin Shattenkirk,RD,2012-13,875000,23,60000000,0.014583,Entry_Level
Kris Letang,RD,2012-13,3500000,25,60000000,0.058333,Standard (1-way)
Kris Russell,LD/RD,2012-13,1300000,25,60000000,0.021667,Standard (1-way)
Kurtis Macdermid,LD/RD,2012-13,573333,18,60000000,0.009556,Entry_Level
Kyle Clifford,LW,2012-13,710000,21,60000000,0.011833,Entry_Level
Kyle Okposo,RW,2012-13,2800000,24,60000000,0.046667,Standard (1-way)
Kyle Palmieri,RW/LW,2012-13,900000,21,60000000,0.015,Entry_Level
Kyle Turris,C/RW,2012-13,1400000,23,60000000,0.023333,Standard (1-way)
Lars Eller,C,2012-13,1150000,23,60000000,0.019167,Standard (1-way)
Leo Komarov,RW/LW/C,2012-13,850000,25,60000000,0.014167,Entry_Level
Logan Couture,C/LW,2012-13,2875000,23,60000000,0.047917,Standard (1-way)
Loui Eriksson,LW/RW,2012-13,4250000,27,60000000,0.070833,Standard (1-way)
Luke Schenn,RD,2012-13,3600000,23,60000000,0.06,Standard (1-way)
Marc Edouard Vlasic,LD/RD,2012-13,3100000,25,60000000,0.051667,Standard (1-way)
Marc Staal,LD,2012-13,3975000,25,60000000,0.06625,Standard (1-way)
Marco Scandella,LD,2012-13,643333,22,60000000,0.010722,Entry_Level
Marcus Foligno,LW/RW,2012-13,826667,21,60000000,0.013778,Entry_Level
Marcus Johansson,C/LW/RW,2012-13,900000,22,60000000,0.015,Entry_Level
Mark Borowiecki,LD,2012-13,610000,23,60000000,0.010167,Entry_Level
Mark Giordano,LD,2012-13,4020000,29,60000000,0.067,Standard (1-way)
Mark Pysyk,RD/RW,2012-13,900000,20,60000000,0.015,Entry_Level
Mark Scheifele,C,2012-13,894167,19,60000000,0.014903,Entry_Level
Mark Stone,RW,2012-13,603333,20,60000000,0.010056,Entry_Level
Martin Frk,RW,2012-13,700833,19,60000000,0.011681,Entry_Level
Mathieu Perreault,LW/RW/C,2012-13,1050000,24,60000000,0.0175,Standard (1-way)
Mats Zuccarello,RW/LW,2012-13,700000,25,60000000,0.011667,Standard (1-way)
Matt Duchene,C/LW/RW,2012-13,3500000,21,60000000,0.058333,Standard (1-way)
Matt Dumba,RD,2012-13,925000,18,60000000,0.015417,Entry_Level
Matt Irwin,LD/RD,2012-13,650000,25,60000000,0.010833,Standard (1-way)
Matt Martin,LW/RW,2012-13,1000000,23,60000000,0.016667,Standard (1-way)
Matt Tennyson,RD,2012-13,925000,22,60000000,0.015417,Entry_Level
Mattias Ekholm,LD,2012-13,900000,22,60000000,0.015,Entry_Level
Max Pacioretty,LW,2012-13,1625000,24,60000000,0.027083,Standard (1-way)
Michael Chaput,C,2012-13,706667,20,60000000,0.011778,Entry_Level
Michael Del Zotto,LD,2012-13,2550000,22,60000000,0.0425,Standard (1-way)
Michael Sgarbossa,C,2012-13,556667,20,60000000,0.009278,Entry_Level
Michael Stone,RD,2012-13,591667,22,60000000,0.009861,Entry_Level
Micheal Ferland,LW/RW,2012-13,611667,20,60000000,0.010194,Entry_Level
Mika Zibanejad,C,2012-13,894167,19,60000000,0.014903,Entry_Level
Mikael Backlund,C,2012-13,725000,23,60000000,0.012083,Standard (1-way)
Mikael Granlund,C/RW,2012-13,900000,20,60000000,0.015,Entry_Level
Mike Hoffman,LW/RW,2012-13,610000,23,60000000,0.010167,Entry_Level
Milan Lucic,LW,2012-13,4083333,24,60000000,0.068056,Standard (1-way)
Morgan Rielly,LD,2012-13,925000,18,60000000,0.015417,Entry_Level
Nate Schmidt,LD/RD,2012-13,925000,21,60000000,0.015417,Entry_Level
Nate Thompson,C,2012-13,900000,28,60000000,0.015,Standard (1-way)
Nathan Beaulieu,LD/RD,2012-13,925000,20,60000000,0.015417,Entry_Level
Nathan Gerbe,LW/RW,2012-13,1450000,25,60000000,0.024167,Standard (1-way)
Nazem Kadri,C,2012-13,870000,22,60000000,0.0145,Entry_Level
Nick Bjugstad,C/RW,2012-13,900000,20,60000000,0.015,Entry_Level
Nick Bonino,C,2012-13,700000,24,60000000,0.011667,Standard (1-way)
Nick Cousins,LW/C,2012-13,842500,19,60000000,0.014042,Entry_Level
Nick Foligno,LW/C/RW,2012-13,3083333,25,60000000,0.051389,Standard (1-way)
Nick Holden,LD,2012-13,550000,25,60000000,0.009167,Standard (1-way)
Nick Leddy,LD,2012-13,900000,21,60000000,0.015,Entry_Level
Nicklas Backstrom,C,2012-13,6700000,25,60000000,0.111667,Standard (1-way)
Nicolas Deslauriers,RW/LW,2012-13,608333,21,60000000,0.010139,Entry_Level
Nikita Kucherov,RW,2012-13,742500,19,60000000,0.012375,Entry_Level
Nino Niederreiter,LW/RW,2012-13,870000,20,60000000,0.0145,Entry_Level
Oliver Ekman Larsson,LD,2012-13,900000,21,60000000,0.015,Entry_Level
Olli Maatta,LD,2012-13,925000,18,60000000,0.015417,Entry_Level
Ondrej Palat,LW/RW,2012-13,575000,21,60000000,0.009583,Entry_Level
Oscar Klefbom,LD,2012-13,925000,19,60000000,0.015417,Entry_Level
Patric Hornqvist,RW,2012-13,3083333,25,60000000,0.051389,Standard (1-way)
Patrice Bergeron,C,2012-13,5000000,27,60000000,0.083333,Standard (1-way)
Patrick Kane,RW,2012-13,6300000,24,60000000,0.105,Standard (1-way)
Patrick Maroon,LW/RW,2012-13,550000,24,60000000,0.009167,Standard (1-way)
Patrik Nemeth,LD,2012-13,763333,20,60000000,0.012722,Entry_Level
Paul Byron,LW/RW/C,2012-13,560000,23,60000000,0.009333,Standard (1-way)
Paul Stastny,LW/C,2012-13,6600000,27,60000000,0.11,Standard (1-way)
Phil Kessel,RW,2012-13,5400000,25,60000000,0.09,Standard (1-way)
Phillip Danault,C,2012-13,894167,19,60000000,0.014903,Entry_Level
Pk Subban,RD,2012-13,3109375,23,60000000,0.051823,Standard (1-way)
Radek Faksa,C,2012-13,925000,18,60000000,0.015417,Entry_Level
Radko Gudas,RD,2012-13,600000,22,60000000,0.01,Entry_Level
Reilly Smith,RW/LW,2012-13,900000,21,60000000,0.015,Entry_Level
Richard Panik,LW/RW,2012-13,740000,21,60000000,0.012333,Entry_Level
Rickard Rakell,RW/LW,2012-13,925000,19,60000000,0.015417,Entry_Level
Riley Nash,C/RW,2012-13,704166,23,60000000,0.011736,Entry_Level
Riley Sheahan,LW/C,2012-13,785000,21,60000000,0.013083,Entry_Level
Robert Bortuzzo,RD,2012-13,525000,23,60000000,0.00875,Standard (2-way)
Roman Josi,LD,2012-13,875000,22,60000000,0.014583,Entry_Level
Ryan Ellis,RD,2012-13,840000,21,60000000,0.014,Entry_Level
Ryan Getzlaf,C,2012-13,5325000,27,60000000,0.08875,Standard (1-way)
Ryan Johansen,C/RW,2012-13,870000,20,60000000,0.0145,Entry_Level
Ryan Kesler,C/RW,2012-13,5000000,28,60000000,0.083333,Standard (1-way)
Ryan Mcdonagh,LD,2012-13,875000,23,60000000,0.014583,Entry_Level
Ryan Murphy,RD,2012-13,894167,19,60000000,0.014903,Entry_Level
Ryan Murray,LD,2012-13,925000,19,60000000,0.015417,Entry_Level
Ryan Nugent Hopkins,LW/C,2012-13,925000,19,60000000,0.015417,Entry_Level
Ryan Oreilly,C,2012-13,5000000,21,60000000,0.083333,Standard (1-way)
Ryan Reaves,RW,2012-13,600000,25,60000000,0.01,Standard (1-way)
Ryan Strome,C/RW,2012-13,894167,19,60000000,0.014903,Entry_Level
Ryan Suter,LD,2012-13,7538462,27,60000000,0.125641,Standard (1-way)
Sam Carrick,RW/C,2012-13,631667,20,60000000,0.010528,Entry_Level
Sam Gagner,C/RW,2012-13,3200000,23,60000000,0.053333,Standard (1-way)
Scott Harrington,LD,2012-13,603333,19,60000000,0.010056,Entry_Level
Scott Laughton,C/LW,2012-13,925000,18,60000000,0.015417,Entry_Level
Sean Couturier,C,2012-13,925000,20,60000000,0.015417,Entry_Level
Shea Weber,RD,2012-13,7857143,27,60000000,0.130952,Standard (1-way)
Sidney Crosby,C,2012-13,8700000,25,60000000,0.145,Standard (1-way)
Stefan Matteau,LW,2012-13,842500,18,60000000,0.014042,Entry_Level
Stefan Noesen,RW/LW,2012-13,894167,19,60000000,0.014903,Entry_Level
Steven Kampfer,RD,2012-13,635000,24,60000000,0.010583,Entry_Level
Steven Stamkos,RW/C/LW,2012-13,7500000,22,60000000,0.125,Standard (1-way)
Sven Baertschi,LW,2012-13,894167,20,60000000,0.014903,Entry_Level
Tanner Pearson,LW,2012-13,735833,20,60000000,0.012264,Entry_Level
Taylor Fedun,RD,2012-13,782500,24,60000000,0.013042,Entry_Level
Taylor Hall,LW,2012-13,900000,21,60000000,0.015,Entry_Level
Thomas Hickey,LD,2012-13,700000,23,60000000,0.011667,Standard (2-way)
Tj Brodie,LD/RD,2012-13,566667,22,60000000,0.009444,Entry_Level
Tj Oshie,RW,2012-13,4175000,26,60000000,0.069583,Standard (1-way)
Tom Wilson,RW,2012-13,925000,18,60000000,0.015417,Entry_Level
Tomas Tatar,LW/RW,2012-13,630000,22,60000000,0.0105,Entry_Level
Tommy Cross,LD,2012-13,787500,23,60000000,0.013125,Entry_Level
Torey Krug,LD,2012-13,916667,21,60000000,0.015278,Entry_Level
Travis Hamonic,RD,2012-13,875000,22,60000000,0.014583,Entry_Level
Trevor Lewis,RW,2012-13,725000,25,60000000,0.012083,Standard (1-way)
Tyler Bozak,C/RW,2012-13,1500000,26,60000000,0.025,Standard (1-way)
Tyler Ennis,LW/RW,2012-13,2812500,23,60000000,0.046875,Standard (1-way)
Tyler Johnson,RW/C,2012-13,756667,22,60000000,0.012611,Entry_Level
Tyler Myers,RD,2012-13,5500000,22,60000000,0.091667,Standard (1-way)
Tyler Pitlick,RW,2012-13,888333,21,60000000,0.014806,Entry_Level
Tyler Seguin,C/RW,2012-13,900000,20,60000000,0.015,Entry_Level
Tyler Toffoli,RW/LW,2012-13,716667,20,60000000,0.011944,Entry_Level
Tyson Barrie,RD,2012-13,715000,21,60000000,0.011917,Entry_Level
Victor Hedman,LD,2012-13,4000000,22,60000000,0.066667,Standard (1-way)
Victor Rask,C,2012-13,711667,19,60000000,0.011861,Entry_Level
Vincent Trocheck,C/RW,2012-13,692500,19,60000000,0.011542,Entry_Level
Vladimir Tarasenko,RW,2012-13,900000,21,60000000,0.015,Entry_Level
Vladislav Namestnikov,RW/LW/C,2012-13,925000,20,60000000,0.015417,Entry_Level
Wayne Simmonds,RW/LW,2012-13,1750000,24,60000000,0.029167,Standard (1-way)
Xavier Ouellet,LD/RD,2012-13,700833,19,60000000,0.011681,Entry_Level
Zac Dalpe,C,2012-13,704167,23,60000000,0.011736,Entry_Level
Zac Rinaldo,LW,2012-13,540000,22,60000000,0.009,Entry_Level
Zach Bogosian,RD,2012-13,2500000,22,60000000,0.041667,Standard (1-way)
Zach Parise,LW,2012-13,7538462,28,60000000,0.125641,Standard (1-way)
Zack Kassian,RW,2012-13,870000,21,60000000,0.0145,Entry_Level
Zdeno Chara,LD,2012-13,6916667,35,60000000,0.115278,Standard (1-way)
Zemgus Girgensons,C/LW,2012-13,925000,18,60000000,0.015417,Entry_Level
