player,position,season,cap_hit,age,total_cap,percent_cap_hit,type
Patric Hornqvist,RW,2010-11,3083333,23,59400000,0.051908,Standard (1-way)
Patrice Bergeron,C,2010-11,4750000,24,59400000,0.079966,Standard (1-way)
Patrick Kane,RW,2010-11,6300000,21,59400000,0.106061,Standard (1-way)
Patrick Maroon,LW/RW,2010-11,528333,22,59400000,0.0088940000000000009,Entry_Level
Paul Byron,LW/RW/C,2010-11,555000,21,59400000,0.009343,Entry_Level
Paul Stastny,LW/C,2010-11,6600000,24,59400000,0.111111,Standard (1-way)
Phil Kessel,RW,2010-11,5400000,22,59400000,0.090909,Standard (1-way)
Pk Subban,RD,2010-11,875000,21,59400000,0.014731,Entry_Level
Radko Gudas,RD,2010-11,600000,20,59400000,0.010101,Entry_Level
Riley Nash,C/RW,2010-11,704166,21,59400000,0.011855,Entry_Level
Robert Bortuzzo,RD,2010-11,535000,21,59400000,0.009007,Entry_Level
Roman Josi,LD,2010-11,875000,20,59400000,0.014731,Entry_Level
Ryan Ellis,RD,2010-11,870000,19,59400000,0.014646,Entry_Level
Ryan Getzlaf,C,2010-11,5325000,25,59400000,0.089646,Standard (1-way)
Ryan Johansen,C/RW,2010-11,900000,17,59400000,0.015152,Entry_Level
Ryan Kesler,C/RW,2010-11,5000000,25,59400000,0.084175,Standard (1-way)
Ryan Mcdonagh,LD,2010-11,875000,21,59400000,0.014731,Entry_Level
Ryan Oreilly,C,2010-11,880000,19,59400000,0.014815,Entry_Level
Ryan Reaves,RW,2010-11,525000,23,59400000,0.008838,Standard (1-way)
Ryan Suter,LD,2010-11,3500000,25,59400000,0.058923,Standard (1-way)
Sam Gagner,C/RW,2010-11,2275000,20,59400000,0.0383,Standard (1-way)
Shea Weber,RD,2010-11,4500000,24,59400000,0.075758,Standard (1-way)
Sidney Crosby,C,2010-11,8700000,22,59400000,0.146465,Standard (1-way)
Steven Kampfer,RD,2010-11,635000,21,59400000,0.01069,Entry_Level
Steven Stamkos,RW/C/LW,2010-11,875000,20,59400000,0.014731,Entry_Level
Taylor Hall,LW,2010-11,900000,18,59400000,0.015152,Entry_Level
Thomas Hickey,LD,2010-11,816667,21,59400000,0.013749,Entry_Level
Tj Brodie,LD/RD,2010-11,566667,20,59400000,0.00954,Entry_Level
Tj Oshie,RW,2010-11,850000,23,59400000,0.01431,Entry_Level
Tomas Tatar,LW/RW,2010-11,660000,19,59400000,0.011111,Entry_Level
Travis Hamonic,RD,2010-11,875000,19,59400000,0.014731,Entry_Level
Trevor Lewis,RW,2010-11,803250,23,59400000,0.013523,Standard (2-way)
Tyler Bozak,C/RW,2010-11,875000,24,59400000,0.014731,Entry_Level
Tyler Ennis,LW/RW,2010-11,875000,20,59400000,0.014731,Entry_Level
Tyler Myers,RD,2010-11,875000,20,59400000,0.014731,Entry_Level
Tyler Seguin,C/RW,2010-11,900000,18,59400000,0.015152,Entry_Level
Victor Hedman,LD,2010-11,900000,19,59400000,0.015152,Entry_Level
Wayne Simmonds,RW/LW,2010-11,556667,21,59400000,0.009371,Entry_Level
Zac Dalpe,C,2010-11,704167,20,59400000,0.011855,Entry_Level
Zac Rinaldo,LW,2010-11,540000,20,59400000,0.009091,Entry_Level
Zach Bogosian,RD,2010-11,875000,19,59400000,0.014731,Entry_Level
Zach Parise,LW,2010-11,3125000,25,59400000,0.052609,Standard (1-way)
Zack Kassian,RW,2010-11,900000,19,59400000,0.015152,Entry_Level
Zdeno Chara,LD,2010-11,7500000,33,59400000,0.126263,Standard (1-way)
