player,position,season,cap_hit,age,total_cap,percent_cap_hit,type
Michael Matheson,LD,2015-16,925000,21,71400000,0.012955,Entry_Level
Michael Mccarron,RW/C,2015-16,863333,20,71400000,0.012091,Entry_Level
Michael Raffl,LW/RW,2015-16,1100000,27,71400000,0.015406,Standard (1-way)
Michael Sgarbossa,C,2015-16,605000,23,71400000,0.008473,Standard (2-way)
Michael Stone,RD,2015-16,1150000,25,71400000,0.016106,Standard (1-way)
Micheal Ferland,LW/RW,2015-16,825000,23,71400000,0.011555,Standard (1-way)
Mika Zibanejad,C,2015-16,2625000,22,71400000,0.036765,Standard (1-way)
Mikael Backlund,C,2015-16,3575000,26,71400000,0.05007,Standard (1-way)
Mikael Granlund,C/RW,2015-16,3000000,23,71400000,0.042017,Standard (1-way)
Mike Hoffman,LW/RW,2015-16,2000000,26,71400000,0.028011,Standard (1-way)
Mike Reilly,LD,2015-16,925000,22,71400000,0.012955,Entry_Level
Mikko Rantanen,RW/C,2015-16,925000,19,71400000,0.012955,Entry_Level
Milan Lucic,LW,2015-16,6000000,27,71400000,0.084034,Standard (1-way)
Miles Wood,LW,2015-16,925000,20,71400000,0.012955,Entry_Level
Mitchell Marner,RW,2015-16,925000,18,71400000,0.012955,Entry_Level
Morgan Rielly,LD,2015-16,894167,21,71400000,0.012523,Entry_Level
Nate Schmidt,LD/RD,2015-16,812500,24,71400000,0.01138,Standard (1-way)
Nate Thompson,C,2015-16,1600000,31,71400000,0.022409,Standard (1-way)
Nathan Beaulieu,LD/RD,2015-16,1000000,23,71400000,0.014006,Standard (1-way)
Nathan Gerbe,LW/RW,2015-16,1750000,28,71400000,0.02451,Standard (1-way)
Nathan Mackinnon,C/RW,2015-16,925000,20,71400000,0.012955,Entry_Level
Nathan Walker,LW,2015-16,635000,21,71400000,0.0088940000000000009,Entry_Level
Nazem Kadri,C,2015-16,4100000,25,71400000,0.057423,Standard (1-way)
Nic Dowd,C,2015-16,600000,25,71400000,0.008403,Standard (2-way)
Nicholas Paul,C/LW,2015-16,670000,20,71400000,0.009384,Entry_Level
Nick Bjugstad,C/RW,2015-16,4100000,23,71400000,0.057423,Standard (1-way)
Nick Bonino,C,2015-16,1900000,27,71400000,0.026611,Standard (1-way)
Nick Cousins,LW/C,2015-16,842500,22,71400000,0.0118,Entry_Level
Nick Foligno,LW/C/RW,2015-16,5500000,28,71400000,0.077031,Standard (1-way)
Nick Holden,LD,2015-16,1650000,28,71400000,0.023109,Standard (1-way)
Nick Jensen,RD,2015-16,587500,25,71400000,0.008228,Standard (2-way)
Nick Leddy,LD,2015-16,5500000,24,71400000,0.077031,Standard (1-way)
Nick Merkley,RW/C,2015-16,925000,18,71400000,0.012955,Entry_Level
Nick Ritchie,LW,2015-16,894167,20,71400000,0.012523,Entry_Level
Nicklas Backstrom,C,2015-16,6700000,28,71400000,0.093838,Standard (1-way)
Nicolas Aube Kubel,RW,2015-16,703333,19,71400000,0.009851,Entry_Level
Nicolas Deslauriers,RW/LW,2015-16,637500,24,71400000,0.008929,Standard (1-way)
Nicolas Petan,C/LW/RW,2015-16,758333,20,71400000,0.010621,Entry_Level
Nikita Kucherov,RW,2015-16,711667,22,71400000,0.009967,Entry_Level
Nikita Zadorov,LD/RD,2015-16,894167,20,71400000,0.012523,Entry_Level
Nikolaj Ehlers,RW/LW,2015-16,894167,19,71400000,0.012523,Entry_Level
Nino Niederreiter,LW/RW,2015-16,2666667,23,71400000,0.037348,Standard (1-way)
Noah Hanifin,LD,2015-16,925000,18,71400000,0.012955,Entry_Level
Noah Juulsen,RD,2015-16,925000,18,71400000,0.012955,Entry_Level
Noel Acciari,C/RW,2015-16,792500,24,71400000,0.011099,Entry_Level
Oliver Bjorkstrand,RW/LW,2015-16,655833,20,71400000,0.009185,Entry_Level
Oliver Ekman Larsson,LD,2015-16,5500000,24,71400000,0.077031,Standard (1-way)
Oliver Kylington,LD/RD,2015-16,792500,18,71400000,0.011099,Entry_Level
Olli Maatta,LD,2015-16,894167,21,71400000,0.012523,Entry_Level
Ondrej Kase,RW,2015-16,670000,20,71400000,0.009384,Entry_Level
Ondrej Palat,LW/RW,2015-16,3333333,24,71400000,0.046685,Standard (1-way)
Oscar Klefbom,LD,2015-16,894167,22,71400000,0.012523,Entry_Level
Oskar Sundqvist,C/RW,2015-16,700833,21,71400000,0.009816,Entry_Level
Patric Hornqvist,RW,2015-16,4250000,28,71400000,0.059524,Standard (1-way)
Patrice Bergeron,C,2015-16,6875000,30,71400000,0.096289,Standard (1-way)
Patrick Brown,C/RW,2015-16,652500,23,71400000,0.009139,Entry_Level
Patrick Kane,RW,2015-16,10500000,27,71400000,0.147059,Standard (1-way)
Patrick Maroon,LW/RW,2015-16,2000000,27,71400000,0.028011,Standard (1-way)
Patrik Nemeth,LD,2015-16,900000,23,71400000,0.012605,Standard (1-way)
Paul Byron,LW/RW/C,2015-16,900000,26,71400000,0.012605,Standard (1-way)
Paul Stastny,LW/C,2015-16,7000000,30,71400000,0.098039,Standard (1-way)
Pavel Zacha,LW/C,2015-16,925000,18,71400000,0.012955,Entry_Level
Petteri Lindbohm,LD,2015-16,636667,22,71400000,0.008917,Entry_Level
Phil Kessel,RW,2015-16,8000000,28,71400000,0.112045,Standard (1-way)
Philippe Myers,RD,2015-16,636667,18,71400000,0.008917,Entry_Level
Phillip Danault,C,2015-16,863333,22,71400000,0.012091,Entry_Level
Phillip Di Giuseppe,LW,2015-16,817500,22,71400000,0.01145,Entry_Level
Pierre Edouard Bellemare,C/LW,2015-16,712500,30,71400000,0.009979,Standard (1-way)
Pk Subban,RD,2015-16,9000000,26,71400000,0.12605,Standard (1-way)
Pontus Aberg,RW/LW,2015-16,780833,22,71400000,0.010936,Entry_Level
Radek Faksa,C,2015-16,863333,21,71400000,0.012091,Entry_Level
Radko Gudas,RD,2015-16,991667,25,71400000,0.013889,Standard (1-way)
Rasmus Andersson,RD,2015-16,817500,19,71400000,0.01145,Entry_Level
Rasmus Ristolainen,RD,2015-16,925000,21,71400000,0.012955,Entry_Level
Reilly Smith,RW/LW,2015-16,3425000,24,71400000,0.047969,Standard (1-way)
Remi Elie,LW,2015-16,728333,20,71400000,0.010201,Entry_Level
Richard Panik,LW/RW,2015-16,975000,24,71400000,0.013655,Standard (1-way)
Rickard Rakell,RW/LW,2015-16,894167,22,71400000,0.012523,Entry_Level
Riley Barber,RW,2015-16,692500,21,71400000,0.009699,Entry_Level
Riley Nash,C/RW,2015-16,1150000,26,71400000,0.016106,Standard (1-way)
Riley Sheahan,LW/C,2015-16,950000,24,71400000,0.013305,Standard (1-way)
Robbie Russo,RD,2015-16,680000,22,71400000,0.009524,Entry_Level
Robby Fabbri,LW/C,2015-16,894167,19,71400000,0.012523,Entry_Level
Robert Bortuzzo,RD,2015-16,1050000,26,71400000,0.014706,Standard (1-way)
Robert Hagg,LD,2015-16,894167,20,71400000,0.012523,Entry_Level
Rocco Grimaldi,LW/RW,2015-16,925000,22,71400000,0.012955,Entry_Level
Roland Mckeown,RD,2015-16,775833,19,71400000,0.010866,Entry_Level
Roman Josi,LD,2015-16,4000000,25,71400000,0.056022,Standard (1-way)
Ross Johnston,LW,2015-16,666667,21,71400000,0.009337,Entry_Level
Ryan Carpenter,RW/C,2015-16,925000,24,71400000,0.012955,Entry_Level
Ryan Dzingel,LW/RW/C,2015-16,715000,23,71400000,0.010014,Entry_Level
Ryan Ellis,RD,2015-16,2500000,24,71400000,0.035014000000000003,Standard (1-way)
Ryan Getzlaf,C,2015-16,8250000,30,71400000,0.115546,Standard (1-way)
Ryan Graves,LD,2015-16,656667,20,71400000,0.009197,Entry_Level
Ryan Hartman,C/RW,2015-16,863333,21,71400000,0.012091,Entry_Level
Ryan Johansen,C/RW,2015-16,4000000,23,71400000,0.056022,Standard (1-way)
Ryan Kesler,C/RW,2015-16,5000000,31,71400000,0.070028000000000007,Standard (1-way)
Ryan Macinnis,C,2015-16,828333,19,71400000,0.011601,Entry_Level
Ryan Mcdonagh,LD,2015-16,4700000,26,71400000,0.065826,Standard (1-way)
Ryan Murphy,RD,2015-16,863333,22,71400000,0.012091,Entry_Level
Ryan Murray,LD,2015-16,894167,22,71400000,0.012523,Entry_Level
Ryan Nugent Hopkins,LW/C,2015-16,6000000,22,71400000,0.084034,Standard (1-way)
Ryan Oreilly,C,2015-16,6000000,24,71400000,0.084034,Standard (1-way)
Ryan Pulock,RD,2015-16,863333,21,71400000,0.012091,Entry_Level
Ryan Reaves,RW,2015-16,1125000,28,71400000,0.015756,Standard (1-way)
Ryan Strome,C/RW,2015-16,863333,22,71400000,0.012091,Entry_Level
Ryan Suter,LD,2015-16,7538462,30,71400000,0.105581,Standard (1-way)
Sam Bennett,C,2015-16,925000,19,71400000,0.012955,Entry_Level
Sam Carrick,RW/C,2015-16,600000,23,71400000,0.008403,Standard (1-way)
Sam Gagner,C/RW,2015-16,4800000,26,71400000,0.067227,Standard (1-way)
Sam Reinhart,C/RW,2015-16,894167,20,71400000,0.012523,Entry_Level
Samuel Blais,RW,2015-16,672500,19,71400000,0.009419,Entry_Level
Samuel Morin,LD/LW,2015-16,863333,20,71400000,0.012091,Entry_Level
Scott Harrington,LD,2015-16,589167,22,71400000,0.008252,Entry_Level
Scott Laughton,C/LW,2015-16,863333,21,71400000,0.012091,Entry_Level
Scott Mayfield,RD,2015-16,925000,23,71400000,0.012955,Entry_Level
Scott Sabourin,RW,2015-16,753333,23,71400000,0.010551,Entry_Level
Sean Couturier,C,2015-16,1750000,23,71400000,0.02451,Standard (1-way)
Sean Monahan,C,2015-16,925000,21,71400000,0.012955,Entry_Level
Seth Griffith,RW/C,2015-16,759167,22,71400000,0.010633,Entry_Level
Seth Jones,RD,2015-16,925000,21,71400000,0.012955,Entry_Level
Shayne Gostisbehere,LD,2015-16,925000,22,71400000,0.012955,Entry_Level
Shea Theodore,LD/RD,2015-16,863333,20,71400000,0.012091,Entry_Level
Shea Weber,RD,2015-16,7857143,30,71400000,0.110044,Standard (1-way)
Sidney Crosby,C,2015-16,8700000,28,71400000,0.121849,Standard (1-way)
Slater Koekkoek,LD/RD,2015-16,894167,21,71400000,0.012523,Entry_Level
Sonny Milano,LW/RW,2015-16,894167,19,71400000,0.012523,Entry_Level
Stefan Matteau,LW,2015-16,612500,21,71400000,0.008578,Standard (1-way)
Stefan Noesen,RW/LW,2015-16,863333,22,71400000,0.012091,Entry_Level
Steven Kampfer,RD,2015-16,612500,27,71400000,0.008578,Standard (1-way)
Steven Santini,RD,2015-16,925000,20,71400000,0.012955,Entry_Level
Steven Stamkos,RW/C/LW,2015-16,7500000,25,71400000,0.105042,Standard (1-way)
Sven Baertschi,LW,2015-16,900000,23,71400000,0.012605,Standard (1-way)
Tanner Kero,C/LW,2015-16,667500,23,71400000,0.009349,Entry_Level
Tanner Pearson,LW,2015-16,1400000,23,71400000,0.019608,Standard (1-way)
Taylor Fedun,RD,2015-16,600000,27,71400000,0.008403,Standard (1-way)
Taylor Hall,LW,2015-16,6000000,24,71400000,0.084034,Standard (1-way)
Teuvo Teravainen,RW/LW,2015-16,894167,21,71400000,0.012523,Entry_Level
Thomas Chabot,LD,2015-16,925000,18,71400000,0.012955,Entry_Level
Thomas Hickey,LD,2015-16,2200000,26,71400000,0.030812,Standard (1-way)
Timo Meier,LW/RW,2015-16,925000,19,71400000,0.012955,Entry_Level
Tj Brodie,LD/RD,2015-16,4650400,25,71400000,0.065132,Standard (1-way)
Tj Oshie,RW,2015-16,4175000,29,71400000,0.058473,Standard (1-way)
Tj Tynan,C,2015-16,717500,23,71400000,0.010049,Entry_Level
Tom Wilson,RW,2015-16,894167,21,71400000,0.012523,Entry_Level
Tomas Hertl,C/RW,2015-16,925000,22,71400000,0.012955,Entry_Level
Tomas Nosek,C/LW,2015-16,792500,23,71400000,0.011099,Entry_Level
Tomas Tatar,LW/RW,2015-16,2750000,25,71400000,0.038515,Standard (1-way)
Tommy Cross,LD,2015-16,600000,26,71400000,0.008403,Standard (1-way)
Torey Krug,LD,2015-16,3400000,24,71400000,0.047619,Standard (1-way)
Travis Boyd,C/RW,2015-16,705000,22,71400000,0.009874,Entry_Level
Travis Dermott,LD/RD,2015-16,925000,19,71400000,0.012955,Entry_Level
Travis Hamonic,RD,2015-16,3857143,25,71400000,0.054022,Standard (1-way)
Travis Konecny,RW/LW,2015-16,925000,18,71400000,0.012955,Entry_Level
Travis Sanheim,LD,2015-16,894167,19,71400000,0.012523,Entry_Level
Trevor Carrick,LD,2015-16,675000,21,71400000,0.009454,Entry_Level
Trevor Lewis,RW,2015-16,1525000,28,71400000,0.021359,Standard (1-way)
Trevor Van Riemsdyk,LD/RD,2015-16,925000,24,71400000,0.012955,Entry_Level
Tyler Bertuzzi,LW/RW,2015-16,661667,20,71400000,0.009267,Entry_Level
Tyler Bozak,C/RW,2015-16,4200000,29,71400000,0.058824,Standard (1-way)
Tyler Ennis,LW/RW,2015-16,4600000,26,71400000,0.064426,Standard (1-way)
Tyler Johnson,RW/C,2015-16,3333333,25,71400000,0.046685,Standard (1-way)
Tyler Lewington,RD,2015-16,665000,21,71400000,0.009314,Entry_Level
Tyler Myers,RD,2015-16,5500000,25,71400000,0.077031,Standard (1-way)
Tyler Pitlick,RW,2015-16,761250,24,71400000,0.010662,Standard (2-way)
Tyler Seguin,C/RW,2015-16,5750000,23,71400000,0.080532,Standard (1-way)
Tyler Toffoli,RW/LW,2015-16,3250000,23,71400000,0.045518,Standard (1-way)
Tyson Barrie,RD,2015-16,2600000,24,71400000,0.036415,Standard (1-way)
Valeri Nichushkin,LW/RW,2015-16,925000,20,71400000,0.012955,Entry_Level
Victor Hedman,LD,2015-16,4000000,25,71400000,0.056022,Standard (1-way)
Victor Rask,C,2015-16,680833,22,71400000,0.009535,Entry_Level
Viktor Arvidsson,RW/LW,2015-16,631667,22,71400000,0.008847,Entry_Level
Vince Dunn,LD/RD,2015-16,759167,19,71400000,0.010633,Entry_Level
Vincent Trocheck,C/RW,2015-16,661667,22,71400000,0.009267,Entry_Level
Vinnie Hinostroza,RW/LW,2015-16,717500,21,71400000,0.010049,Entry_Level
Vladimir Tarasenko,RW,2015-16,7500000,24,71400000,0.105042,Standard (1-way)
Vladislav Namestnikov,RW/LW/C,2015-16,874125,23,71400000,0.012243,Standard (2-way)
Wayne Simmonds,RW/LW,2015-16,3975000,27,71400000,0.055672,Standard (1-way)
William Carrier,LW,2015-16,689167,21,71400000,0.009652,Entry_Level
William Karlsson,C,2015-16,830833,22,71400000,0.011636,Entry_Level
William Nylander,RW/LW,2015-16,894167,19,71400000,0.012523,Entry_Level
Xavier Ouellet,LD/RD,2015-16,670000,22,71400000,0.009384,Entry_Level
Yakov Trenin,LW/C,2015-16,792500,18,71400000,0.011099,Entry_Level
Yanni Gourde,C/LW/RW,2015-16,587500,24,71400000,0.008228,Entry_Level
Zac Dalpe,C,2015-16,600000,26,71400000,0.008403,Standard (1-way)
Zac Rinaldo,LW,2015-16,850000,25,71400000,0.011905,Standard (1-way)
Zach Bogosian,RD,2015-16,5142857,25,71400000,0.072029,Standard (1-way)
Zach Hyman,LW/RW,2015-16,900000,23,71400000,0.012605,Entry_Level
Zach Parise,LW,2015-16,7538462,31,71400000,0.105581,Standard (1-way)
Zach Senyshyn,RW,2015-16,925000,18,71400000,0.012955,Entry_Level
Zachary Leslie,LD,2015-16,616667,21,71400000,0.008637,Entry_Level
Zack Kassian,RW,2015-16,1750000,24,71400000,0.02451,Standard (1-way)
Zdeno Chara,LD,2015-16,6916667,38,71400000,0.096872,Standard (1-way)
Zemgus Girgensons,C/LW,2015-16,894167,21,71400000,0.012523,Entry_Level
