player,position,season,cap_hit,age,total_cap,percent_cap_hit,type
Brayden Point,C/RW,2015-16,692500,19,71400000,0.009699,Entry_Level
Brayden Schenn,C/LW,2015-16,2500000,24,71400000,0.035014000000000003,Standard (1-way)
Brendan Gallagher,RW,2015-16,3750000,23,71400000,0.052521,Standard (1-way)
Brendan Gaunce,LW/C,2015-16,863333,21,71400000,0.012091,Entry_Level
Brendan Guhle,LD,2015-16,734167,18,71400000,0.010282,Entry_Level
Brendan Lemieux,LW/RW,2015-16,870000,19,71400000,0.012185,Entry_Level
Brendan Perlini,RW/LW,2015-16,894167,19,71400000,0.012523,Entry_Level
Brendan Smith,LD/RD,2015-16,2750000,26,71400000,0.038515,Standard (1-way)
Brenden Dillon,LD,2015-16,3270000,25,71400000,0.045798,Standard (1-way)
Brent Burns,RD,2015-16,5760000,30,71400000,0.080672,Standard (1-way)
Brent Seabrook,RD,2015-16,5800000,30,71400000,0.081232,Standard (1-way)
Brett Connolly,RW/LW,2015-16,1025000,23,71400000,0.014356,Standard (1-way)
Brett Kulak,LD/RD,2015-16,656667,21,71400000,0.009197,Entry_Level
Brett Pesce,RD,2015-16,809167,21,71400000,0.011333,Entry_Level
Brett Ritchie,RW,2015-16,814167,22,71400000,0.011403,Entry_Level
Brian Boyle,LW/C,2015-16,2000000,31,71400000,0.028011,Standard (1-way)
Brian Dumoulin,LD,2015-16,800000,24,71400000,0.011204,Standard (1-way)
Brian Flynn,RW,2015-16,950000,27,71400000,0.013305,Standard (1-way)
Brian Lashoff,LD,2015-16,725000,25,71400000,0.010154,Standard (1-way)
Brock Mcginn,LW/RW,2015-16,811667,21,71400000,0.011368,Entry_Level
Brock Nelson,C/LW,2015-16,2500000,24,71400000,0.035014000000000003,Standard (1-way)
Bryan Little,C/RW,2015-16,4700000,28,71400000,0.065826,Standard (1-way)
Bryan Rust,RW/LW,2015-16,652500,23,71400000,0.009139,Entry_Level
Buddy Robinson,RW,2015-16,925000,24,71400000,0.012955,Entry_Level
Byron Froese,C,2015-16,575000,24,71400000,0.008053,Standard (1-way)
Cal Clutterbuck,RW,2015-16,2750000,28,71400000,0.038515,Standard (1-way)
Calle Jarnkrok,LW/C/RW,2015-16,735000,24,71400000,0.010294,Standard (1-way)
Calvin De Haan,LD/RD,2015-16,1966667,24,71400000,0.027544,Standard (1-way)
Cam Atkinson,RW/LW,2015-16,3500000,26,71400000,0.04902,Standard (1-way)
Cam Fowler,LD/RD,2015-16,4000000,24,71400000,0.056022,Standard (1-way)
Carl Hagelin,LW,2015-16,4000000,27,71400000,0.056022,Standard (1-way)
Carter Verhaeghe,LW/C,2015-16,778333,20,71400000,0.010901,Entry_Level
Casey Cizikas,C,2015-16,1000000,24,71400000,0.014006,Standard (1-way)
Cavan Fitzgerald,LD,2015-16,654167,19,71400000,0.009162,Entry_Level
Cedric Paquette,C/LW/RW,2015-16,633333,22,71400000,0.00887,Entry_Level
Chad Ruhwedel,RD,2015-16,650000,25,71400000,0.009104,Standard (1-way)
Chandler Stephenson,C/LW,2015-16,725833,21,71400000,0.010166,Entry_Level
Charles Hudon,LW/RW,2015-16,625000,21,71400000,0.008754,Entry_Level
Charlie Coyle,C/RW,2015-16,3200000,23,71400000,0.044818,Standard (1-way)
Chase De Leo,C/LW/RW,2015-16,720833,20,71400000,0.010096,Entry_Level
Chris Kreider,LW,2015-16,2475000,24,71400000,0.034664,Standard (1-way)
Chris Tierney,C,2015-16,711667,21,71400000,0.009967,Entry_Level
Chris Wagner,RW/C,2015-16,600000,24,71400000,0.008403,Standard (2-way)
Chris Wideman,RD,2015-16,600000,25,71400000,0.008403,Standard (1-way)
Christian Dvorak,C/LW,2015-16,870000,19,71400000,0.012185,Entry_Level
Christian Fischer,RW/LW,2015-16,883333,18,71400000,0.012372,Entry_Level
Christopher Tanev,RD,2015-16,4450000,26,71400000,0.062325,Standard (1-way)
Claude Giroux,C/RW,2015-16,8275000,27,71400000,0.115896,Standard (1-way)
Cody Ceci,RD,2015-16,894167,22,71400000,0.012523,Entry_Level
Cody Eakin,C,2015-16,1900000,24,71400000,0.026611,Standard (1-way)
Cole Bardreau,C,2015-16,680000,22,71400000,0.009524,Entry_Level
Colin Miller,RD,2015-16,602500,23,71400000,0.008438,Entry_Level
Colton Parayko,RD,2015-16,858750,22,71400000,0.012027,Entry_Level
Colton Sceviour,RW/C,2015-16,650000,26,71400000,0.009104,Standard (1-way)
Colton Sissons,RW/C,2015-16,635000,22,71400000,0.0088940000000000009,Entry_Level
Connor Brown,LW/RW,2015-16,686667,21,71400000,0.009617,Entry_Level
Connor Carrick,RD,2015-16,636667,21,71400000,0.008917,Entry_Level
Connor Mcdavid,C,2015-16,925000,18,71400000,0.012955,Entry_Level
Connor Murphy,RD,2015-16,863333,22,71400000,0.012091,Entry_Level
Conor Garland,RW/LW,2015-16,691667,19,71400000,0.009687,Entry_Level
Conor Sheary,LW/RW,2015-16,667500,23,71400000,0.009349,Entry_Level
Corey Perry,RW,2015-16,8625000,30,71400000,0.120798,Standard (1-way)
Craig Smith,RW/C,2015-16,4250000,26,71400000,0.059524,Standard (1-way)
Curtis Lazar,C/RW,2015-16,894167,20,71400000,0.012523,Entry_Level
Dakota Mermis,LD/RD,2015-16,626667,21,71400000,0.008777,Entry_Level
Damon Severson,RD,2015-16,605833,21,71400000,0.008485,Entry_Level
Daniel Sprong,RW/LW,2015-16,692500,18,71400000,0.009699,Entry_Level
Daniel Walcott,LW,2015-16,650000,21,71400000,0.009104,Entry_Level
Danny Dekeyser,LD,2015-16,2187500,25,71400000,0.030637,Standard (1-way)
Darnell Nurse,LD,2015-16,863333,20,71400000,0.012091,Entry_Level
Darren Helm,C/LW/RW,2015-16,2125000,28,71400000,0.029762,Standard (1-way)
David Pastrnak,RW,2015-16,925000,19,71400000,0.012955,Entry_Level
David Perron,RW/LW,2015-16,3812500,27,71400000,0.053396,Standard (1-way)
David Savard,RD,2015-16,1300000,25,71400000,0.018207,Standard (1-way)
Dean Kukan,LD/RD,2015-16,767500,22,71400000,0.010749,Entry_Level
Derek Forbort,LD,2015-16,863333,23,71400000,0.012091,Entry_Level
Derek Grant,C/RW,2015-16,700000,25,71400000,0.009804,Standard (1-way)
Derek Ryan,C/RW,2015-16,600000,29,71400000,0.008403,Entry_Level
Derek Stepan,C,2015-16,6500000,25,71400000,0.091036,Standard (1-way)
Derick Brassard,LW/C,2015-16,5000000,28,71400000,0.070028000000000007,Standard (1-way)
Devin Shore,LW/C/RW,2015-16,870000,21,71400000,0.012185,Entry_Level
Dillon Heatherington,LD,2015-16,770833,20,71400000,0.010796,Entry_Level
Dmitrij Jaskin,RW/LW,2015-16,775000,22,71400000,0.010854,Standard (1-way)
Dmitry Kulikov,LD/RD,2015-16,4333333,25,71400000,0.060691,Standard (1-way)
Dmitry Orlov,LD/RD,2015-16,2000000,24,71400000,0.028011,Standard (1-way)
Dmytro Timashov,LW,2015-16,691667,19,71400000,0.009687,Entry_Level
Dominic Turgeon,C,2015-16,692500,19,71400000,0.009699,Entry_Level
Dominik Simon,RW/LW,2015-16,692500,21,71400000,0.009699,Entry_Level
Dougie Hamilton,RD,2015-16,5750000,22,71400000,0.080532,Standard (1-way)
Drew Doughty,RD,2015-16,7000000,26,71400000,0.098039,Standard (1-way)
Duncan Keith,LD,2015-16,5538462,32,71400000,0.077569,Standard (1-way)
Dustin Brown,RW/LW,2015-16,5875000,31,71400000,0.082283,Standard (1-way)
Dylan Demelo,RD,2015-16,633333,22,71400000,0.00887,Entry_Level
Dylan Larkin,C,2015-16,925000,19,71400000,0.012955,Entry_Level
Dylan Mcilrath,RD,2015-16,600000,23,71400000,0.008403,Standard (1-way)
Dylan Strome,C/LW,2015-16,925000,18,71400000,0.012955,Entry_Level
Dysin Mayo,RD,2015-16,680000,19,71400000,0.009524,Entry_Level
Elias Lindholm,C/RW,2015-16,925000,21,71400000,0.012955,Entry_Level
Eric Gelinas,LD,2015-16,1575000,24,71400000,0.022059,Standard (1-way)
Erik Cernak,RD,2015-16,732500,18,71400000,0.010259,Entry_Level
Erik Gudbranson,RD,2015-16,2500000,23,71400000,0.035014000000000003,Standard (1-way)
Erik Gustafsson,LD/RD,2015-16,667500,23,71400000,0.009349,Entry_Level
Erik Haula,C/LW,2015-16,1000000,24,71400000,0.014006,Standard (1-way)
Erik Johnson,RD,2015-16,3750000,27,71400000,0.052521,Standard (1-way)
Erik Karlsson,RD,2015-16,6500000,25,71400000,0.091036,Standard (1-way)
Esa Lindell,LD,2015-16,745833,21,71400000,0.010446,Entry_Level
Evan Rodrigues,RW/C,2015-16,842500,22,71400000,0.0118,Entry_Level
Evander Kane,LW/RW,2015-16,5250000,24,71400000,0.073529,Standard (1-way)
Evgeni Malkin,C,2015-16,9500000,29,71400000,0.133053,Standard (1-way)
Evgeny Kuznetsov,C,2015-16,3000000,23,71400000,0.042017,Standard (1-way)
Evgeny Svechnikov,LW/RW,2015-16,925000,19,71400000,0.012955,Entry_Level
Filip Forsberg,LW,2015-16,894167,21,71400000,0.012523,Entry_Level
Frank Vatrano,RW/LW,2015-16,792500,21,71400000,0.011099,Entry_Level
Frans Nielsen,C/LW,2015-16,2750000,31,71400000,0.038515,Standard (1-way)
Frederick Gaudreau,C,2015-16,595000,22,71400000,0.008333,Entry_Level
Frederik Gauthier,C,2015-16,863333,20,71400000,0.012091,Entry_Level
Fredrik Claesson,LD,2015-16,600000,23,71400000,0.008403,Standard (2-way)
Gabriel Dumont,C,2015-16,575000,25,71400000,0.008053,Standard (1-way)
Gabriel Landeskog,LW/C,2015-16,5571429,23,71400000,0.078031,Standard (1-way)
Garnet Hathaway,RW/LW,2015-16,690000,24,71400000,0.009664,Entry_Level
Gemel Smith,C,2015-16,645000,21,71400000,0.009034,Entry_Level
Greg Mckegg,C/LW,2015-16,700000,23,71400000,0.009804,Standard (2-way)
Greg Pateryn,RD,2015-16,562500,25,71400000,0.007878,Standard (1-way)
Guillaume Brisebois,LD,2015-16,734167,18,71400000,0.010282,Entry_Level
Gustav Nyquist,RW/LW,2015-16,4750000,26,71400000,0.066527,Standard (1-way)
Gustav Olofsson,LD,2015-16,795000,21,71400000,0.011134,Entry_Level
Hampus Lindholm,LD,2015-16,894167,21,71400000,0.012523,Entry_Level
Haydn Fleury,LD/RD,2015-16,894167,19,71400000,0.012523,Entry_Level
Hudson Fasching,RW,2015-16,925000,20,71400000,0.012955,Entry_Level
Ian Cole,LD/RD,2015-16,2100000,26,71400000,0.029412,Standard (1-way)
Ivan Barbashev,C/LW,2015-16,772500,20,71400000,0.010819,Entry_Level
Ivan Provorov,LD,2015-16,925000,18,71400000,0.012955,Entry_Level
Jaccob Slavin,LD,2015-16,742500,21,71400000,0.010399,Entry_Level
Jack Eichel,C,2015-16,925000,19,71400000,0.012955,Entry_Level
Jack Johnson,LD,2015-16,4357143,28,71400000,0.061024,Standard (1-way)
Jacob Trouba,RD,2015-16,894167,21,71400000,0.012523,Entry_Level
Jaden Schwartz,LW,2015-16,2350000,23,71400000,0.032913,Standard (1-way)
Jake Debrusk,LW,2015-16,925000,19,71400000,0.012955,Entry_Level
Jake Gardiner,LD,2015-16,4050000,25,71400000,0.056723,Standard (1-way)
Jake Mccabe,LD/RD,2015-16,925000,22,71400000,0.012955,Entry_Level
Jake Muzzin,LD,2015-16,4000000,26,71400000,0.056022,Standard (1-way)
Jakob Silfverberg,RW/LW,2015-16,3750000,25,71400000,0.052521,Standard (1-way)
Jakub Voracek,RW/LW,2015-16,4250000,26,71400000,0.059524,Standard (1-way)
Jakub Vrana,LW,2015-16,894167,19,71400000,0.012523,Entry_Level
Jakub Zboril,LD/RD,2015-16,925000,18,71400000,0.012955,Entry_Level
James Neal,RW/LW,2015-16,5000000,28,71400000,0.070028000000000007,Standard (1-way)
James Van Riemsdyk,LW/RW,2015-16,4250000,26,71400000,0.059524,Standard (1-way)
Jamie Benn,LW/C,2015-16,5250000,26,71400000,0.073529,Standard (1-way)
Jamie Oleksiak,LD/RD,2015-16,875000,23,71400000,0.012255,Standard (1-way)
Jared Mccann,C/LW,2015-16,894167,19,71400000,0.012523,Entry_Level
Jared Spurgeon,RD,2015-16,2666667,26,71400000,0.037348,Standard (1-way)
Jarred Tinordi,LD,2015-16,850500,23,71400000,0.011912,Standard (2-way)
Jason Dickinson,C/LW,2015-16,894167,20,71400000,0.012523,Entry_Level
Jason Spezza,C/RW,2015-16,7500000,32,71400000,0.105042,Standard (1-way)
Jason Zucker,LW/RW,2015-16,900250,23,71400000,0.012609,Standard (1-way)
Jay Beagle,C,2015-16,1750000,30,71400000,0.02451,Standard (1-way)
Jaycob Megna,LD,2015-16,786667,23,71400000,0.011018,Entry_Level
Jayson Megna,RW,2015-16,600000,25,71400000,0.008403,Standard (1-way)
Jean Gabriel Pageau,C,2015-16,900000,23,71400000,0.012605,Standard (1-way)
Jeansebastien Dea,C,2015-16,593333,21,71400000,0.00831,Entry_Level
Jeff Carter,C/RW,2015-16,5272727,30,71400000,0.073848,Standard (1-way)
Jeff Petry,RD,2015-16,5500000,28,71400000,0.077031,Standard (1-way)
Jeff Skinner,LW/RW,2015-16,5725000,23,71400000,0.080182,Standard (1-way)
Jeremy Lauzon,LD/RD,2015-16,800833,18,71400000,0.011216,Entry_Level
Jesper Fast,RW,2015-16,950000,24,71400000,0.013305,Standard (1-way)
Joe Hicketts,LD,2015-16,621667,19,71400000,0.008707,Entry_Level
Joe Pavelski,RW/C,2015-16,6000000,31,71400000,0.084034,Standard (1-way)
Joe Thornton,C/LW,2015-16,6750000,36,71400000,0.094538,Standard (1-way)
Joel Armia,RW/LW,2015-16,894167,22,71400000,0.012523,Entry_Level
Joel Edmundson,LD,2015-16,742500,22,71400000,0.010399,Entry_Level
Joel Eriksson Ek,C,2015-16,925000,18,71400000,0.012955,Entry_Level
Joel Hanley,LD/RD,2015-16,667500,24,71400000,0.009349,Entry_Level
Johan Larsson,C/LW,2015-16,800000,23,71400000,0.011204,Standard (1-way)
John Carlson,RD,2015-16,3966667,25,71400000,0.055556,Standard (1-way)
John Klingberg,RD,2015-16,4250000,23,71400000,0.059524,Standard (1-way)
John Moore,LD,2015-16,1666667,25,71400000,0.023343,Standard (1-way)
John Tavares,C,2015-16,5500000,25,71400000,0.077031,Standard (1-way)
Johnny Boychuk,RD,2015-16,6000000,31,71400000,0.084034,Standard (1-way)
Johnny Gaudreau,LW,2015-16,925000,22,71400000,0.012955,Entry_Level
Jon Merrill,LD,2015-16,840000,23,71400000,0.011765,Entry_Level
Jonas Brodin,LD,2015-16,4166667,22,71400000,0.058357,Standard (1-way)
Jonas Siegenthaler,LD,2015-16,750833,18,71400000,0.010516,Entry_Level
Jonathan Drouin,LW/RW/C,2015-16,894167,20,71400000,0.012523,Entry_Level
Jonathan Huberdeau,LW,2015-16,3250000,22,71400000,0.045518,Standard (1-way)
Jonathan Marchessault,LW/RW,2015-16,600000,25,71400000,0.008403,Standard (1-way)
Jonathan Toews,C,2015-16,10500000,27,71400000,0.147059,Standard (1-way)
Jonny Brodzinski,C,2015-16,808750,22,71400000,0.011327,Entry_Level
Joonas Donskoi,RW,2015-16,925000,23,71400000,0.012955,Entry_Level
Jordan Eberle,RW,2015-16,6000000,25,71400000,0.084034,Standard (1-way)
Jordan Martinook,RW/LW,2015-16,612500,23,71400000,0.008578,Standard (2-way)
Jordan Oesterle,LD/RD,2015-16,767500,23,71400000,0.010749,Entry_Level
Jordan Staal,C/LW,2015-16,6000000,27,71400000,0.084034,Standard (1-way)
Jordie Benn,LD/RD,2015-16,700000,28,71400000,0.009804,Standard (1-way)
Joseph Cramarossa,C,2015-16,752500,23,71400000,0.010539,Entry_Level
Josh Anderson,RW/LW,2015-16,678333,21,71400000,0.0095,Entry_Level
Josh Archibald,RW/LW,2015-16,659167,23,71400000,0.009232,Entry_Level
Josh Bailey,RW/LW,2015-16,3300000,26,71400000,0.046218,Standard (1-way)
Josh Leivo,RW/LW,2015-16,792500,22,71400000,0.011099,Entry_Level
Josh Manson,RD,2015-16,925000,24,71400000,0.012955,Entry_Level
Joshua Brown,RD,2015-16,658333,21,71400000,0.00922,Entry_Level
Joshua Morrissey,LD,2015-16,863333,20,71400000,0.012091,Entry_Level
Jt Miller,LW/C,2015-16,874000,22,71400000,0.012241,Standard (1-way)
Jujhar Khaira,C/LW,2015-16,875000,21,71400000,0.012255,Entry_Level
Justin Bailey,RW,2015-16,670000,20,71400000,0.009384,Entry_Level
Justin Braun,RD,2015-16,3800000,28,71400000,0.053221,Standard (1-way)
Justin Dowling,C/LW,2015-16,610000,25,71400000,0.008543,Entry_Level
Justin Faulk,RD,2015-16,4833333,23,71400000,0.067694,Standard (1-way)
Justin Schultz,RD,2015-16,3900000,25,71400000,0.054622,Standard (1-way)
Kasperi Kapanen,RW,2015-16,894167,19,71400000,0.012523,Entry_Level
Keegan Kolesar,RW/C,2015-16,722500,18,71400000,0.010119,Entry_Level
Keith Yandle,LD,2015-16,5250000,29,71400000,0.073529,Standard (1-way)
Kevin Connauton,LD/RD,2015-16,683333,25,71400000,0.00957,Standard (1-way)
Kevin Czuczman,LD,2015-16,874125,24,71400000,0.012243,Standard (2-way)
Kevin Fiala,LW/RW,2015-16,894167,19,71400000,0.012523,Entry_Level
Kevin Gravel,LD,2015-16,667500,23,71400000,0.009349,Entry_Level
Kevin Hayes,C,2015-16,900000,23,71400000,0.012605,Entry_Level
Kevin Shattenkirk,RD,2015-16,4250000,26,71400000,0.059524,Standard (1-way)
Kole Sherwood,RW/C,2015-16,750000,18,71400000,0.010504,Entry_Level
Kris Letang,RD,2015-16,7250000,28,71400000,0.101541,Standard (1-way)
Kris Russell,LD/RD,2015-16,2600000,28,71400000,0.036415,Standard (1-way)
Kurtis Gabriel,RW,2015-16,666667,22,71400000,0.009337,Entry_Level
Kurtis Macdermid,LD/RD,2015-16,578333,21,71400000,0.0081,Entry_Level
Kyle Burroughs,LD/RD,2015-16,630000,20,71400000,0.008824,Entry_Level
Kyle Clifford,LW,2015-16,1600000,24,71400000,0.022409,Standard (1-way)
Kyle Okposo,RW,2015-16,2800000,27,71400000,0.039216,Standard (1-way)
Kyle Palmieri,RW/LW,2015-16,1466667,24,71400000,0.020542,Standard (1-way)
Kyle Rau,LW/C,2015-16,858750,23,71400000,0.012027,Entry_Level
Kyle Turris,C/RW,2015-16,3500000,26,71400000,0.04902,Standard (1-way)
Lars Eller,C,2015-16,3500000,26,71400000,0.04902,Standard (1-way)
Laurent Dauphin,C,2015-16,745000,20,71400000,0.010434,Entry_Level
Lawson Crouse,LW,2015-16,925000,18,71400000,0.012955,Entry_Level
Leo Komarov,RW/LW/C,2015-16,2950000,28,71400000,0.041317,Standard (1-way)
Leon Draisaitl,C/LW,2015-16,925000,20,71400000,0.012955,Entry_Level
Liam Obrien,LW/C,2015-16,621667,21,71400000,0.008707,Entry_Level
Logan Couture,C/LW,2015-16,6000000,26,71400000,0.084034,Standard (1-way)
Logan Shaw,C/RW,2015-16,674167,23,71400000,0.009442,Entry_Level
Loui Eriksson,LW/RW,2015-16,4250000,30,71400000,0.059524,Standard (1-way)
Luke Glendening,C/RW/LW,2015-16,628333,26,71400000,0.0088,Standard (1-way)
Luke Schenn,RD,2015-16,3600000,26,71400000,0.05042,Standard (1-way)
Luke Witkowski,RW/RD,2015-16,575000,25,71400000,0.008053,Standard (1-way)
Mackenzie Weegar,LD/RD,2015-16,680000,21,71400000,0.009524,Entry_Level
Madison Bowey,RD,2015-16,703333,20,71400000,0.009851,Entry_Level
Marc Edouard Vlasic,LD/RD,2015-16,4250000,28,71400000,0.059524,Standard (1-way)
Marc Staal,LD,2015-16,5700000,28,71400000,0.079832,Standard (1-way)
Marco Scandella,LD,2015-16,4000000,25,71400000,0.056022,Standard (1-way)
Marcus Foligno,LW/RW,2015-16,1875000,24,71400000,0.026261,Standard (1-way)
Marcus Johansson,C/LW/RW,2015-16,3750000,25,71400000,0.052521,Standard (1-way)
Marcus Pettersson,LD,2015-16,825000,19,71400000,0.011555,Entry_Level
Mark Borowiecki,LD,2015-16,1100000,26,71400000,0.015406,Standard (1-way)
Mark Giordano,LD,2015-16,4020000,32,71400000,0.056303,Standard (1-way)
Mark Pysyk,RD/RW,2015-16,1125000,23,71400000,0.015756,Standard (1-way)
Mark Scheifele,C,2015-16,863333,22,71400000,0.012091,Entry_Level
Mark Stone,RW,2015-16,3500000,23,71400000,0.04902,Standard (1-way)
Martin Frk,RW,2015-16,639167,22,71400000,0.008952,Entry_Level
Mason Geertsen,LD/LW,2015-16,675000,20,71400000,0.009454,Entry_Level
Mathew Barzal,C,2015-16,925000,18,71400000,0.012955,Entry_Level
Mathieu Perreault,LW/RW/C,2015-16,3000000,27,71400000,0.042017,Standard (1-way)
Mats Zuccarello,RW/LW,2015-16,4500000,28,71400000,0.063025,Standard (1-way)
Matt Duchene,C/LW/RW,2015-16,6000000,24,71400000,0.084034,Standard (1-way)
Matt Dumba,RD,2015-16,894167,21,71400000,0.012523,Entry_Level
Matt Irwin,LD/RD,2015-16,800000,28,71400000,0.011204,Standard (1-way)
Matt Martin,LW/RW,2015-16,1000000,26,71400000,0.014006,Standard (1-way)
Matt Nieto,LW/RW,2015-16,759167,23,71400000,0.010633,Entry_Level
Matt Tennyson,RD,2015-16,625000,25,71400000,0.008754,Standard (1-way)
Matthew Peca,LW/C,2015-16,796250,22,71400000,0.011152,Entry_Level
Mattias Ekholm,LD,2015-16,1037500,25,71400000,0.014531,Standard (1-way)
Mattias Janmark,LW/C,2015-16,733750,23,71400000,0.010277,Entry_Level
Max Domi,LW/C,2015-16,863333,20,71400000,0.012091,Entry_Level
Max Mccormick,LW,2015-16,642500,23,71400000,0.008999,Entry_Level
Max Pacioretty,LW,2015-16,4500000,27,71400000,0.063025,Standard (1-way)
Michael Bunting,LW,2015-16,692500,20,71400000,0.009699,Entry_Level
Michael Chaput,C,2015-16,650000,23,71400000,0.009104,Standard (2-way)
Michael Dal Colle,LW,2015-16,894167,19,71400000,0.012523,Entry_Level
Michael Del Zotto,LD,2015-16,3875000,25,71400000,0.054272,Standard (1-way)
