PLAYER,AGE,POS,GP,G,A,P,P/GP,PLUSMINUS,Sh,Sh%,TOI,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF,SA,SF%,CF,CA,CF%,FF,FA,FF%,xGF,xGA,xGF%,W,L,SO,GAA,Sv%,GA60,xGA60,GSAx60,TYPE,EXPIRY,CAP HIT,CAP HIT %
Brett Kulak,25,LD/RD,56,0,7,7,0.13,-1,101,0,17:08:00,3.35,101,189,127,0.21,6.31,11.81,7.94,568,450,55.8,1012,784,56.35,752,601,55.58,44.53,35.25,55.82,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,850,000",0.0230
Josh Anderson,25,"RW, LW",26,1,3,4,0.15,-8,63,0.02,16:03:00,6.44,63,98,83,0.93,9.05,14.08,11.93,221,221,50,373,406,47.88,300,296,50.34,19.55,17.7,52.48,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"1,850,000",0.0250
Jesper Fast,27,RW,69,12,17,29,0.42,16,84,0.14,16:36:00,11.27,84,130,118,0.59,4.4,6.81,6.18,529,685,43.57,911,1276,41.66,733,983,42.72,48.36,66.31,42.17,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,850,000",0.0250
Darcy Kuemper,29,G,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,11,2,2.22,0.928,2.22,2.53,0.31,Standard (1-way),UFA,"1,850,000",0.0250
Blake Coleman,27,"LW, RW",66,21,11,32,0.48,0,200,0.11,16:43:00,20.47,200,306,252,1.11,10.88,16.64,13.7,539,595,47.53,948,1103,46.22,741,833,47.08,46.28,51.97,47.1,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,800,000",0.0230
Pierre-Édouard Bellemare,34,"C, LW",69,9,13,22,0.32,2,85,0.11,13:25:00,5.96,85,138,107,0.39,5.51,8.94,6.93,431,484,47.1,795,933,46.01,577,676,46.05,33.11,45.95,41.89,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,800,000",0.0220
Luke Glendening,30,"C, RW, LW",60,6,3,9,0.15,-29,76,0.08,15:21:00,8.81,76,123,105,0.56,4.95,8.01,6.84,323,567,36.29,560,1053,34.72,437,781,35.88,25.12,55.54,31.14,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,800,000",0.0250
Kevin Shattenkirk,30,RD,70,8,26,34,0.49,22,131,0.06,18:53:00,5.62,131,246,172,0.25,5.94,11.16,7.8,718,618,53.74,1337,1093,55.02,990,836,54.22,62.38,43.7,58.8,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,750,000",0.0210
Carl Gunnarsson,32,LD,36,2,5,7,0.19,8,31,0.06,15:46:00,0.91,31,51,36,0.1,3.28,5.39,3.8,240,311,43.56,416,567,42.32,316,425,42.65,19.91,29.39,40.39,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,750,000",0.0210
Keith Kinkaid,29,G,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,0,4.25,0.875,4.24,2.54,-1.7,Standard (1-way),UFA,"1,750,000",0.0210
Roman Polák,33,RD,41,0,4,4,0.1,-6,34,0,16:39:00,1.72,34,73,51,0.15,2.99,6.41,4.48,255,407,38.52,467,824,36.17,347,573,37.72,22.72,37.03,38.03,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,750,000",0.0220
Braydon Coburn,34,LD,40,1,3,4,0.1,5,44,0.02,14:03:00,1.32,44,95,62,0.14,4.7,10.15,6.62,279,313,47.13,512,533,49,376,418,47.36,21.82,23.16,48.51,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,700,000",0.0210
Mark Jankowski,24,"LW, C",56,5,2,7,0.13,-12,38,0.13,11:05:00,5.4,38,81,64,0.52,3.67,7.82,6.18,254,377,40.25,490,692,41.46,372,539,40.83,20.88,31.95,39.52,-,-,-,-,-,-,-,-,Standard (1-way),"UFA
No QO","1,675,000",0.0210
Noel Acciari,27,"C, RW",66,20,7,27,0.41,2,108,0.19,15:57:00,11.75,108,189,142,0.67,6.16,10.78,8.1,475,630,42.99,832,1210,40.74,630,858,42.34,39.18,60.36,39.36,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,666,667",0.0200
Anthony Duclair,23,"LW, RW",66,23,17,40,0.61,-5,184,0.13,16:15:00,20.57,184,314,243,1.14,10.29,17.55,13.59,613,571,51.77,1136,1038,52.25,865,800,51.95,64.88,58.5,52.59,-,-,-,-,-,-,-,-,Standard (1-way),"UFA
No QO","1,650,000",0.0210
Cédric Paquette,25,"C, LW, RW",61,7,11,18,0.3,-1,78,0.09,13:03:00,9.49,78,136,109,0.72,5.88,10.25,8.21,317,436,42.1,598,773,43.62,443,573,43.6,26.61,34.14,43.8,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,650,000",0.0200
Scott Harrington,26,LD,39,1,7,8,0.21,-3,37,0.03,13:56:00,1.46,37,73,57,0.16,4.08,8.05,6.29,271,287,48.57,440,534,45.17,354,388,47.71,20.73,22.25,48.23,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,633,333",0.0200
Kyle Clifford,28,LW,69,7,10,17,0.25,-7,110,0.06,11:11:00,9.99,110,188,158,0.78,8.55,14.61,12.28,413,360,53.43,777,679,53.37,601,516,53.8,33.42,29.64,53,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,600,000",0.0230
Adam Pelech,24,LD,38,1,8,9,0.24,4,49,0.02,21:07:00,2,49,115,70,0.15,3.66,8.59,5.23,327,450,42.08,595,884,40.22,438,618,41.48,31.79,37.74,45.72,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"1,600,000",0.0210
Michael Raffl,30,"LW, RW",58,8,12,20,0.34,-2,66,0.12,12:22:00,7.22,66,93,82,0.6,5.52,7.78,6.86,320,341,48.41,556,647,46.22,421,481,46.67,25.24,33.44,43.01,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,600,000",0.0200
Zemgus Girgensons,25,"C, LW",69,12,7,19,0.28,-1,85,0.14,13:47:00,10.85,85,144,113,0.68,5.36,9.08,7.12,372,535,41.01,648,902,41.81,510,706,41.94,32.7,44.68,42.26,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,600,000",0.0200
MacKenzie Weegar,25,LD/RD,45,7,11,18,0.4,6,77,0.09,20:07:00,3.75,77,132,98,0.25,5.09,8.75,6.5,464,460,50.22,762,814,48.35,602,603,49.96,38.31,39.54,49.21,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"1,600,000",0.0200
Johan Larsson,26,"C, LW",62,6,12,18,0.29,8,60,0.1,14:53:00,6.97,60,99,83,0.45,3.9,6.43,5.39,397,523,43.15,682,848,44.58,535,663,44.66,31.7,41.09,43.55,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,550,000",0.0190
Lawson Crouse,22,LW,66,15,10,25,0.38,0,109,0.14,13:34:00,12.35,109,170,142,0.83,7.3,11.38,9.5,436,515,45.85,730,985,42.57,566,745,43.17,34.01,44.73,43.19,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"1,533,333",0.0190
Ben Hutton,26,LD,65,4,12,16,0.25,5,114,0.04,18:15:00,3.47,114,224,153,0.18,5.76,11.32,7.73,657,585,52.9,1212,1064,53.25,914,820,52.71,50.81,50.58,50.11,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,500,000",0.0180
Vinnie Hinostroza,25,"RW, LW",68,5,17,22,0.32,1,132,0.04,13:06:00,8.98,132,209,162,0.6,8.89,14.07,10.91,457,474,49.09,833,902,48.01,619,684,47.51,34.54,39.67,46.55,-,-,-,-,-,-,-,-,Standard (1-way),"UFA
No QO","1,500,000",0.0200
Juuse Saros,24,G,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,12,4,2.7,0.914,2.7,2.74,0.04,Standard (1-way),RFA,"1,500,000",0.0190
Garnet Hathaway,27,"RW, LW",66,9,7,16,0.24,6,80,0.11,10:46:00,10.9,80,139,108,0.92,6.75,11.72,9.11,338,308,52.32,625,619,50.24,465,429,52.01,28.07,24.88,53.01,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,500,000",0.0180
Corey Perry,34,RW,57,5,16,21,0.37,-2,77,0.06,13:43:00,11.09,77,159,116,0.85,5.91,12.2,8.9,437,366,54.42,828,683,54.8,607,506,54.54,46.49,28.77,61.77,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,500,000",0.0180
Zachary Sanford,24,"LW, RW",58,16,14,30,0.52,13,90,0.18,13:43:00,11.31,90,159,127,0.85,6.78,11.98,9.57,429,388,52.51,713,649,52.35,560,514,52.14,33.61,29.87,52.95,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"1,500,000",0.0180
Mike Reilly,25,LD,44,1,15,16,0.36,-6,85,0.01,18:01:00,3.5,85,190,132,0.26,6.43,14.38,9.99,484,418,53.66,921,745,55.28,699,568,55.17,45.19,36.19,55.53,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,500,000",0.0180
Josh Leivo,26,"RW, LW",36,7,12,19,0.53,0,69,0.1,15:00:00,7.88,69,144,105,0.87,7.66,15.99,11.66,299,253,54.17,580,458,55.88,411,348,54.15,27.46,24.26,53.09,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,500,000",0.0180
Marcus Sörensen,27,"LW, RW",66,7,11,18,0.27,-12,78,0.09,13:50:00,10.34,78,124,101,0.68,5.12,8.14,6.63,371,472,44.01,701,855,45.05,510,653,43.85,32.65,47.82,40.58,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,500,000",0.0190
Andrej Sekera,33,LD/RD,57,2,6,8,0.14,9,63,0.03,18:00:00,2.59,63,128,86,0.15,3.68,7.48,5.03,446,538,45.33,806,1048,43.47,606,761,44.33,38.34,47.1,44.87,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,500,000",0.0180
Jason Dickinson,23,"C, LW",65,9,12,21,0.32,7,85,0.11,14:58:00,9.77,85,143,113,0.6,5.24,8.82,6.97,388,554,41.19,726,1052,40.83,528,760,40.99,36.76,47.67,43.54,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"1,500,000",0.0180
Connor Carrick,25,RD,29,1,5,6,0.21,-6,25,0.04,14:24:00,0.74,25,51,34,0.11,3.59,7.32,4.88,171,259,39.77,303,461,39.65,228,351,39.38,14.07,21.05,40.06,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,500,000",0.0180
Drake Caggiula,25,"LW, RW",40,9,6,15,0.38,-3,56,0.16,11:48:00,6.91,56,85,74,0.88,7.11,10.79,9.39,229,278,45.17,424,474,47.22,316,359,46.81,21.93,22.73,49.1,-,-,-,-,-,-,-,-,Standard (1-way),"UFA
No QO","1,500,000",0.0200
Nick Ritchie,23,LW,48,9,12,21,0.44,1,78,0.12,14:08:00,10.97,78,138,119,0.97,6.89,12.18,10.5,399,327,54.96,746,589,55.88,579,452,56.16,35.33,29,54.92,-,-,-,-,-,-,-,-,Standard (1-way),"UFA
No QO","1,498,925",0.0190
Joel Eriksson Ek,22,C,62,8,21,29,0.47,7,102,0.08,15:43:00,8.11,102,150,124,0.5,6.28,9.24,7.63,435,539,44.66,747,980,43.25,576,747,43.54,31.37,38.69,44.78,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"1,487,500",0.0180
Ivan Barbashev,23,"C, LW",69,11,15,26,0.38,4,75,0.15,13:27:00,10.14,76,133,113,0.66,4.91,8.6,7.3,404,507,44.35,707,905,43.86,539,690,43.86,33.71,49.23,40.64,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"1,475,000",0.0180
Scott Mayfield,26,RD,67,5,8,13,0.19,8,98,0.05,19:56:00,4.24,98,239,146,0.19,4.4,10.73,6.56,566,752,42.94,1045,1452,41.85,766,1058,42,53.83,68.68,43.94,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,450,000",0.0190
Mark Barberio,29,LD,21,0,2,2,0.1,3,29,0,14:05:00,0.85,29,46,32,0.17,5.88,9.32,6.48,147,156,48.51,280,307,47.7,200,222,47.39,9.3,12.36,42.94,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,450,000",0.0190
Steven Santini,24,RD,2,0,0,0,0,1,1,0,9:33:00,0.01,1,2,2,0.03,3.14,6.28,6.28,11,9,55,20,16,55.56,17,12,58.62,0.81,0.74,52.26,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"1,416,667",0.0180
Tyler Bertuzzi,24,"LW, RW",71,21,27,48,0.68,-23,129,0.16,19:18:00,19.95,129,222,184,0.87,5.65,9.73,8.06,761,701,52.05,1380,1141,54.74,1051,898,53.93,73.73,71.22,50.87,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"1,400,000",0.0180
Matt Grzelcyk,25,LD,68,4,17,21,0.31,15,112,0.04,18:03:00,4.88,112,209,150,0.24,5.47,10.21,7.33,645,569,53.13,1152,1020,53.04,901,760,54.24,58.13,40.45,58.97,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"1,400,000",0.0190
Jordan Weal,27,"C, RW, LW",49,8,7,15,0.31,-8,86,0.09,13:36:00,9.14,86,137,108,0.82,7.74,12.32,9.71,430,282,60.39,761,483,61.17,564,366,60.65,37.01,22.72,61.96,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,400,000",0.0180
Jordan Oesterle,27,LD/RD,58,3,10,13,0.22,-9,69,0.04,17:00:00,2.61,69,159,104,0.16,4.2,9.67,6.32,510,525,49.28,918,998,47.91,704,748,48.48,42.45,43.07,49.64,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,400,000",0.0180
Mirco Mueller,24,LD,50,2,5,7,0.14,-13,29,0.07,17:38:00,1.63,29,73,51,0.11,1.97,4.97,3.47,359,514,41.12,662,945,41.19,511,696,42.34,31.17,46.5,40.13,-,-,-,-,-,-,-,-,Standard (1-way),"UFA
No QO","1,400,000",0.0170
Robert Bortuzzo,30,RD,42,2,4,6,0.14,12,36,0.06,13:07:00,1.6,36,65,50,0.17,3.92,7.08,5.44,237,306,43.65,400,550,42.11,316,434,42.13,17.93,30.89,36.72,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,375,000",0.0170
Kevin Connauton,29,LD/RD,4,0,0,0,0,-2,4,0,15:30:00,0.46,4,12,9,0.45,3.87,11.61,8.71,21,23,47.73,54,53,50.47,39,38,50.65,2.14,2.21,49.2,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,375,000",0.0170
Jon Merrill,27,LD,49,2,5,7,0.14,9,37,0.05,18:09:00,1.89,37,97,68,0.13,2.5,6.54,4.59,424,425,49.94,772,801,49.08,595,576,50.81,37.38,33.83,52.49,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,375,000",0.0180
Linus Ullmark,25,G,34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,14,1,2.7,0.915,2.69,2.53,-0.16,Standard (1-way),RFA,"1,325,000",0.0160
Matthew Peca,26,"LW, C",14,0,2,2,0.14,-4,7,0,10:26:00,1.13,7,22,14,0.47,2.87,9.02,5.75,67,82,44.97,135,146,48.04,97,108,47.32,6.5,7.62,46.03,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,300,000",0.0160
Jan Rutta,28,LD/RD,33,1,6,7,0.21,6,43,0.02,15:32:00,1.63,43,81,58,0.19,5.03,9.48,6.79,243,288,45.76,459,484,48.67,349,389,47.29,21.99,23.82,48,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,300,000",0.0160
Zach Bogosian,28,RD,27,1,6,7,0.26,0,29,0.03,16:37:00,1.49,29,55,39,0.2,3.89,7.37,5.23,194,252,43.5,340,435,43.87,261,345,43.07,14.8,22.11,40.1,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,300,000",0.0160
Curtis McElhinney,36,G,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,7,1,2.89,0.906,2.89,2.73,-0.16,35+ (1-way),UFA,"1,300,000",0.0160
Markus Granlund,26,"RW, LW, C",34,3,1,4,0.12,-1,26,0.12,10:49:00,3.94,26,43,34,0.64,4.24,7.01,5.54,145,169,46.18,286,368,43.73,203,265,43.38,12.82,18.14,41.41,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,300,000",0.0160
Sean Kuraly,26,"C, LW",69,6,17,23,0.33,-2,95,0.06,13:17:00,7.18,95,166,135,0.47,6.22,10.86,8.83,385,532,41.98,695,977,41.57,549,750,42.26,31.61,45.19,41.16,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,275,000",0.0160
Jared McCann,23,"C, LW",66,14,21,35,0.53,6,150,0.09,15:14:00,12.66,150,249,200,0.76,8.94,14.85,11.93,518,448,53.62,921,835,52.45,696,620,52.89,48.2,41.71,53.61,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"1,250,000",0.0160
Casey DeSmith,27,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Standard (1-way),UFA,"1,250,000",0.0160
Jake Virtanen,22,"RW, LW",69,18,18,36,0.52,-4,150,0.12,13:05:00,12.66,150,242,205,0.84,9.97,16.07,13.62,508,492,50.8,908,875,50.93,707,647,52.22,40.85,38.92,51.21,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"1,250,000",0.0160
Austin Czarnik,26,"C, RW",8,2,1,3,0.38,1,9,0.22,10:11:00,0.6,9,13,11,0.44,6.63,9.57,8.1,35,32,52.24,65,54,54.62,49,48,50.52,2.39,2.44,49.48,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,250,000",0.0160
Chris Wagner,28,"RW, C",67,6,4,10,0.15,-8,78,0.08,12:26:00,8.84,78,139,116,0.64,5.61,10.01,8.35,330,477,40.89,604,869,41,482,668,41.91,24.74,38.33,39.22,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,250,000",0.0160
Brad Richardson,34,C,59,6,5,11,0.19,1,76,0.08,13:38:00,8.85,76,133,105,0.66,5.66,9.91,7.82,334,496,40.24,582,954,37.89,445,727,37.97,30.26,48.8,38.27,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,250,000",0.0160
Dan Hamhuis,36,LD,60,0,8,8,0.13,6,44,0,14:30:00,2.06,44,101,76,0.14,3.03,6.96,5.24,373,479,43.78,686,897,43.34,537,670,44.49,28.24,43.66,39.28,-,-,-,-,-,-,-,-,35+ (1-way),UFA,"1,250,000",0.0160
Christian Djoos,24,LD,11,1,2,3,0.27,3,13,0.08,19:06:00,0.59,13,28,18,0.17,3.71,7.99,5.14,108,91,54.27,200,172,53.76,146,126,53.68,10.62,9.11,53.83,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"1,250,000",0.0150
Laurent Brossoit,26,G,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,7,0,3.28,0.895,3.28,3.06,-0.22,Standard (1-way),UFA,"1,225,000",0.0150
Jujhar Khaira,24,"C, LW",64,6,4,10,0.16,-19,69,0.09,12:31:00,6.26,69,119,90,0.47,5.16,8.9,6.73,305,430,41.5,558,807,40.88,415,579,41.75,22.71,38.06,37.36,-,-,-,-,-,-,-,-,Standard (1-way),"UFA
No QO","1,200,000",0.0150
Derick Brassard,31,"LW, C",66,10,22,32,0.48,-2,110,0.09,13:41:00,10.85,110,182,136,0.72,7.3,12.08,9.02,486,448,52.03,850,838,50.36,637,620,50.68,44.19,37.2,54.29,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,200,000",0.0150
Mark Borowiecki,29,LD,53,7,11,18,0.34,1,63,0.11,17:56:00,2.5,63,117,89,0.16,3.98,7.38,5.62,422,555,43.19,732,1107,39.79,584,788,42.57,39.22,49.97,43.98,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,200,000",0.0160
Colton Sceviour,30,"RW, C",69,6,10,16,0.23,2,114,0.05,13:14:00,8.4,114,171,150,0.55,7.5,11.24,9.86,427,572,42.74,706,1114,38.79,558,792,41.33,33.56,53.91,38.36,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,200,000",0.0160
Erik Gustafsson,27,LD/RD,66,6,23,29,0.44,-9,103,0.06,20:22:00,6.14,103,253,158,0.27,4.59,11.28,7.05,771,715,51.88,1430,1215,54.06,1055,938,52.94,72.53,71.51,50.35,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,200,000",0.0160
Joonas Korpisalo,25,G,37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,12,2,2.6,0.911,2.6,2.34,-0.26,Standard (1-way),RFA,"1,150,000",0.0140
Louis Domingue,27,G,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,9,0,3.82,0.882,3.81,2.84,-0.97,Standard (1-way),UFA,"1,150,000",0.0140
Kyle Brodziak,35,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,150,000",0.0140
Robert Hägg,24,LD,49,3,10,13,0.27,14,38,0.08,15:35:00,1.69,38,98,63,0.13,2.98,7.69,4.95,310,407,43.24,568,753,43,435,549,44.21,25.53,33.36,43.34,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"1,150,000",0.0140
Carter Rowney,30,"C, RW",71,8,11,19,0.27,5,63,0.13,12:49:00,7.86,63,114,95,0.52,4.15,7.51,6.26,354,581,37.86,631,1058,37.36,495,801,38.19,30.78,49.73,38.22,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,133,333",0.0140
Ryan Miller,38,G,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,6,0,3.1,0.907,3.01,2.99,-0.02,35+ (1-way),UFA,"1,125,000",0.0140
Pheonix Copley,27,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Standard (1-way),UFA,"1,100,000",0.0140
Austin Watson,27,"RW, LW",53,6,8,14,0.26,-9,50,0.12,11:37:00,4.82,50,89,75,0.47,4.87,8.67,7.31,226,343,39.72,431,683,38.69,327,483,40.36,16.47,29.65,35.71,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,100,000",0.0150
Scott Wilson,27,LW,6,1,1,2,0.33,1,8,0.13,11:37:00,0.45,8,12,11,0.39,6.88,10.32,9.46,28,31,47.46,48,44,52.17,39,37,51.32,1.69,1.4,54.69,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,050,000",0.0130
Adam Erne,24,"LW, RW",56,2,3,5,0.09,-24,63,0.03,11:48:00,5.59,63,106,81,0.51,5.71,9.61,7.34,251,304,45.23,475,573,45.32,354,436,44.81,20.38,27.32,42.73,-,-,-,-,-,-,-,-,Standard (1-way),"UFA
No QO","1,050,000",0.0130
Thatcher Demko,23,G,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,10,0,3.06,0.905,3.06,2.96,-0.1,Standard (1-way),RFA,"1,050,000",0.0130
Chandler Stephenson,25,"C, LW",65,11,15,26,0.4,24,73,0.15,14:19:00,8.69,73,133,113,0.56,4.7,8.57,7.28,487,431,53.05,906,800,53.11,706,589,54.52,45.56,36.4,55.59,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"1,050,000",0.0130
Zach Aston-Reese,24,"LW, RW",57,6,7,13,0.23,6,98,0.06,14:25:00,10.56,98,157,132,0.77,7.16,11.47,9.64,364,373,49.39,643,703,47.77,477,525,47.6,30.2,28.55,51.4,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"1,000,000",0.0120
Nick Cousins,25,"LW, C",65,10,15,25,0.38,0,115,0.09,13:30:00,12.02,115,180,145,0.82,7.86,12.3,9.91,542,379,58.85,955,708,57.43,715,508,58.46,45.52,29.37,60.78,-,-,-,-,-,-,-,-,Standard (1-way),"UFA
No QO","1,000,000",0.0120
Nathan Beaulieu,26,LD/RD,38,1,7,8,0.21,15,38,0.03,16:59:00,1.14,38,75,55,0.11,3.53,6.97,5.11,275,382,41.86,475,726,39.54,370,542,40.57,19.59,33.83,36.67,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,000,000",0.0120
Joakim Nordström,27,"LW, RW",48,4,3,7,0.15,-6,49,0.08,12:05:00,3.9,49,88,68,0.4,5.05,9.09,7.03,204,324,38.64,380,632,37.54,293,483,37.76,14.37,27.48,34.34,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,000,000",0.0130
Brett Ritchie,26,RW,27,2,4,6,0.22,-3,34,0.06,10:24:00,2.96,34,57,46,0.63,7.26,12.18,9.83,135,133,50.37,247,221,52.78,187,178,51.23,9.61,11.41,45.72,-,-,-,-,-,-,-,-,Standard (1-way),"UFA
No QO","1,000,000",0.0120
Ross Johnston,25,LW,32,3,1,4,0.13,1,16,0.19,7:59:00,3.04,16,25,22,0.72,3.77,5.89,5.18,93,132,41.33,190,274,40.95,141,200,41.35,9.35,9.81,48.8,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,000,000",0.0130
Nate Thompson,34,C,70,4,11,15,0.21,-1,67,0.06,12:47:00,7.97,67,115,89,0.53,4.49,7.71,5.96,404,534,43.07,706,1020,40.9,533,738,41.94,33.08,52.59,38.61,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,000,000",0.0130
Kevin Labanc,23,"RW, LW",70,14,19,33,0.47,-33,176,0.08,16:04:00,17.25,176,304,243,0.92,9.39,16.21,12.96,705,510,58.02,1339,877,60.42,987,679,59.24,70.75,57.62,55.11,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"1,000,000",0.0120
Ryan Carpenter,28,"RW, C",69,3,12,15,0.22,-6,80,0.04,14:04:00,9.63,80,127,111,0.6,4.94,7.85,6.86,434,564,43.49,729,1025,41.56,558,755,42.5,33.86,53.75,38.65,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,000,000",0.0120
Rocco Grimaldi,26,"LW, RW",66,10,21,31,0.47,10,122,0.08,12:38:00,11.64,122,193,161,0.84,8.77,13.87,11.57,499,445,52.86,878,816,51.83,688,619,52.64,40.63,35.26,53.54,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,000,000",0.0120
David Kämpf,24,"C, RW",70,8,8,16,0.23,-11,90,0.09,13:40:00,12.48,90,140,118,0.78,5.64,8.77,7.4,423,597,41.47,724,1039,41.07,550,772,41.6,37.6,55.94,40.2,-,-,-,-,-,-,-,-,Standard (1-way),"UFA
No QO","1,000,000",0.0120
Tomas Nosek,26,"C, LW",67,8,7,15,0.22,-2,93,0.09,11:36:00,11.47,93,154,121,0.89,7.18,11.88,9.34,374,411,47.64,665,763,46.57,505,564,47.24,33.63,38.4,46.68,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"1,000,000",0.0120
Joel Persson,25,RD,13,0,2,2,0.15,-1,17,0,15:18:00,0.4,17,33,26,0.12,5.12,9.94,7.84,89,105,45.88,173,188,47.92,129,142,47.6,7.88,8.3,48.7,-,-,-,-,-,-,-,-,Standard (1-way),"UFA
No QO","1,000,000",0.0130
