player,position,season,cap_hit,age,total_cap,percent_cap_hit,type
Cody Ceci,RD,2013-14,894167,19,64300000,0.013906,Entry_Level
Cody Eakin,C,2013-14,571667,22,64300000,0.008891,Entry_Level
Colin Miller,RD,2013-14,602500,20,64300000,0.00937,Entry_Level
Colton Sceviour,RW/C,2013-14,600000,24,64300000,0.009331,Standard (1-way)
Colton Sissons,RW/C,2013-14,635000,19,64300000,0.009876,Entry_Level
Connor Brown,LW/RW,2013-14,717500,19,64300000,0.011159,Entry_Level
Connor Carrick,RD,2013-14,636667,19,64300000,0.009902,Entry_Level
Connor Murphy,RD,2013-14,863333,20,64300000,0.013427,Entry_Level
Corey Perry,RW,2013-14,8625000,28,64300000,0.134137,Standard (1-way)
Craig Smith,RW/C,2013-14,2000000,23,64300000,0.031104,Standard (1-way)
Curtis Lazar,C/RW,2013-14,925000,18,64300000,0.014386,Entry_Level
Damon Severson,RD,2013-14,628333,18,64300000,0.009772,Entry_Level
Danny Dekeyser,LD,2013-14,925000,23,64300000,0.014386,Entry_Level
Darnell Nurse,LD,2013-14,925000,18,64300000,0.014386,Entry_Level
Darren Helm,C/LW/RW,2013-14,2125000,26,64300000,0.033048,Standard (1-way)
David Perron,RW/LW,2013-14,3812500,25,64300000,0.059292,Standard (1-way)
David Savard,RD,2013-14,709275,22,64300000,0.011031,Standard (2-way)
Derek Forbort,LD,2013-14,863333,21,64300000,0.013427,Entry_Level
Derek Grant,C/RW,2013-14,605000,23,64300000,0.009409,Entry_Level
Derek Stepan,C,2013-14,3075000,23,64300000,0.047823,Standard (1-way)
Derick Brassard,LW/C,2013-14,3200000,25,64300000,0.049767,Standard (1-way)
Dmitrij Jaskin,RW/LW,2013-14,772500,20,64300000,0.012014,Entry_Level
Dmitry Kulikov,LD/RD,2013-14,2500000,22,64300000,0.03888,Standard (1-way)
Dmitry Orlov,LD/RD,2013-14,690000,21,64300000,0.010731,Entry_Level
Dougie Hamilton,RD,2013-14,925000,20,64300000,0.014386,Entry_Level
Drew Doughty,RD,2013-14,7000000,23,64300000,0.108865,Standard (1-way)
Duncan Keith,LD,2013-14,5538462,29,64300000,0.086135,Standard (1-way)
Dustin Brown,RW/LW,2013-14,3175000,28,64300000,0.049378,Standard (1-way)
Dylan Demelo,RD,2013-14,633333,20,64300000,0.00985,Entry_Level
Dylan Mcilrath,RD,2013-14,703333,21,64300000,0.010938,Entry_Level
Elias Lindholm,C/RW,2013-14,925000,18,64300000,0.014386,Entry_Level
Eric Gelinas,LD,2013-14,660000,22,64300000,0.010264,Entry_Level
Erik Gudbranson,RD,2013-14,900000,21,64300000,0.013997,Entry_Level
Erik Haula,C/LW,2013-14,900000,22,64300000,0.013997,Entry_Level
Erik Johnson,RD,2013-14,3750000,25,64300000,0.05832,Standard (1-way)
Erik Karlsson,RD,2013-14,6500000,23,64300000,0.101089,Standard (1-way)
Evander Kane,LW/RW,2013-14,5250000,21,64300000,0.081649,Standard (1-way)
Evgeni Malkin,C,2013-14,8700000,26,64300000,0.135303,Standard (1-way)
Evgeny Kuznetsov,C,2013-14,900000,21,64300000,0.013997,Entry_Level
Filip Forsberg,LW,2013-14,894167,18,64300000,0.013906,Entry_Level
Frans Nielsen,C/LW,2013-14,2750000,29,64300000,0.042768,Standard (1-way)
Frederik Gauthier,C,2013-14,925000,18,64300000,0.014386,Entry_Level
Fredrik Claesson,LD,2013-14,623333,20,64300000,0.009694,Entry_Level
Gabriel Dumont,C,2013-14,562500,22,64300000,0.008748,Standard (1-way)
Gabriel Landeskog,LW/C,2013-14,925000,20,64300000,0.014386,Entry_Level
Greg Mckegg,C/LW,2013-14,660000,21,64300000,0.010264,Entry_Level
Greg Pateryn,RD,2013-14,662500,23,64300000,0.010303,Entry_Level
Gustav Nyquist,RW/LW,2013-14,950000,23,64300000,0.014774,Standard (1-way)
Hampus Lindholm,LD,2013-14,894167,19,64300000,0.013906,Entry_Level
Ian Cole,LD/RD,2013-14,825000,24,64300000,0.01283,Standard (1-way)
Jack Johnson,LD,2013-14,4357143,26,64300000,0.067763,Standard (1-way)
Jacob Trouba,RD,2013-14,894167,19,64300000,0.013906,Entry_Level
Jaden Schwartz,LW,2013-14,830000,21,64300000,0.012908,Entry_Level
Jake Gardiner,LD,2013-14,875000,22,64300000,0.013608,Entry_Level
Jake Mccabe,LD/RD,2013-14,925000,19,64300000,0.014386,Entry_Level
Jake Muzzin,LD,2013-14,1000000,24,64300000,0.015552,Standard (1-way)
Jakob Silfverberg,RW/LW,2013-14,863333,22,64300000,0.013427,Entry_Level
Jakub Voracek,RW/LW,2013-14,4250000,23,64300000,0.066096,Standard (1-way)
James Neal,RW/LW,2013-14,5000000,25,64300000,0.07776,Standard (1-way)
James Van Riemsdyk,LW/RW,2013-14,4250000,24,64300000,0.066096,Standard (1-way)
Jamie Benn,LW/C,2013-14,5250000,23,64300000,0.081649,Standard (1-way)
Jamie Oleksiak,LD/RD,2013-14,894167,20,64300000,0.013906,Entry_Level
Jared Spurgeon,RD,2013-14,2666667,23,64300000,0.041472,Standard (1-way)
Jarred Tinordi,LD,2013-14,870000,21,64300000,0.01353,Entry_Level
Jason Spezza,C/RW,2013-14,7000000,30,64300000,0.108865,Standard (1-way)
Jason Zucker,LW/RW,2013-14,771667,21,64300000,0.012001,Entry_Level
Jay Beagle,C,2013-14,900000,27,64300000,0.013997,Standard (1-way)
Jayson Megna,RW,2013-14,925000,23,64300000,0.014386,Entry_Level
Jean Gabriel Pageau,C,2013-14,613333,20,64300000,0.009539,Entry_Level
Jeansebastien Dea,C,2013-14,598333,19,64300000,0.009305,Entry_Level
Jeff Carter,C/RW,2013-14,5272727,28,64300000,0.082002,Standard (1-way)
Jeff Petry,RD,2013-14,1750000,25,64300000,0.027216,Standard (1-way)
Jeff Skinner,LW/RW,2013-14,5725000,21,64300000,0.089036,Standard (1-way)
Jesper Fast,RW,2013-14,805000,21,64300000,0.012519,Entry_Level
Joe Pavelski,RW/C,2013-14,4000000,28,64300000,0.062208,Standard (1-way)
Joe Thornton,C/LW,2013-14,7000000,33,64300000,0.108865,Standard (1-way)
Joel Armia,RW/LW,2013-14,894167,20,64300000,0.013906,Entry_Level
Joel Edmundson,LD,2013-14,742500,20,64300000,0.011547,Entry_Level
Johan Larsson,C/LW,2013-14,763333,20,64300000,0.011871,Entry_Level
John Carlson,RD,2013-14,3966667,23,64300000,0.06169,Standard (1-way)
John Klingberg,RD,2013-14,713333,20,64300000,0.011094,Entry_Level
John Moore,LD,2013-14,840000,22,64300000,0.013064,Entry_Level
John Tavares,C,2013-14,5500000,22,64300000,0.085537,Standard (1-way)
Johnny Boychuk,RD,2013-14,3366667,29,64300000,0.052359,Standard (1-way)
Johnny Gaudreau,LW,2013-14,925000,19,64300000,0.014386,Entry_Level
Jon Merrill,LD,2013-14,840000,21,64300000,0.013064,Entry_Level
Jonas Brodin,LD,2013-14,925000,19,64300000,0.014386,Entry_Level
Jonathan Drouin,LW/RW/C,2013-14,925000,18,64300000,0.014386,Entry_Level
Jonathan Huberdeau,LW,2013-14,894167,20,64300000,0.013906,Entry_Level
Jonathan Marchessault,LW/RW,2013-14,925000,22,64300000,0.014386,Entry_Level
Jonathan Toews,C,2013-14,6300000,25,64300000,0.097978,Standard (1-way)
Jordan Eberle,RW,2013-14,6000000,23,64300000,0.093313,Standard (1-way)
Jordan Martinook,RW/LW,2013-14,658250,20,64300000,0.010237,Entry_Level
Jordan Staal,C/LW,2013-14,6000000,24,64300000,0.093313,Standard (1-way)
Jordie Benn,LD/RD,2013-14,700000,25,64300000,0.010886,Standard (1-way)
Joseph Cramarossa,C,2013-14,752500,20,64300000,0.011703,Entry_Level
Josh Anderson,RW/LW,2013-14,709167,19,64300000,0.011029,Entry_Level
Josh Bailey,RW/LW,2013-14,3300000,23,64300000,0.051322,Standard (1-way)
Josh Leivo,RW/LW,2013-14,792500,20,64300000,0.012325,Entry_Level
Joshua Morrissey,LD,2013-14,925000,18,64300000,0.014386,Entry_Level
Jt Miller,LW/C,2013-14,894167,20,64300000,0.013906,Entry_Level
Jujhar Khaira,C/LW,2013-14,905833,18,64300000,0.014088,Entry_Level
Justin Braun,RD,2013-14,1250000,26,64300000,0.01944,Standard (1-way)
Justin Faulk,RD,2013-14,840000,21,64300000,0.013064,Entry_Level
Justin Schultz,RD,2013-14,925000,22,64300000,0.014386,Entry_Level
Keith Yandle,LD,2013-14,5250000,26,64300000,0.081649,Standard (1-way)
Kevin Connauton,LD/RD,2013-14,683333,23,64300000,0.010627,Standard (1-way)
Kevin Czuczman,LD,2013-14,925000,22,64300000,0.014386,Entry_Level
Kevin Shattenkirk,RD,2013-14,4250000,24,64300000,0.066096,Standard (1-way)
Kris Letang,RD,2013-14,3500000,26,64300000,0.054432,Standard (1-way)
Kris Russell,LD/RD,2013-14,1500000,26,64300000,0.023328,Standard (1-way)
Kurtis Macdermid,LD/RD,2013-14,579444,19,64300000,0.009012,Entry_Level
Kyle Clifford,LW,2013-14,1075000,22,64300000,0.016719,Standard (1-way)
Kyle Okposo,RW,2013-14,2800000,25,64300000,0.043546,Standard (1-way)
Kyle Palmieri,RW/LW,2013-14,1466667,22,64300000,0.02281,Standard (1-way)
Kyle Turris,C/RW,2013-14,3500000,23,64300000,0.054432,Standard (1-way)
Lars Eller,C,2013-14,1150000,24,64300000,0.017885,Standard (1-way)
Logan Couture,C/LW,2013-14,2875000,24,64300000,0.044712,Standard (1-way)
Logan Shaw,C/RW,2013-14,674167,20,64300000,0.010485,Entry_Level
Loui Eriksson,LW/RW,2013-14,4250000,27,64300000,0.066096,Standard (1-way)
Luke Glendening,C/RW/LW,2013-14,575000,24,64300000,0.008942,Entry_Level
Luke Schenn,RD,2013-14,3600000,23,64300000,0.055988,Standard (1-way)
Luke Witkowski,RW/RD,2013-14,627500,23,64300000,0.009759,Entry_Level
Marc Edouard Vlasic,LD/RD,2013-14,4250000,26,64300000,0.066096,Standard (1-way)
Marc Staal,LD,2013-14,3975000,26,64300000,0.06182,Standard (1-way)
Marco Scandella,LD,2013-14,1025000,23,64300000,0.015941,Standard (1-way)
Marcus Foligno,LW/RW,2013-14,826667,21,64300000,0.012856,Entry_Level
Marcus Johansson,C/LW/RW,2013-14,2000000,22,64300000,0.031104,Standard (1-way)
Mark Borowiecki,LD,2013-14,575000,23,64300000,0.008942,Standard (1-way)
Mark Giordano,LD,2013-14,4020000,29,64300000,0.062519,Standard (1-way)
Mark Pysyk,RD/RW,2013-14,900000,21,64300000,0.013997,Entry_Level
Mark Scheifele,C,2013-14,863333,20,64300000,0.013427,Entry_Level
Mark Stone,RW,2013-14,603333,21,64300000,0.009383,Entry_Level
Martin Frk,RW,2013-14,670000,19,64300000,0.01042,Entry_Level
Mathieu Perreault,LW/RW/C,2013-14,1050000,25,64300000,0.01633,Standard (1-way)
Mats Zuccarello,RW/LW,2013-14,1150000,25,64300000,0.017885,Standard (1-way)
Matt Duchene,C/LW/RW,2013-14,3500000,22,64300000,0.054432,Standard (1-way)
Matt Dumba,RD,2013-14,894167,18,64300000,0.013906,Entry_Level
Matt Irwin,LD/RD,2013-14,1000000,25,64300000,0.015552,Standard (1-way)
Matt Martin,LW/RW,2013-14,1000000,24,64300000,0.015552,Standard (1-way)
Matt Nieto,LW/RW,2013-14,759167,20,64300000,0.011807,Entry_Level
Matt Tennyson,RD,2013-14,925000,23,64300000,0.014386,Entry_Level
Mattias Ekholm,LD,2013-14,900000,23,64300000,0.013997,Entry_Level
Max Domi,LW/C,2013-14,925000,18,64300000,0.014386,Entry_Level
Max Pacioretty,LW,2013-14,4500000,24,64300000,0.069984,Standard (1-way)
Michael Chaput,C,2013-14,706667,21,64300000,0.01099,Entry_Level
Michael Del Zotto,LD,2013-14,2550000,23,64300000,0.039658,Standard (1-way)
Michael Mccarron,RW/C,2013-14,925000,18,64300000,0.014386,Entry_Level
Michael Raffl,LW/RW,2013-14,792500,24,64300000,0.012325,Entry_Level
Michael Sgarbossa,C,2013-14,556667,20,64300000,0.008657,Entry_Level
Michael Stone,RD,2013-14,1150000,23,64300000,0.017885,Standard (1-way)
Micheal Ferland,LW/RW,2013-14,611667,21,64300000,0.009513,Entry_Level
Mika Zibanejad,C,2013-14,894167,20,64300000,0.013906,Entry_Level
Mikael Backlund,C,2013-14,1500000,24,64300000,0.023328,Standard (1-way)
Mikael Granlund,C/RW,2013-14,900000,21,64300000,0.013997,Entry_Level
Mike Hoffman,LW/RW,2013-14,660000,23,64300000,0.010264,Standard (2-way)
Milan Lucic,LW,2013-14,6000000,25,64300000,0.093313,Standard (1-way)
Morgan Rielly,LD,2013-14,894167,19,64300000,0.013906,Entry_Level
Nate Schmidt,LD/RD,2013-14,925000,21,64300000,0.014386,Entry_Level
Nate Thompson,C,2013-14,1600000,28,64300000,0.024883,Standard (1-way)
Nathan Beaulieu,LD/RD,2013-14,925000,20,64300000,0.014386,Entry_Level
Nathan Gerbe,LW/RW,2013-14,1450000,25,64300000,0.022551,Standard (1-way)
Nathan Gerbe,LW/RW,2013-14,550000,25,64300000,0.008554,Standard (1-way)
Nathan Gerbe,LW/RW,2013-14,91667,25,64300000,0.001426,Standard (1-way)
Nathan Mackinnon,C/RW,2013-14,925000,17,64300000,0.014386,Entry_Level
Nazem Kadri,C,2013-14,2900000,22,64300000,0.045101,Standard (1-way)
Nick Bjugstad,C/RW,2013-14,900000,20,64300000,0.013997,Entry_Level
Nick Bonino,C,2013-14,700000,25,64300000,0.010886,Standard (1-way)
Nick Cousins,LW/C,2013-14,842500,19,64300000,0.013103,Entry_Level
Nick Foligno,LW/C/RW,2013-14,3083333,25,64300000,0.047952,Standard (1-way)
Nick Holden,LD,2013-14,600000,26,64300000,0.009331,Standard (1-way)
Nick Jensen,RD,2013-14,765000,22,64300000,0.011897,Entry_Level
Nick Leddy,LD,2013-14,2700000,22,64300000,0.041991,Standard (1-way)
Nicklas Backstrom,C,2013-14,6700000,25,64300000,0.104199,Standard (1-way)
Nicolas Deslauriers,RW/LW,2013-14,608333,22,64300000,0.009461,Entry_Level
Nicolas Petan,C/LW/RW,2013-14,820000,18,64300000,0.012753,Entry_Level
Nikita Kucherov,RW,2013-14,711667,20,64300000,0.011068,Entry_Level
Nikita Zadorov,LD/RD,2013-14,925000,18,64300000,0.014386,Entry_Level
Nino Niederreiter,LW/RW,2013-14,870000,20,64300000,0.01353,Entry_Level
Oliver Bjorkstrand,RW/LW,2013-14,709167,18,64300000,0.011029,Entry_Level
Oliver Ekman Larsson,LD,2013-14,5500000,21,64300000,0.085537,Standard (1-way)
Olli Maatta,LD,2013-14,894167,18,64300000,0.013906,Entry_Level
Ondrej Palat,LW/RW,2013-14,575000,22,64300000,0.008942,Entry_Level
Oscar Klefbom,LD,2013-14,894167,19,64300000,0.013906,Entry_Level
Patric Hornqvist,RW,2013-14,4250000,26,64300000,0.066096,Standard (1-way)
Patrice Bergeron,C,2013-14,5000000,27,64300000,0.07776,Standard (1-way)
Patrick Kane,RW,2013-14,6300000,24,64300000,0.097978,Standard (1-way)
Patrick Maroon,LW/RW,2013-14,575000,25,64300000,0.008942,Standard (1-way)
Patrik Nemeth,LD,2013-14,763333,21,64300000,0.011871,Entry_Level
Paul Byron,LW/RW/C,2013-14,643500,24,64300000,0.010008,Standard (1-way)
Paul Stastny,LW/C,2013-14,6600000,27,64300000,0.102644,Standard (1-way)
Phil Kessel,RW,2013-14,5400000,25,64300000,0.083981,Standard (1-way)
Phillip Danault,C,2013-14,863333,20,64300000,0.013427,Entry_Level
Pk Subban,RD,2013-14,2763889,24,64300000,0.042984,Standard (1-way)
Radek Faksa,C,2013-14,894167,19,64300000,0.013906,Entry_Level
Radko Gudas,RD,2013-14,991667,23,64300000,0.015423,Standard (1-way)
Rasmus Ristolainen,RD,2013-14,925000,18,64300000,0.014386,Entry_Level
Reilly Smith,RW/LW,2013-14,900000,22,64300000,0.013997,Entry_Level
Richard Panik,LW/RW,2013-14,740000,22,64300000,0.011509,Entry_Level
Rickard Rakell,RW/LW,2013-14,894167,20,64300000,0.013906,Entry_Level
Riley Nash,C/RW,2013-14,575000,24,64300000,0.008942,Standard (1-way)
Riley Sheahan,LW/C,2013-14,785000,21,64300000,0.012208,Entry_Level
Robert Bortuzzo,RD,2013-14,600000,24,64300000,0.009331,Standard (1-way)
Roman Josi,LD,2013-14,4000000,23,64300000,0.062208,Standard (1-way)
Ryan Ellis,RD,2013-14,840000,22,64300000,0.013064,Entry_Level
Ryan Getzlaf,C,2013-14,8250000,28,64300000,0.128305,Standard (1-way)
Ryan Hartman,C/RW,2013-14,925000,18,64300000,0.014386,Entry_Level
Ryan Johansen,C/RW,2013-14,870000,20,64300000,0.01353,Entry_Level
Ryan Kesler,C/RW,2013-14,5000000,28,64300000,0.07776,Standard (1-way)
Ryan Mcdonagh,LD,2013-14,4700000,24,64300000,0.073095,Standard (1-way)
Ryan Murphy,RD,2013-14,863333,20,64300000,0.013427,Entry_Level
Ryan Murray,LD,2013-14,894167,19,64300000,0.013906,Entry_Level
Ryan Nugent Hopkins,LW/C,2013-14,925000,20,64300000,0.014386,Entry_Level
Ryan Oreilly,C,2013-14,5000000,22,64300000,0.07776,Standard (1-way)
Ryan Pulock,RD,2013-14,925000,18,64300000,0.014386,Entry_Level
Ryan Reaves,RW,2013-14,600000,26,64300000,0.009331,Standard (1-way)
Ryan Strome,C/RW,2013-14,863333,19,64300000,0.013427,Entry_Level
Ryan Suter,LD,2013-14,7538462,28,64300000,0.117239,Standard (1-way)
Sam Carrick,RW/C,2013-14,631667,21,64300000,0.009824,Entry_Level
Sam Gagner,C/RW,2013-14,4800000,23,64300000,0.07465,Standard (1-way)
Samuel Morin,LD/LW,2013-14,925000,17,64300000,0.014386,Entry_Level
Scott Harrington,LD,2013-14,589167,20,64300000,0.009163,Entry_Level
Scott Laughton,C/LW,2013-14,894167,19,64300000,0.013906,Entry_Level
Scott Mayfield,RD,2013-14,925000,20,64300000,0.014386,Entry_Level
Scott Sabourin,RW,2013-14,753333,20,64300000,0.011716,Entry_Level
Sean Couturier,C,2013-14,925000,20,64300000,0.014386,Entry_Level
Sean Monahan,C,2013-14,925000,18,64300000,0.014386,Entry_Level
Seth Griffith,RW/C,2013-14,759167,20,64300000,0.011807,Entry_Level
Seth Jones,RD,2013-14,925000,18,64300000,0.014386,Entry_Level
Shea Theodore,LD/RD,2013-14,925000,17,64300000,0.014386,Entry_Level
Shea Weber,RD,2013-14,7857143,27,64300000,0.122195,Standard (1-way)
Sidney Crosby,C,2013-14,8700000,25,64300000,0.135303,Standard (1-way)
Slater Koekkoek,LD/RD,2013-14,925000,19,64300000,0.014386,Entry_Level
Stefan Matteau,LW,2013-14,842500,19,64300000,0.013103,Entry_Level
Stefan Noesen,RW/LW,2013-14,863333,20,64300000,0.013427,Entry_Level
Steven Kampfer,RD,2013-14,550000,24,64300000,0.008554,Standard (2-way)
Steven Stamkos,RW/C/LW,2013-14,7500000,23,64300000,0.116641,Standard (1-way)
Sven Baertschi,LW,2013-14,894167,20,64300000,0.013906,Entry_Level
Tanner Pearson,LW,2013-14,735833,20,64300000,0.011444,Entry_Level
Taylor Fedun,RD,2013-14,675000,25,64300000,0.010498,Standard (2-way)
Taylor Hall,LW,2013-14,6000000,21,64300000,0.093313,Standard (1-way)
Teuvo Teravainen,RW/LW,2013-14,925000,18,64300000,0.014386,Entry_Level
Thomas Hickey,LD,2013-14,675000,24,64300000,0.010498,Standard (1-way)
Tj Brodie,LD/RD,2013-14,2125000,23,64300000,0.033048,Standard (1-way)
Tj Oshie,RW,2013-14,4175000,26,64300000,0.06493,Standard (1-way)
Tom Wilson,RW,2013-14,894167,19,64300000,0.013906,Entry_Level
Tomas Hertl,C/RW,2013-14,925000,19,64300000,0.014386,Entry_Level
Tomas Tatar,LW/RW,2013-14,630000,22,64300000,0.009798,Entry_Level
Tommy Cross,LD,2013-14,787500,23,64300000,0.012247,Entry_Level
Torey Krug,LD,2013-14,916667,22,64300000,0.014256,Entry_Level
Travis Hamonic,RD,2013-14,3857143,22,64300000,0.059987,Standard (1-way)
Trevor Carrick,LD,2013-14,700000,18,64300000,0.010886,Entry_Level
Trevor Lewis,RW,2013-14,1325000,26,64300000,0.020607,Standard (1-way)
Tyler Bozak,C/RW,2013-14,4200000,27,64300000,0.065319,Standard (1-way)
Tyler Ennis,LW/RW,2013-14,2812500,23,64300000,0.04374,Standard (1-way)
Tyler Johnson,RW/C,2013-14,756667,22,64300000,0.011768,Entry_Level
Tyler Myers,RD,2013-14,5500000,23,64300000,0.085537,Standard (1-way)
Tyler Pitlick,RW,2013-14,888333,21,64300000,0.013815,Entry_Level
Tyler Seguin,C/RW,2013-14,5750000,21,64300000,0.089425,Standard (1-way)
Tyler Toffoli,RW/LW,2013-14,716667,21,64300000,0.011146,Entry_Level
Tyson Barrie,RD,2013-14,715000,21,64300000,0.01112,Entry_Level
Valeri Nichushkin,LW/RW,2013-14,925000,18,64300000,0.014386,Entry_Level
Victor Hedman,LD,2013-14,4000000,22,64300000,0.062208,Standard (1-way)
Victor Rask,C,2013-14,680833,20,64300000,0.010588,Entry_Level
Vincent Trocheck,C/RW,2013-14,661667,19,64300000,0.01029,Entry_Level
