player,position,season,cap_hit,age,total_cap,percent_cap_hit,type
Ryan Getzlaf,C,2014-15,8250000,29,69000000,0.119565,Standard (1-way)
Ryan Graves,LD,2014-15,660000,19,69000000,0.009565,Entry_Level
Ryan Hartman,C/RW,2014-15,894167,19,69000000,0.012959,Entry_Level
Ryan Johansen,C/RW,2014-15,4000000,21,69000000,0.057971,Standard (1-way)
Ryan Kesler,C/RW,2014-15,5000000,29,69000000,0.072464,Standard (1-way)
Ryan Mcdonagh,LD,2014-15,4700000,25,69000000,0.068116,Standard (1-way)
Ryan Murphy,RD,2014-15,863333,21,69000000,0.012512,Entry_Level
Ryan Murray,LD,2014-15,894167,20,69000000,0.012959,Entry_Level
Ryan Nugent Hopkins,LW/C,2014-15,6000000,21,69000000,0.086957,Standard (1-way)
Ryan Oreilly,C,2014-15,6000000,23,69000000,0.086957,Standard (1-way)
Ryan Pulock,RD,2014-15,894167,19,69000000,0.012959,Entry_Level
Ryan Reaves,RW,2014-15,1125000,27,69000000,0.016304,Standard (1-way)
Ryan Strome,C/RW,2014-15,863333,20,69000000,0.012512,Entry_Level
Ryan Suter,LD,2014-15,7538462,29,69000000,0.109253,Standard (1-way)
Sam Bennett,C,2014-15,925000,18,69000000,0.013406,Entry_Level
Sam Carrick,RW/C,2014-15,631667,22,69000000,0.009155,Entry_Level
Sam Gagner,C/RW,2014-15,4800000,24,69000000,0.069565,Standard (1-way)
Sam Reinhart,C/RW,2014-15,925000,18,69000000,0.013406,Entry_Level
Samuel Morin,LD/LW,2014-15,894167,18,69000000,0.012959,Entry_Level
Scott Harrington,LD,2014-15,589167,21,69000000,0.008539,Entry_Level
Scott Laughton,C/LW,2014-15,863333,20,69000000,0.012512,Entry_Level
Scott Mayfield,RD,2014-15,925000,21,69000000,0.013406,Entry_Level
Scott Sabourin,RW,2014-15,753333,21,69000000,0.010918,Entry_Level
Sean Couturier,C,2014-15,1750000,21,69000000,0.025362,Standard (1-way)
Sean Monahan,C,2014-15,925000,19,69000000,0.013406,Entry_Level
Seth Griffith,RW/C,2014-15,759167,21,69000000,0.011002,Entry_Level
Seth Jones,RD,2014-15,925000,19,69000000,0.013406,Entry_Level
Shayne Gostisbehere,LD,2014-15,925000,21,69000000,0.013406,Entry_Level
Shea Theodore,LD/RD,2014-15,894167,18,69000000,0.012959,Entry_Level
Shea Weber,RD,2014-15,7857143,28,69000000,0.113872,Standard (1-way)
Sidney Crosby,C,2014-15,8700000,26,69000000,0.126087,Standard (1-way)
Slater Koekkoek,LD/RD,2014-15,894167,20,69000000,0.012959,Entry_Level
Sonny Milano,LW/RW,2014-15,925000,18,69000000,0.013406,Entry_Level
Stefan Matteau,LW,2014-15,842500,20,69000000,0.01221,Entry_Level
Stefan Noesen,RW/LW,2014-15,863333,21,69000000,0.012512,Entry_Level
Steven Kampfer,RD,2014-15,550000,25,69000000,0.007971,Standard (1-way)
Steven Stamkos,RW/C/LW,2014-15,7500000,24,69000000,0.108696,Standard (1-way)
Sven Baertschi,LW,2014-15,894167,21,69000000,0.012959,Entry_Level
Tanner Pearson,LW,2014-15,735833,21,69000000,0.010664,Entry_Level
Taylor Fedun,RD,2014-15,575000,26,69000000,0.008333,Standard (1-way)
Taylor Hall,LW,2014-15,6000000,22,69000000,0.086957,Standard (1-way)
Teuvo Teravainen,RW/LW,2014-15,894167,19,69000000,0.012959,Entry_Level
Thomas Hickey,LD,2014-15,675000,25,69000000,0.009783,Standard (1-way)
Tj Brodie,LD/RD,2014-15,2125000,24,69000000,0.030797,Standard (1-way)
Tj Oshie,RW,2014-15,4175000,27,69000000,0.060507,Standard (1-way)
Tj Tynan,C,2014-15,717500,22,69000000,0.010399,Entry_Level
Tom Wilson,RW,2014-15,894167,20,69000000,0.012959,Entry_Level
Tomas Hertl,C/RW,2014-15,925000,20,69000000,0.013406,Entry_Level
Tomas Nosek,C/LW,2014-15,792500,21,69000000,0.011486,Entry_Level
Tomas Tatar,LW/RW,2014-15,2750000,23,69000000,0.039855,Standard (1-way)
Tommy Cross,LD,2014-15,600000,24,69000000,0.008696,Standard (2-way)
Torey Krug,LD,2014-15,1400000,23,69000000,0.02029,Standard (1-way)
Travis Hamonic,RD,2014-15,3857143,23,69000000,0.055901,Standard (1-way)
Travis Sanheim,LD,2014-15,925000,18,69000000,0.013406,Entry_Level
Trevor Carrick,LD,2014-15,675000,19,69000000,0.009783,Entry_Level
Trevor Lewis,RW,2014-15,1525000,27,69000000,0.022101,Standard (1-way)
Trevor Van Riemsdyk,LD/RD,2014-15,925000,22,69000000,0.013406,Entry_Level
Tyler Bertuzzi,LW/RW,2014-15,675833,19,69000000,0.009795,Entry_Level
Tyler Bozak,C/RW,2014-15,4200000,28,69000000,0.06087,Standard (1-way)
Tyler Ennis,LW/RW,2014-15,4600000,24,69000000,0.066667,Standard (1-way)
Tyler Johnson,RW/C,2014-15,3333333,23,69000000,0.048309,Standard (1-way)
Tyler Myers,RD,2014-15,5500000,24,69000000,0.07971,Standard (1-way)
Tyler Pitlick,RW,2014-15,725000,22,69000000,0.010507,Standard (2-way)
Tyler Seguin,C/RW,2014-15,5750000,22,69000000,0.083333,Standard (1-way)
Tyler Toffoli,RW/LW,2014-15,716667,22,69000000,0.010386,Entry_Level
Tyson Barrie,RD,2014-15,2600000,22,69000000,0.037681,Standard (1-way)
Valeri Nichushkin,LW/RW,2014-15,925000,19,69000000,0.013406,Entry_Level
Victor Hedman,LD,2014-15,4000000,23,69000000,0.057971,Standard (1-way)
Victor Rask,C,2014-15,680833,21,69000000,0.009867,Entry_Level
Viktor Arvidsson,RW/LW,2014-15,631667,21,69000000,0.009155,Entry_Level
Vincent Trocheck,C/RW,2014-15,661667,20,69000000,0.009589,Entry_Level
Vladimir Tarasenko,RW,2014-15,900000,22,69000000,0.013043,Entry_Level
Vladislav Namestnikov,RW/LW/C,2014-15,925000,21,69000000,0.013406,Entry_Level
Wayne Simmonds,RW/LW,2014-15,3975000,25,69000000,0.057609,Standard (1-way)
William Carrier,LW,2014-15,710833,19,69000000,0.010302,Entry_Level
William Karlsson,C,2014-15,830833,21,69000000,0.012041,Entry_Level
William Nylander,RW/LW,2014-15,925000,18,69000000,0.013406,Entry_Level
Xavier Ouellet,LD/RD,2014-15,670000,20,69000000,0.00971,Entry_Level
Yanni Gourde,C/LW/RW,2014-15,587500,22,69000000,0.008514,Entry_Level
Zac Dalpe,C,2014-15,700000,24,69000000,0.010145,Standard (1-way)
Zac Rinaldo,LW,2014-15,750000,24,69000000,0.01087,Standard (1-way)
Zach Bogosian,RD,2014-15,5142857,23,69000000,0.074534,Standard (1-way)
Zach Parise,LW,2014-15,7538462,29,69000000,0.109253,Standard (1-way)
Zachary Leslie,LD,2014-15,616667,20,69000000,0.008937,Entry_Level
Zack Kassian,RW,2014-15,1750000,23,69000000,0.025362,Standard (1-way)
Zdeno Chara,LD,2014-15,6916667,37,69000000,0.100242,Standard (1-way)
Zemgus Girgensons,C/LW,2014-15,894167,20,69000000,0.012959,Entry_Level
