PLAYER,AGE,POS,GP,G,A,P,P/GP,PLUSMINUS,Sh,Sh%,TOI,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF,SA,SF%,CF,CA,CF%,FF,FA,FF%,xGF,xGA,xGF%,W,L,SO,GAA,Sv%,GA60,xGA60,GSAx60,TYPE,EXPIRY,CAP HIT,CAP HIT %
German Rubtsov,22,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,166",0.0130
Robert Thomas,20,"C, RW",33,3,9,12,0.36,1,22,0.14,13:36:00,3.32,21,46,38,0.48,3.02,6.61,5.46,203,185,52.32,362,320,53.08,274,248,52.49,17.8,18.48,49.06,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,166",0.0120
Kailer Yamamoto,21,"RW, C",52,8,13,21,0.4,9,69,0.12,16:21:00,11.26,70,118,100,0.79,4.94,8.32,7.05,429,409,51.19,776,771,50.16,590,573,50.73,42.68,38.79,52.38,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,166",0.0120
Juuso Välimäki,21,LD,49,2,9,11,0.22,-2,72,0.03,15:25:00,2.35,70,138,93,0.2,5.84,11.51,7.76,352,368,48.89,649,643,50.23,490,500,49.49,28.24,31.23,47.49,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,166",0.0120
Lias Andersson,21,"C, LW",23,3,3,6,0.26,-4,23,0.13,12:03:00,3.16,22,35,30,0.76,5.32,8.46,7.25,104,136,43.33,196,241,44.85,151,183,45.21,9.48,10.36,47.78,-,-,-,-,-,-,-,-,Entry-Level,RFA,"894,166",0.0120
Nils Höglander,19,"LW, RW",56,13,14,27,0.48,-4,118,0.11,15:26:00,11.19,105,174,138,0.87,8.14,13.49,10.7,446,399,52.78,828,709,53.87,610,543,52.91,39.74,35.44,52.86,-,-,-,-,-,-,-,-,Entry-Level,RFA,"891,667",0.0110
Kole Lind,21,RW,7,0,0,0,0,-4,4,0,13:09:00,0.21,3,10,5,0.15,2.21,7.37,3.68,24,41,36.92,59,76,43.7,37,56,39.78,1.67,5.03,24.93,-,-,-,-,-,-,-,-,Entry-Level,RFA,"891,666",0.0120
Jacob Bryson,22,LD/RD,38,1,8,9,0.24,-1,24,0.04,19:02:00,1,24,65,42,0.08,1.99,5.39,3.48,283,467,37.72,521,764,40.54,405,611,39.86,25.92,39.29,39.74,-,-,-,-,-,-,-,-,Entry-Level,RFA,"889,166",0.0110
Hugh McGing,21,"LW, C",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"883,750",0.0110
Reese Johnson,21,"RW, C",5,0,0,0,0,-2,4,0,7:56:00,0.28,4,5,5,0.44,6.04,7.55,7.55,16,19,45.71,28,28,50,20,22,47.62,0.84,0.91,48,-,-,-,-,-,-,-,-,Entry-Level,RFA,"880,833",0.0110
Cole Caufield,19,"LW, RW",10,4,1,5,0.5,-1,30,0.13,13:57:00,2.31,25,48,39,1.12,12.18,23.38,19,68,62,52.31,121,95,56.02,91,80,53.22,5.47,5.33,50.65,-,-,-,-,-,-,-,-,Entry-Level,RFA,"880,833",0.0110
Cam York,19,LD,3,0,0,0,0,-1,1,0,19:47:00,0.07,1,6,3,0.07,1.01,6.07,3.03,25,38,39.68,57,70,44.88,37,51,42.05,1.82,2.46,42.52,-,-,-,-,-,-,-,-,Entry-Level,RFA,"880,833",0.0110
Justus Annunen,20,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Entry-Level,RFA,"880,833",0.0110
Jesse Ylönen,20,"RW, LW",1,0,0,0,0,0,1,0,11:23:00,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"880,833",0.0110
Peter Diliberatore,20,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"880,833",0.0110
Matthew Boldy,19,"LW, RW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"880,833",0.0110
Cayden Primeau,20,G,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,0,4.18,0.85,4.24,2.71,-1.53,Entry-Level,RFA,"880,833",0.0110
Brandon Hagel,21,"LW, RW",52,9,15,24,0.46,-7,91,0.1,13:59:00,9.26,91,144,112,0.76,7.51,11.88,9.24,348,402,46.4,614,715,46.2,441,539,45,30.95,37.25,45.38,-,-,-,-,-,-,-,-,Entry-Level,RFA,"880,833",0.0110
Cale Makar,21,RD,44,8,36,44,1,17,104,0.08,24:18:00,5.85,103,217,138,0.34,6.05,12.75,8.11,682,369,64.89,1264,669,65.39,937,516,64.48,68.83,33.15,67.48,-,-,-,-,-,-,-,-,Entry-Level,RFA,"880,833",0.0110
Alex Biega,32,RD,13,0,3,3,0.23,-1,4,0,10:39:00,0.14,4,18,9,0.06,1.73,7.79,3.9,53,91,36.81,102,159,39.08,71,120,37.17,4.53,7.31,38.26,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"875,000",0.0110
Kurtis MacDermid,26,"LD/RD, LW",28,2,2,4,0.14,-14,16,0.13,13:21:00,1.11,16,42,29,0.18,2.57,6.74,4.65,161,243,39.85,293,435,40.25,225,327,40.76,13.09,25.13,34.25,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"875,000",0.0110
Joakim Nygård,27,LW,9,0,0,0,0,-2,6,0,9:08:00,0.22,5,7,6,0.19,4.34,6.09,5.22,25,34,42.37,46,57,44.66,33,45,42.31,1.65,2.84,36.75,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"875,000",0.0110
Josh Leivo,27,"RW, LW",38,6,3,9,0.24,-3,50,0.12,10:44:00,5.01,48,89,72,0.79,7.54,13.98,11.31,175,163,51.78,366,290,55.79,266,212,55.65,16.54,12.54,56.88,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"875,000",0.0110
Casey Mittelstadt,21,C,41,10,12,22,0.54,-10,61,0.16,15:52:00,7.46,61,94,80,0.69,5.62,8.66,7.37,357,349,50.57,579,550,51.28,468,456,50.65,34.94,31.71,52.42,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"874,125",0.0110
Tyson Jost,22,"C, LW, RW",54,7,10,17,0.31,14,92,0.08,14:07:00,7.11,84,141,109,0.59,6.92,11.62,8.98,352,338,51.01,654,643,50.42,482,465,50.9,27.32,28.63,48.83,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"874,125",0.0110
Evgeny Svechnikov,23,"LW, RW",21,3,5,8,0.38,-3,21,0.14,11:49:00,3.11,21,35,28,0.75,5.08,8.46,6.77,117,120,49.37,195,200,49.37,156,159,49.52,11.21,10.98,50.52,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
No QO","874,125",0.0110
Nolan Patrick,21,"C, RW",52,4,5,9,0.17,-30,49,0.08,13:16:00,6.43,49,104,79,0.56,4.26,9.05,6.87,314,300,51.14,626,534,53.97,465,411,53.08,29.91,24.88,54.59,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"874,125",0.0110
Travis Dermott,23,LD/RD,51,2,4,6,0.12,-1,36,0.06,13:13:00,1.28,35,79,51,0.12,3.28,7.41,4.78,305,299,50.5,537,537,50,405,420,49.09,25.92,22.8,53.2,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"874,125",0.0110
Rem Pitlick,23,"LW, C",10,0,2,2,0.2,3,11,0,11:18:00,0.9,11,13,11,0.48,5.84,6.9,5.84,55,39,58.51,88,69,56.05,76,51,59.84,4.3,2.83,60.36,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"874,125",0.0110
Nick Merkley,23,"RW, C",27,2,8,10,0.37,-5,38,0.05,11:30:00,3.43,38,62,47,0.66,7.34,11.97,9.08,148,160,48.05,272,281,49.19,203,223,47.65,11.78,12.96,47.62,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
No QO","874,125",0.0110
Kevin Stenlund,23,"RW, C",32,5,5,10,0.31,-4,42,0.12,12:31:00,3.99,42,75,57,0.6,6.29,11.22,8.52,192,186,50.79,331,326,50.38,256,247,50.89,15.01,14.99,50.03,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"874,125",0.0110
Evan Barratt,21,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"870,000",0.0110
Cole Schwindt,19,"RW, C",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"870,000",0.0110
Raphael Lavoie,19,"RW, C",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"870,000",0.0110
Alec Regula,19,RD,3,0,0,0,0,-1,1,0,12:22:00,0.02,1,4,1,0.03,1.62,6.46,1.62,8,33,19.51,19,53,26.39,11,43,20.37,0.45,3.48,11.45,-,-,-,-,-,-,-,-,Entry-Level,RFA,"866,667",0.0110
William Borgen,23,RD,10,0,0,0,0,-4,7,0,16:15:00,0.2,7,12,10,0.07,2.58,4.43,3.69,65,96,40.36,102,160,38.93,86,127,40.38,5.52,6.07,47.63,-,-,-,-,-,-,-,-,Entry-Level,RFA,"864,166",0.0120
Martin Kaut,20,RW,5,0,0,0,0,-1,2,0,7:59:00,0.3,2,3,2,0.45,3,4.5,3,14,23,37.84,26,37,41.27,17,31,35.42,0.92,2.52,26.67,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0110
Logan Stanley,22,LD,37,1,3,4,0.11,13,63,0.02,13:13:00,1.7,58,123,89,0.22,7.66,16.25,11.76,214,218,49.54,392,379,50.84,303,283,51.71,15.3,16.53,48.07,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0130
Erik Brännström,20,LD/RD,30,2,11,13,0.43,3,42,0.05,16:21:00,1.8,41,89,55,0.23,5.25,11.4,7.05,229,232,49.67,438,403,52.08,320,306,51.12,19.78,21.76,47.62,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0120
Jake Bean,22,LD/RD,42,1,11,12,0.29,-2,55,0.02,14:32:00,2.79,55,116,81,0.27,5.4,11.4,7.96,296,260,53.24,537,464,53.65,402,362,52.62,26.99,27.69,49.36,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0120
Rasmus Kupari,20,"C, LW, RW",7,1,0,1,0.14,-5,8,0.13,11:28:00,0.72,5,7,5,0.79,5.49,7.69,5.49,20,18,52.63,43,28,60.56,33,23,58.93,1.72,1.53,52.92,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0110
Alexander Nylander,22,"RW, LW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0120
Logan Brown,22,"C, LW",1,0,0,0,0,0,0,0,9:40:00,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0130
Alexander Alexeyev,20,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0110
Timothy Liljegren,21,RD,2,0,0,0,0,1,1,0,15:05:00,0.08,1,5,3,0.16,1.99,9.94,5.96,15,11,57.69,31,23,57.41,22,17,56.41,1.83,1,64.66,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0120
Ty Smith,20,LD/RD,48,2,21,23,0.48,-9,69,0.03,20:07:00,2.93,69,177,101,0.18,4.29,11,6.28,504,428,54.08,966,698,58.05,709,578,55.09,46.21,42.61,52.03,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0110
Sam Steel,22,"C, LW",42,6,6,12,0.29,-7,42,0.14,14:31:00,5.6,42,70,54,0.55,4.13,6.89,5.31,258,294,46.74,540,514,51.23,391,397,49.62,25.62,27.75,48,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0130
Cody Glass,21,C,27,4,6,10,0.37,6,28,0.14,14:32:00,4.43,28,55,36,0.68,4.28,8.41,5.5,192,146,56.8,379,284,57.16,264,192,57.89,19.66,13.2,59.83,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0120
Ty Dellandrea,19,"C, RW",26,3,2,5,0.19,0,31,0.1,12:29:00,3.01,31,59,42,0.56,5.73,10.9,7.76,153,137,52.76,283,268,51.36,202,205,49.63,10.85,10.8,50.12,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0110
Evan Bouchard,20,RD,14,2,3,5,0.36,-2,38,0.05,14:50:00,1.13,36,65,45,0.36,11.38,20.56,14.23,108,101,51.67,202,178,53.16,144,140,50.7,7.92,7.6,51.03,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0110
Max Jones,22,"LW, RW",46,7,4,11,0.24,-9,77,0.09,14:10:00,8.01,77,133,105,0.74,7.09,12.24,9.67,290,348,45.45,574,601,48.85,416,466,47.17,25.97,31.71,45.02,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0130
Michael Mcleod,22,C,52,9,6,15,0.29,-12,60,0.15,13:48:00,6.81,60,104,84,0.56,5.01,8.69,7.02,294,407,41.94,517,716,41.93,407,545,42.75,23.83,36.15,39.72,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0130
Olli Juolevi,22,LD,23,2,1,3,0.13,-1,24,0.08,13:12:00,0.93,22,54,33,0.2,4.76,11.71,7.15,119,146,44.91,220,276,44.35,161,206,43.87,9.16,12.12,43.05,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0130
Klim Kostin,21,"RW, LW",2,0,1,1,0.5,-1,0,0,13:48:00,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0120
Brett Howden,22,C,42,1,6,7,0.17,-2,33,0.03,12:33:00,5.05,33,54,48,0.57,3.75,6.14,5.46,214,281,43.23,375,559,40.15,287,406,41.41,16.75,26.24,38.96,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0130
Dominik Bokk,20,"LW, RW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0110
Ryan Merkley,19,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0110
Pierre-Olivier Joseph,21,LD,16,1,4,5,0.31,1,27,0.04,16:47:00,0.91,27,48,39,0.2,6.03,10.72,8.71,140,124,53.03,240,230,51.06,191,169,53.06,10.35,12.94,44.44,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0120
Nick Suzuki,20,C,56,15,26,41,0.73,-5,110,0.14,18:10:00,12.42,106,199,151,0.74,6.36,11.93,9.05,551,455,54.77,985,797,55.27,728,609,54.45,50.69,42.25,54.54,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0120
Nicolas Beaudin,20,LD,19,2,4,6,0.32,1,7,0.29,13:46:00,0.44,7,22,10,0.1,1.6,5.04,2.29,98,146,40.15,188,262,41.78,132,193,40.61,9,11.65,43.58,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0110
Morgan Frost,21,C,2,0,0,0,0,0,0,0,10:14:00,0.07,0,2,2,0.21,0,5.86,5.86,8,10,44.44,23,14,62.16,12,11,52.17,0.71,0.54,56.8,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0120
Julien Gauthier,22,RW,30,2,6,8,0.27,-6,38,0.05,9:38:00,3.77,38,56,47,0.78,7.88,11.62,9.75,123,137,47.31,226,271,45.47,170,197,46.32,10.6,10.54,50.14,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0130
Martin Necas,21,"RW, C",53,14,27,41,0.77,25,114,0.12,17:17:00,14.27,114,188,157,0.93,7.46,12.31,10.28,510,403,55.86,916,744,55.18,691,558,55.32,51.83,39.15,56.97,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0120
Owen Tippett,21,RW,45,7,11,18,0.4,-5,86,0.08,11:28:00,8.61,86,135,113,1,9.99,15.68,13.12,319,263,54.81,520,433,54.56,418,331,55.81,27.18,18.07,60.07,-,-,-,-,-,-,-,-,Entry-Level,RFA,"863,333",0.0120
Jett Woo,19,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"860,833",0.0110
Axel Jonsson-Fjällby,22,LW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"860,000",0.0110
Tristen Robins,18,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"859,167",0.0100
Casey Fitzgerald,23,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"858,750",0.0110
Chase Pearson,22,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"858,750",0.0110
Olle Alsing,24,LD,4,0,0,0,0,-1,1,0,10:49:00,0.07,1,2,1,0.12,1.73,3.45,1.73,11,24,31.43,30,37,44.78,21,31,40.38,0.89,1.7,34.36,-,-,-,-,-,-,-,-,Entry-Level,RFA,"858,750",0.0110
David Cotton,22,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"858,750",0.0110
Matt Kiersted,22,LD,7,0,0,0,0,-4,6,0,15:10:00,0.33,6,11,9,0.19,3.39,6.21,5.08,51,64,44.35,83,110,43.01,66,84,44,3.64,6.24,36.84,-,-,-,-,-,-,-,-,Entry-Level,RFA,"858,750",0.0110
Cal Petersen,25,G,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,18,0,2.89,0.911,2.79,2.91,0.12,Standard (1-way),UFA,"858,333",0.0110
Matias Maccelli,19,LW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"853,333",0.0100
Jamieson Rees,19,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"853,333",0.0100
Oskari Laaksonen,20,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"853,333",0.0100
John Ludvig,19,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"853,333",0.0100
Lukas Jasek,22,RW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"853,333",0.0110
Ty Emberson,20,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"853,333",0.0100
Joshua Maniscalco,21,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"853,333",0.0100
Max Gildon,21,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"853,333",0.0100
Chad Krys,22,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"853,333",0.0110
Slater Koekkoek,26,LD/RD,18,1,0,1,0.06,-7,17,0.06,13:09:00,0.48,15,37,23,0.13,4.09,10.11,6.28,94,150,38.52,162,297,35.29,121,213,36.22,8.59,14.32,37.49,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"850,000",0.0100
Sam Gagner,30,"C, RW",42,7,8,15,0.36,-4,88,0.08,15:26:00,9.21,88,132,112,0.85,8.14,12.21,10.36,306,323,48.65,531,533,49.91,426,418,50.47,29.96,27.11,52.5,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"850,000",0.0100
Caleb Jones,23,LD,33,0,4,4,0.12,-7,23,0,13:36:00,0.68,23,55,31,0.09,3.18,7.6,4.28,177,190,48.23,330,374,46.88,245,269,47.67,14.75,17.7,45.45,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"850,000",0.0100
Carl Dahlström,25,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (1-way),"UFA
Group 6","850,000",0.0110
Malcolm Subban,26,G,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,8,2,3.2,0.9,3.2,2.93,-0.27,Standard (1-way),UFA,"850,000",0.0100
Pär Lindholm,28,"LW, C",1,0,0,0,0,0,0,0,12:55:00,0,0,0,0,0,0,0,0,0,5,0,4,10,28.57,3,9,25,0.05,0.16,23.81,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"850,000",0.0100
Chris Driedger,26,G,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,6,3,2.07,0.927,2.06,2.37,0.3,Standard (2-way),UFA,"850,000",0.0110
Jérémy Lauzon,23,LD/RD,41,1,7,8,0.2,8,48,0.02,18:42:00,1.36,48,98,65,0.11,3.75,7.66,5.08,353,384,47.9,602,719,45.57,478,543,46.82,25.97,31.57,45.13,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"850,000",0.0100
Mason Millman,18,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"848,333",0.0100
Arvid Holm,21,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Entry-Level,RFA,"845,833",0.0100
Rasmus Asplund,22,"LW, RW",28,7,4,11,0.39,1,34,0.21,12:51:00,3.78,34,45,41,0.63,5.67,7.5,6.83,172,223,43.54,262,351,42.74,212,294,41.9,15.12,16.23,48.23,-,-,-,-,-,-,-,-,Entry-Level,RFA,"845,000",0.0110
Philipp Kurashev,20,"LW, C",54,8,8,16,0.3,-9,65,0.12,13:04:00,6.53,65,106,84,0.55,5.52,9.01,7.14,346,379,47.72,607,611,49.84,429,468,47.83,26.36,29.51,47.18,-,-,-,-,-,-,-,-,Entry-Level,RFA,"842,500",0.0110
William Lockwood,22,RW,2,0,0,0,0,-2,3,0,14:11:00,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"842,500",0.0100
Colton Poolman,24,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"842,500",0.0100
Brett Leason,21,RW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"842,500",0.0100
Adam Werner,23,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Entry-Level,"UFA
No QO","842,500",0.0110
Brandon Fortunato,24,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,"UFA
No QO","842,500",0.0110
Henry Bowlby,23,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"842,500",0.0100
Samuel Bolduc,19,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"842,500",0.0100
Austin Rueschhoff,22,RW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"842,500",0.0100
Robin Salo,21,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"842,500",0.0100
Cameron Hillis,20,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"838,333",0.0100
Lean Bergmann,21,"LW, RW",1,0,0,0,0,-1,1,0,10:19:00,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"836,667",0.0110
Filip Larsson,21,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Entry-Level,RFA,"836,666",0.0110
Kevin Mandolese,19,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Entry-Level,RFA,"835,000",0.0100
Ryan McLeod,20,C,10,0,1,1,0.1,-2,3,0,12:47:00,0.28,3,12,7,0.15,1.59,6.35,3.7,52,49,51.49,101,93,52.06,73,69,51.41,4.33,4.09,51.43,-,-,-,-,-,-,-,-,Entry-Level,RFA,"834,167",0.0100
Taylor Raddysh,22,RW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"833,333",0.0120
Libor Hájek,22,LD,44,2,2,4,0.09,2,33,0.06,15:16:00,1.39,33,56,46,0.12,2.95,5,4.11,252,392,39.13,414,720,36.51,334,560,37.36,19.11,31,38.14,-,-,-,-,-,-,-,-,Entry-Level,RFA,"833,333",0.0120
Boris Katchouk,22,LW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"833,333",0.0120
Nikita Alexandrov,19,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"830,833",0.0100
