player,position,team,season,age,type,cap_hit,shoots_catches,skater_stats_power_play_goals,skater_stats_power_play_assists,skater_stats_short_handed_goals,skater_stats_short_handed_assists,plusMinus,games_played,diff_all_corsi_percentage,diff_5on5_corsi_percentage,diff_4on5_corsi_percentage,diff_5on4_corsi_percentage,diff_all_shots_on_goal,diff_all_goals,diff_all_high_danger_shots,diff_all_high_danger_goals,diff_5on5_shots_on_goal,diff_5on5_goals,diff_5on5_high_danger_shots,diff_5on5_high_danger_goals,diff_4on5_goals,diff_5on4_shots_on_goal,diff_5on4_goals,all_icetime,x5on5_icetime,x4on5_icetime,x5on4_icetime,all_i_f_shots_on_goal,x5on5_i_f_shots_on_goal,x4on5_i_f_shots_on_goal,x5on4_i_f_shots_on_goal,all_i_f_goals,x5on5_i_f_goals,x4on5_i_f_goals,x5on4_i_f_goals,all_i_f_hits,x5on5_i_f_hits,x4on5_i_f_hits,x5on4_i_f_hits,all_i_f_takeaways,x5on5_i_f_takeaways,x4on5_i_f_takeaways,x5on4_i_f_takeaways,all_i_f_giveaways,x5on5_i_f_giveaways,x4on5_i_f_giveaways,x5on4_i_f_giveaways,all_i_f_high_danger_shots,x5on5_i_f_high_danger_shots,x4on5_i_f_high_danger_shots,x5on4_i_f_high_danger_shots,all_i_f_high_danger_goals,x5on5_i_f_high_danger_goals,x4on5_i_f_high_danger_goals,x5on4_i_f_high_danger_goals,all_faceoffs_won,x5on5_faceoffs_won,x4on5_faceoffs_won,x5on4_faceoffs_won,all_faceoffs_lost,x5on5_faceoffs_lost,x4on5_faceoffs_lost,x5on4_faceoffs_lost,all_shots_blocked_by_player,x5on5_shots_blocked_by_player,x4on5_shots_blocked_by_player,x5on4_shots_blocked_by_player,all_assists,x5on5_assists,x4on5_assists,x5on4_assists,all_diff_penalty_minutes,x5on5_diff_penalty_minutes,x4on5_diff_penalty_minutes,x5on4_diff_penalty_minutes,total_cap,percent_cap_hit,covid
David Desharnais,F,MTL,2014-15,27,Standard (1-way),3500000,L,2,10,0,0,21,82,0.09000000000000002,0.040000000000000036,-0.11,0,108,40,43,17,-12,22,27,9,0,116,13,84865,69916,125,11117,90,71,0,9,14,8,0,2,43,37,0,1,27,26,0,1,20,11,0,6,21,13,0,2,8,3,0,1,629,464,3,104,560,456,9,1,49,45,0,0,34,23,0,8,8,10,0,-6,69000000,0.050725,pre-covid
Kyle Turris,F,OTT,2014-15,24,Standard (1-way),3500000,R,5,13,1,0,3,82,0.07000000000000006,0,-0.01999999999999999,-0.030000000000000027,110,28,25,20,-51,4,2,3,-3,180,20,94513,72156,3549,14150,215,142,5,40,24,12,1,3,48,39,1,4,48,40,1,0,46,30,0,10,24,11,0,4,10,1,0,2,737,523,40,106,735,540,63,45,40,31,1,2,40,24,0,12,25,22,7,-4,69000000,0.050725,pre-covid
Jaromir Jagr,F,FLA,2014-15,42,35+ (1-way),3500000,L,4,7,0,0,-3,77,0.12999999999999995,0.06000000000000005,0.9299999999999999,-0.010000000000000009,163,21,18,11,46,8,5,4,0,108,20,81174,66866,95,10184,169,128,1,22,17,12,0,3,30,28,0,0,38,35,0,2,46,34,0,7,17,8,0,3,5,0,0,3,1,0,0,0,0,0,0,0,14,12,0,0,30,20,0,6,-12,0,-2,-2,69000000,0.050725,pre-covid
Bryan Allen,D,MTL,2014-15,33,Standard (1-way),3500000,L,0,0,0,0,-2,11,-0.08000000000000007,-0.020000000000000018,-0.22999999999999998,0,-19,-4,1,0,-9,-2,2,1,-1,0,0,10377,8972,943,0,6,5,0,0,0,0,0,0,20,18,1,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,0,0,2,2,0,0,-6,-6,0,0,69000000,0.050725,pre-covid
Alex Tanguay,F,COL,2014-15,34,Standard (1-way),3500000,L,2,12,1,0,-1,80,0.030000000000000027,0,0.05,-0.020000000000000018,-101,8,-6,10,-150,-3,-13,4,-6,115,14,87157,65272,6634,10563,104,66,6,20,22,17,1,2,45,36,1,5,34,30,2,0,33,27,5,1,23,14,0,5,10,7,0,1,12,7,3,1,16,8,0,6,39,26,1,11,33,19,0,10,-26,-18,0,-8,69000000,0.050725,pre-covid
Lars Eller,F,MTL,2014-15,25,Standard (1-way),3500000,L,1,1,1,2,-6,77,-0.03999999999999998,-0.020000000000000018,-0.05,-0.030000000000000027,-84,-11,-9,-12,-22,-7,-2,-8,-6,21,4,71591,60725,6103,2098,150,130,3,7,15,12,0,1,76,70,4,0,29,26,2,0,30,24,4,0,8,5,0,0,1,0,0,0,405,346,28,11,379,326,8,19,37,29,0,3,12,9,2,1,-2,-8,2,0,69000000,0.050725,pre-covid
Matt Cullen,F,NSH,2014-15,37,35+ (1-way),3500000,L,0,4,0,0,7,62,-0.020000000000000018,-0.010000000000000009,0.09000000000000001,0,43,9,4,1,54,10,7,0,-6,26,6,48409,42713,2943,1737,90,81,3,3,7,7,0,0,10,10,0,0,26,22,3,1,22,19,2,1,9,8,1,0,2,2,0,0,155,133,14,5,132,110,5,2,18,14,0,1,18,13,0,4,0,-2,0,0,69000000,0.050725,pre-covid
Michael Ryder,F,N.J,2014-15,34,Standard (1-way),3500000,R,0,2,0,0,-1,47,0.06,-0.019999999999999962,0,0,-42,6,-1,0,-84,2,-1,1,0,40,6,40835,35486,45,3869,89,76,0,10,6,5,0,0,53,49,0,1,10,9,0,1,15,10,0,4,8,6,0,1,0,0,0,0,2,1,0,0,4,3,0,0,14,14,0,0,13,11,0,2,-10,-10,0,0,69000000,0.050725,pre-covid
Jason Demers,D,DAL,2014-15,26,Standard (1-way),3400000,R,2,3,0,0,-3,81,0.020000000000000018,0.040000000000000036,0.1,-0.040000000000000036,57,3,12,7,72,-3,7,0,-3,68,10,92952,74708,7708,7553,99,80,0,19,5,3,0,2,118,101,11,2,37,30,5,1,49,40,6,0,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,85,62,1,12,20,16,0,3,-18,-22,0,6,69000000,0.049275,pre-covid
Johnny Oduya,D,CHI,2014-15,32,Standard (1-way),3375000,L,0,0,0,0,1,76,-0.09999999999999998,-0.040000000000000036,0.01999999999999999,-0.08999999999999997,-69,-7,-9,-5,35,1,-6,-3,-10,2,0,92504,81629,7802,414,76,74,0,1,2,2,0,0,69,61,3,0,22,17,4,0,44,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,107,0,9,8,8,0,0,-2,-4,0,0,69000000,0.048913,pre-covid
Rob Scuderi,D,PIT,2014-15,35,Standard (1-way),3375000,L,0,0,0,1,9,82,-0.14000000000000007,-0.030000000000000027,-0.06,0.12,-216,-22,-36,-10,34,6,3,5,-25,4,0,94198,76712,14175,286,52,48,1,1,1,1,0,0,41,31,8,0,8,7,1,0,44,35,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,78,0,4,9,7,1,0,-6,-8,0,2,69000000,0.048913,pre-covid
Johnny Boychuk,D,NYI,2014-15,30,Standard (1-way),3366667,R,5,10,0,1,14,72,0.040000000000000036,0.030000000000000027,0,-0.020000000000000018,243,22,31,10,181,14,21,5,-15,127,15,93660,70021,8218,10456,192,124,2,45,9,3,0,2,171,136,17,5,24,18,4,0,48,35,8,3,6,0,0,4,3,0,0,2,2,1,0,0,0,0,0,0,149,119,1,24,26,15,1,7,4,8,0,-2,69000000,0.048792,pre-covid
Tyler Johnson,F,T.B,2014-15,23,Standard (1-way),3333333,R,10,14,1,0,40,77,0.020000000000000018,0.010000000000000009,0,0.030000000000000027,83,41,7,13,126,30,5,5,-16,73,20,79641,58443,7607,9731,203,161,7,25,29,18,0,7,64,58,2,1,26,19,5,0,31,24,1,5,21,10,1,7,9,2,0,5,537,386,44,67,566,402,54,74,36,20,0,10,43,30,0,8,34,28,6,-2,69000000,0.048309,pre-covid
Ondrej Palat,F,T.B,2014-15,23,Standard (1-way),3333333,L,7,10,1,1,36,75,0.040000000000000036,0.040000000000000036,0,0,94,41,14,19,131,32,14,9,-12,79,17,78441,56842,7287,10200,139,112,3,15,16,10,0,3,124,110,8,3,43,29,9,2,43,31,4,5,18,11,2,3,7,3,0,2,10,8,1,0,25,17,2,0,50,32,0,14,47,36,1,7,4,0,6,-2,69000000,0.048309,pre-covid
Rene Bourque,F,MTL,2014-15,32,Standard (1-way),3333333,L,2,1,0,0,-15,51,0.010000000000000009,-0.040000000000000036,-0.07,-0.010000000000000009,-40,-7,3,-1,-58,-14,-5,-6,0,28,6,38661,35146,161,2700,85,79,0,5,6,3,0,2,71,68,0,2,6,6,0,0,13,12,0,1,9,7,0,2,4,2,0,2,4,3,0,0,6,6,0,0,11,10,0,1,8,7,0,1,-10,-8,0,-2,69000000,0.048309,pre-covid
Brandon Sutter,F,PIT,2014-15,25,Standard (1-way),3300000,R,4,3,4,0,5,80,-0.07000000000000006,-0.050000000000000044,0,-0.050000000000000044,-63,-6,-6,-3,18,3,5,2,-12,68,5,83155,62417,10126,7005,180,128,18,18,21,13,4,3,86,80,3,3,41,30,9,0,33,19,5,5,25,13,4,4,8,3,2,2,688,488,96,54,671,474,42,85,48,29,0,11,12,8,0,2,26,18,2,6,69000000,0.047826,pre-covid
Michael Frolik,F,WPG,2014-15,26,Standard (1-way),3300000,L,3,4,3,0,2,82,0.020000000000000018,0.040000000000000036,-0.020000000000000018,0,89,8,21,3,82,6,7,0,-5,89,11,86046,67671,7721,7736,206,166,13,18,19,11,3,3,63,57,3,2,58,44,8,2,34,26,5,1,24,13,2,6,11,5,2,2,14,10,1,1,27,15,7,3,41,30,0,7,23,19,0,4,8,14,-2,-4,69000000,0.047826,pre-covid
Josh Bailey,F,NYI,2014-15,24,Standard (1-way),3300000,L,2,2,0,0,4,70,0.030000000000000027,0,-0.05000000000000002,-0.030000000000000027,158,11,19,10,83,6,12,6,-1,71,7,70479,60474,682,6464,140,124,2,8,15,13,0,0,66,63,0,1,53,48,0,2,47,40,0,5,13,10,0,0,3,1,0,0,30,22,2,3,36,23,1,3,36,33,0,1,26,24,0,2,10,8,2,-2,69000000,0.047826,pre-covid
Trevor Daley,D,DAL,2014-15,30,Standard (1-way),3300000,L,6,6,2,0,-13,68,-0.08000000000000007,-0.09000000000000002,-0.06,-0.030000000000000027,-108,-14,3,-3,-78,-5,5,4,-17,105,18,93331,67053,11042,10475,113,69,7,30,16,7,1,6,29,24,4,0,29,20,6,3,32,25,3,4,6,2,1,1,4,1,1,1,0,0,0,0,0,0,0,0,123,81,5,28,22,15,0,5,-12,-8,-2,0,69000000,0.047826,pre-covid
Artem Anisimov,F,CBJ,2014-15,26,Standard (1-way),3283333,L,0,4,0,3,-6,52,0.030000000000000027,0.040000000000000036,0.05,-0.010000000000000009,-43,-12,-2,-5,-24,-11,2,-1,-8,57,6,51066,38464,5957,4749,88,67,6,13,7,6,0,0,33,28,2,3,24,21,3,0,21,14,1,5,7,5,0,0,3,2,0,0,102,71,14,12,127,92,12,12,26,21,0,2,20,12,3,4,6,6,0,0,69000000,0.047585,pre-covid
Jarret Stoll,F,L.A,2014-15,32,Standard (1-way),3250000,R,3,1,0,2,3,73,-0.08000000000000007,-0.05999999999999994,-0.1,0,-47,-8,-12,-4,16,2,3,3,-15,47,8,67845,54997,6393,4469,83,68,4,7,6,3,0,2,167,148,8,6,11,9,1,1,17,15,1,0,10,6,1,2,3,1,0,1,592,476,61,30,569,446,28,62,57,42,1,11,11,8,2,1,-28,-16,-4,-4,69000000,0.047101,pre-covid
Andrew Ference,D,EDM,2014-15,35,Standard (1-way),3250000,L,0,0,0,1,-17,70,-0.10000000000000003,-0.03999999999999998,0.030000000000000013,0.08999999999999997,-286,-28,-33,-10,-195,-19,-24,-6,-10,4,1,79283,70327,7492,337,58,55,0,2,3,3,0,0,156,131,16,0,12,8,4,0,38,30,8,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,86,76,0,3,11,10,1,0,-16,-22,-2,2,69000000,0.047101,pre-covid
Jan Hejda,D,COL,2014-15,36,Standard (1-way),3250000,L,0,0,0,1,-12,81,-0.06,0,0.020000000000000004,-0.15000000000000002,-237,-29,-35,-16,-90,-13,-17,-8,-13,-1,0,100377,85796,10580,403,84,78,0,0,1,1,0,0,170,133,31,0,22,12,8,0,30,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,116,0,11,12,11,1,0,-34,-32,-2,0,69000000,0.047101,pre-covid
Clayton Stoner,D,ANA,2014-15,29,Standard (1-way),3250000,L,0,0,0,0,2,69,-0.050000000000000044,0,0.01999999999999999,0.07999999999999996,-29,-17,12,6,36,-8,15,5,-9,1,0,72854,62915,6751,253,68,64,1,1,1,1,0,0,128,110,12,0,10,6,2,1,40,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,64,0,4,7,6,0,0,-20,-20,-2,0,69000000,0.047101,pre-covid
Paul Gaustad,F,NSH,2014-15,32,Standard (1-way),3250000,L,0,0,0,0,6,73,-0.22999999999999993,-0.13000000000000006,-0.09,0.14,-216,-10,-16,-7,-66,7,4,3,-15,2,0,54459,42589,9442,336,54,52,1,1,4,4,0,0,143,133,9,0,19,15,2,0,10,9,0,0,4,4,0,0,1,1,0,0,619,462,118,7,478,338,6,22,58,35,0,2,10,9,0,0,-8,-12,-2,2,69000000,0.047101,pre-covid
Clarke MacArthur,F,OTT,2014-15,29,Standard (1-way),3250000,L,6,4,0,0,-8,62,0.08999999999999997,0.020000000000000018,0,0.010000000000000009,58,12,10,12,-58,0,-1,3,-2,139,16,63257,49074,1259,10555,140,97,1,37,16,9,0,5,70,65,0,3,31,26,2,2,36,26,1,5,13,7,0,5,5,1,0,3,8,7,0,0,14,12,1,0,17,14,1,1,20,14,0,4,8,8,0,-4,69000000,0.047101,pre-covid
Bryce Salvador,D,N.J,2014-15,38,35+ (1-way),3166667,L,0,0,0,0,-5,15,-0.21000000000000008,-0.08000000000000002,-0.06,-0.78,-95,-18,-14,-8,-28,-5,0,0,-11,0,0,16652,12959,3412,4,13,12,0,0,0,0,0,0,22,16,4,0,1,1,0,0,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,0,0,2,2,0,0,-6,-4,-2,0,69000000,0.045894,pre-covid
Barret Jackman,D,STL,2014-15,33,Standard (1-way),3166667,L,0,0,0,1,2,80,-0.06000000000000005,0.010000000000000009,0,-0.86,-12,-13,-10,-3,78,-2,4,3,-14,0,0,80717,68589,10478,90,86,78,5,0,2,2,0,0,108,94,11,0,17,14,1,0,30,26,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,94,0,6,13,11,1,0,2,4,-4,2,69000000,0.045894,pre-covid
Carl Gunnarsson,D,STL,2014-15,27,Standard (1-way),3150000,L,0,1,0,0,11,61,-0.050000000000000044,-0.020000000000000018,0.07999999999999999,0.07000000000000006,8,7,5,3,29,5,7,1,-5,14,2,66117,58782,4373,1076,54,39,1,7,2,2,0,0,42,39,1,1,11,7,2,1,13,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,114,96,0,5,10,8,0,1,12,8,0,2,69000000,0.045652,pre-covid
Mason Raymond,F,CGY,2014-15,28,Standard (1-way),3150000,L,0,1,0,0,-12,57,0.02999999999999997,-0.020000000000000018,-0.010000000000000009,-0.020000000000000018,0,-3,-7,-3,-56,-2,-11,-1,0,60,4,50663,41709,357,6695,123,100,0,18,12,12,0,0,7,7,0,0,24,24,0,0,28,21,0,5,2,1,0,0,1,1,0,0,0,0,0,0,3,1,0,0,13,13,0,0,11,10,0,1,10,8,0,0,69000000,0.045652,pre-covid
Matt Stajan,F,CGY,2014-15,30,Standard (1-way),3125000,L,0,0,0,1,7,59,-0.07,0,-0.06999999999999999,0.010000000000000009,-104,-2,-4,-2,-42,8,6,5,-9,5,1,42470,36355,4828,290,46,45,1,0,7,7,0,0,72,72,0,0,33,26,7,0,30,29,1,0,7,7,0,0,3,3,0,0,303,254,42,2,299,246,2,11,21,18,0,1,10,9,1,0,-14,-6,-6,0,69000000,0.04529,pre-covid
Jared Cowen,D,OTT,2014-15,23,Standard (1-way),3100000,L,0,0,0,0,-11,54,-0.08000000000000002,-0.030000000000000027,0.08000000000000002,-0.5,-148,-27,-13,-10,-78,-17,-3,-1,-15,-1,0,58808,50083,6763,316,47,43,1,0,3,2,0,0,159,134,17,0,13,11,1,0,33,30,3,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,76,60,0,5,6,4,0,0,-10,-6,-7,0,69000000,0.044928,pre-covid
Martin Hanzal,F,ARI,2014-15,27,Standard (1-way),3100000,L,1,3,0,1,-1,37,0.06000000000000005,0.040000000000000036,0.01999999999999999,-0.010000000000000009,25,3,5,5,3,-2,0,1,-2,66,7,39374,30743,2905,4493,85,59,4,19,8,6,0,1,105,99,2,2,17,15,1,1,12,11,0,1,10,3,0,4,3,1,0,1,346,273,25,30,266,209,20,25,18,11,0,6,16,11,1,3,-4,-4,0,-2,69000000,0.044928,pre-covid
Dainius Zubrus,F,N.J,2014-15,36,35+ (1-way),3100000,L,0,1,0,1,-9,74,-0.04999999999999999,-0.019999999999999962,-0.009999999999999995,-0.05999999999999994,-199,-20,-31,-12,-107,-7,-8,-2,-10,7,1,65086,56619,5950,1188,72,65,6,0,4,4,0,0,99,96,2,1,19,17,2,0,19,16,1,1,4,3,1,0,0,0,0,0,37,28,8,1,49,42,2,2,41,25,0,9,6,4,1,1,-16,-12,-2,-2,69000000,0.044928,pre-covid
Nick Foligno,F,CBJ,2014-15,26,Standard (1-way),3083333,L,11,15,0,0,16,79,0.09000000000000002,0.03999999999999998,0.03,-0.020000000000000018,93,38,20,20,5,13,4,5,-12,127,30,89253,67722,6111,11360,182,129,7,27,31,19,0,10,193,175,8,6,51,38,6,4,23,16,2,4,27,13,2,8,18,9,0,7,125,99,9,6,138,106,4,7,52,39,0,9,42,22,0,14,12,14,-5,1,69000000,0.044686,pre-covid
Jeff Petry,D,MTL,2014-15,26,Standard (1-way),3075000,R,2,3,0,1,-26,78,-0.010000000000000009,-0.010000000000000009,0.01999999999999999,0.050000000000000044,-147,-32,-11,3,-135,-27,-10,3,-8,76,8,99447,83734,7770,5768,126,99,3,18,7,6,0,1,145,132,6,1,43,37,6,0,83,70,10,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,109,96,1,7,15,10,1,3,-24,-18,-6,-2,69000000,0.044565,pre-covid
Derek Stepan,F,NYR,2014-15,24,Standard (1-way),3075000,R,5,9,2,3,25,68,0.010000000000000009,-0.03999999999999998,0.06999999999999998,0.010000000000000009,26,31,9,7,-65,19,-3,2,-5,127,13,74178,54824,6101,10050,155,110,13,23,16,7,2,3,36,32,1,1,46,32,7,5,32,23,2,5,5,1,1,2,3,0,1,1,543,396,45,72,689,506,70,59,27,21,1,3,39,27,3,6,-4,-2,0,0,69000000,0.044565,pre-covid
Chris Kelly,F,BOS,2014-15,33,Standard (1-way),3000000,L,0,0,1,1,6,80,-0.07000000000000006,0,0.01999999999999999,-0.3400000000000001,-72,-8,-20,-1,18,1,-5,2,-13,1,0,72676,62527,7846,330,112,95,11,0,7,5,1,0,126,119,4,0,28,25,2,0,16,14,1,0,5,3,0,0,3,2,0,0,262,202,43,2,277,209,4,14,61,38,0,7,21,18,0,0,8,8,0,-2,69000000,0.043478,pre-covid
Andrew Cogliano,F,ANA,2014-15,27,Standard (1-way),3000000,L,0,0,3,0,14,82,-0.030000000000000027,0,0.19,-0.09999999999999998,-19,-6,3,0,7,-3,3,-1,-8,2,0,71708,60643,7609,389,134,110,19,0,15,12,1,0,139,130,7,0,30,21,6,0,33,30,3,0,16,10,2,0,5,3,0,0,16,6,7,0,33,15,2,3,30,25,0,3,14,12,0,0,22,18,0,0,69000000,0.043478,pre-covid
Robyn Regehr,D,L.A,2014-15,34,Standard (1-way),3000000,L,0,0,0,1,10,67,-0.12999999999999995,-0.05999999999999994,-0.010000000000000009,-0.06999999999999995,-166,-5,-13,-2,-10,8,5,4,-8,6,0,81670,68303,10045,477,63,61,1,0,3,3,0,0,203,182,15,0,12,12,0,0,34,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,48,1,8,10,9,1,0,-30,-22,-4,0,69000000,0.043478,pre-covid
Marc Methot,D,OTT,2014-15,29,Standard (1-way),3000000,L,0,0,0,0,21,45,-0.020000000000000018,0.040000000000000036,0,-0.07000000000000006,-28,11,2,2,49,18,12,7,-10,3,0,61201,53583,4623,503,49,41,2,2,1,1,0,0,94,81,9,0,12,8,2,0,24,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,70,55,1,1,10,9,0,0,-8,-10,0,2,69000000,0.043478,pre-covid
Marek Zidlicky,D,DET,2014-15,37,35+ (1-way),3000000,R,6,14,0,0,-9,84,0.12000000000000005,0.030000000000000027,0.009999999999999995,-0.010000000000000009,87,18,12,9,-52,3,-6,-1,-3,131,22,105602,87284,746,12377,130,83,0,31,7,1,0,4,95,89,2,2,20,18,1,1,44,33,1,5,8,1,0,2,4,0,0,2,0,0,0,0,1,1,0,0,92,78,1,5,27,12,0,12,-28,-22,0,-4,69000000,0.043478,pre-covid
David Legwand,F,OTT,2014-15,33,Standard (1-way),3000000,L,6,6,0,2,-2,80,0.020000000000000018,-0.020000000000000018,-0.009999999999999981,0.030000000000000027,1,7,21,12,-45,1,5,3,-11,141,14,66705,46176,7747,10593,91,57,11,20,9,3,0,5,43,40,2,1,30,20,5,5,25,11,4,8,16,3,2,7,5,0,0,4,451,323,53,45,517,346,40,94,25,17,0,4,18,7,2,5,-16,-16,2,0,69000000,0.043478,pre-covid
Viktor Stalberg,F,NSH,2014-15,28,Standard (1-way),3000000,L,0,0,0,0,1,25,-0.010000000000000009,0.010000000000000009,0,-0.89,12,0,2,0,17,1,3,1,0,-1,0,17827,17152,38,58,27,26,0,0,2,2,0,0,54,51,0,0,7,6,0,0,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,10,10,0,0,8,8,0,0,-4,-4,0,0,69000000,0.043478,pre-covid
Michael Grabner,F,NYI,2014-15,26,Standard (1-way),3000000,L,0,0,0,0,5,34,-0.06000000000000005,-0.020000000000000018,0.07,-0.38,5,-5,-5,-4,26,2,-1,-1,-9,1,0,26388,22883,2494,72,63,55,4,0,8,7,0,0,62,61,1,0,25,16,7,0,17,12,5,0,7,5,0,0,2,1,0,0,0,0,0,0,2,0,0,0,21,15,0,0,5,5,0,0,4,4,0,0,69000000,0.043478,pre-covid
Andy Greene,D,N.J,2014-15,31,Standard (1-way),3000000,L,0,1,0,1,1,82,-0.09999999999999998,0.010000000000000009,-0.03,-0.039999999999999925,-356,-35,-38,-20,-50,1,7,1,-32,18,3,115838,89684,18668,2551,83,70,4,2,3,3,0,0,82,64,15,0,21,13,7,0,39,22,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,119,0,26,19,16,1,1,4,8,-2,2,69000000,0.043478,pre-covid
Mathieu Perreault,F,WPG,2014-15,26,Standard (1-way),3000000,L,5,8,0,0,5,62,0.16000000000000003,0.04999999999999993,0.21000000000000002,0.010000000000000009,254,26,26,8,93,6,4,3,0,128,18,60377,47513,157,10400,129,90,0,28,18,11,0,5,78,77,0,1,43,36,0,3,21,17,0,4,19,8,0,8,5,2,0,3,226,156,4,45,212,152,10,1,13,12,0,0,23,16,0,6,-4,-8,0,-2,69000000,0.043478,pre-covid
Tomas Kopecky,F,FLA,2014-15,32,Standard (1-way),3000000,L,0,0,0,0,-19,64,-0.10000000000000003,-0.040000000000000036,0.04000000000000001,0.16000000000000003,-116,-28,-2,-9,-23,-18,6,-2,-8,4,0,49538,39524,8298,396,106,92,9,2,2,2,0,0,88,82,6,0,11,9,2,0,12,10,1,1,10,6,3,0,0,0,0,0,3,0,1,0,1,0,0,1,22,13,0,3,6,5,0,0,4,6,0,-2,69000000,0.043478,pre-covid
Boyd Gordon,F,EDM,2014-15,30,Standard (1-way),3000000,R,1,0,1,1,-5,68,-0.13,-0.06,-0.11000000000000001,0.07999999999999996,-114,-22,-16,-7,-32,-10,-9,-1,-17,32,4,54368,42092,9403,1750,65,55,4,4,6,4,1,1,31,29,2,0,21,18,3,0,19,18,1,0,6,2,0,2,1,0,0,1,681,483,128,26,537,350,32,76,80,57,0,15,7,6,1,0,6,4,0,2,69000000,0.043478,pre-covid
Stephane Robidas,D,TOR,2014-15,37,35+ (1-way),3000000,R,0,0,0,1,8,52,-0.08999999999999997,-0.03999999999999998,-0.020000000000000018,0.13,-185,-5,-23,-6,-98,6,-6,3,-12,3,1,53257,45005,6582,482,34,31,1,0,1,1,0,0,141,126,10,0,8,6,1,0,16,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,54,0,6,6,5,1,0,-26,-28,0,2,69000000,0.043478,pre-covid
Joel Ward,F,WSH,2014-15,33,Standard (1-way),3000000,R,6,5,0,0,-3,82,-0.010000000000000009,-0.020000000000000018,0.009999999999999995,-0.030000000000000027,-8,6,23,4,1,-4,19,-6,-9,76,13,82960,63409,7951,6577,138,105,7,13,19,10,0,3,53,49,2,1,39,29,9,1,19,15,1,2,27,14,2,3,7,0,0,2,60,26,9,22,67,28,15,12,38,27,0,10,15,8,0,5,6,10,0,-2,69000000,0.043478,pre-covid
Jamie McGinn,F,COL,2014-15,25,Standard (1-way),2950000,L,1,0,0,0,-9,19,0.030000000000000027,-0.04999999999999999,-0.05,-0.020000000000000018,-16,-8,-6,-5,-40,-5,-6,-4,0,25,0,16838,14267,74,2088,36,26,0,8,4,3,0,1,29,26,0,2,9,8,0,1,7,6,0,0,3,2,0,1,1,0,0,1,1,0,1,0,0,0,0,0,7,7,0,0,2,2,0,0,-2,0,0,-2,69000000,0.042754,pre-covid
Jiri Tlusty,F,WPG,2014-15,26,Standard (1-way),2950000,L,6,4,0,0,-20,72,0.06999999999999995,0.030000000000000027,-0.06,0,116,-6,-5,-7,45,-10,-6,-6,-2,96,9,69210,55494,2625,7758,123,100,1,19,14,8,0,4,80,71,1,6,30,20,4,3,21,16,2,2,17,7,0,8,4,0,0,4,5,3,0,1,10,7,0,0,37,34,0,2,17,13,0,4,6,4,0,-2,69000000,0.042754,pre-covid
Leo Komarov,F,TOR,2014-15,27,Standard (1-way),2950000,L,0,1,1,2,0,62,-0.09000000000000002,0,0.03,-0.05999999999999994,-147,-20,-17,-7,-26,-3,-1,5,-18,2,1,54683,43903,9243,463,84,67,13,1,8,7,1,0,250,221,22,0,51,41,10,0,18,13,4,0,4,3,1,0,0,0,0,0,95,81,8,0,97,69,2,8,25,18,0,0,18,14,2,1,6,2,0,2,69000000,0.042754,pre-covid
Deryk Engelland,D,CGY,2014-15,32,Standard (1-way),2916667,R,0,0,0,1,-17,76,-0.12,-0.06,-0.020000000000000004,-0.92,-160,-29,-7,-5,-103,-20,6,2,-10,-1,0,65591,60105,3767,39,51,49,2,0,2,2,0,0,132,129,2,0,20,16,4,0,38,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,121,0,1,9,6,1,0,-12,-12,0,0,69000000,0.042271,pre-covid
Kevin Klein,D,NYR,2014-15,29,Standard (1-way),2900000,R,0,0,0,0,23,65,-0.07,-0.020000000000000018,-0.04000000000000001,-0.19999999999999996,-58,10,-16,-4,-4,17,-10,0,-9,0,0,72110,62984,6731,336,76,69,1,1,9,7,0,0,126,115,10,0,15,10,3,0,44,41,1,0,2,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,115,93,0,10,17,16,0,0,-2,0,-2,0,69000000,0.042029,pre-covid
