player,position,team,season,age,plusMinus,type,cap_hit,shoots_catches,skater_stats_power_play_goals,skater_stats_power_play_assists,skater_stats_short_handed_goals,skater_stats_short_handed_assists,games_played,diff_all_corsi_percentage,diff_5on5_corsi_percentage,diff_4on5_corsi_percentage,diff_5on4_corsi_percentage,diff_all_shots_on_goal,diff_all_goals,diff_all_high_danger_shots,diff_all_high_danger_goals,diff_5on5_shots_on_goal,diff_5on5_goals,diff_5on5_high_danger_shots,diff_5on5_high_danger_goals,diff_4on5_goals,diff_5on4_shots_on_goal,diff_5on4_goals,all_icetime,x5on5_icetime,x4on5_icetime,x5on4_icetime,all_i_f_shots_on_goal,x5on5_i_f_shots_on_goal,x4on5_i_f_shots_on_goal,x5on4_i_f_shots_on_goal,all_i_f_goals,x5on5_i_f_goals,x4on5_i_f_goals,x5on4_i_f_goals,all_i_f_hits,x5on5_i_f_hits,x4on5_i_f_hits,x5on4_i_f_hits,all_i_f_takeaways,x5on5_i_f_takeaways,x4on5_i_f_takeaways,x5on4_i_f_takeaways,all_i_f_giveaways,x5on5_i_f_giveaways,x4on5_i_f_giveaways,x5on4_i_f_giveaways,all_i_f_high_danger_shots,x5on5_i_f_high_danger_shots,x4on5_i_f_high_danger_shots,x5on4_i_f_high_danger_shots,all_i_f_high_danger_goals,x5on5_i_f_high_danger_goals,x4on5_i_f_high_danger_goals,x5on4_i_f_high_danger_goals,all_faceoffs_won,x5on5_faceoffs_won,x4on5_faceoffs_won,x5on4_faceoffs_won,all_faceoffs_lost,x5on5_faceoffs_lost,x4on5_faceoffs_lost,x5on4_faceoffs_lost,all_shots_blocked_by_player,x5on5_shots_blocked_by_player,x4on5_shots_blocked_by_player,x5on4_shots_blocked_by_player,all_assists,x5on5_assists,x4on5_assists,x5on4_assists,all_diff_penalty_minutes,x5on5_diff_penalty_minutes,x4on5_diff_penalty_minutes,x5on4_diff_penalty_minutes,total_cap,percent_cap_hit,covid
Jonathan Toews,F,CHI,2016-17,28,7,Standard (1-way),10500000,L,7,12,0,0,72,0.06000000000000005,0.020000000000000018,-0.009999999999999995,-0.030000000000000027,61,13,-17,3,-26,9,-18,-3,-15,130,13,87066,66460,5249,10702,199,143,1,36,21,12,0,4,43,37,1,3,37,34,2,0,37,30,2,2,25,12,0,5,11,4,0,3,852,605,71,107,700,496,55,63,32,26,1,5,37,21,0,9,-2,4,0,-4,73000000,0.143836,pre-covid
Patrick Kane,F,CHI,2016-17,27,11,Standard (1-way),10500000,L,8,17,0,0,82,0.12999999999999995,0.020000000000000018,-0.05,0.05999999999999994,213,42,-3,16,-37,9,-30,-9,-1,202,21,105263,83806,361,15711,292,201,0,61,34,23,0,7,28,25,0,2,49,42,1,3,42,34,1,6,18,6,0,5,10,1,0,5,7,3,0,3,44,26,3,1,15,14,1,0,55,29,0,14,12,16,-2,-2,73000000,0.143836,pre-covid
Anze Kopitar,F,L.A,2016-17,28,-10,Standard (1-way),10000000,L,5,14,0,1,76,0.029999999999999916,-0.010000000000000009,-0.020000000000000018,0.06000000000000005,181,1,-3,-6,67,-4,4,-1,-10,181,20,94694,69360,8259,13087,150,97,7,38,12,7,0,5,78,66,3,7,29,18,6,2,37,24,1,8,21,9,2,6,5,3,0,2,892,648,80,101,801,576,68,111,59,43,0,12,40,19,1,14,24,20,-4,2,73000000,0.136986,pre-covid
Alex Ovechkin,F,WSH,2016-17,30,6,Standard (1-way),9538462,R,19,11,0,0,81,0.10999999999999999,-0.020000000000000018,-0.1,0.020000000000000018,295,52,13,17,24,16,-8,-1,0,240,39,89312,68522,31,17376,309,192,0,93,32,14,0,15,216,205,0,6,29,24,0,4,45,37,0,8,26,15,0,9,12,5,0,7,0,0,0,0,1,1,0,0,29,26,1,0,36,27,0,7,-8,-6,0,-2,73000000,0.130664,pre-covid
Evgeni Malkin,F,PIT,2016-17,29,18,Standard (1-way),9500000,L,12,22,0,1,62,0.12999999999999995,0.010000000000000009,-0.14,-0.030000000000000027,229,54,18,12,57,20,-1,0,0,172,29,69263,53363,164,13139,192,115,0,65,33,20,0,10,40,37,0,2,52,46,0,2,54,37,0,15,22,8,0,11,9,1,0,8,365,337,0,12,481,457,3,0,25,25,0,0,39,21,0,10,-28,-24,0,-2,73000000,0.130137,pre-covid
P.K. Subban,D,NSH,2016-17,27,-8,Standard (1-way),9000000,R,3,19,0,1,66,0.030000000000000027,0.040000000000000036,0.010000000000000009,-0.010000000000000009,125,-3,10,-10,128,2,9,-5,-15,90,14,96604,74729,7702,9459,142,99,2,29,10,6,0,2,78,69,4,2,30,21,8,1,58,42,6,3,6,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,104,79,0,16,30,15,0,10,6,4,0,2,73000000,0.123288,pre-covid
Sidney Crosby,F,PIT,2016-17,28,17,Standard (1-way),8700000,L,18,16,0,0,75,0.13999999999999996,0.06000000000000005,0.22999999999999998,0.010000000000000009,339,60,37,25,124,18,7,5,0,204,31,89450,68953,535,15375,255,173,2,58,44,26,0,12,80,75,0,0,39,33,0,0,70,47,0,15,28,11,0,10,16,5,0,8,842,599,7,175,906,682,77,12,27,24,0,1,45,24,0,9,16,18,0,-4,73000000,0.119178,pre-covid
Corey Perry,F,ANA,2016-17,31,2,Standard (1-way),8625000,R,6,15,0,0,82,0.11999999999999994,0.010000000000000009,-0.11,-0.020000000000000018,195,32,37,18,-10,5,2,-2,0,185,27,87162,70777,128,13195,215,158,0,50,19,13,0,5,81,74,0,5,32,30,0,2,38,27,0,8,25,13,0,9,7,2,0,4,7,5,0,1,13,13,0,0,35,34,0,0,34,18,0,15,-12,-6,0,-8,73000000,0.118151,pre-covid
Steven Stamkos,F,T.B,2016-17,26,3,Standard (1-way),8500000,R,3,4,0,0,17,0.14,0.09000000000000008,-0.1,-0.06999999999999995,60,13,6,6,9,4,4,2,0,46,8,18234,13317,651,3132,58,26,0,25,9,5,0,3,21,19,1,1,15,12,3,0,6,3,0,2,11,5,0,6,5,3,0,2,106,97,5,2,92,80,1,7,3,2,0,1,11,7,0,3,-6,-8,0,0,73000000,0.116438,pre-covid
Claude Giroux,F,PHI,2016-17,28,-15,Standard (1-way),8275000,R,5,26,0,1,82,0.15000000000000002,0.010000000000000009,-0.039999999999999994,0.09000000000000008,383,29,53,19,28,-13,-12,-3,-2,284,40,94019,71482,1252,16889,199,113,0,57,14,6,0,5,68,57,0,8,38,27,1,3,35,23,0,10,8,3,0,3,6,2,0,2,977,675,29,204,771,538,87,23,28,26,0,1,44,12,0,24,10,10,-2,2,73000000,0.113356,pre-covid
Jakub Voracek,F,PHI,2016-17,26,-24,Standard (1-way),8250000,L,5,18,0,0,82,0.13,0,-0.17,0.06000000000000005,323,20,39,17,-22,-25,-23,-5,0,275,35,93848,73111,49,16143,253,146,0,86,20,9,0,5,30,29,0,0,24,18,0,2,56,39,0,15,19,6,0,9,5,1,0,1,3,3,0,0,11,9,0,0,22,20,0,0,41,19,0,16,17,21,0,-4,73000000,0.113014,pre-covid
Ryan Getzlaf,F,ANA,2016-17,31,7,Standard (1-way),8250000,R,9,15,2,1,76,0.06000000000000005,0.010000000000000009,-0.020000000000000004,0.020000000000000018,100,24,38,13,-5,7,8,-1,-8,187,25,94990,70057,7290,12686,142,90,5,31,15,5,2,6,102,89,8,4,61,44,10,3,68,43,1,17,14,5,1,5,5,0,0,5,510,437,23,31,504,430,21,25,88,69,2,8,58,38,1,13,-8,-8,-2,2,73000000,0.113014,pre-covid
Phil Kessel,F,PIT,2016-17,28,3,Standard (1-way),8000000,R,13,28,0,1,82,0.08000000000000007,-0.040000000000000036,-0.12,-0.020000000000000018,203,50,21,18,-29,15,-7,-1,0,221,37,88259,68182,68,16576,229,159,0,53,23,14,0,7,12,9,0,1,15,14,0,1,51,37,0,9,12,5,0,4,6,2,0,2,5,4,0,1,10,9,0,0,15,13,0,0,47,23,0,20,-2,2,0,-4,73000000,0.109589,pre-covid
Shea Weber,D,MTL,2016-17,30,20,Standard (1-way),7857143,R,13,10,0,2,78,-0.020000000000000018,-0.020000000000000018,-0.009999999999999995,0.010000000000000009,17,20,10,4,55,17,6,5,-24,132,22,117286,84914,13088,14410,183,112,6,53,17,5,0,9,140,119,9,9,11,7,4,0,80,57,16,4,8,0,0,6,5,0,0,4,0,0,0,0,0,0,0,0,157,101,7,34,25,11,2,8,-26,-20,-2,0,73000000,0.107632,pre-covid
Rick Nash,F,NYR,2016-17,32,9,Standard (1-way),7800000,L,6,3,1,1,66,0,-0.010000000000000009,-0.04999999999999999,-0.030000000000000027,-23,13,6,6,-43,3,-1,-1,-7,70,12,65048,50113,4290,7643,192,144,6,29,23,14,1,6,62,59,0,0,42,36,5,0,46,30,2,10,25,13,2,7,11,3,1,5,0,0,0,0,1,1,0,0,34,21,1,9,15,10,0,3,14,20,0,-4,73000000,0.106849,pre-covid
Dustin Byfuglien,D,WPG,2016-17,31,10,Standard (1-way),7600000,R,1,13,0,2,80,0.06,0.020000000000000018,0.04000000000000001,-0.010000000000000009,110,10,6,-1,-2,-2,-5,-8,-18,183,17,131734,99352,10556,14530,241,167,5,48,13,10,0,1,183,144,14,11,65,50,12,1,85,59,13,7,11,4,0,2,3,0,0,1,0,0,0,0,0,0,0,0,124,88,6,12,39,18,2,9,-50,-40,-4,-2,73000000,0.10411,pre-covid
Ryan Suter,D,MIN,2016-17,31,34,Standard (1-way),7538462,L,5,9,1,1,82,0.020000000000000018,0.010000000000000009,-0.01999999999999999,0,62,41,52,30,46,25,37,16,-14,147,23,132469,103320,10619,12974,164,105,4,40,9,4,1,4,72,59,5,1,41,28,5,3,38,32,4,0,8,3,1,3,3,1,1,1,0,0,0,0,0,0,0,0,105,83,1,10,31,19,1,8,-23,-17,2,-2,73000000,0.103267,pre-covid
Zach Parise,F,MIN,2016-17,31,-3,Standard (1-way),7538462,L,7,6,0,0,69,0.030000000000000027,-0.010000000000000009,0.07999999999999999,-0.06999999999999995,112,9,25,6,37,1,15,2,-5,102,15,72151,55809,4121,9049,194,145,6,28,19,12,0,5,46,41,1,2,33,25,6,1,17,9,1,6,33,20,0,5,9,6,0,1,8,6,0,0,5,4,1,0,69,55,0,10,23,16,0,5,6,0,-2,4,73000000,0.103267,pre-covid
Jason Spezza,F,DAL,2016-17,33,-18,Standard (1-way),7500000,R,2,17,1,0,68,0.07999999999999996,-0.010000000000000009,0.03,0,140,8,-18,-2,-1,-6,-15,-4,-3,132,21,65977,52048,974,10430,149,105,1,28,15,11,1,1,13,11,1,1,32,28,0,2,49,38,1,8,15,9,0,4,2,1,0,0,354,263,13,59,324,251,20,11,31,27,0,2,35,16,0,16,-8,-8,0,0,73000000,0.10274,pre-covid
Ryan O'Reilly,F,BUF,2016-17,25,-1,Standard (1-way),7500000,L,8,16,1,1,74,0.06,0.020000000000000018,0,0,17,15,-1,-2,-20,0,-4,-3,-18,167,32,94239,68102,9391,12058,190,135,6,32,20,11,1,7,21,20,0,0,60,51,4,1,27,18,3,5,18,8,2,4,5,1,0,4,1047,665,144,149,765,491,84,125,45,36,0,4,35,14,1,14,40,32,2,2,73000000,0.10274,pre-covid
Vladimir Tarasenko,F,STL,2016-17,24,-1,Standard (1-way),7500000,L,10,14,0,0,82,0.10999999999999993,0.040000000000000036,0.03,-0.020000000000000018,240,33,16,2,74,14,-3,-6,0,164,27,90872,71151,910,14063,286,202,3,54,39,23,0,8,50,49,0,1,29,25,1,1,31,23,1,3,18,8,0,3,8,2,0,2,5,4,1,0,5,5,0,0,31,27,0,1,36,20,0,11,26,26,0,0,73000000,0.10274,pre-covid
Bobby Ryan,F,OTT,2016-17,29,-3,Standard (1-way),7250000,R,5,5,0,0,62,0.09000000000000008,0.010000000000000009,-0.16,0.030000000000000027,86,13,-1,4,-12,1,-9,-4,0,83,12,57801,47370,56,8476,111,94,0,12,13,10,0,2,109,103,0,3,27,23,0,1,27,23,0,3,9,7,0,1,3,1,0,1,6,3,0,1,3,3,0,0,36,32,1,1,12,8,0,3,20,20,0,-2,73000000,0.099315,pre-covid
David Krejci,F,BOS,2016-17,30,-12,Standard (1-way),7250000,R,8,6,0,0,82,0.04999999999999993,-0.020000000000000018,-0.05000000000000002,0.020000000000000018,268,5,25,1,81,-7,-1,-4,-2,151,12,89860,70486,2366,11329,158,105,1,33,23,13,0,5,40,39,0,1,60,48,1,3,51,42,1,5,23,13,0,7,9,4,0,2,659,556,17,51,620,541,25,21,51,41,0,4,31,20,0,5,2,2,0,2,73000000,0.099315,pre-covid
Kris Letang,D,PIT,2016-17,29,2,Standard (1-way),7250000,R,2,12,0,1,41,0.06000000000000005,0.030000000000000027,-0.03,-0.10999999999999999,97,8,7,5,57,1,3,1,-13,103,13,62774,46135,5049,8812,122,87,0,26,5,2,0,2,70,47,8,4,30,20,4,5,43,33,2,5,5,2,0,1,2,1,0,1,0,0,0,0,0,0,0,0,70,50,4,9,29,12,1,9,-4,6,-4,-2,73000000,0.099315,pre-covid
Dion Phaneuf,D,OTT,2016-17,31,-6,Standard (1-way),7000000,L,4,12,1,0,81,-0.020000000000000018,-0.020000000000000018,-0.05,-0.040000000000000036,-60,-8,16,6,-53,-12,10,-4,-23,134,20,111982,83682,11450,11726,156,110,2,34,9,3,1,4,132,123,7,2,16,9,5,0,54,40,8,6,8,3,0,5,4,1,0,3,0,0,0,0,0,0,0,0,156,104,3,40,21,8,0,9,-38,-34,0,-4,73000000,0.09589,pre-covid
Paul Stastny,F,STL,2016-17,30,4,Standard (1-way),7000000,L,5,8,0,0,66,0.030000000000000027,0.010000000000000009,-0.039999999999999994,0.040000000000000036,72,16,-7,-2,18,12,-10,-2,-10,140,18,75793,56518,6109,9631,112,77,4,21,18,12,0,5,51,46,2,0,24,18,4,0,9,5,0,3,12,3,0,6,5,2,0,3,786,534,94,100,624,443,68,75,35,24,1,9,22,12,0,7,-26,-26,0,0,73000000,0.09589,pre-covid
Drew Doughty,D,L.A,2016-17,26,8,Standard (1-way),7000000,R,5,14,0,1,82,0.030000000000000027,0,-0.05,0.07000000000000006,239,20,14,1,153,12,13,4,-16,218,26,133550,101366,11951,15574,181,110,4,51,12,5,0,5,129,106,15,5,24,19,5,0,86,62,11,10,4,0,0,3,2,0,0,1,1,1,0,0,0,0,0,0,109,84,1,16,32,12,1,13,-16,-14,0,-4,73000000,0.09589,pre-covid
Daniel Sedin,F,VAN,2016-17,35,-16,Standard (1-way),7000000,L,6,8,0,0,82,0.11000000000000004,0.020000000000000018,-0.05,0.020000000000000018,89,0,2,-2,-83,-7,-11,-5,-3,139,12,90456,72965,585,13451,216,156,0,37,15,9,0,3,20,17,0,2,26,26,0,0,30,21,0,7,15,3,0,4,7,2,0,2,3,2,0,0,3,0,0,2,18,17,0,0,29,19,0,8,-14,-18,6,-2,73000000,0.09589,pre-covid
Henrik Sedin,F,VAN,2016-17,35,-27,Standard (1-way),7000000,L,1,14,0,0,82,0.11000000000000004,0.020000000000000018,-0.03,-0.010000000000000009,103,-11,3,-4,-68,-16,-7,-5,-3,141,12,93680,75236,805,13778,99,76,1,9,15,11,0,1,15,15,0,0,29,28,0,0,52,39,1,10,16,14,0,2,4,3,0,1,611,512,7,66,635,552,23,9,11,10,0,0,35,20,0,11,-10,-10,0,0,73000000,0.09589,pre-covid
Zdeno Chara,D,BOS,2016-17,39,18,Standard (1-way),6916667,L,1,2,2,0,75,-0.12,-0.030000000000000027,-0.009999999999999981,-0.12,-50,2,-4,9,98,3,12,7,-14,18,3,104985,82801,15806,1544,136,116,10,4,10,6,2,1,130,101,25,0,35,26,8,0,62,45,14,0,3,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,140,99,1,23,19,17,0,1,-10,-12,-7,4,73000000,0.094749,pre-covid
Ryan Kesler,F,ANA,2016-17,31,8,Standard (1-way),6875000,R,8,16,0,0,82,0.020000000000000018,0.020000000000000018,-0.10999999999999999,0.030000000000000027,89,14,42,11,105,7,22,5,-18,197,26,104814,73262,12655,13114,186,126,7,40,22,12,0,8,146,126,9,5,22,12,5,1,39,31,0,5,38,20,1,10,10,4,0,4,1029,668,129,155,764,490,89,127,75,54,0,15,36,21,0,10,-20,-14,-2,-2,73000000,0.094178,pre-covid
Patrice Bergeron,F,BOS,2016-17,30,12,Standard (1-way),6875000,R,9,9,0,3,79,0.10999999999999999,0.08999999999999997,-0.04000000000000001,0.050000000000000044,434,41,51,27,276,7,8,6,-4,209,28,92009,63559,9457,12586,302,215,5,59,21,11,0,7,54,46,1,4,65,40,14,2,23,16,1,5,24,13,1,7,7,3,0,2,1089,748,98,146,723,447,100,104,47,34,0,9,32,15,3,8,-10,0,-2,-8,73000000,0.094178,pre-covid
Brent Seabrook,D,CHI,2016-17,31,5,Standard (1-way),6875000,R,2,12,0,0,79,0.020000000000000018,0,0.010000000000000009,-0.010000000000000009,1,17,-14,2,-21,4,-12,-4,-10,132,18,103767,78575,8568,11898,131,82,0,35,3,1,0,2,111,94,12,5,24,15,6,2,88,74,8,4,2,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,147,101,5,26,36,18,0,12,-12,-8,0,-4,73000000,0.094178,pre-covid
Joe Thornton,F,S.J,2016-17,36,7,Standard (1-way),6750000,L,1,19,0,0,78,0.14,0.040000000000000036,-0.16,0.020000000000000018,308,40,38,19,82,8,9,1,0,173,23,84437,65335,126,14213,81,53,0,15,7,3,0,1,52,49,0,1,64,56,0,5,73,57,0,11,9,2,0,1,4,0,0,1,368,258,1,79,360,259,13,2,30,28,0,0,42,20,0,14,1,-1,2,-2,73000000,0.092466,pre-covid
Mikko Koivu,F,MIN,2016-17,33,27,Standard (1-way),6750000,L,3,18,0,2,80,0.010000000000000009,0.010000000000000009,-0.09,0.050000000000000044,19,36,28,21,3,19,7,9,-14,142,25,91753,68862,7958,10178,140,95,1,27,18,13,0,2,32,26,2,2,39,30,6,1,28,19,1,4,13,5,1,5,5,2,0,2,938,646,115,109,761,528,54,116,65,49,0,10,40,15,2,17,-22,-22,0,0,73000000,0.092466,pre-covid
Johnny Gaudreau,F,CGY,2016-17,22,-7,Standard (1-way),6750000,L,4,14,0,0,72,0.12,0,-0.18,0.010000000000000009,233,22,26,2,29,-1,-2,-5,0,172,21,79882,62099,48,13056,182,123,0,41,18,11,0,2,9,9,0,0,44,37,0,4,86,62,0,21,22,12,0,3,5,1,0,1,0,0,0,0,0,0,0,0,14,14,0,0,43,27,0,11,68,60,0,0,73000000,0.092466,pre-covid
Mark Giordano,D,CGY,2016-17,32,22,Standard (1-way),6750000,L,3,12,2,1,81,0.020000000000000018,0.050000000000000044,-0.009999999999999981,-0.010000000000000009,117,19,14,5,146,21,11,10,-23,142,24,114610,81690,14275,11730,151,92,5,35,12,2,2,3,78,62,8,2,45,29,8,3,43,29,9,3,9,1,2,3,4,0,2,1,0,0,0,0,0,0,0,0,184,128,3,41,27,12,1,9,-26,-14,-2,-6,73000000,0.092466,pre-covid
Nicklas Backstrom,F,WSH,2016-17,28,17,Standard (1-way),6700000,L,9,31,0,0,81,0.07999999999999996,-0.010000000000000009,-0.009999999999999981,0.020000000000000018,223,51,4,19,55,19,-4,2,-6,195,33,88724,66990,3087,14164,160,121,1,28,23,13,0,6,45,33,3,2,60,49,1,6,54,41,1,9,21,10,0,7,9,3,0,4,678,552,12,75,642,497,62,32,33,24,0,3,62,31,0,23,-16,-10,-2,-4,73000000,0.091781,pre-covid
Patrick Marleau,F,S.J,2016-17,36,4,Standard (1-way),6666667,L,8,9,0,0,81,0.09999999999999998,0,0.04999999999999999,0.020000000000000018,227,37,38,11,44,14,14,-2,0,165,22,83238,65726,448,13505,188,145,0,32,27,18,0,6,82,78,0,2,46,40,0,4,49,37,1,9,31,17,0,7,10,2,0,6,115,92,2,15,100,82,5,1,31,29,0,1,19,10,0,7,-6,-2,0,-6,73000000,0.091324,pre-covid
Derek Stepan,F,NYR,2016-17,26,19,Standard (1-way),6500000,R,4,15,2,0,80,0.08000000000000007,0.040000000000000036,0.04000000000000001,0.040000000000000036,206,28,23,9,70,14,9,1,-11,160,23,89202,67275,5717,11436,207,154,14,24,17,9,1,4,26,25,0,1,50,39,6,2,56,44,0,10,13,6,0,2,6,2,0,2,711,525,57,78,791,564,84,86,45,38,0,3,37,21,0,13,-2,-2,0,0,73000000,0.089041,pre-covid
Alex Pietrangelo,D,STL,2016-17,26,3,Standard (1-way),6500000,R,6,14,0,0,80,-0.010000000000000009,0,-0.01999999999999999,0.020000000000000018,-38,3,-4,1,12,13,1,5,-21,153,25,121353,91409,13336,11394,181,127,9,34,14,6,0,6,38,32,4,0,53,41,10,0,27,16,6,2,9,2,0,4,7,1,0,4,0,0,0,0,1,1,0,0,158,112,2,29,34,18,0,12,-10,-8,-4,2,73000000,0.089041,pre-covid
Erik Karlsson,D,OTT,2016-17,26,10,Standard (1-way),6500000,R,4,26,0,2,77,0.08000000000000002,0.020000000000000018,0.06999999999999999,-0.020000000000000018,146,27,23,17,34,6,3,-1,-15,178,28,123989,91844,9611,15824,218,145,2,52,17,11,0,3,67,49,12,4,59,48,6,2,106,81,10,9,10,4,0,3,6,2,0,2,0,0,0,0,0,0,0,0,201,160,2,20,54,24,2,20,14,4,6,0,73000000,0.089041,pre-covid
Sean Monahan,F,CGY,2016-17,21,-1,Standard (1-way),6375000,L,12,10,1,0,82,0.08999999999999997,-0.010000000000000009,-0.04000000000000001,0.020000000000000018,163,24,16,7,-14,4,-4,3,-2,181,21,86478,65253,2238,14072,199,135,1,51,27,14,1,7,34,31,0,0,50,41,1,2,44,34,0,8,29,15,0,9,11,6,0,3,743,538,20,140,701,526,84,18,25,22,0,1,31,20,0,8,0,4,-2,0,73000000,0.087329,pre-covid
Keith Yandle,D,FLA,2016-17,29,-6,Standard (1-way),6350000,L,2,16,0,1,81,0.06000000000000005,0.010000000000000009,0.06,0.050000000000000044,124,7,-19,-6,-42,-3,-22,-3,-11,211,20,107114,79738,7844,13776,174,102,3,44,4,3,0,1,28,24,3,1,24,16,2,3,76,50,6,14,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,74,58,3,3,36,13,1,13,4,0,-2,6,73000000,0.086986,pre-covid
Nathan MacKinnon,F,COL,2016-17,20,-14,Standard (1-way),6300000,R,2,12,2,0,81,0.07,0.030000000000000027,0.020000000000000004,0.040000000000000036,99,-13,-10,-8,1,-11,-5,-3,-15,121,18,96811,69956,7764,12413,244,177,14,27,16,10,2,1,56,51,3,0,47,31,10,1,44,27,4,10,18,8,2,3,5,1,1,1,764,551,73,94,742,561,59,76,30,23,0,7,36,21,0,10,30,24,4,2,73000000,0.086301,pre-covid
Mark Scheifele,F,WPG,2016-17,23,18,Standard (1-way),6125000,R,7,8,0,2,79,0.11000000000000004,0.030000000000000027,0.009999999999999995,-0.010000000000000009,160,37,18,9,-14,13,-5,1,-5,158,16,97447,74313,3134,13320,160,99,2,34,32,17,0,4,49,47,1,0,67,55,3,5,42,27,7,7,28,10,0,6,13,5,0,2,635,481,26,86,826,607,87,45,34,29,0,3,50,35,2,8,22,20,4,-4,73000000,0.083904,pre-covid
Henrik Zetterberg,F,DET,2016-17,35,15,Standard (1-way),6083333,L,2,11,0,0,82,0.11999999999999994,0.040000000000000036,-0.13,0.010000000000000009,213,37,24,18,24,21,15,9,0,124,15,96964,78512,121,13442,195,135,0,32,17,15,0,1,58,51,0,4,38,35,0,1,37,29,0,6,5,3,0,0,3,2,0,0,705,539,0,101,657,549,12,1,30,28,0,0,51,34,0,8,12,14,0,-2,73000000,0.083333,pre-covid
Brandon Saad,F,CBJ,2016-17,23,23,Standard (1-way),6000000,L,1,2,0,0,82,0.09000000000000008,0.06000000000000005,0.06000000000000001,-0.020000000000000018,189,29,17,10,152,21,14,6,-1,58,6,83786,69460,2352,7655,210,173,2,18,24,20,0,1,24,22,1,0,43,37,0,1,29,25,0,4,26,20,0,2,7,4,0,1,4,3,1,0,5,3,1,0,26,24,0,1,29,23,0,2,12,18,0,-4,73000000,0.082192,pre-covid
Matt Duchene,F,COL,2016-17,25,-34,Standard (1-way),6000000,L,3,6,1,0,76,0.08000000000000002,0.010000000000000009,-0.009999999999999995,-0.030000000000000027,42,-32,-12,-12,-68,-27,-13,-3,-9,85,8,83451,62945,3960,10518,159,121,3,20,18,11,1,3,40,37,0,1,60,47,7,2,43,35,0,7,20,13,1,3,8,3,1,2,677,470,82,79,399,286,37,45,40,31,1,3,23,14,0,5,20,20,0,0,73000000,0.082192,pre-covid
Kyle Okposo,F,BUF,2016-17,28,-7,Standard (1-way),6000000,R,7,16,0,0,65,0.12000000000000005,0,-0.039999999999999994,0.020000000000000018,133,29,31,8,-67,-1,-1,-6,0,175,31,73983,58592,428,11763,156,101,0,37,19,11,0,5,53,53,0,0,26,25,0,0,36,25,0,10,22,9,0,8,7,2,0,4,54,26,0,23,45,28,1,0,25,24,0,0,26,8,0,15,-4,0,0,0,73000000,0.082192,pre-covid
Jordan Eberle,F,EDM,2016-17,26,3,Standard (1-way),6000000,R,4,11,0,0,81,0.10999999999999999,0.030000000000000027,0.22000000000000003,-0.010000000000000009,211,26,37,18,49,9,9,3,0,135,18,81375,68221,78,10037,205,154,0,33,20,14,0,3,25,24,0,1,38,35,0,1,44,35,0,8,18,9,0,5,7,2,0,3,9,9,0,0,10,9,0,0,37,34,0,0,30,18,0,10,24,24,0,0,73000000,0.082192,pre-covid
Joe Pavelski,F,S.J,2016-17,31,11,Standard (1-way),6000000,R,8,16,1,0,80,0.10999999999999999,0.010000000000000009,0.04000000000000001,-0.030000000000000027,256,43,31,19,57,13,9,1,1,165,22,91769,70526,1367,14641,231,159,2,51,29,16,1,7,130,121,0,5,33,27,2,2,84,67,1,11,27,10,1,8,13,1,1,6,440,310,14,76,399,298,40,20,71,62,1,0,39,21,0,11,8,4,4,-2,73000000,0.082192,pre-covid
Milan Lucic,F,EDM,2016-17,28,-3,Standard (1-way),6000000,L,14,14,0,0,81,0.10999999999999999,0.020000000000000018,-0.27,-0.010000000000000009,235,35,28,27,56,7,2,7,0,176,33,83345,67581,42,12456,173,119,0,47,23,10,0,12,197,182,0,13,26,24,0,2,48,39,0,6,26,10,0,15,13,3,0,9,3,3,0,0,3,2,0,1,20,19,0,0,26,12,0,13,-8,-3,0,-7,73000000,0.082192,pre-covid
Loui Eriksson,F,VAN,2016-17,30,-9,Standard (1-way),6000000,L,5,2,0,1,65,0.040000000000000036,0.030000000000000027,0.03,-0.06000000000000005,-10,-6,8,-2,-26,-5,10,0,-8,67,8,72825,55996,5511,9204,132,93,3,29,11,6,0,5,11,10,0,0,37,31,4,1,16,10,1,3,15,6,0,6,4,1,0,3,0,0,0,0,1,0,0,1,26,23,0,3,13,9,1,2,16,14,0,0,73000000,0.082192,pre-covid
Filip Forsberg,F,NSH,2016-17,21,-4,Standard (1-way),6000000,R,4,6,3,0,82,0.07000000000000006,0.050000000000000044,-0.020000000000000004,-0.010000000000000009,138,10,13,-7,76,5,-6,-3,-7,148,16,91109,67351,6935,11686,234,161,5,50,31,21,3,3,97,90,4,3,76,51,14,7,62,41,2,16,23,8,1,6,5,0,1,2,5,5,0,0,13,11,0,0,26,15,0,6,27,20,0,4,16,12,-2,2,73000000,0.082192,pre-covid
Tomas Plekanec,F,MTL,2016-17,33,10,Standard (1-way),6000000,L,3,5,2,0,78,-0.020000000000000018,0,0.009999999999999995,-0.010000000000000009,-37,-4,-19,-6,50,7,0,3,-20,50,8,78712,62885,8643,4275,139,109,7,16,10,5,2,3,57,46,6,2,30,19,8,1,29,24,4,1,13,8,1,3,2,1,0,1,692,561,65,33,660,477,30,77,45,36,1,1,18,13,0,4,0,0,-4,0,73000000,0.082192,pre-covid
