player,position,team,season,age,plusMinus,type,cap_hit,shoots_catches,skater_stats_power_play_goals,skater_stats_power_play_assists,skater_stats_short_handed_goals,skater_stats_short_handed_assists,games_played,diff_all_corsi_percentage,diff_5on5_corsi_percentage,diff_4on5_corsi_percentage,diff_5on4_corsi_percentage,diff_all_shots_on_goal,diff_all_goals,diff_all_high_danger_shots,diff_all_high_danger_goals,diff_5on5_shots_on_goal,diff_5on5_goals,diff_5on5_high_danger_shots,diff_5on5_high_danger_goals,diff_4on5_goals,diff_5on4_shots_on_goal,diff_5on4_goals,all_icetime,x5on5_icetime,x4on5_icetime,x5on4_icetime,all_i_f_shots_on_goal,x5on5_i_f_shots_on_goal,x4on5_i_f_shots_on_goal,x5on4_i_f_shots_on_goal,all_i_f_goals,x5on5_i_f_goals,x4on5_i_f_goals,x5on4_i_f_goals,all_i_f_hits,x5on5_i_f_hits,x4on5_i_f_hits,x5on4_i_f_hits,all_i_f_takeaways,x5on5_i_f_takeaways,x4on5_i_f_takeaways,x5on4_i_f_takeaways,all_i_f_giveaways,x5on5_i_f_giveaways,x4on5_i_f_giveaways,x5on4_i_f_giveaways,all_i_f_high_danger_shots,x5on5_i_f_high_danger_shots,x4on5_i_f_high_danger_shots,x5on4_i_f_high_danger_shots,all_i_f_high_danger_goals,x5on5_i_f_high_danger_goals,x4on5_i_f_high_danger_goals,x5on4_i_f_high_danger_goals,all_faceoffs_won,x5on5_faceoffs_won,x4on5_faceoffs_won,x5on4_faceoffs_won,all_faceoffs_lost,x5on5_faceoffs_lost,x4on5_faceoffs_lost,x5on4_faceoffs_lost,all_shots_blocked_by_player,x5on5_shots_blocked_by_player,x4on5_shots_blocked_by_player,x5on4_shots_blocked_by_player,all_assists,x5on5_assists,x4on5_assists,x5on4_assists,all_diff_penalty_minutes,x5on5_diff_penalty_minutes,x4on5_diff_penalty_minutes,x5on4_diff_penalty_minutes,total_cap,percent_cap_hit,covid
Brad Richardson,F,ARI,2018-19,33,6,Standard (1-way),1250000,L,0,0,3,3,66,-0.06,0.010000000000000009,-0.03,0.15999999999999992,-90,-6,7,-8,4,-2,12,-1,0,5,0,63105,50156,9299,668,128,110,11,1,19,15,3,0,63,58,4,0,26,22,3,0,21,18,3,0,15,9,3,1,4,2,1,0,575,448,85,8,475,348,8,16,54,39,1,1,8,5,3,0,-14,-14,-2,0,79500000,0.015723,pre-covid
Dan Hamhuis,D,NSH,2018-19,35,-2,35+ (1-way),1250000,L,0,0,0,0,57,-0.08000000000000007,-0.030000000000000027,-0.09,-0.79,-65,-10,-17,-9,7,-4,-4,-3,-6,0,0,54881,47451,5508,116,39,38,1,0,0,0,0,0,38,36,2,0,12,10,2,0,40,31,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,49,0,3,5,5,0,0,-10,-12,0,0,79500000,0.015723,pre-covid
Jared McCann,F,PIT,2018-19,22,-1,Standard (1-way),1250000,L,1,2,4,0,78,-0.030000000000000027,-0.020000000000000018,0,0.010000000000000009,-16,1,-13,-1,-10,-4,-12,-4,-3,44,5,68005,56882,5350,3705,150,120,11,9,19,9,4,1,77,74,2,1,35,30,3,1,44,37,1,5,11,5,2,0,7,2,1,0,275,233,18,13,320,278,11,5,51,49,0,0,16,14,0,2,6,4,2,-2,79500000,0.015723,pre-covid
Chris Wagner,F,BOS,2018-19,27,3,Standard (1-way),1250000,R,0,0,0,0,76,-0.08000000000000002,-0.040000000000000036,0.010000000000000009,-0.30000000000000004,-27,-10,2,-4,34,-2,6,-2,-11,0,-1,61357,53760,6341,349,134,124,8,0,12,10,0,0,247,238,6,0,21,18,3,0,21,19,2,0,19,15,2,0,5,4,0,0,54,37,13,0,66,42,1,8,38,32,0,0,7,6,0,0,-11,-9,-2,-2,79500000,0.015723,pre-covid
Jake Virtanen,F,VAN,2018-19,21,-4,Standard (1-way),1250000,R,2,0,0,0,70,0.040000000000000036,0,0.37,0.020000000000000018,13,2,-5,1,-61,-7,-14,-5,0,56,6,62259,54104,61,5041,155,123,1,19,16,12,0,2,154,150,0,1,46,43,0,1,22,19,0,3,15,8,0,3,5,2,0,1,5,2,0,3,10,7,1,0,37,33,0,0,9,7,0,0,-20,-14,0,-6,79500000,0.015723,pre-covid
Colton Sceviour,F,FLA,2018-19,29,-2,Standard (1-way),1200000,R,0,1,0,0,59,-0.10000000000000003,-0.020000000000000018,0.01999999999999999,-0.57,-53,-9,0,-5,15,4,5,-1,-11,-2,0,43525,35077,7034,187,117,94,20,0,5,4,0,0,89,84,4,0,18,12,6,0,23,19,4,0,8,6,1,0,2,1,0,0,39,36,2,0,71,56,1,3,57,42,0,3,10,10,0,0,14,8,0,2,79500000,0.015094,pre-covid
Erik Gustafsson,D,CHI,2018-19,26,-6,Standard (1-way),1200000,L,4,14,0,0,79,0.09000000000000002,0.010000000000000009,0.09,0,134,25,-21,7,-49,6,-16,2,-2,151,24,107082,89059,512,13570,160,120,0,31,17,9,0,3,100,96,0,2,34,27,0,5,77,69,0,7,3,0,0,2,3,0,0,2,0,0,0,0,0,0,0,0,115,106,1,0,42,25,0,13,-14,-18,4,0,79500000,0.015094,pre-covid
Mark Borowiecki,D,OTT,2018-19,28,-12,Standard (1-way),1200000,L,0,0,0,0,53,-0.07999999999999996,-0.03999999999999998,-0.010000000000000009,-0.71,-157,-26,-5,-7,-89,-16,-1,-1,-10,0,0,49520,43700,4415,56,59,56,2,0,1,1,0,0,212,195,15,0,14,13,1,0,26,23,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,77,0,0,4,4,0,0,-31,-31,0,0,79500000,0.015094,pre-covid
Paul Byron,F,MTL,2018-19,29,16,Standard (1-way),1166667,L,0,1,2,1,56,-0.020000000000000018,-0.030000000000000027,-0.020000000000000018,0.020000000000000018,33,10,6,4,44,9,8,3,-6,42,6,48816,39077,4425,3588,94,83,4,4,15,11,2,0,114,108,3,2,12,9,3,0,26,24,0,0,12,9,2,0,6,3,2,0,12,3,5,3,23,4,3,6,36,31,0,5,16,12,1,1,8,8,0,0,79500000,0.014675,pre-covid
Robert Bortuzzo,D,STL,2018-19,29,9,Standard (1-way),1150000,R,0,0,0,1,59,-0.06000000000000005,0.020000000000000018,-0.01999999999999999,0.17000000000000004,13,1,-6,-5,101,7,5,1,-9,2,0,54251,44844,7947,133,75,70,3,0,2,2,0,0,93,73,17,0,11,9,2,0,20,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,53,0,4,9,8,0,0,-26,-18,-10,0,79500000,0.014465,pre-covid
Kyle Brodziak,F,EDM,2018-19,34,-14,Standard (1-way),1150000,R,0,0,1,0,70,-0.08000000000000002,-0.02999999999999997,-0.039999999999999994,0.030000000000000027,-139,-32,-8,-13,-53,-17,2,-3,-15,4,0,48884,40401,6627,428,74,65,7,2,6,5,1,0,92,92,0,0,33,23,9,1,17,16,0,0,7,6,1,0,2,1,1,0,397,333,50,7,368,290,8,16,46,40,0,1,3,3,0,0,-11,-13,0,0,79500000,0.014465,pre-covid
Brandon Tanev,F,WPG,2018-19,26,9,Standard (1-way),1150000,L,0,0,2,1,80,-0.08000000000000002,0,-0.04000000000000001,-0.15999999999999992,-158,-5,-13,-4,-4,4,1,2,-12,-1,0,67672,56105,9959,155,127,116,10,0,14,11,2,0,278,261,16,0,22,18,4,0,18,15,3,0,11,8,1,0,5,4,0,0,3,0,3,0,5,0,0,0,81,48,0,9,15,13,1,0,27,23,0,0,79500000,0.014465,pre-covid
Robert Hagg,D,PHI,2018-19,23,-3,Standard (1-way),1150000,L,0,0,0,0,82,-0.12000000000000005,-0.04999999999999999,-0.03,-0.35,-242,-21,-27,-14,-124,-4,-16,-4,-18,0,0,83252,71919,7964,255,86,83,2,0,5,4,0,0,258,236,19,0,4,4,0,0,39,39,0,0,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,158,141,0,2,14,13,0,0,-35,-26,-9,0,79500000,0.014465,pre-covid
Carter Rowney,F,ANA,2018-19,29,0,Standard (1-way),1133333,R,0,0,1,0,62,-0.04999999999999999,0.010000000000000009,-0.03,-0.16999999999999993,-136,-10,-7,-6,-48,-5,-1,-6,-7,0,0,46639,39004,6670,207,53,46,5,0,7,5,1,0,178,171,7,0,22,17,5,0,26,23,3,0,7,5,0,0,1,0,0,0,171,146,20,2,176,147,1,8,35,26,0,3,13,13,0,0,0,0,0,2,79500000,0.014256,pre-covid
Tom Pyatt,F,OTT,2018-19,31,-16,Standard (1-way),1100000,L,0,0,0,0,37,-0.16000000000000003,-0.10000000000000003,-0.07,-0.81,-195,-25,-18,-13,-115,-17,-10,-7,-7,-1,0,26004,21773,3781,68,29,27,2,0,0,0,0,0,15,15,0,0,4,4,0,0,9,8,1,0,1,1,0,0,0,0,0,0,56,45,10,0,92,67,0,5,46,38,0,2,2,2,0,0,4,6,-2,0,79500000,0.013836,pre-covid
Austin Watson,F,NSH,2018-19,26,11,Standard (1-way),1100000,R,1,0,0,0,37,-0.13999999999999996,-0.09000000000000002,-0.06999999999999999,-0.25,-57,1,-17,-5,-15,5,-11,-2,-10,2,1,32093,26799,3771,114,64,59,1,1,7,4,0,1,109,104,3,0,12,10,2,0,13,10,3,0,8,3,1,1,4,1,0,1,7,3,3,1,9,4,2,0,28,21,0,3,9,8,0,0,-8,-10,0,0,79500000,0.013836,pre-covid
Jordie Benn,D,MTL,2018-19,30,15,Standard (1-way),1100000,L,0,0,0,0,81,-0.08000000000000007,0,0,-0.87,-71,-10,-10,-9,84,1,3,-5,-13,-1,0,88382,72762,12869,116,93,80,9,0,5,3,0,0,124,114,8,0,19,12,7,0,71,62,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,128,92,0,4,17,17,0,0,-18,-12,-10,2,79500000,0.013836,pre-covid
Dmitrij Jaskin,F,WSH,2018-19,25,-5,Standard (1-way),1100000,L,0,0,0,0,37,0.030000000000000027,0.030000000000000027,0.03,0.10999999999999999,-13,-5,-6,-1,-8,-4,-4,-1,-1,0,0,22390,21737,505,40,48,46,2,0,2,2,0,0,87,83,1,1,13,12,1,0,6,6,0,0,2,2,0,0,1,1,0,0,0,0,0,0,3,3,0,0,14,14,0,0,6,6,0,0,2,2,0,0,79500000,0.013836,pre-covid
Derrick Pouliot,D,VAN,2018-19,24,-1,Standard (1-way),1100000,L,1,0,0,0,62,0.050000000000000044,0.030000000000000027,-0.14,-0.020000000000000018,-12,4,-12,1,-50,5,-12,0,0,32,1,63897,56365,396,4130,58,51,0,4,3,2,0,0,76,72,1,1,19,17,0,1,39,35,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,64,0,2,9,9,0,0,-24,-20,0,0,79500000,0.013836,pre-covid
Martin Frk,F,DET,2018-19,24,-9,Standard (1-way),1050000,R,1,0,0,0,30,0.03999999999999998,-0.020000000000000018,0,-0.040000000000000036,-20,-7,-2,1,-37,-7,-3,-1,0,15,0,16534,14270,0,1759,28,20,0,7,1,0,0,1,35,35,0,0,3,2,0,1,10,10,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,5,5,0,0,-2,0,0,0,79500000,0.013208,pre-covid
Scott Wilson,F,BUF,2018-19,26,-8,Standard (1-way),1050000,L,0,0,0,0,15,-0.06,-0.010000000000000009,-0.07999999999999999,-0.77,-16,-9,-6,-5,0,-7,-5,-4,-2,0,0,10305,9119,1102,4,25,25,0,0,0,0,0,0,29,29,0,0,4,3,1,0,4,4,0,0,2,2,0,0,0,0,0,0,1,1,0,0,2,2,0,0,2,1,0,0,3,3,0,0,-4,-4,0,0,79500000,0.013208,pre-covid
Madison Bowey,D,DET,2018-19,23,-1,Standard (1-way),1000000,R,0,0,0,0,50,-0.04999999999999999,-0.019999999999999962,-0.020000000000000018,-0.030000000000000027,-133,-7,-23,-5,-90,-2,-18,-3,-7,1,1,45775,42167,2785,123,48,45,2,1,2,2,0,0,72,68,3,0,9,9,0,0,34,28,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,63,57,0,0,8,8,0,0,-26,-24,-2,0,79500000,0.012579,pre-covid
Brooks Orpik,D,WSH,2018-19,37,8,35+ (1-way),1000000,L,0,0,0,0,53,-0.12000000000000005,-0.020000000000000018,-0.04000000000000001,-0.42000000000000004,-107,-10,-14,-6,0,10,4,3,-14,0,0,49827,40154,7989,60,43,37,5,0,2,2,0,0,131,109,17,0,5,3,1,0,31,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,51,0,1,7,7,0,0,-12,-14,2,0,79500000,0.012579,pre-covid
Tyler Pitlick,F,DAL,2018-19,26,-2,Standard (1-way),1000000,R,1,0,0,0,47,-0.020000000000000018,0,-0.08000000000000002,0.06000000000000005,-20,-4,-9,1,-10,-6,-5,0,-5,25,3,37707,32301,2248,1938,75,68,2,3,8,6,0,1,93,88,1,2,11,11,0,0,16,16,0,0,1,0,0,1,1,0,0,1,5,2,1,1,7,6,0,0,27,24,0,0,4,2,0,0,8,10,0,-2,79500000,0.012579,pre-covid
Devante Smith-Pelly,F,WSH,2018-19,26,-6,Standard (1-way),1000000,R,0,0,0,0,54,-0.09000000000000002,-0.03999999999999998,-0.01999999999999999,-0.040000000000000036,-107,-16,-11,-8,-40,-5,1,1,-9,0,0,35151,29284,5206,121,60,54,6,0,4,4,0,0,78,73,5,0,7,6,1,0,9,8,1,0,7,4,0,0,1,1,0,0,16,8,8,0,25,18,0,1,36,26,0,0,4,4,0,0,-2,-2,0,0,79500000,0.012579,pre-covid
Eric Fehr,F,MIN,2018-19,32,-8,Standard (1-way),1000000,R,0,0,0,1,72,-0.10000000000000003,-0.030000000000000027,0.06000000000000001,0.10999999999999999,-104,-21,-8,-6,-13,-14,0,-3,-12,1,0,47342,38387,7450,109,67,54,7,0,7,4,0,0,38,35,2,0,32,24,8,0,12,11,1,0,6,3,0,0,2,0,0,0,361,257,91,3,345,245,0,11,48,30,0,2,8,4,0,0,-26,-24,-2,0,79500000,0.012579,pre-covid
Cedric Paquette,F,T.B,2018-19,24,7,Standard (1-way),1000000,L,0,0,2,0,80,-0.13,-0.07,-0.04000000000000001,-0.52,-169,-11,-12,-5,-39,-2,1,-1,-12,1,0,57469,46895,9244,86,86,80,6,0,13,11,2,0,269,264,2,0,21,15,6,0,12,11,1,0,12,11,1,0,3,3,0,0,404,352,41,2,364,298,0,9,61,39,0,1,4,4,0,0,-14,-16,-6,0,79500000,0.012579,pre-covid
Joe Morrow,D,WPG,2018-19,25,0,Standard (1-way),1000000,L,0,0,0,0,41,-0.04999999999999999,-0.06,0.020000000000000004,-0.33999999999999997,-91,-1,-16,-2,-79,-1,-14,-2,0,1,0,34348,33266,532,84,40,40,0,0,1,1,0,0,37,37,0,0,5,5,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,6,6,0,0,-8,-3,0,0,79500000,0.012579,pre-covid
Ross Johnston,F,NYI,2018-19,24,3,Standard (1-way),1000000,L,0,0,0,0,17,0.010000000000000009,0.020000000000000018,0,-0.93,-1,3,5,0,0,3,5,0,0,0,0,8073,7767,35,5,12,12,0,0,1,1,0,0,43,43,0,0,2,2,0,0,5,5,0,0,3,3,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,3,3,0,0,-4,-9,0,0,79500000,0.012579,pre-covid
Nick Cousins,F,ARI,2018-19,24,-8,Standard (1-way),1000000,L,1,2,0,0,81,0.040000000000000036,0.020000000000000018,-0.18,-0.010000000000000009,59,0,1,-3,14,-7,-5,-8,-1,45,7,65943,59936,51,4017,145,134,0,8,7,6,0,1,115,109,0,4,39,36,0,1,22,18,0,4,15,11,0,2,2,1,0,1,244,222,0,18,276,248,2,0,51,51,0,0,20,15,0,2,12,14,0,0,79500000,0.012579,pre-covid
Joakim Nordstrom,F,BOS,2018-19,26,0,Standard (1-way),1000000,L,0,0,0,0,70,-0.09000000000000002,-0.040000000000000036,0.020000000000000018,-0.13,-81,-14,-7,-6,-1,0,-1,-1,-13,2,0,56543,47734,6556,395,102,88,9,2,7,6,0,0,86,85,0,0,26,21,5,0,19,19,0,0,5,4,0,1,1,1,0,0,48,31,11,0,77,57,1,3,52,41,0,0,4,4,0,0,14,14,0,0,79500000,0.012579,pre-covid
Jakub Jerabek,D,STL,2018-19,27,-3,Standard (1-way),1000000,L,0,0,0,0,1,-0.09000000000000002,-0.08999999999999997,0.5,-0.93,-2,-3,-3,-2,-3,-3,-3,-2,0,0,0,472,461,9,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-2,-2,0,0,79500000,0.012579,pre-covid
Andrew Copp,F,WPG,2018-19,23,20,Standard (1-way),1000000,L,0,0,1,0,69,-0.020000000000000018,0.030000000000000027,0,0.14,-82,8,-12,-1,2,17,-1,4,-12,0,0,50296,43761,5408,167,81,75,5,0,11,9,1,0,71,68,2,0,22,18,4,0,27,25,1,0,14,12,1,0,2,1,0,0,198,181,15,1,161,137,0,8,34,24,0,4,14,13,0,0,8,6,0,0,79500000,0.012579,pre-covid
Brian Gibbons,F,OTT,2018-19,30,-5,Standard (1-way),1000000,L,0,0,0,0,64,-0.04999999999999999,-0.02999999999999997,-0.010000000000000009,0,-145,-17,-22,-10,-106,-5,-18,-6,-12,0,0,41871,38437,2956,131,50,49,1,0,8,8,0,0,40,36,4,0,26,23,2,1,23,21,2,0,6,6,0,0,3,3,0,0,13,13,0,0,25,22,1,1,29,26,0,2,11,11,0,0,4,-2,-2,0,79500000,0.012579,pre-covid
Chris Wideman,D,FLA,2018-19,28,-12,Standard (1-way),1000000,R,0,1,0,0,25,0.06,0.020000000000000018,-0.13,-0.07999999999999996,-6,-4,-9,-2,-26,-7,-7,-1,0,23,4,19577,16011,40,2922,27,23,0,3,2,1,0,0,35,34,0,1,3,3,0,0,9,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,23,0,0,5,4,0,1,-10,-14,0,0,79500000,0.012579,pre-covid
Chris Kunitz,F,CHI,2018-19,38,-7,35+ (1-way),1000000,L,0,0,0,0,56,0.010000000000000009,0.010000000000000009,-0.06,0,1,-9,4,-3,-2,-7,2,-3,-1,8,0,30433,29339,189,554,44,40,0,3,5,5,0,0,85,83,1,0,13,13,0,0,18,18,0,0,8,6,0,1,2,2,0,0,2,1,0,1,5,5,0,0,15,15,0,0,5,5,0,0,-5,-5,0,0,79500000,0.012579,pre-covid
Tomas Nosek,F,VGK,2018-19,25,-10,Standard (1-way),962500,L,0,0,1,0,68,-0.050000000000000044,0.020000000000000018,-0.09999999999999999,-0.030000000000000027,-3,-18,7,-4,61,-10,17,1,-8,18,1,50926,40739,6609,1514,116,100,10,4,8,7,1,0,75,66,7,0,32,28,4,0,14,12,1,1,14,14,0,0,3,3,0,0,82,70,8,3,50,41,3,0,23,15,0,3,9,8,0,0,4,4,-2,2,79500000,0.012107,pre-covid
Scott Laughton,F,PHI,2018-19,24,-11,Standard (1-way),962500,L,0,0,0,2,82,-0.12,-0.06,-0.01999999999999999,-0.08999999999999997,-214,-42,-12,-13,-83,-14,9,1,-27,6,-1,72979,59015,10400,711,128,106,16,2,12,9,0,0,146,143,2,0,42,31,11,0,42,38,3,0,20,15,3,1,5,4,0,0,344,295,33,4,292,244,2,11,45,33,0,2,20,16,2,0,-10,-10,-2,2,79500000,0.012107,pre-covid
Nicolas Deslauriers,F,MTL,2018-19,27,-12,Standard (1-way),950000,L,0,0,1,0,48,-0.040000000000000036,-0.040000000000000036,0.13,0.17000000000000004,-16,-18,-12,-8,-9,-13,-9,-5,-5,1,0,28863,27585,1116,91,48,46,2,0,2,1,1,0,135,135,0,0,11,9,2,0,9,9,0,0,4,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,22,20,0,1,3,3,0,0,-8,-8,0,0,79500000,0.01195,pre-covid
Gabriel Bourque,F,COL,2018-19,27,3,Standard (1-way),950000,L,0,0,0,1,55,-0.19,-0.09000000000000002,-0.009999999999999995,0.10999999999999999,-161,-17,-21,-15,-45,0,-6,-3,-13,1,0,32098,22925,7783,26,34,25,8,0,2,1,0,0,100,87,12,0,11,6,5,0,8,5,3,0,2,2,0,0,0,0,0,0,7,4,2,0,13,7,0,0,48,32,0,0,6,5,1,0,0,2,0,0,79500000,0.01195,pre-covid
Curtis Lazar,F,CGY,2018-19,23,-1,Standard (1-way),950000,R,0,0,0,0,1,0.12000000000000005,0.10000000000000003,0,0,3,-1,0,0,3,-1,0,0,0,0,0,288,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,79500000,0.01195,pre-covid
Anders Bjork,F,BOS,2018-19,21,-1,Entry-Level,925000,L,0,0,0,0,20,-0.010000000000000009,-0.040000000000000036,-0.11,-0.06999999999999995,9,2,0,-2,-1,-1,-1,-2,-1,8,4,14151,12826,90,946,18,15,0,2,1,1,0,0,9,9,0,0,11,11,0,0,9,9,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12,11,0,1,2,2,0,0,2,2,0,0,79500000,0.011635,pre-covid
Troy Terry,F,ANA,2018-19,20,8,Entry-Level,925000,R,2,4,0,0,32,0.09000000000000002,0.009999999999999953,-0.21,0.06999999999999995,15,19,8,12,-33,8,-1,4,0,45,10,26723,22630,50,3519,25,21,0,4,4,2,0,2,4,4,0,0,14,11,0,1,15,7,0,8,6,4,0,2,3,1,0,2,1,1,0,0,4,4,0,0,12,11,0,0,9,5,0,4,18,12,0,0,79500000,0.011635,pre-covid
Bogdan Kiselevich,D,FLA,2018-19,28,-3,Standard (1-way),925000,L,0,0,0,0,32,-0.020000000000000018,0.020000000000000018,0.12999999999999998,-0.89,7,-4,2,-1,12,-3,2,-1,-1,0,0,28512,26360,1519,24,14,13,1,0,0,0,0,0,49,47,2,0,4,4,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,0,0,8,8,0,0,-8,-8,0,0,79500000,0.011635,pre-covid
Luke Kunin,F,MIN,2018-19,20,-9,Entry-Level,925000,R,0,1,0,0,49,-0.08000000000000002,-0.06000000000000005,-0.06,-0.10999999999999999,-72,-14,9,1,-24,-5,11,5,-8,15,1,46298,37108,4012,3389,87,76,5,3,6,6,0,0,67,66,0,0,12,10,2,0,15,12,1,2,5,4,0,1,1,1,0,0,88,67,8,12,112,93,6,4,34,30,0,2,11,10,0,1,4,4,0,0,79500000,0.011635,pre-covid
David Kampf,F,CHI,2018-19,23,-6,Entry-Level,925000,L,0,0,0,0,63,-0.09000000000000002,0,-0.039999999999999994,0.13,-154,-21,-19,-6,-21,-2,-3,1,-14,7,0,52612,44117,6797,417,72,63,8,1,4,4,0,0,39,36,2,0,31,23,6,0,6,6,0,0,9,7,2,0,1,1,0,0,276,246,16,2,333,295,3,9,30,27,0,0,15,13,0,0,6,8,-4,4,79500000,0.011635,pre-covid
Ryan Kuffner,F,DET,2018-19,22,-4,Entry-Level,925000,L,0,0,0,0,10,-0.03999999999999998,-0.09000000000000002,0,0,-32,-4,1,0,-37,-4,0,-1,0,5,0,6561,6042,0,507,8,8,0,0,0,0,0,0,4,4,0,0,2,2,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,5,5,0,0,0,0,0,0,2,2,0,0,79500000,0.011635,pre-covid
Evan Bouchard,D,EDM,2018-19,18,-5,Entry-Level,925000,R,1,0,0,0,7,0.11000000000000004,0.08000000000000002,-0.14,-0.18999999999999995,2,-4,0,-2,2,-3,-1,-1,0,0,0,5279,4359,36,613,10,8,0,2,1,0,0,1,6,6,0,0,3,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,79500000,0.011635,pre-covid
Dante Fabbro,D,NSH,2018-19,20,-1,Entry-Level,925000,R,0,0,0,0,4,0.010000000000000009,0,-0.25,0,4,-1,1,0,4,-1,1,0,0,0,0,3057,2928,53,0,5,5,0,0,1,1,0,0,3,3,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,79500000,0.011635,pre-covid
Urho Vaakanainen,D,BOS,2018-19,19,-1,Entry-Level,925000,L,0,0,0,0,2,0.09999999999999998,0.07999999999999996,-0.04,0,1,-1,-2,0,1,-1,-2,0,0,0,0,1092,1034,53,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79500000,0.011635,pre-covid
Dennis Gilbert,D,CHI,2018-19,21,0,Entry-Level,925000,L,0,0,0,0,1,0,-0.030000000000000027,0,0,1,0,0,0,1,0,0,0,0,0,0,766,766,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-2,-2,0,0,79500000,0.011635,pre-covid
Jesse Puljujarvi,F,EDM,2018-19,20,-14,Entry-Level,925000,R,0,1,0,0,46,-0.020000000000000018,-0.019999999999999962,-0.11,-0.010000000000000009,-28,-12,-4,-4,-34,-13,-3,-3,0,8,1,32919,31004,104,1205,53,50,0,2,4,4,0,0,45,44,0,1,20,20,0,0,29,29,0,0,3,2,0,1,0,0,0,0,2,2,0,0,2,2,0,0,26,26,0,0,5,3,0,1,-6,-8,0,0,79500000,0.011635,pre-covid
Egor Yakovlev,D,N.J,2018-19,26,-6,Entry-Level,925000,L,0,0,0,0,25,-0.03999999999999998,-0.03999999999999998,-0.5,-0.77,-47,-7,1,1,-39,-6,2,2,0,-1,0,23505,22832,5,201,24,24,0,0,2,2,0,0,12,12,0,0,3,3,0,0,19,18,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,5,5,0,0,0,0,0,0,79500000,0.011635,pre-covid
Elias Pettersson,F,VAN,2018-19,19,3,Entry-Level,925000,L,10,12,0,0,71,0.12999999999999995,0.030000000000000027,-0.21,0.010000000000000009,193,32,6,11,-5,2,-3,-4,-1,164,27,77781,59446,177,14734,144,93,0,36,28,15,0,9,42,32,0,6,41,35,0,4,52,39,0,12,15,7,0,6,8,2,0,5,257,246,0,6,370,351,1,2,51,50,0,0,38,25,0,9,48,40,0,0,79500000,0.011635,pre-covid
Trevor Moore,F,TOR,2018-19,23,1,Entry-Level,925000,L,0,0,0,0,25,-0.020000000000000018,-0.020000000000000018,-0.2,-0.030000000000000027,-2,1,2,-1,-5,1,1,-1,0,1,0,13643,12961,46,359,26,24,0,1,2,2,0,0,15,15,0,0,8,8,0,0,9,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,6,6,0,0,2,2,0,0,79500000,0.011635,pre-covid
Jayce Hawryluk,F,FLA,2018-19,22,-8,Entry-Level,925000,R,0,1,0,0,42,0.010000000000000009,0.010000000000000009,0,-0.10999999999999999,0,-6,-6,-2,-1,-6,-6,-2,0,0,0,23814,23481,0,317,35,35,0,0,7,7,0,0,101,101,0,0,10,10,0,0,21,21,0,0,2,2,0,0,1,1,0,0,14,13,0,1,5,5,0,0,25,25,0,0,5,5,0,0,12,12,0,0,79500000,0.011635,pre-covid
