player,position,team,season,age,type,cap_hit,shoots_catches,skater_stats_power_play_goals,skater_stats_power_play_assists,skater_stats_short_handed_goals,skater_stats_short_handed_assists,plusMinus,games_played,diff_all_corsi_percentage,diff_5on5_corsi_percentage,diff_4on5_corsi_percentage,diff_5on4_corsi_percentage,diff_all_shots_on_goal,diff_all_goals,diff_all_high_danger_shots,diff_all_high_danger_goals,diff_5on5_shots_on_goal,diff_5on5_goals,diff_5on5_high_danger_shots,diff_5on5_high_danger_goals,diff_4on5_goals,diff_5on4_shots_on_goal,diff_5on4_goals,all_icetime,x5on5_icetime,x4on5_icetime,x5on4_icetime,all_i_f_shots_on_goal,x5on5_i_f_shots_on_goal,x4on5_i_f_shots_on_goal,x5on4_i_f_shots_on_goal,all_i_f_goals,x5on5_i_f_goals,x4on5_i_f_goals,x5on4_i_f_goals,all_i_f_hits,x5on5_i_f_hits,x4on5_i_f_hits,x5on4_i_f_hits,all_i_f_takeaways,x5on5_i_f_takeaways,x4on5_i_f_takeaways,x5on4_i_f_takeaways,all_i_f_giveaways,x5on5_i_f_giveaways,x4on5_i_f_giveaways,x5on4_i_f_giveaways,all_i_f_high_danger_shots,x5on5_i_f_high_danger_shots,x4on5_i_f_high_danger_shots,x5on4_i_f_high_danger_shots,all_i_f_high_danger_goals,x5on5_i_f_high_danger_goals,x4on5_i_f_high_danger_goals,x5on4_i_f_high_danger_goals,all_faceoffs_won,x5on5_faceoffs_won,x4on5_faceoffs_won,x5on4_faceoffs_won,all_faceoffs_lost,x5on5_faceoffs_lost,x4on5_faceoffs_lost,x5on4_faceoffs_lost,all_shots_blocked_by_player,x5on5_shots_blocked_by_player,x4on5_shots_blocked_by_player,x5on4_shots_blocked_by_player,all_assists,x5on5_assists,x4on5_assists,x5on4_assists,all_diff_penalty_minutes,x5on5_diff_penalty_minutes,x4on5_diff_penalty_minutes,x5on4_diff_penalty_minutes,total_cap,percent_cap_hit,covid
Daniel Sedin,F,VAN,2013-14,32,Standard (1-way),6100000,L,5,13,0,0,0,61,0.15999999999999998,0.07000000000000006,0.05000000000000002,0.08000000000000007,324,25,17,5,104,12,-1,-1,-3,219,17,75848,56603,3351,12376,201,137,4,47,15,10,0,4,30,27,0,0,23,16,3,1,24,16,2,3,16,5,1,2,3,1,0,2,5,5,0,0,14,6,2,0,14,11,0,2,28,16,0,10,20,14,-2,2,64300000,0.094868,pre-covid
Henrik Zetterberg,F,DET,2013-14,32,Standard (1-way),6083333,L,3,15,0,0,20,45,0.14999999999999997,0.040000000000000036,0.11,0.050000000000000044,192,35,8,7,58,20,-4,0,-5,132,20,55493,42393,1182,8440,151,101,1,32,16,11,0,2,23,18,3,2,28,23,2,3,26,17,0,7,6,2,0,2,5,1,0,2,259,189,7,41,230,175,18,4,15,10,0,2,32,17,0,11,12,10,2,0,64300000,0.094609,pre-covid
Mike Green,D,WSH,2013-14,27,Standard (1-way),6083333,R,3,12,0,0,-16,70,0.12000000000000005,0.050000000000000044,0.06999999999999999,-0.06000000000000005,132,12,2,7,9,-10,-9,-2,0,113,21,95465,79081,2066,10875,172,111,1,35,9,5,0,3,62,56,3,2,32,24,0,4,65,57,1,5,6,2,0,3,1,0,0,1,0,0,0,0,0,0,0,0,107,94,2,4,29,16,0,11,-22,-24,0,0,64300000,0.094609,pre-covid
Jordan Staal,F,CAR,2013-14,24,Standard (1-way),6000000,L,2,8,1,3,2,82,0.06000000000000005,0.050000000000000044,0.06,0.010000000000000009,117,-5,3,-10,56,4,5,3,-15,134,12,93233,71053,7194,10550,165,116,11,23,15,10,1,2,194,174,3,10,51,36,7,4,41,32,2,6,22,9,2,7,5,3,0,2,803,617,42,91,674,498,67,62,37,29,0,3,25,13,3,5,2,-2,6,0,64300000,0.093313,pre-covid
Milan Lucic,F,BOS,2013-14,25,Standard (1-way),6000000,L,3,9,0,0,33,80,0.08999999999999997,0,-0.18,-0.020000000000000018,225,56,44,25,67,27,7,4,0,148,22,83403,70451,135,10684,153,120,0,28,24,18,0,3,240,225,0,7,33,29,0,3,71,58,0,12,18,10,0,6,7,2,0,3,61,16,1,40,70,33,6,0,22,20,0,0,35,21,0,9,-2,2,0,-4,64300000,0.093313,pre-covid
Taylor Hall,F,EDM,2013-14,21,Standard (1-way),6000000,L,7,10,0,1,-15,75,0.11000000000000004,0,0.14,0.05999999999999994,81,16,10,5,-97,-5,-16,-6,0,147,21,90019,69870,1538,12972,250,166,2,51,27,16,0,6,54,46,0,4,76,64,1,6,100,76,2,15,22,13,0,6,9,5,0,3,37,21,2,2,44,25,4,2,41,35,0,1,53,37,1,10,8,10,4,-4,64300000,0.093313,pre-covid
Jordan Eberle,F,EDM,2013-14,23,Standard (1-way),6000000,R,7,13,1,0,-11,80,0.11000000000000004,0.030000000000000027,0.09,0.020000000000000018,74,13,11,6,-89,-5,-11,0,-3,145,18,93791,71969,3280,13366,200,138,7,41,28,17,1,6,51,49,2,0,61,43,6,7,71,54,3,9,26,12,0,8,9,4,0,2,8,6,0,0,13,7,2,2,40,33,0,5,37,21,0,11,20,16,2,-4,64300000,0.093313,pre-covid
Kimmo Timonen,D,PHI,2013-14,38,35+ (1-way),6000000,L,1,19,0,1,3,77,0.07000000000000006,0.06000000000000005,-0.03,-0.010000000000000009,157,22,41,20,50,-1,6,2,-14,219,29,93923,60207,14495,14835,152,83,12,43,6,5,0,1,75,44,21,7,13,10,1,2,31,19,9,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,112,67,8,29,29,6,1,16,-20,-14,-2,-4,64300000,0.093313,pre-covid
Patrick Sharp,F,CHI,2013-14,31,Standard (1-way),5900000,R,11,16,0,0,11,82,0.12,0.019999999999999907,0.23,-0.020000000000000018,389,46,33,22,165,19,1,5,0,184,24,92922,74714,225,15141,313,221,1,71,34,22,0,9,55,49,0,4,41,37,0,2,25,18,0,4,25,13,0,8,13,7,0,4,83,63,3,5,69,48,2,1,27,22,2,0,44,26,0,15,-4,4,0,-8,64300000,0.091757,pre-covid
Brent Seabrook,D,CHI,2013-14,28,Standard (1-way),5800000,R,5,10,1,0,23,82,0.020000000000000018,0.019999999999999907,0.06,0.020000000000000018,208,22,17,17,180,17,17,13,-10,111,15,109540,87124,9484,9492,149,110,3,30,7,3,1,3,171,144,11,5,35,23,7,0,68,47,16,2,3,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,142,117,1,15,34,23,0,6,-6,-10,-2,6,64300000,0.090202,pre-covid
Brent Burns,D,S.J,2013-14,28,Standard (1-way),5760000,R,3,9,0,0,21,69,0.09999999999999998,0.039999999999999925,0.18000000000000002,0.030000000000000027,278,41,31,11,130,23,8,3,0,129,13,69608,57948,260,8670,245,190,0,42,22,18,0,2,145,135,0,5,45,37,0,3,37,27,0,8,18,11,0,2,7,5,0,0,61,50,0,6,70,51,4,0,24,22,2,0,26,15,0,9,-2,-2,0,0,64300000,0.08958,pre-covid
Andrei Markov,D,MTL,2013-14,34,Standard (1-way),5750000,L,2,26,1,0,8,81,0.09000000000000002,0.03999999999999998,0,0.040000000000000036,98,32,24,16,-2,9,3,3,-16,236,29,122660,85236,11226,20307,131,79,3,43,7,3,1,2,49,40,2,2,35,21,6,6,82,67,7,4,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,180,119,9,29,36,14,0,16,8,6,0,6,64300000,0.089425,pre-covid
Travis Zajac,F,N.J,2013-14,28,Standard (1-way),5750000,R,3,12,0,0,3,80,0.050000000000000044,0.05999999999999994,-0.07999999999999999,0,132,13,15,10,132,7,17,9,-14,113,22,97492,73097,9191,11284,166,123,6,24,18,14,0,2,53,51,1,1,49,36,9,1,23,19,0,2,16,8,1,3,7,4,0,1,761,536,73,88,633,436,80,78,25,18,1,4,30,16,0,10,2,2,-2,4,64300000,0.089425,pre-covid
Toby Enstrom,D,WPG,2013-14,28,Standard (1-way),5750000,L,4,9,0,0,-9,82,0.050000000000000044,0.010000000000000009,-0.01999999999999999,-0.010000000000000009,132,7,24,13,35,-3,12,3,-13,168,19,117580,87501,9324,14953,106,71,2,23,10,5,0,3,37,31,5,0,13,9,2,0,39,30,2,6,5,2,0,2,3,0,0,2,1,1,0,0,0,0,0,0,142,105,2,20,20,8,0,7,-30,-20,-4,-6,64300000,0.089425,pre-covid
Mike Richards,F,L.A,2013-14,28,Standard (1-way),5750000,L,4,10,1,1,-12,82,0.029999999999999916,-0.029999999999999916,0,-0.010000000000000009,166,1,18,0,44,-10,-4,-6,-9,160,11,83530,58629,7366,13297,157,109,4,36,11,6,1,4,73,64,3,3,28,19,6,0,65,36,6,21,26,11,2,7,3,0,0,3,489,377,40,43,418,335,35,25,21,16,0,2,30,15,1,4,14,10,4,0,64300000,0.089425,pre-covid
Tyler Seguin,F,DAL,2013-14,21,Standard (1-way),5750000,R,11,15,0,0,17,80,0.13,0.020000000000000018,0.04000000000000001,0.020000000000000018,348,50,31,18,80,25,0,5,0,237,28,92869,70543,311,17001,294,190,0,79,37,24,0,10,48,47,0,1,67,59,0,2,60,31,0,19,27,12,0,6,10,3,0,5,281,257,1,8,396,364,0,2,24,23,0,0,47,29,0,13,46,40,0,0,64300000,0.089425,pre-covid
Jeff Skinner,F,CAR,2013-14,21,Standard (1-way),5725000,L,11,9,0,0,-14,71,0.09999999999999998,0,-0.2,0,174,15,20,8,-21,-4,-3,-2,0,166,18,73246,57747,75,11935,274,198,0,51,33,20,0,8,22,20,0,2,48,43,0,3,43,32,0,9,22,10,0,6,7,2,0,2,23,20,0,0,28,22,0,0,8,6,0,0,21,12,0,6,30,26,0,-2,64300000,0.089036,pre-covid
