player,position,team,season,age,type,cap_hit,shoots_catches,skater_stats_power_play_goals,skater_stats_power_play_assists,skater_stats_short_handed_goals,skater_stats_short_handed_assists,plusMinus,games_played,diff_all_corsi_percentage,diff_5on5_corsi_percentage,diff_4on5_corsi_percentage,diff_5on4_corsi_percentage,diff_all_shots_on_goal,diff_all_goals,diff_all_high_danger_shots,diff_all_high_danger_goals,diff_5on5_shots_on_goal,diff_5on5_goals,diff_5on5_high_danger_shots,diff_5on5_high_danger_goals,diff_4on5_goals,diff_5on4_shots_on_goal,diff_5on4_goals,all_icetime,x5on5_icetime,x4on5_icetime,x5on4_icetime,all_i_f_shots_on_goal,x5on5_i_f_shots_on_goal,x4on5_i_f_shots_on_goal,x5on4_i_f_shots_on_goal,all_i_f_goals,x5on5_i_f_goals,x4on5_i_f_goals,x5on4_i_f_goals,all_i_f_hits,x5on5_i_f_hits,x4on5_i_f_hits,x5on4_i_f_hits,all_i_f_takeaways,x5on5_i_f_takeaways,x4on5_i_f_takeaways,x5on4_i_f_takeaways,all_i_f_giveaways,x5on5_i_f_giveaways,x4on5_i_f_giveaways,x5on4_i_f_giveaways,all_i_f_high_danger_shots,x5on5_i_f_high_danger_shots,x4on5_i_f_high_danger_shots,x5on4_i_f_high_danger_shots,all_i_f_high_danger_goals,x5on5_i_f_high_danger_goals,x4on5_i_f_high_danger_goals,x5on4_i_f_high_danger_goals,all_faceoffs_won,x5on5_faceoffs_won,x4on5_faceoffs_won,x5on4_faceoffs_won,all_faceoffs_lost,x5on5_faceoffs_lost,x4on5_faceoffs_lost,x5on4_faceoffs_lost,all_shots_blocked_by_player,x5on5_shots_blocked_by_player,x4on5_shots_blocked_by_player,x5on4_shots_blocked_by_player,all_assists,x5on5_assists,x4on5_assists,x5on4_assists,all_diff_penalty_minutes,x5on5_diff_penalty_minutes,x4on5_diff_penalty_minutes,x5on4_diff_penalty_minutes,total_cap,percent_cap_hit,covid
Jim Slater,F,ATL,2010-11,27,Standard (1-way),1000000,L,0,0,0,0,4,36,-0.04999999999999999,0,-0.09999999999999999,0.16000000000000003,-52,0,-3,1,-29,4,1,2,-4,4,0,22859,20387,1905,298,53,48,1,2,5,5,0,0,59,56,3,0,16,14,2,0,5,5,0,0,8,8,0,0,2,2,0,0,185,158,14,6,116,103,2,2,16,13,0,2,7,7,0,0,-4,-2,-2,0,59400000,0.016835,pre-covid
Andrej Sekera,D,BUF,2010-11,24,Standard (1-way),1000000,L,0,6,0,0,11,76,0.030000000000000027,0.030000000000000027,0.03,-0.010000000000000009,78,9,-3,1,41,16,0,1,-8,117,8,96134,75924,7957,9065,88,58,0,22,3,3,0,0,61,55,2,2,38,28,0,5,51,40,7,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,85,61,3,17,26,17,0,6,4,-2,2,4,59400000,0.016835,pre-covid
Andrew Cogliano,F,EDM,2010-11,23,Standard (1-way),1000000,L,0,5,1,2,-12,82,-0.02999999999999997,0.009999999999999953,0.030000000000000013,-0.010000000000000009,-180,-30,-22,-15,-66,-17,-4,-7,-23,50,10,84867,64897,12803,4182,129,94,20,9,11,9,1,0,89,83,2,2,32,21,8,2,46,37,5,3,15,8,5,0,4,3,0,0,461,327,84,21,647,459,33,77,46,36,0,6,24,15,2,5,-17,-29,0,2,59400000,0.016835,pre-covid
Ryan Jones,F,EDM,2010-11,26,Standard (1-way),975000,L,2,2,1,0,-5,81,-0.07999999999999996,-0.06,-0.010000000000000009,0,-199,-17,-7,-3,-124,-7,-6,-1,-18,48,9,67248,51593,9939,3977,126,95,11,12,18,15,1,2,152,131,14,4,38,22,15,0,33,22,8,3,18,10,3,5,7,4,1,2,10,9,1,0,19,14,0,3,57,39,0,9,7,4,0,2,8,6,-2,4,59400000,0.016414,pre-covid
Ben Eager,F,S.J,2010-11,26,Standard (1-way),965000,L,0,0,0,0,0,68,-0.04999999999999999,-0.06,-0.05,0.020000000000000018,-24,4,3,1,-29,4,5,2,0,6,0,43409,42483,167,464,84,81,0,1,7,7,0,0,87,86,0,1,21,21,0,0,26,26,0,0,5,5,0,0,1,1,0,0,0,0,0,0,2,1,0,1,28,27,0,0,10,9,0,0,-32,-30,0,0,59400000,0.016246,pre-covid
Daniel Winnik,F,COL,2010-11,25,Standard (1-way),950000,L,2,3,2,1,-3,80,-0.019999999999999962,0.06,0.020000000000000018,-0.05999999999999994,-87,-28,-17,-16,57,-7,8,3,-26,10,3,79431,62861,12530,1587,167,140,19,2,11,7,2,1,54,51,1,0,49,34,14,0,19,14,5,0,12,8,0,0,4,3,0,0,25,20,5,0,44,23,3,7,52,35,0,9,15,11,1,2,16,16,-2,4,59400000,0.015993,pre-covid
Ryan O'Byrne,D,COL,2010-11,25,Standard (1-way),941667,R,0,0,0,0,-6,67,-0.09000000000000002,0,-0.04000000000000001,-0.37,-217,-30,-6,-7,-62,-9,13,5,-18,-1,0,81031,68566,10200,470,45,41,3,0,0,0,0,0,179,154,20,1,21,16,5,0,25,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,96,0,9,10,10,0,0,-60,-48,-6,0,59400000,0.015853,pre-covid
Ryan Parent,D,VAN,2010-11,23,Standard (1-way),925000,L,0,0,0,0,-3,4,-0.050000000000000044,-0.020000000000000018,0,0.09999999999999998,-4,-3,2,0,-5,-3,1,0,0,1,0,3334,3155,15,16,3,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,2,2,0,0,59400000,0.015572,pre-covid
Erik Christensen,F,NYR,2010-11,26,Standard (1-way),925000,L,5,3,0,0,2,63,0.030000000000000027,-0.03999999999999998,0.87,0.020000000000000018,-2,11,3,8,-88,5,2,3,0,89,6,48230,38308,32,7964,86,52,0,32,11,7,0,4,34,30,0,3,28,27,0,0,17,8,0,8,5,2,0,2,3,1,0,2,316,254,0,46,323,270,5,0,11,10,0,0,16,13,0,3,4,4,0,0,59400000,0.015572,pre-covid
Tom Kostopoulos,F,CGY,2010-11,31,Standard (1-way),916667,R,2,1,0,0,-4,76,-0.06,0.010000000000000009,-0.010000000000000009,0.010000000000000009,-51,-16,-7,-8,41,-3,4,-3,-16,9,3,55760,46062,7485,1045,79,71,4,2,8,6,0,1,122,117,3,0,28,17,11,0,18,15,3,0,9,7,1,0,3,2,0,0,18,14,4,0,49,34,1,7,41,29,0,2,10,9,0,1,-4,-6,-2,2,59400000,0.015432,pre-covid
Darren Helm,F,DET,2010-11,23,Standard (1-way),912500,L,0,0,2,1,10,82,-0.10000000000000003,0.020000000000000018,-0.010000000000000009,-0.52,-93,-19,-28,-18,89,2,-9,-6,-23,-1,-1,65469,49594,14758,264,177,154,18,0,12,9,2,0,128,120,6,0,46,28,17,0,20,15,5,0,12,6,4,0,2,1,1,0,493,354,117,6,445,312,5,16,30,17,0,1,20,17,1,0,56,34,0,6,59400000,0.015362,pre-covid
Patrick Kaleta,F,BUF,2010-11,24,Standard (1-way),907500,R,0,0,1,0,-5,51,-0.050000000000000044,-0.030000000000000027,0.04000000000000001,-0.12,12,-5,3,-3,31,-3,5,-2,0,5,-1,31171,28686,1912,326,65,57,4,3,4,3,1,0,126,123,1,0,11,9,2,0,9,7,1,1,7,6,1,0,1,0,1,0,5,4,1,0,7,6,0,0,33,32,0,0,5,4,0,0,30,25,2,0,59400000,0.015278,pre-covid
Stephane Da Costa,F,OTT,2010-11,20,Entry-Level,900000,R,0,0,0,0,-1,4,0.18,0.14999999999999997,0,-0.050000000000000044,17,-1,-1,-1,17,-1,-1,-1,0,1,0,2739,2381,0,266,9,9,0,0,0,0,0,0,3,3,0,0,7,6,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6,6,0,0,15,12,0,0,0,0,0,0,0,0,0,0,2,2,0,0,59400000,0.015152,pre-covid
Niclas Bergfors,F,FLA,2010-11,23,Standard (1-way),900000,R,3,5,0,0,-10,72,0.10000000000000003,0.050000000000000044,-0.06,0.020000000000000018,133,4,10,6,36,-7,2,-1,0,86,10,63733,55533,60,7161,152,127,0,18,12,8,0,3,12,11,0,1,48,43,0,3,14,11,0,3,9,8,0,1,3,2,0,1,4,2,0,2,5,1,1,0,13,13,0,0,24,18,0,5,2,2,0,-2,59400000,0.015152,pre-covid
Alexander Burmistrov,F,ATL,2010-11,18,Entry-Level,900000,L,0,0,0,1,-14,74,-0.04999999999999999,-0.019999999999999962,-0.01999999999999999,-0.010000000000000009,-103,-22,-25,-15,-54,-9,-12,-7,-8,10,-2,58684,51506,4931,1251,92,84,5,2,6,6,0,0,62,53,5,0,48,43,5,0,34,31,2,1,3,3,0,0,2,2,0,0,289,246,23,14,407,349,9,20,22,17,0,2,14,11,1,0,32,28,2,0,59400000,0.015152,pre-covid
Jonathan Ericsson,D,DET,2010-11,26,Standard (1-way),900000,L,1,0,0,0,6,74,-0.020000000000000018,0.020000000000000018,0.010000000000000009,-0.15000000000000002,22,-2,-26,-6,77,-1,-19,-3,-9,3,1,83654,74893,6227,540,89,81,0,2,3,2,0,1,107,90,11,1,16,12,3,0,56,51,2,0,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,37,34,0,1,12,11,0,0,-52,-50,-4,0,59400000,0.015152,pre-covid
Jacob Josefson,F,N.J,2010-11,19,Entry-Level,900000,L,0,3,0,0,5,28,0.030000000000000027,-0.020000000000000018,0.56,-0.050000000000000044,49,7,2,3,21,6,3,3,-1,28,3,22238,19190,40,2819,31,28,0,2,3,3,0,0,8,8,0,0,8,7,0,1,7,5,0,2,1,1,0,0,1,1,0,0,95,82,1,11,107,88,2,0,8,8,0,0,7,4,0,3,-4,-4,0,0,59400000,0.015152,pre-covid
Nino Niederreiter,F,NYI,2010-11,17,Entry-Level,900000,L,0,0,0,0,-1,9,-0.03999999999999998,-0.06999999999999995,-0.16,0.040000000000000036,-15,-1,-1,1,-21,-1,-1,1,0,5,0,7340,6786,7,498,12,9,0,2,1,1,0,0,16,16,0,0,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,-4,0,0,59400000,0.015152,pre-covid
Nick Leddy,D,CHI,2010-11,19,Entry-Level,900000,L,0,1,0,0,-3,46,-0.020000000000000018,-0.010000000000000009,-0.010000000000000009,0.15000000000000002,24,-3,3,-1,29,-2,4,-1,-1,11,2,39502,37579,814,608,37,33,0,1,4,4,0,0,26,23,2,0,10,10,0,0,15,14,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,46,40,0,3,3,2,0,1,2,2,0,0,59400000,0.015152,pre-covid
John Tavares,F,NYI,2010-11,19,Entry-Level,900000,L,9,15,0,0,-15,79,0.13000000000000006,0.02999999999999997,0.1,0.08000000000000007,193,11,22,6,-27,-9,-3,-7,-1,195,20,91245,71122,687,15346,243,169,0,51,29,16,0,8,22,18,0,3,75,63,2,5,51,41,0,7,44,27,0,10,18,8,0,7,693,505,9,139,626,470,56,8,23,23,0,0,38,22,0,11,10,12,6,-10,59400000,0.015152,pre-covid
Evander Kane,F,ATL,2010-11,18,Entry-Level,900000,L,4,4,0,0,-12,73,0.050000000000000044,0,0.07,-0.030000000000000027,65,-8,-5,-5,-9,-12,-8,-5,-10,93,13,78237,62102,3496,9784,234,180,9,34,19,13,0,4,154,144,3,3,53,35,13,0,39,32,1,5,15,6,1,6,4,1,0,2,26,9,3,10,38,17,9,2,32,26,0,5,24,17,0,3,38,26,4,2,59400000,0.015152,pre-covid
Jeff Skinner,F,CAR,2010-11,18,Entry-Level,900000,L,6,12,0,0,3,82,0.09000000000000008,0.030000000000000027,-0.14,-0.040000000000000036,108,28,19,9,-49,7,3,-5,-1,131,17,81734,63687,171,14003,215,150,0,41,31,23,0,6,70,65,0,2,63,57,0,1,31,23,0,5,32,23,0,7,13,8,0,5,58,48,1,7,99,84,0,0,28,27,0,0,32,19,0,8,60,60,2,-10,59400000,0.015152,pre-covid
Mike Weaver,D,FLA,2010-11,32,Standard (1-way),900000,R,0,1,0,0,1,82,-0.09000000000000002,0,-0.06,0,-228,-25,-7,-11,-21,-4,11,0,-18,9,1,102370,83971,14863,1050,53,46,3,1,2,2,0,0,98,78,16,1,47,38,8,1,29,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,95,1,11,11,10,0,1,4,10,-8,0,59400000,0.015152,pre-covid
Matt Duchene,F,COL,2010-11,19,Entry-Level,900000,L,3,12,0,0,-9,80,0.10000000000000003,0,-0.14,0.020000000000000018,136,17,31,11,-42,5,9,5,-1,137,14,90935,72770,273,12804,202,152,0,27,27,20,0,2,57,54,0,3,65,60,0,3,52,41,0,8,17,12,0,5,8,6,0,2,628,532,6,61,618,512,13,4,48,43,0,1,40,25,0,8,16,14,2,-4,59400000,0.015152,pre-covid
Brayden Schenn,F,L.A,2010-11,18,Entry-Level,900000,L,0,0,0,0,-1,8,-0.08999999999999997,-0.17000000000000004,0.39,-0.13,-12,0,-3,-1,-18,0,-2,0,0,6,0,5399,4490,102,762,11,9,1,1,0,0,0,0,12,12,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,17,16,0,1,34,32,0,1,1,1,0,0,2,2,0,0,4,4,0,0,59400000,0.015152,pre-covid
Christopher Tanev,D,VAN,2010-11,20,Entry-Level,900000,R,0,1,0,0,0,29,-0.010000000000000009,0.010000000000000009,-0.07,0.10999999999999999,21,-2,-1,-3,29,0,2,-3,-3,2,1,23996,22867,939,79,15,15,0,0,0,0,0,0,10,10,0,0,10,10,0,0,8,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,31,0,0,1,0,0,1,0,0,0,0,59400000,0.015152,pre-covid
Oliver Ekman-Larsson,D,ARI,2010-11,18,Entry-Level,900000,L,0,2,0,0,2,48,0.06000000000000005,0.040000000000000036,0.10999999999999999,0.020000000000000018,21,3,2,-1,24,5,-3,-1,-3,26,2,43302,36888,2432,2767,50,39,2,5,1,1,0,0,41,39,2,0,3,3,0,0,13,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,28,0,2,10,8,0,1,-8,-6,-2,-2,59400000,0.015152,pre-covid
Brad Richardson,F,L.A,2010-11,25,Standard (1-way),900000,L,0,0,1,0,-17,68,-0.030000000000000027,0.010000000000000009,0.08000000000000002,-0.17000000000000004,-26,-20,-3,-7,13,-11,5,-2,-5,1,0,47978,43228,3809,210,103,99,3,0,7,6,1,0,84,81,3,0,28,22,5,0,18,18,0,0,8,8,0,0,2,2,0,0,92,88,0,1,89,79,3,1,11,7,0,1,12,12,0,0,12,10,0,2,59400000,0.015152,pre-covid
Magnus Paajarvi,F,EDM,2010-11,19,Entry-Level,900000,L,3,6,0,0,-13,80,0.07,0.019999999999999962,-0.13,0.010000000000000009,13,1,-1,6,-76,-15,-8,0,0,77,13,73847,63015,126,8362,180,152,0,19,15,10,0,2,22,21,0,1,25,23,0,2,35,28,1,5,10,5,0,3,5,3,0,0,1,1,0,0,4,4,0,0,25,21,0,0,19,13,0,6,20,20,0,-4,59400000,0.015152,pre-covid
Bobby Butler,F,OTT,2010-11,23,Entry-Level,900000,R,1,4,0,0,-16,36,0.08000000000000002,0,-0.26,-0.020000000000000018,27,-5,6,2,-36,-13,-3,-1,0,51,9,33327,27904,84,4636,73,62,0,8,10,9,0,1,28,28,0,0,9,7,0,1,13,12,0,1,8,5,0,2,4,3,0,1,0,0,0,0,2,2,0,0,15,14,0,0,11,6,0,4,4,0,2,0,59400000,0.015152,pre-covid
Dmitry Kulikov,D,FLA,2010-11,19,Entry-Level,900000,L,1,4,0,0,-5,72,0.050000000000000044,0.010000000000000009,-0.009999999999999995,-0.019999999999999907,59,-3,2,-4,24,-2,13,1,-9,86,11,86186,69416,3463,10980,83,61,0,16,6,4,0,1,107,94,1,8,18,10,3,3,38,29,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,69,2,6,20,15,0,3,-22,-18,2,-2,59400000,0.015152,pre-covid
Casey Wellman,F,MIN,2010-11,22,Entry-Level,900000,R,0,0,0,0,-1,15,0,-0.010000000000000009,-0.47,-0.20999999999999996,-21,0,0,0,-14,-1,-1,-1,0,-2,1,9579,8585,41,871,20,18,0,2,1,1,0,0,5,5,0,0,3,3,0,0,3,3,0,0,1,1,0,0,0,0,0,0,8,4,1,3,8,4,1,1,3,3,0,0,1,1,0,0,-4,-4,0,0,59400000,0.015152,pre-covid
Marcus Johansson,F,WSH,2010-11,19,Entry-Level,900000,L,2,1,1,0,1,69,-0.040000000000000036,-0.050000000000000044,0,0.020000000000000018,-44,5,3,6,-56,5,0,4,-3,56,5,60954,50968,4766,3878,102,85,4,6,13,10,1,2,47,43,3,0,47,38,6,0,29,24,3,1,9,5,1,2,4,2,0,2,271,239,11,17,398,351,15,13,22,20,0,1,14,11,0,1,26,18,2,6,59400000,0.015152,pre-covid
Mats Zuccarello,F,NYR,2010-11,22,Entry-Level,900000,L,0,9,0,0,3,42,0.15000000000000002,0.07999999999999996,-0.43,-0.010000000000000009,160,15,17,5,85,5,7,1,0,65,9,35714,28213,2,5829,74,58,0,9,6,4,0,0,56,54,0,1,16,16,0,0,6,3,0,3,7,3,0,1,2,2,0,0,8,8,0,0,7,5,0,0,19,17,0,0,17,8,0,8,10,10,0,0,59400000,0.015152,pre-covid
Taylor Hall,F,EDM,2010-11,18,Entry-Level,900000,L,8,3,0,0,-9,65,0.12000000000000005,0.04999999999999999,-0.11,-0.040000000000000036,40,5,-8,-3,-54,-7,-10,-8,0,74,11,71018,57922,98,9633,186,146,0,25,22,10,0,7,48,43,0,5,45,41,0,0,45,33,0,10,23,12,0,7,9,1,0,5,42,28,0,8,63,42,0,0,37,35,0,0,20,15,0,3,58,56,0,-2,59400000,0.015152,pre-covid
Tyler Seguin,F,BOS,2010-11,18,Entry-Level,900000,R,1,3,0,0,3,74,0,-0.030000000000000027,0.49000000000000005,-0.08999999999999997,1,4,0,4,-50,-1,-4,-1,0,48,7,54212,47842,124,5867,131,120,0,10,11,10,0,1,20,20,0,0,22,20,0,2,24,21,0,3,9,7,0,2,3,2,0,1,150,133,1,13,153,138,3,0,21,20,0,0,11,9,0,2,0,-4,0,0,59400000,0.015152,pre-covid
Victor Hedman,D,T.B,2010-11,19,Entry-Level,900000,L,0,3,0,0,3,79,0.010000000000000009,0.040000000000000036,0.05,-0.019999999999999907,101,-4,9,-1,157,10,17,9,-13,54,7,99582,79018,9266,7462,101,84,1,10,3,3,0,0,54,47,3,0,48,37,7,2,64,52,4,5,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,85,66,1,14,23,19,0,3,-42,-30,-2,-8,59400000,0.015152,pre-covid
Maxim Lapierre,F,VAN,2010-11,25,Standard (1-way),900000,R,0,0,0,0,-13,78,-0.09000000000000002,-0.07,-0.06000000000000001,0.12,-110,-21,-8,-7,-51,-11,-3,-1,-6,0,0,54413,49708,3584,286,129,124,3,0,6,6,0,0,194,191,2,0,20,17,3,0,8,8,0,0,14,12,0,0,2,2,0,0,173,152,13,1,167,127,6,10,23,20,0,1,6,6,0,0,-7,-11,2,0,59400000,0.015152,pre-covid
Kyle Palmieri,F,ANA,2010-11,19,Entry-Level,900000,R,0,0,0,0,-1,10,-0.07999999999999996,-0.08999999999999997,0,-0.6,-11,-1,-3,-2,-11,-1,-3,-2,0,0,0,5212,5200,0,7,10,10,0,0,1,1,0,0,5,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,59400000,0.015152,pre-covid
Cam Fowler,D,ANA,2010-11,18,Entry-Level,900000,L,7,19,0,0,-24,76,0.08000000000000002,-0.040000000000000036,-0.03,0.040000000000000036,86,16,3,16,-140,-25,-12,-2,0,240,37,100913,80374,1585,16288,123,66,0,43,10,1,0,6,45,39,0,3,23,19,0,4,41,29,0,8,2,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,93,85,1,0,30,11,0,17,-6,-4,4,-6,59400000,0.015152,pre-covid
Mark Giordano,D,CGY,2010-11,26,Standard (1-way),891667,L,5,20,0,0,-7,82,0.07000000000000006,0.020000000000000018,0.05000000000000002,0,238,14,21,5,121,4,7,-1,-13,174,28,113853,83484,9848,16469,165,110,3,34,8,2,0,2,140,117,12,5,25,17,1,4,42,29,3,6,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,193,142,6,28,35,12,0,18,-16,-16,0,4,59400000,0.015011,pre-covid
Jordan Caron,F,BOS,2010-11,19,Entry-Level,886667,L,0,0,0,0,3,23,-0.07999999999999996,-0.020000000000000018,-0.01999999999999999,0.14,-53,-2,-6,-5,-24,3,-1,0,-5,2,0,17487,14414,2788,111,27,21,5,1,3,3,0,0,19,19,0,0,3,3,0,0,5,5,0,0,4,3,1,0,2,2,0,0,1,0,1,0,6,1,0,1,11,7,0,0,4,4,0,0,-6,-6,0,0,59400000,0.014927,pre-covid
Jakub Kindl,D,DET,2010-11,23,Standard (1-way),883333,L,0,0,0,0,-6,48,0,-0.020000000000000018,0.03999999999999998,0,16,-7,0,0,-7,-6,-3,0,-1,14,-1,39196,36256,464,2040,62,55,0,4,2,2,0,0,44,42,0,0,11,10,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,34,0,1,2,2,0,0,-30,-26,-4,0,59400000,0.014871,pre-covid
Ryan O'Reilly,F,COL,2010-11,19,Entry-Level,880000,L,2,2,1,1,-8,74,0,0.03999999999999998,0.010000000000000009,-0.10999999999999999,-52,-30,-9,-15,35,-7,11,6,-24,19,3,71294,55782,10347,2680,119,98,5,6,13,9,1,2,53,49,2,1,72,55,17,0,23,19,2,1,13,9,0,2,5,2,0,2,531,401,82,27,494,348,20,68,31,20,0,7,13,10,1,2,12,16,-2,-2,59400000,0.014815,pre-covid
Teemu Hartikainen,F,EDM,2010-11,20,Entry-Level,875000,L,1,1,0,0,-3,12,0.10999999999999993,0,-0.22,0.040000000000000036,20,2,4,3,-11,-3,-1,-1,0,16,5,12535,10216,11,1759,21,14,0,5,3,2,0,1,19,19,0,0,4,4,0,0,5,5,0,0,2,0,0,2,1,0,0,1,6,2,0,4,12,3,2,0,6,6,0,0,2,1,0,1,14,14,0,-2,59400000,0.014731,pre-covid
Alex Plante,D,EDM,2010-11,21,Entry-Level,875000,R,0,0,0,0,-2,3,0.07,0.07000000000000006,0.03,-0.83,3,-3,-2,-1,5,-2,-1,0,-1,0,0,2709,2491,151,8,5,5,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,-4,-4,0,0,59400000,0.014731,pre-covid
Colton Gillies,F,MIN,2010-11,21,Entry-Level,875000,L,0,0,0,0,-2,7,-0.010000000000000009,-0.06,0,0.07000000000000006,-2,-2,0,0,-5,-2,0,0,0,4,0,4354,4060,0,264,3,2,0,1,1,1,0,0,16,16,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,59400000,0.014731,pre-covid
Brian Lee,D,OTT,2010-11,23,Standard (1-way),875000,R,0,0,0,0,-10,50,-0.06,-0.030000000000000027,0.07,0.030000000000000027,-78,-16,-15,-3,3,-12,-3,-1,-2,2,0,51874,44748,5997,257,35,31,3,0,0,0,0,0,88,78,6,0,5,4,1,0,20,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,56,0,5,3,3,0,0,-10,-10,-2,0,59400000,0.014731,pre-covid
Mattias Tedenby,F,N.J,2010-11,20,Entry-Level,875000,L,2,3,0,0,3,58,0.06999999999999995,0.010000000000000009,-0.2,-0.07000000000000006,99,12,5,5,35,4,2,3,0,64,7,43652,36449,3,6282,87,68,0,17,8,5,0,2,24,22,0,2,13,11,0,1,31,26,0,3,11,6,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,14,10,0,3,28,20,0,-2,59400000,0.014731,pre-covid
George Parros,F,ANA,2010-11,30,Standard (1-way),875000,R,0,0,0,0,-5,78,-0.010000000000000009,0,0,0.10999999999999999,-32,-4,-6,0,-33,-4,-6,0,0,1,0,30014,29898,0,68,33,33,0,0,3,3,0,0,97,97,0,0,7,7,0,0,13,13,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,3,0,0,26,26,0,0,1,1,0,0,6,11,0,0,59400000,0.014731,pre-covid
Travis Hamonic,D,NYI,2010-11,19,Entry-Level,875000,R,1,3,0,1,4,62,0.02999999999999997,0.02999999999999997,0.03,-0.020000000000000018,-15,0,-5,-1,-13,-2,-6,0,-7,74,7,80250,62987,7485,6992,118,90,1,18,5,3,0,1,118,110,3,3,45,30,7,3,50,33,7,7,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,118,91,4,11,21,14,0,2,-32,-32,-4,4,59400000,0.014731,pre-covid
Josh Bailey,F,NYI,2010-11,20,Entry-Level,875000,L,5,4,0,3,-14,70,-0.019999999999999962,0,-0.04999999999999999,-0.06000000000000005,-71,-10,-9,-6,-58,-13,-8,-6,-8,100,12,74904,53735,9457,9618,102,60,4,28,11,6,0,5,47,42,4,1,72,51,15,4,44,32,3,7,16,5,2,6,4,2,0,2,273,183,35,34,342,231,35,51,41,23,1,16,17,10,3,4,-4,-14,0,8,59400000,0.014731,pre-covid
Zach Bogosian,D,ATL,2010-11,19,Entry-Level,875000,R,0,4,0,0,-27,71,-0.030000000000000027,-0.040000000000000036,0.06999999999999998,-0.030000000000000027,-106,-32,-22,-13,-98,-25,-16,-10,-18,78,9,95440,75769,8261,8193,155,111,3,24,5,3,0,0,111,96,6,3,33,25,6,1,53,46,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,77,0,9,12,7,0,3,-10,-10,0,2,59400000,0.014731,pre-covid
Tyler Ennis,F,BUF,2010-11,20,Entry-Level,875000,L,5,8,0,0,3,82,0.07000000000000006,-0.010000000000000009,0.2,-0.010000000000000009,145,23,23,17,-23,5,-1,4,0,128,12,77110,64373,154,10061,210,162,1,35,20,14,0,4,42,37,0,2,45,43,0,0,25,19,0,3,19,12,1,2,7,4,0,2,2,1,0,0,7,5,0,0,27,26,0,0,29,20,0,6,20,18,2,-4,59400000,0.014731,pre-covid
Max Pacioretty,F,MTL,2010-11,21,Entry-Level,875000,L,7,1,0,0,-1,37,0.16000000000000003,0.08999999999999997,-0.12,0.06000000000000005,174,14,18,7,96,-1,-1,-5,0,64,9,35289,29232,50,5146,112,87,0,13,14,4,0,5,67,60,0,4,20,18,0,1,10,8,0,2,21,7,0,9,7,0,0,4,0,0,0,0,1,0,0,0,13,12,0,0,10,7,0,1,3,-1,0,2,59400000,0.014731,pre-covid
P.K. Subban,D,MTL,2010-11,21,Entry-Level,875000,R,11,10,0,0,-10,77,0.08000000000000007,0.050000000000000044,0.04999999999999999,0.050000000000000044,192,10,14,-2,118,-3,-9,-10,-9,195,21,102881,74636,10903,13472,197,118,9,54,14,4,0,7,110,85,12,4,37,21,5,11,56,41,8,4,10,2,1,6,7,0,0,6,0,0,0,0,0,0,0,0,106,88,2,12,24,13,0,8,-16,-12,0,-2,59400000,0.014731,pre-covid
Colin Wilson,F,NSH,2010-11,20,Entry-Level,875000,L,2,4,0,0,8,82,0.06000000000000005,0,-0.05,-0.050000000000000044,53,19,13,7,-37,11,7,3,0,80,9,65407,56345,14,8100,101,79,0,18,16,14,0,2,38,37,0,1,24,21,0,2,41,34,0,6,11,9,0,2,6,5,0,1,108,54,0,49,120,65,4,0,24,24,0,0,18,14,0,4,8,10,0,0,59400000,0.014731,pre-covid
