player,team,position,season,games_played,cap_hit,projected_cap_hit
Ivan Provorov,PHI,D,2016-17,82,894167,919243.94
Nikolaj Ehlers,WPG,F,2016-17,82,894167,918891.19
Patrik Laine,WPG,F,2016-17,73,925000,917705.81
Jack Eichel,BUF,F,2016-17,61,925000,916223.44
Damon Severson,N.J,D,2016-17,80,605833,915842.25
Sam Reinhart,BUF,F,2016-17,79,894167,915797.44
Shayne Gostisbehere,PHI,D,2016-17,76,925000,906313
Mitchell Marner,TOR,F,2016-17,77,894167,905677.69
Brett Connolly,WSH,F,2016-17,65,850000,899488.5
Auston Matthews,TOR,F,2016-17,82,925000,897904.5
Matthew Tkachuk,CGY,F,2016-17,76,925000,897131.56
Alexander Wennberg,CBJ,F,2016-17,80,925000,895589.5
William Nylander,TOR,F,2016-17,81,894167,892409.44
Jonathan Drouin,T.B,F,2016-17,73,894167,891175
Leon Draisaitl,EDM,F,2016-17,81,925000,890205.88
Ryan Murphy,CAR,D,2016-17,27,787500,889657.5
Travis Konecny,PHI,F,2016-17,70,894167,888337.38
Lawson Crouse,ARI,F,2016-17,70,894167,888307.94
Jakob Chychrun,ARI,D,2016-17,67,925000,886782.44
Pavel Zacha,N.J,F,2016-17,70,894167,881082.75
Artemi Panarin,CHI,F,2016-17,82,812500,878905.81
Troy Stecher,VAN,D,2016-17,71,925000,878119.19
David Pastrnak,BOS,F,2016-17,75,925000,877025.19
Miles Wood,N.J,F,2016-17,60,925000,873877.75
Robby Fabbri,STL,F,2016-17,51,894167,867015.75
Klas Dahlbeck,CAR,D,2016-17,43,750000,866727.62
Max Domi,ARI,F,2016-17,57,863333,865543.5
Andreas Martinsen,MTL,F,2016-17,63,640000,855720.31
Sam Bennett,CGY,F,2016-17,81,925000,853451.44
Kevin Fiala,NSH,F,2016-17,54,863333,852508.81
Bo Horvat,VAN,F,2016-17,81,894167,850994.75
Eric Gelinas,COL,D,2016-17,26,1575000,849485.94
Brendan Perlini,ARI,F,2016-17,56,863333,848966.69
Brayden Point,T.B,F,2016-17,68,686667,848889.81
Anthony Duclair,ARI,F,2016-17,56,772500,848791.12
Artturi Lehkonen,MTL,F,2016-17,73,839166,848739.06
Ben Hutton,VAN,D,2016-17,71,896250,848665.31
Nikita Zadorov,COL,D,2016-17,55,894167,848582.44
Kyle Connor,WPG,F,2016-17,20,925000,847332.5
Timo Meier,S.J,F,2016-17,34,894167,846967.44
Brandon Carlo,BOS,D,2016-17,82,789167,844762.88
Colton Parayko,STL,D,2016-17,81,858750,843518.12
Nikita Zaitsev,TOR,D,2016-17,82,925000,840057.81
Nick Ritchie,ANA,F,2016-17,77,894167,837671.69
Shea Theodore,ANA,D,2016-17,34,863333,836787.25
Devin Shore,DAL,F,2016-17,82,870000,835507.5
Anthony Beauvillier,NYI,F,2016-17,66,894167,834585.69
Jimmy Vesey,NYR,F,2016-17,79,925000,834564.81
Denis Malgin,FLA,F,2016-17,46,690000,833129
Viktor Arvidsson,NSH,F,2016-17,80,631667,832653
Andreas Athanasiou,DET,F,2016-17,64,628333,829425
Brady Skjei,NYR,D,2016-17,79,925000,826283.31
Ondrej Kase,ANA,F,2016-17,53,670000,825787.88
Christian Dvorak,ARI,F,2016-17,76,839167,825072.5
Adam Erne,T.B,F,2016-17,26,874167,823026.69
Phillip Di Giuseppe,CAR,F,2016-17,36,817500,821976.69
Austin Watson,NSH,F,2016-17,77,575000,821880.75
Oscar Lindberg,NYR,F,2016-17,65,650000,819256.75
Kevin Labanc,S.J,F,2016-17,54,717500,818242.62
Esa Lindell,DAL,D,2016-17,73,745833,817683.19
Gustav Forsling,CHI,D,2016-17,38,872500,816669.69
Connor Brown,TOR,F,2016-17,82,686667,816491.19
Anthony Mantha,DET,F,2016-17,60,863333,815485.06
Nikita Tryamkin,VAN,D,2016-17,66,925000,814593.5
Adrian Kempe,L.A,F,2016-17,25,894167,814214.25
Ryan Hartman,CHI,F,2016-17,76,863333,813639
Jaccob Slavin,CAR,D,2016-17,82,742500,811638.25
Darnell Nurse,EDM,D,2016-17,43,863333,811287
Jared McCann,FLA,F,2016-17,29,894167,809570.62
Frank Vatrano,BOS,F,2016-17,44,792500,808735
Nick Schmaltz,CHI,F,2016-17,61,925000,808477.81
Curtis Lazar,CGY,F,2016-17,37,894167,808366.19
Drake Caggiula,EDM,F,2016-17,59,925000,808014.31
Nick Lappin,N.J,F,2016-17,43,842500,807358
Brett Pesce,CAR,D,2016-17,82,809167,806689.44
Tyler Motte,CHI,F,2016-17,33,925000,805800.69
Adam Pelech,NYI,D,2016-17,44,854333,805270.62
Brock McGinn,CAR,F,2016-17,57,811667,804424.56
Steven Santini,N.J,D,2016-17,38,925000,802442.94
William Carrier,BUF,F,2016-17,41,689167,798552.5
Austin Czarnik,BOS,F,2016-17,49,817500,798006.69
Laurent Dauphin,ARI,F,2016-17,23,745000,797065.44
Joseph Blandisi,N.J,F,2016-17,27,648333,793871.5
Ben Smith,TOR,F,2016-17,40,675000,793604.56
Andrew Copp,WPG,F,2016-17,64,925000,793109.19
Joshua Ho-Sang,NYI,F,2016-17,21,863333,792637.56
Nick Cousins,PHI,F,2016-17,60,840000,791239.31
Marko Dano,WPG,F,2016-17,38,925000,790926.38
Pavel Buchnevich,NYR,F,2016-17,41,925000,789707.06
Joonas Donskoi,S.J,F,2016-17,60,925000,787970.25
Scott Mayfield,NYI,D,2016-17,25,625000,787800
Justin Bailey,BUF,F,2016-17,32,670000,787538.69
Reid Boucher,VAN,F,2016-17,39,715000,786323.81
Radek Faksa,DAL,F,2016-17,80,863333,786269.62
Jake Guentzel,PIT,F,2016-17,40,734167,784928.5
Vinnie Hinostroza,CHI,F,2016-17,49,717500,783104.56
Michael McCarron,MTL,F,2016-17,31,863333,781563.38
Nikita Soshnikov,TOR,F,2016-17,56,736666,780798.62
Oliver Bjorkstrand,CBJ,F,2016-17,26,655833,779905.06
Evan Rodrigues,BUF,F,2016-17,30,842500,779592.69
Slater Koekkoek,T.B,D,2016-17,29,894167,778771.38
Brendan Gaunce,VAN,F,2016-17,57,863333,778751
Zach Hyman,TOR,F,2016-17,82,900000,777359.75
Markus Nutivaara,CBJ,D,2016-17,66,817500,777309.5
Brett Kulak,CGY,D,2016-17,21,656667,776614.56
Brandon Tanev,WPG,F,2016-17,51,874125,775515.88
J.T. Compher,COL,F,2016-17,21,925000,774826.19
Chris Tierney,S.J,F,2016-17,79,711667,773425.44
Josh Anderson,CBJ,F,2016-17,78,678333,772075.56
Kyle Rau,FLA,F,2016-17,23,858750,769796.06
Ryan Dzingel,OTT,F,2016-17,81,750000,768421.25
Anton Slepyshev,EDM,F,2016-17,41,925000,766536.12
Ryan Sproul,DET,D,2016-17,27,625000,765495.69
Jake Dotchin,T.B,D,2016-17,35,616667,765375
Matt Puempel,NYR,F,2016-17,40,900000,764939.06
Paul LaDue,L.A,D,2016-17,22,925000,759576.12
Brandon Montour,ANA,D,2016-17,27,925000,759516.75
Blake Coleman,N.J,F,2016-17,23,680000,753607.62
Ivan Barbashev,STL,F,2016-17,30,741667,752177.75
Conor Sheary,PIT,F,2016-17,61,667500,751457.5
Freddie Hamilton,CGY,F,2016-17,26,612500,751099.81
Roman Lyubimov,PHI,F,2016-17,47,925000,747748.06
Jimmy Hayes,BOS,F,2016-17,58,2300000,747305.56
Kevin Gravel,L.A,D,2016-17,49,667500,741438.69
Derek Forbort,L.A,D,2016-17,82,650000,738497.44
Joseph Cramarossa,VAN,F,2016-17,59,724500,737994.75
Jordan Martinook,ARI,F,2016-17,75,612500,735838.19
Logan Shaw,ANA,F,2016-17,55,660000,734053
Garnet Hathaway,CGY,F,2016-17,26,690000,730236.44
Nick Jensen,DET,D,2016-17,49,587500,728765
Michael Chaput,VAN,F,2016-17,68,600000,728057
Derek Grant,BUF,F,2016-17,46,650000,724434.44
Michael Sgarbossa,FLA,F,2016-17,38,600000,723947.5
Adam Clendening,NYR,D,2016-17,31,600000,723455.5
Adam Clendening,NYR,D,2016-17,31,600000,723455.5
Yohann Auvitu,N.J,D,2016-17,25,792500,722550.81
Dylan DeMelo,S.J,D,2016-17,25,650000,719473.69
Noel Acciari,BOS,F,2016-17,29,792500,719297.38
Stefan Noesen,N.J,F,2016-17,44,600000,718209.31
Stefan Noesen,N.J,F,2016-17,44,600000,718209.31
Fredrik Claesson,OTT,D,2016-17,33,700000,715588.75
Tanner Kero,CHI,F,2016-17,47,667500,714241.12
Tim Schaller,BOS,F,2016-17,59,600000,712835.62
Nic Dowd,L.A,F,2016-17,70,640000,712038.25
Greg McKegg,T.B,F,2016-17,45,700000,711454.5
Tyler Pitlick,EDM,F,2016-17,30,725000,710209.38
Matt Tennyson,CAR,D,2016-17,45,675000,706776.12
Colton Sissons,NSH,F,2016-17,58,625000,706150.25
Scott Harrington,CBJ,D,2016-17,22,632500,699215.62
Seth Griffith,FLA,F,2016-17,24,625000,697395.12
Jordan Weal,PHI,F,2016-17,23,650000,696612.19
Tyler Graovac,MIN,F,2016-17,52,625000,693812.31
Yanni Gourde,T.B,F,2016-17,20,575000,692072
Lukas Sedlak,CBJ,F,2016-17,62,600000,684798.81
Derek Ryan,CAR,F,2016-17,67,600000,684670.19
Paul Thompson,FLA,F,2016-17,21,575000,683982.88
Devin Setoguchi,L.A,F,2016-17,45,575000,676942.19
Luke Witkowski,T.B,F,2016-17,34,575000,675291.81
Jordan Schroeder,MIN,F,2016-17,37,650000,672415.38
Eric Gryba,EDM,D,2016-17,40,950000,670608.56
Chad Ruhwedel,PIT,D,2016-17,34,575000,666044.56
Chad Ruhwedel,PIT,D,2016-17,34,575000,666044.56
Matt Bartkowski,CGY,D,2016-17,24,612500,665277.94
Gabriel Dumont,T.B,F,2016-17,39,575000,652950.94
Tom Pyatt,OTT,F,2016-17,82,800000,652018.31
Matt Irwin,NSH,D,2016-17,74,575000,638218
Jared Boll,ANA,F,2016-17,51,900000,629320.56
Taylor Fedun,BUF,D,2016-17,27,600000,623015.44
Carter Rowney,PIT,F,2016-17,27,612500,619040.06
Nicolas Deslauriers,BUF,F,2016-17,42,775000,617076.44
Micheal Haley,S.J,F,2016-17,58,625000,596499.69
Stephen Gionta,NYI,F,2016-17,26,575000,540092.81
