player,position,team,season,age,type,cap_hit,shoots_catches,skater_stats_power_play_goals,skater_stats_power_play_assists,skater_stats_short_handed_goals,skater_stats_short_handed_assists,plusMinus,games_played,diff_all_corsi_percentage,diff_5on5_corsi_percentage,diff_4on5_corsi_percentage,diff_5on4_corsi_percentage,diff_all_shots_on_goal,diff_all_goals,diff_all_high_danger_shots,diff_all_high_danger_goals,diff_5on5_shots_on_goal,diff_5on5_goals,diff_5on5_high_danger_shots,diff_5on5_high_danger_goals,diff_4on5_goals,diff_5on4_shots_on_goal,diff_5on4_goals,all_icetime,x5on5_icetime,x4on5_icetime,x5on4_icetime,all_i_f_shots_on_goal,x5on5_i_f_shots_on_goal,x4on5_i_f_shots_on_goal,x5on4_i_f_shots_on_goal,all_i_f_goals,x5on5_i_f_goals,x4on5_i_f_goals,x5on4_i_f_goals,all_i_f_hits,x5on5_i_f_hits,x4on5_i_f_hits,x5on4_i_f_hits,all_i_f_takeaways,x5on5_i_f_takeaways,x4on5_i_f_takeaways,x5on4_i_f_takeaways,all_i_f_giveaways,x5on5_i_f_giveaways,x4on5_i_f_giveaways,x5on4_i_f_giveaways,all_i_f_high_danger_shots,x5on5_i_f_high_danger_shots,x4on5_i_f_high_danger_shots,x5on4_i_f_high_danger_shots,all_i_f_high_danger_goals,x5on5_i_f_high_danger_goals,x4on5_i_f_high_danger_goals,x5on4_i_f_high_danger_goals,all_faceoffs_won,x5on5_faceoffs_won,x4on5_faceoffs_won,x5on4_faceoffs_won,all_faceoffs_lost,x5on5_faceoffs_lost,x4on5_faceoffs_lost,x5on4_faceoffs_lost,all_shots_blocked_by_player,x5on5_shots_blocked_by_player,x4on5_shots_blocked_by_player,x5on4_shots_blocked_by_player,all_assists,x5on5_assists,x4on5_assists,x5on4_assists,all_diff_penalty_minutes,x5on5_diff_penalty_minutes,x4on5_diff_penalty_minutes,x5on4_diff_penalty_minutes,total_cap,percent_cap_hit,covid
Derek MacKenzie,F,CBJ,2012-13,31,Standard (1-way),1000000,L,0,0,0,0,1,43,-0.16000000000000003,-0.08000000000000002,-0.12000000000000001,-0.19999999999999996,-114,-5,-9,-1,-63,2,-7,3,-5,1,0,26674,22644,3688,106,33,33,0,0,3,3,0,0,122,119,2,1,12,9,3,0,5,5,0,0,1,0,0,0,0,0,0,0,192,158,27,4,131,100,0,4,19,15,0,0,5,5,0,0,10,12,-2,0,60000000,0.016667,pre-covid
Colton Orr,F,TOR,2012-13,30,Standard (1-way),1000000,R,0,0,0,0,3,44,-0.07,-0.06,-0.06,-0.81,-45,4,-5,3,-43,4,-4,3,0,0,0,16870,16724,13,107,13,13,0,0,1,1,0,0,78,78,0,0,4,4,0,0,5,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,17,16,0,0,3,3,0,0,-28,-26,0,-2,60000000,0.016667,pre-covid
Maxim Lapierre,F,VAN,2012-13,27,Standard (1-way),1000000,R,0,0,0,0,-5,48,-0.17000000000000004,-0.12000000000000005,-0.06000000000000001,0.14,-124,-15,0,-2,-59,-8,0,1,-8,2,0,36275,30957,4567,242,54,46,6,1,4,4,0,0,116,113,3,0,14,9,4,0,13,13,0,0,5,2,2,0,2,2,0,0,274,216,46,2,268,190,4,23,18,13,0,0,6,5,0,0,-22,-20,-2,2,60000000,0.016667,pre-covid
B.J. Crombeen,F,T.B,2012-13,26,Standard (1-way),1000000,R,0,0,0,0,4,44,-0.07999999999999996,-0.019999999999999962,-0.020000000000000004,-0.82,-64,-3,-10,-2,-14,3,-2,2,-7,0,0,29258,24446,4471,45,50,44,4,0,1,0,0,0,44,42,2,0,11,9,2,0,7,6,1,0,3,2,0,0,1,0,0,0,4,3,1,0,16,10,0,0,15,9,0,0,7,7,0,0,-16,-16,0,0,60000000,0.016667,pre-covid
Kurtis Foster,D,PHI,2012-13,30,Standard (1-way),950000,R,1,0,0,0,0,23,-0.010000000000000009,-0.04999999999999999,0.36,0.020000000000000018,-36,4,1,8,-52,-1,-1,6,0,21,4,18066,15737,152,1821,21,17,0,3,1,0,0,1,16,15,0,1,3,2,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,0,0,4,4,0,0,-10,-10,0,0,60000000,0.015833,pre-covid
Mike Weber,D,BUF,2012-13,24,Standard (1-way),950000,L,0,0,0,1,3,42,-0.12,-0.050000000000000044,0,-0.06000000000000005,-182,-12,-17,-6,-90,-1,2,2,-11,1,0,46276,38355,6517,204,25,20,1,0,1,1,0,0,122,105,15,0,5,3,2,0,25,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,72,0,8,6,5,1,0,-30,-24,-8,2,60000000,0.015833,pre-covid
Joey Crabb,F,WSH,2012-13,29,Standard (1-way),950000,R,0,0,0,0,-1,26,-0.08999999999999997,-0.06,-0.03,-0.81,-43,-6,-3,-2,-21,-1,-1,0,-4,0,0,14693,12991,1622,46,20,20,0,0,2,2,0,0,24,23,1,0,6,4,2,0,4,4,0,0,1,1,0,0,0,0,0,0,7,6,1,0,27,25,1,0,17,13,0,2,0,0,0,0,-4,-6,0,0,60000000,0.015833,pre-covid
TJ Galiardi,F,S.J,2012-13,24,Standard (1-way),950000,L,1,1,0,0,2,36,-0.020000000000000018,0,0.04999999999999999,-0.050000000000000044,11,0,3,1,13,1,2,-1,-3,14,2,29960,26763,1732,1200,68,59,1,6,5,4,0,1,36,36,0,0,18,18,0,0,14,13,0,1,4,3,0,1,2,1,0,1,5,4,0,1,14,13,1,0,15,11,0,3,9,8,0,1,0,-2,0,0,60000000,0.015833,pre-covid
George Parros,F,FLA,2012-13,32,Standard (1-way),937500,R,0,0,0,0,-15,39,-0.03999999999999998,-0.02999999999999997,-0.1,-0.79,-29,-15,-4,-3,-26,-15,-4,-3,0,0,0,15468,15397,44,14,16,16,0,0,1,1,0,0,53,53,0,0,5,5,0,0,3,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,1,1,0,0,-10,-10,0,0,60000000,0.015625,pre-covid
Chad Ruhwedel,D,BUF,2012-13,22,Entry-Level,925000,R,0,0,0,0,0,7,-0.040000000000000036,-0.06,0.39,-0.76,-21,0,0,-1,-22,0,0,-1,0,0,0,5963,5862,69,2,8,7,0,0,0,0,0,0,7,7,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,1,0,0,0,0,0,0,0,0,60000000,0.015417,pre-covid
Danny DeKeyser,D,DET,2012-13,22,Entry-Level,925000,L,0,0,0,0,4,11,-0.04999999999999993,-0.019999999999999907,0.06000000000000001,0.030000000000000027,0,4,1,1,4,3,1,2,0,6,1,11912,10171,1132,385,15,12,0,2,0,0,0,0,9,7,0,0,5,3,1,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,1,1,1,0,0,-2,-2,0,0,60000000,0.015417,pre-covid
Adam Larsson,D,N.J,2012-13,19,Entry-Level,925000,R,0,0,0,0,4,37,-0.08999999999999997,-0.06999999999999995,0.07999999999999999,-0.5700000000000001,-23,0,-7,0,-1,1,-4,1,0,-3,0,40185,36115,2492,358,30,27,0,0,0,0,0,0,37,35,1,0,17,17,0,0,22,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,37,0,2,6,6,0,0,2,0,0,-2,60000000,0.015417,pre-covid
Jonas Brodin,D,MIN,2012-13,18,Entry-Level,925000,L,1,1,0,0,0,45,-0.030000000000000027,0.030000000000000027,0,-0.08999999999999997,0,-2,1,-2,37,1,6,3,-10,28,5,62613,50829,5312,3329,51,38,0,5,2,0,0,1,17,13,2,0,18,16,0,1,15,14,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,60,45,2,7,9,7,0,1,-4,-4,0,0,60000000,0.015417,pre-covid
Mikhail Grigorenko,F,BUF,2012-13,18,Entry-Level,925000,L,0,0,0,0,-1,25,0.019999999999999962,-0.019999999999999962,-0.14,-0.10999999999999999,-21,-1,0,-4,-30,-1,-3,-4,0,8,0,15353,14193,22,971,31,28,0,2,1,1,0,0,2,2,0,0,7,7,0,0,6,5,0,1,0,0,0,0,0,0,0,0,57,54,0,0,92,87,0,0,2,1,0,0,4,4,0,0,4,4,0,0,60000000,0.015417,pre-covid
Dougie Hamilton,D,BOS,2012-13,19,Entry-Level,925000,R,2,3,0,0,4,42,0.07999999999999996,0.020000000000000018,0.17,0.010000000000000009,115,9,-1,2,68,6,-7,-1,-1,46,5,43163,36986,647,4663,83,63,0,18,5,2,0,2,59,56,0,3,8,7,0,0,27,24,0,3,4,0,0,3,3,0,0,2,0,0,0,0,0,0,0,0,33,30,2,0,11,9,0,2,-12,-12,0,0,60000000,0.015417,pre-covid
Nathan Beaulieu,D,MTL,2012-13,19,Entry-Level,925000,L,0,0,0,0,5,6,0.019999999999999907,0.010000000000000009,0.53,-0.050000000000000044,16,5,6,1,14,5,4,1,0,4,0,5533,4620,51,782,8,5,0,3,0,0,0,0,3,2,0,0,1,1,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,2,2,0,0,0,0,0,0,60000000,0.015417,pre-covid
Alex Galchenyuk,F,MTL,2012-13,18,Entry-Level,925000,L,0,2,0,0,10,48,0.010000000000000009,-0.020000000000000018,0.75,-0.010000000000000009,56,18,15,7,24,15,11,5,0,26,3,35484,31912,77,2788,79,66,0,10,9,9,0,0,23,23,0,0,9,8,0,0,8,6,0,2,9,8,0,1,4,4,0,0,59,52,0,6,79,63,0,0,25,25,0,0,18,16,0,1,-6,-4,0,-2,60000000,0.015417,pre-covid
Filip Forsberg,F,NSH,2012-13,17,Entry-Level,925000,R,0,0,0,0,-5,5,0.020000000000000018,-0.04999999999999999,0,0.14,-1,-5,-2,-4,-8,-3,0,-2,0,7,0,4643,3842,0,601,14,13,0,1,0,0,0,0,3,3,0,0,3,3,0,0,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,60000000,0.015417,pre-covid
Gabriel Landeskog,F,COL,2012-13,19,Entry-Level,925000,L,0,2,3,0,-4,36,0.07,0.020000000000000018,0.06999999999999999,0.030000000000000027,48,-2,13,5,32,-2,13,8,-5,46,6,41744,31001,3901,5025,109,80,8,10,9,5,3,0,86,72,7,5,21,16,3,1,15,8,1,4,10,6,1,0,4,2,1,0,6,3,1,0,12,4,0,3,32,22,0,10,8,6,0,1,4,6,2,-4,60000000,0.015417,pre-covid
Matt Tennyson,D,S.J,2012-13,22,Entry-Level,925000,R,0,0,0,0,2,4,0.050000000000000044,0.06999999999999995,0,-0.9,15,2,0,-1,15,2,0,-1,0,0,0,3771,3682,25,10,8,8,0,0,0,0,0,0,4,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,-2,-2,0,0,60000000,0.015417,pre-covid
Scott Laughton,F,PHI,2012-13,18,Entry-Level,925000,L,0,0,0,0,0,5,-0.09000000000000002,-0.10000000000000003,0,0.14,-8,-1,-2,-1,-8,0,-1,0,-1,1,0,3455,3310,14,131,10,10,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,24,24,0,0,1,1,0,0,0,0,0,0,2,2,0,0,60000000,0.015417,pre-covid
Sean Couturier,F,PHI,2012-13,19,Entry-Level,925000,L,0,4,0,0,-8,46,-0.010000000000000009,0.010000000000000009,0.020000000000000018,-0.030000000000000027,-4,-19,1,-6,13,-8,0,2,-15,34,5,43854,31227,6431,4036,75,55,6,6,4,4,0,0,31,30,1,0,26,20,4,1,19,16,1,1,9,5,1,2,2,2,0,0,243,192,25,13,310,236,11,29,27,18,1,4,11,6,0,4,0,-2,0,0,60000000,0.015417,pre-covid
Cameron Schilling,D,WSH,2012-13,23,Entry-Level,925000,L,0,0,0,0,-1,1,-0.040000000000000036,-0.08999999999999997,0.85,0,-2,-1,-1,-1,-2,-1,-1,-1,0,0,0,718,714,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,60000000,0.015417,pre-covid
Jonathan Marchessault,F,CBJ,2012-13,21,Entry-Level,925000,R,0,0,0,0,-1,2,-0.06,-0.08999999999999997,0,-0.2799999999999999,-6,-1,1,0,-6,-1,0,0,0,0,0,1313,1205,0,106,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,60000000,0.015417,pre-covid
Justin Schultz,D,EDM,2012-13,21,Entry-Level,925000,R,4,11,0,0,-17,48,0.07,-0.010000000000000009,0.030000000000000013,0.05999999999999994,-29,-5,-2,3,-118,-17,-15,-3,-7,77,16,61775,49049,1481,8300,85,46,2,26,8,4,0,3,15,12,2,0,15,11,0,3,34,29,1,3,3,1,0,2,2,0,0,2,0,0,0,0,1,0,0,1,35,32,1,1,19,7,0,9,-2,-4,0,2,60000000,0.015417,pre-covid
Ryan Nugent-Hopkins,F,EDM,2012-13,19,Entry-Level,925000,L,2,9,0,0,3,40,0.17000000000000004,0.08000000000000002,0.09000000000000001,0.12,105,21,15,13,11,1,-2,0,0,68,17,45277,35794,474,6735,78,57,0,13,4,2,0,2,27,25,0,1,22,21,0,1,11,5,0,6,6,1,0,5,2,0,0,2,226,190,1,18,325,292,7,3,27,25,0,0,20,9,0,7,16,12,2,-2,60000000,0.015417,pre-covid
Nail Yakupov,F,EDM,2012-13,18,Entry-Level,925000,L,6,4,0,0,-4,48,0.06,-0.030000000000000027,-0.09,-0.08999999999999997,-15,10,-3,4,-83,1,-8,-3,0,59,10,41938,34115,4,6613,81,52,0,19,17,10,0,3,41,39,0,1,18,13,0,3,23,22,0,0,9,4,0,2,7,2,0,2,0,0,0,0,6,4,0,0,14,11,0,0,14,10,0,4,-6,-2,0,-4,60000000,0.015417,pre-covid
Andrej Sustr,D,T.B,2012-13,21,Entry-Level,925000,R,0,0,0,0,1,2,-0.06000000000000005,-0.08000000000000007,0,-0.88,4,1,0,0,4,1,0,0,0,0,0,1286,1269,0,17,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,60000000,0.015417,pre-covid
Brian Flynn,F,BUF,2012-13,23,Entry-Level,925000,R,0,0,1,0,6,26,0.030000000000000027,0.04999999999999999,0.04000000000000001,-0.14,-7,3,-6,-2,5,6,-2,0,-1,2,-1,22901,19925,1454,760,49,41,1,3,6,5,1,0,10,8,0,1,9,9,0,0,3,2,0,0,3,2,1,0,2,1,1,0,24,19,3,0,36,27,2,1,20,16,0,1,5,5,0,0,8,6,0,2,60000000,0.015417,pre-covid
Rickard Rakell,F,ANA,2012-13,19,Entry-Level,925000,R,0,0,0,0,-2,4,-0.22999999999999998,-0.26,0,-0.75,-8,-2,2,0,-8,-2,2,0,0,0,0,2148,2124,0,24,3,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000000,0.015417,pre-covid
Torey Krug,D,BOS,2012-13,21,Entry-Level,916667,L,3,1,0,0,4,1,0.05999999999999994,-0.05999999999999994,-0.5,-0.10999999999999999,5,0,0,0,0,-1,0,0,0,4,1,947,658,95,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,60000000,0.015278,pre-covid
Bill Sweatt,F,VAN,2012-13,23,Entry-Level,900000,L,0,0,0,0,-1,1,-0.22000000000000003,-0.26999999999999996,0,0,-6,-1,-1,0,-6,-1,-1,0,0,0,0,744,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000000,0.015,pre-covid
Alexander Burmistrov,F,WPG,2012-13,20,Entry-Level,900000,L,0,0,0,0,0,44,0.010000000000000009,0.030000000000000027,0.04999999999999999,0.030000000000000027,-11,-4,-3,-2,-8,0,-2,-1,-5,28,1,41289,34412,4022,2388,55,50,1,3,4,4,0,0,106,93,7,5,22,19,3,0,17,14,2,1,5,4,0,1,1,1,0,0,142,120,15,7,159,128,3,17,16,12,0,2,6,6,0,0,12,12,0,0,60000000,0.015,pre-covid
Austin Watson,F,NSH,2012-13,20,Entry-Level,900000,R,0,0,0,0,-2,6,0,0,-0.29,-0.039999999999999925,3,-2,1,-1,6,-2,1,-1,0,1,0,4574,3977,182,372,4,4,0,0,1,1,0,0,2,2,0,0,3,3,0,0,3,2,0,1,0,0,0,0,0,0,0,0,19,18,0,1,25,24,1,0,2,2,0,0,0,0,0,0,0,0,0,0,60000000,0.015,pre-covid
Mark Pysyk,D,BUF,2012-13,20,Entry-Level,900000,R,1,0,0,0,-7,19,0.040000000000000036,0.020000000000000018,-0.08,0.18000000000000005,-43,-6,-2,0,-48,-7,-1,0,0,10,1,18557,16817,360,881,21,17,0,2,1,0,0,1,6,6,0,0,3,2,0,0,9,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,4,4,0,0,6,4,0,0,60000000,0.015,pre-covid
Jacob Josefson,F,N.J,2012-13,21,Entry-Level,900000,L,0,0,0,0,-10,22,-0.11000000000000004,-0.030000000000000027,-0.12,-0.010000000000000009,-35,-17,-5,-8,-6,-9,0,-2,-6,3,0,17136,13592,2255,952,20,15,3,0,1,1,0,0,12,12,0,0,10,8,2,0,5,5,0,0,3,1,2,0,0,0,0,0,114,88,16,7,122,86,5,19,7,4,0,3,2,2,0,0,4,4,0,0,60000000,0.015,pre-covid
Charlie Coyle,F,MIN,2012-13,20,Entry-Level,900000,R,1,0,0,0,-1,37,0.06999999999999995,0.07000000000000006,0.03,0,77,2,7,1,65,1,3,0,-2,25,1,33439,29584,847,1643,50,45,0,5,8,7,0,1,50,49,0,0,14,14,0,0,9,9,0,0,5,4,0,1,3,2,0,1,9,6,1,2,17,16,0,0,9,8,0,1,6,6,0,0,9,9,0,0,60000000,0.015,pre-covid
Mikael Granlund,F,MIN,2012-13,20,Entry-Level,900000,L,0,2,0,0,-4,27,-0.030000000000000027,-0.09000000000000002,-0.23,-0.050000000000000044,-22,-2,4,0,-52,-5,-2,-2,0,23,2,21347,18237,21,2785,36,34,0,2,2,2,0,0,15,15,0,0,8,8,0,0,10,6,0,4,2,2,0,0,0,0,0,0,97,85,0,9,109,94,1,0,8,8,0,0,6,4,0,2,0,0,0,-2,60000000,0.015,pre-covid
Jordan Schroeder,F,VAN,2012-13,21,Entry-Level,900000,R,1,0,0,0,0,31,0.07999999999999996,-0.010000000000000009,0,-0.040000000000000036,47,5,0,1,5,0,-4,-1,0,42,3,25506,20457,64,4393,28,21,0,7,3,2,0,1,10,10,0,0,14,13,0,1,5,3,0,1,2,2,0,0,2,2,0,0,140,113,0,19,181,152,3,0,11,11,0,0,6,4,0,0,-2,-2,0,0,60000000,0.015,pre-covid
Nick Leddy,D,CHI,2012-13,21,Entry-Level,900000,L,2,6,0,0,7,48,0.08999999999999997,0.010000000000000009,-0.08,-0.010000000000000009,154,25,13,15,64,10,2,7,0,68,9,50168,41490,22,7390,65,44,0,15,6,3,0,2,38,36,0,0,12,9,0,3,18,17,0,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,39,36,0,0,12,5,0,6,-6,-6,0,0,60000000,0.015,pre-covid
Anders Lee,F,NYI,2012-13,21,Entry-Level,900000,L,0,0,0,0,-3,2,-0.06000000000000005,-0.050000000000000044,0,0,-5,-3,-2,-2,-5,-3,-2,-2,0,0,0,984,984,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,1,1,0,0,0,0,0,0,60000000,0.015,pre-covid
Brett Connolly,F,T.B,2012-13,20,Entry-Level,900000,R,1,0,0,0,-3,5,0.08999999999999997,0.020000000000000018,0,-0.07000000000000006,-8,-2,-1,-1,-11,-3,-1,-1,0,3,1,3082,2546,0,536,10,7,0,3,1,0,0,1,2,2,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,60000000,0.015,pre-covid
Reilly Smith,F,DAL,2012-13,21,Entry-Level,900000,L,0,0,0,0,0,37,0.07000000000000006,0.050000000000000044,-0.1,0.030000000000000027,-8,-3,-9,-4,-6,0,-3,0,-5,15,2,24236,21081,870,2152,34,33,0,1,3,3,0,0,18,17,0,1,14,10,3,1,13,12,0,1,3,3,0,0,0,0,0,0,3,3,0,0,1,1,0,0,6,5,0,1,6,6,0,0,8,8,0,0,60000000,0.015,pre-covid
Jeff Skinner,F,CAR,2012-13,20,Entry-Level,900000,L,5,4,0,0,-21,42,0.09999999999999998,0.010000000000000009,0.16999999999999998,0.010000000000000009,120,-6,5,-8,28,-14,-10,-10,-1,83,12,46528,37570,215,6399,159,119,0,25,13,7,0,3,21,17,0,2,37,35,0,1,17,14,0,3,24,12,0,3,6,1,0,2,21,18,1,0,23,19,0,1,11,8,0,0,11,6,0,3,26,24,0,-2,60000000,0.015,pre-covid
Mattias Ekholm,D,NSH,2012-13,22,Entry-Level,900000,L,0,0,0,0,-1,1,0.13,0.06999999999999995,0,0.32999999999999996,5,-1,0,-1,5,-1,0,-1,0,0,0,965,902,0,63,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000000,0.015,pre-covid
Matt Read,F,PHI,2012-13,26,Standard (1-way),900000,R,1,2,0,0,1,42,0,0.009999999999999953,0.04000000000000001,0.040000000000000036,-2,6,-13,2,-19,0,-10,3,-4,49,7,45404,34387,4982,4567,72,60,5,4,11,9,0,1,49,45,2,0,17,12,2,1,16,10,0,5,12,8,1,2,7,6,0,1,14,10,1,2,34,27,2,3,32,26,2,3,13,10,0,1,14,12,2,0,60000000,0.015,pre-covid
Christopher Tanev,D,VAN,2012-13,22,Entry-Level,900000,R,0,0,0,0,4,38,-0.06000000000000005,-0.010000000000000009,0.08000000000000002,-0.020000000000000018,-17,1,1,-3,17,3,4,-2,-2,3,0,39419,34843,3693,271,20,18,0,0,2,1,0,0,14,12,2,0,13,10,2,0,14,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,52,0,2,5,5,0,0,6,8,-4,0,60000000,0.015,pre-covid
Oliver Ekman-Larsson,D,ARI,2012-13,20,Entry-Level,900000,L,0,8,0,0,5,48,0.010000000000000009,0,0.010000000000000009,0.050000000000000044,16,2,7,1,0,6,13,5,-16,93,8,72277,50465,8295,9799,101,61,5,22,3,3,0,0,73,54,7,5,21,15,5,0,23,13,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,28,2,4,21,11,0,4,10,4,2,2,60000000,0.015,pre-covid
Vladimir Tarasenko,F,STL,2012-13,20,Entry-Level,900000,L,3,2,0,0,1,38,0.13,0.06999999999999995,-0.13,-0.040000000000000036,110,13,8,2,51,1,-2,-4,0,53,12,30575,25776,81,3949,75,65,0,9,8,5,0,3,28,26,0,1,14,14,0,0,6,6,0,0,6,4,0,2,3,1,0,2,1,1,0,0,0,0,0,0,7,7,0,0,11,8,0,2,12,10,0,0,60000000,0.015,pre-covid
Magnus Paajarvi,F,EDM,2012-13,21,Entry-Level,900000,L,2,0,1,0,-1,42,0.02999999999999997,0,-0.010000000000000009,-0.050000000000000044,-30,1,-6,-2,-49,1,-2,-1,-2,30,5,35608,30299,947,3402,75,66,2,5,9,6,1,2,24,23,0,1,9,7,1,1,10,9,1,0,7,4,0,2,4,2,0,2,4,3,0,1,8,7,0,0,23,22,0,0,7,7,0,0,-4,-2,0,0,60000000,0.015,pre-covid
Nick Bjugstad,F,FLA,2012-13,19,Entry-Level,900000,R,0,0,0,0,-8,11,0,-0.04999999999999999,-0.04,0.040000000000000036,-18,-8,1,-1,-28,-7,-3,-1,0,10,0,10039,9271,54,654,17,14,0,3,1,1,0,0,17,17,0,0,3,3,0,0,2,2,0,0,1,0,0,1,0,0,0,0,53,45,1,6,79,74,0,1,2,2,0,0,0,0,0,0,0,0,0,0,60000000,0.015,pre-covid
Erik Gudbranson,D,FLA,2012-13,20,Entry-Level,900000,R,0,1,0,0,-22,32,-0.07,-0.030000000000000027,-0.07,0.04999999999999993,-87,-30,-10,-3,-48,-22,-1,-1,-9,15,1,35997,31261,3037,1233,49,41,0,6,0,0,0,0,80,67,10,0,2,0,0,0,16,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,26,0,2,4,2,0,1,-27,-13,-14,0,60000000,0.015,pre-covid
Jay Beagle,F,WSH,2012-13,26,Standard (1-way),900000,R,0,0,0,0,-6,48,-0.10999999999999999,-0.02999999999999997,0,0.15000000000000002,-129,-9,-4,-1,-34,-3,-1,0,-7,1,0,34862,28123,5739,326,56,52,3,0,2,2,0,0,55,53,1,0,18,11,7,0,12,9,3,0,6,6,0,0,1,1,0,0,249,170,60,5,195,139,5,18,23,16,0,3,6,6,0,0,-10,-8,-2,0,60000000,0.015,pre-covid
Marcus Johansson,F,WSH,2012-13,21,Entry-Level,900000,L,3,2,0,1,0,34,0.020000000000000018,0.010000000000000009,-0.020000000000000004,-0.050000000000000044,-33,6,5,-2,-14,3,1,-5,0,28,4,33835,27730,1887,3069,40,32,1,7,6,3,0,3,14,12,1,1,15,12,2,1,19,15,2,2,5,0,0,5,2,0,0,2,40,25,4,7,47,38,1,5,6,5,0,0,16,13,1,1,22,18,0,2,60000000,0.015,pre-covid
David Rundblad,D,ARI,2012-13,21,Entry-Level,900000,R,0,0,0,0,-5,8,0.040000000000000036,-0.08000000000000002,-0.29,0.15999999999999992,10,-6,-4,-1,-8,-5,-4,0,-1,21,0,6592,4643,148,1762,9,7,0,2,0,0,0,0,7,6,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,1,1,0,0,4,2,0,0,60000000,0.015,pre-covid
Ben Hanowski,F,CGY,2012-13,21,Entry-Level,900000,L,0,0,0,0,0,5,-0.019999999999999962,-0.06,0.73,-0.25,-19,0,-1,0,-20,0,-1,0,0,1,0,3988,3877,44,47,4,4,0,0,1,1,0,0,8,8,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000000,0.015,pre-covid
Drew Shore,F,FLA,2012-13,21,Entry-Level,900000,R,1,2,1,0,-10,43,0.07000000000000006,0.07000000000000006,0.03,0.07999999999999996,118,-10,13,4,103,-11,16,4,-3,29,4,40782,35666,2207,2413,96,81,4,8,3,1,0,1,37,36,0,1,19,16,2,1,10,8,0,2,12,10,0,1,3,1,0,1,212,179,9,20,231,197,11,8,18,18,0,0,10,8,0,2,-8,-8,0,0,60000000,0.015,pre-covid
