player,position,team,age,shoots_catches,season,games_played,cap_hit,type,diff_all_corsi_percentage,diff_5on5_corsi_percentage,diff_4on5_corsi_percentage,diff_5on4_corsi_percentage,diff_all_shots_on_goal,diff_all_goals,diff_all_high_danger_shots,diff_all_high_danger_goals,diff_5on5_shots_on_goal,diff_5on5_goals,diff_5on5_high_danger_shots,diff_5on5_high_danger_goals,all_i_f_shots_on_goal,x5on5_i_f_shots_on_goal,x4on5_i_f_shots_on_goal,x5on4_i_f_shots_on_goal,all_i_f_goals,x5on5_i_f_goals,x4on5_i_f_goals,x5on4_i_f_goals,all_i_f_hits,x5on5_i_f_hits,x4on5_i_f_hits,x5on4_i_f_hits,all_i_f_takeaways,x5on5_i_f_takeaways,x4on5_i_f_takeaways,x5on4_i_f_takeaways,all_i_f_giveaways,x5on5_i_f_giveaways,x4on5_i_f_giveaways,x5on4_i_f_giveaways,all_i_f_high_danger_shots,x5on5_i_f_high_danger_shots,x4on5_i_f_high_danger_shots,x5on4_i_f_high_danger_shots,all_i_f_high_danger_goals,x5on5_i_f_high_danger_goals,x4on5_i_f_high_danger_goals,x5on4_i_f_high_danger_goals,all_faceoffs_won,x5on5_faceoffs_won,x4on5_faceoffs_won,x5on4_faceoffs_won,all_faceoffs_lost,x5on5_faceoffs_lost,x4on5_faceoffs_lost,x5on4_faceoffs_lost,all_shots_blocked_by_player,x5on5_shots_blocked_by_player,x4on5_shots_blocked_by_player,x5on4_shots_blocked_by_player,all_assists,x5on5_assists,x4on5_assists,x5on4_assists,all_diff_penalty_minutes,x5on5_diff_penalty_minutes,x4on5_diff_penalty_minutes,x5on4_diff_penalty_minutes,std_all_icetime,std_5on5_icetime,std_5on4_icetime,std_4on5_icetime,std_power_play_goals,std_shorthanded_goals,std_power_play_assists,std_shorthanded_assists,std_plus_minus
Anze Kopitar,F,LAK,33,L,2021-22,81,10000000,Standard (1-way),0.03999999999999992,0.01,-0.05000000000000002,0.03000000000000002,9.130176342381613,-0.03566475133742818,0.42797701604913807,0.17832375668714087,6.506469500924214,-0.29574861367837335,0.4929143561306223,0.09858287122612445,7.489597780859917,6.7529266789895255,2.26928895612708,12.307692307692308,0.6776302754111353,0.5914972273567467,0,1.4201183431952662,2.5678620962948284,3.3025261860751693,1.8154311649016643,0.23668639053254437,1.7119080641965523,1.8237831176833026,0.9077155824508322,0.9467455621301775,1.0699425401228453,0.8872458410351202,2.26928895612708,0.9467455621301775,0.6776302754111353,0.6900800985828712,0,0.9467455621301775,0.21398850802456904,0.14787430683918668,0,0.7100591715976331,30.600356647513376,28.736906962415283,33.58547655068078,34.082840236686394,23.21775312066574,21.392483056069008,39.93948562783662,18.698224852071004,2.5321973449574005,2.809611829944547,0.4538577912254161,1.6568047337278107,1.7119080641965523,1.084411583487369,0.4538577912254161,3.076923076923077,14,12,0,2,1.9589116093745182,1.6139117318557532,2.8238721829069315,1.627393727432757,1.4740125977122458,-0.34627365976938823,2.7920887002602908,1.3935089161867764,-0.5358884224423124
Tyler Seguin,F,DAL,29,R,2021-22,81,9850000,Standard (1-way),0.03000000000000002,-0.03000000000000002,-0.1,0,3.1178549158179174,0.20785699438786115,1.9954271461234672,0.7482851797963,-2.894846426673942,-0.6720179204778794,0.3101621171436366,0,9.062564955310746,8.012521359543946,0,14.572388252519163,0.9977135730617336,0.8787926652403039,0,0.9301524416501593,3.9908542922469343,4.7041254433451565,0,0.9301524416501593,1.0808563708168781,1.1372610961933343,0,1.2402032555335458,1.9954271461234672,1.9643600752430321,0,2.1703556971837052,0.8314279775514446,0.5169368619060611,0,1.5502540694169322,0.4157139887757223,0.3101621171436366,0,0.6201016277667729,19.289129079193515,20.005456555764564,91.41475211608223,10.54172767203514,15.131989191436293,15.456412170991227,43.53083434099153,6.511067091551116,1.3718561629598838,1.550810585718183,0,0,1.0392849719393058,0.6203242342872732,0,2.790457324950478,-2,0,0,-2,1.4808317860029272,1.4707310926139456,1.9706731620264106,-0.541692783825373,0.8095882816944069,-0.34627365976938823,1.303868202941577,-0.39674348418597355,-1.9506693103042783
Evgeni Malkin,F,PIT,34,L,2021-22,41,9500000,Standard (1-way),0.14,0.02000000000000001,-0.23,0.03000000000000002,13.652391829855182,1.4370938768268613,1.7564480716772748,0.3193541948504136,3.0485312153244175,-0.6307305962740174,0.5256088302283478,0,10.299172783925838,7.463645389242538,0,16.2877030162413,1.596770974252068,1.0512176604566956,0,3.3410672853828305,1.6766095229646714,1.8921917888220523,0,0.4176334106728538,3.2733804972167397,3.5741400455527654,0,1.2529002320185614,3.8322503382049633,4.099748875781113,0,2.5058004640371228,1.4370938768268613,1.1563394265023652,0,1.6705336426914152,0.5588698409882238,0.4204870641826782,0,1.2529002320185614,13.093521988866959,16.293873737078783,0,1.2529002320185614,16.925772327071922,21.129474975179583,163.63636363636365,0,1.4370938768268613,1.7870700227763827,0,0,1.7564480716772748,0.8409741283653565,0,3.758700696055685,2,0,2,-4,0.09722704268368083,-0.022456510793178414,1.2616100135258164,-0.7874513540664418,2.4706490717390044,-0.34627365976938823,1.6759233272712555,-0.39674348418597355,-0.91316332587217
Alex Ovechkin,F,WSH,35,R,2021-22,77,9500000,35+ (1-way),0.12999999999999995,-0.01,0.9,-0.03000000000000002,11.401275225689695,1.9696555207171569,1.1363397234906671,0.6439258433113781,-0.5710577547047372,0.6229720960415315,-1.09020116807268,-0.25957170668397145,12.65124892152943,9.18883841661259,70.58823529411765,20.48018513161701,1.8938995391511122,1.245944192083063,70.58823529411765,2.603413364188603,5.871088571368447,7.735236859182349,0,0.17356089094590685,1.2120957050567118,1.1421155094094744,0,1.5620480185131618,1.8938995391511122,1.7650876054510058,0,1.9091698004049755,1.3636076681888007,0.5191434133679429,70.58823529411765,1.7356089094590685,0.7954378064434671,0.10382868267358858,70.58823529411765,1.3884871275672548,0.15151196313208898,0.20765736534717716,0,0,0.3409019170472002,0.4153147306943543,0,0,0.9469497695755561,1.1940298507462686,0,0,1.51511963132089,1.245944192083063,0,2.256291582296789,4,8,0,-2,1.762306198814928,1.45824391841961,4.1353189691006085,-0.7785979397347761,5.12834633581036,1.2914725014361998,2.2340060137657733,-0.39674348418597355,0.7845737395621892
Mark Stone,F,VGK,29,R,2021-22,37,9500000,Standard (1-way),0.05000000000000004,0,0.00999999999999998,0.05000000000000004,9.01723883895683,1.32606453514071,2.298511860910564,0.44202151171357,4.543446709156306,0.9086893418312615,1.1358616772890766,0.340758503186723,6.276705466332695,6.020066889632107,2.4275118004045853,7.625772285966461,0.7956387210844261,0.5679308386445383,0,1.9064430714916152,1.6796817445115662,1.817378683662523,0,0,4.950640931191985,5.111377547800846,7.282535401213756,1.9064430714916152,2.563724767938706,2.726068025493784,4.8550236008091705,1.9064430714916152,1.5912774421688523,1.1358616772890766,0,2.5419240953221536,0.5304258140562841,0.22717233545781537,0,1.9064430714916152,1.149255930455282,1.1358616772890766,0,1.2709620476610768,1.4144688374834242,0.9086893418312615,9.710047201618341,0,2.1217032562251363,2.3853095223070615,0,0,1.8564903491969942,1.9309648513914306,2.4275118004045853,1.2709620476610768,8,8,2,0,-0.04841029857349958,-0.13011620182001782,0.5610812258898231,-0.3414224458401044,0.47737612368548726,-0.34627365976938823,0.0016752677877021377,1.3935089161867764,0.6902550137047248
Jamie Benn,F,DAL,31,L,2021-22,82,9500000,Standard (1-way),-0.01,-0.03999999999999998,-0.03999999999999999,-0.01,-1.5292004466236224,-0.262148647992621,0.524297295985242,0,-4.69288308141159,-0.5586765573109035,-0.11173531146218071,-0.11173531146218071,7.951842322442837,7.877339458083739,0.9988901220865705,10.409996901786638,0.786445943977863,0.5028089015798132,0.9988901220865705,1.115356810905711,6.2478761104908,7.653868835159378,0.9988901220865705,1.115356810905711,1.6165833292878296,1.7877649833948914,2.9966703662597114,0.371785603635237,2.0534977426088648,2.067103262050343,0.9988901220865705,1.858928018176185,1.223360357298898,0.8938824916974457,0,3.3460704327171333,0.3058400893247245,0.11173531146218071,0,1.115356810905711,21.49618913539492,20.55929730904125,19.97780244173141,22.30713621811422,17.4328850915093,17.039634997982557,33.9622641509434,7.807497676339977,2.62148647992621,2.905118098016698,0,1.115356810905711,1.223360357298898,0.8380148359663553,0,2.974284829081896,-24,-20,-2,-2,1.3407612646106928,1.2512352570290532,1.5136107246111161,0.3060979609689728,0.47737612368548726,1.2914725014361998,0.9318130786118984,-0.39674348418597355,-1.196119503444563
Nikita Kucherov,F,TBL,28,L,2021-22,47,9500000,Standard (1-way),0.13999999999999996,0.01,-0.1,0.09999999999999998,13.09625212947189,2.491482112436116,1.0221465076660987,0.5749574105621805,0.5877276861720736,0.8396109802458195,-1.0914942743195652,-0.5037665881474916,9.965928449744464,8.480070900482776,0,14.093382984818103,1.5971039182282794,1.1754553723441472,0,2.749928387281581,2.0442930153321974,2.2669496466637127,0,1.3749641936407906,1.5332197614991483,1.763183058516221,0,0,2.3637137989778534,2.1829885486391305,0,2.4061873388713835,0.9582623509369675,0.3358443920983278,0,2.0624462904611858,0.3833049403747871,0,0,1.3749641936407906,0.06388415672913117,0,0,0,0,0,0,0,0.4471890971039182,0.5037665881474916,0,0,2.8109028960817715,1.763183058516221,0,6.531079919793755,8,8,0,-2,0.4726040396846212,0.34165430160989796,1.7008925324731923,-0.7880619343651775,3.4672855457657623,-0.34627365976938823,4.094281635414165,-0.39674348418597355,0.12434265855993838
Mikko Rantanen,F,COL,24,L,2021-22,75,9250000,Standard (1-way),0.15000000000000002,0.05000000000000004,-0.14,0.07000000000000006,16.1390493349584,3.395686503099995,2.4799957606910072,1.2590747708123575,7.3995357812019344,1.812131211722923,0.7550546715512179,0.15101093431024357,9.691060357161781,7.3995357812019344,0,18.631521935367395,1.373536113613481,0.8557286277580469,0,3.0330384545946925,2.2129192941550526,2.66785983948097,25.35211267605634,0.43329120779924174,1.8313814848179746,2.11415308034341,0,0.8665824155984835,1.8695352657516824,1.5604463212058501,0,3.249684058494313,1.2209209898786497,0.6543807153443888,0,2.3831016428958294,0.6486142758730328,0.25168489051707266,0,1.5165192272973462,6.25722007312808,6.694818087754132,25.35211267605634,3.682975266293555,7.249218377404483,7.852568584132666,101.40845070422536,0.21664560389962087,1.6406125801494356,1.9631421460331664,0,0.21664560389962087,2.136611732287637,1.459772364999021,0,3.466329662393934,8,6,4,-6,1.7394055685920662,1.5499149641097831,3.1574234533650847,-0.7508165361423074,4.796134177801441,-0.34627365976938823,3.9082540732493265,-0.39674348418597355,3.3311793377137278
Roman Josi,D,NSH,31,L,2021-22,80,9059000,Standard (1-way),0.12000000000000004,0.03000000000000002,0.11,-0.05000000000000004,5.72309046885318,1.7022525497101768,1.0859197299875265,0.6163328197226502,0.970269934071402,0.7463614877472322,0.3358626694862545,0.11195422316208484,8.247120111526892,6.978479910436622,4.463732176069436,13.70410994257694,0.6750311835057597,0.3731807438736161,0,2.3227304987418544,1.937046004842615,2.3137206120164198,1.115933044017359,0.46454609974837086,1.408760730794629,1.4927229754944644,1.115933044017359,0.6968191496225563,2.083791914300389,2.1644483144669735,1.115933044017359,1.8581843989934834,0.38153936459021204,0.11195422316208484,0,2.3227304987418544,0.2054442732408834,0.037318074387361615,0,1.3936382992451126,0,0,0,0,0,0,0,0,3.9034411915767846,3.806443587510884,6.695598264104154,1.8581843989934834,2.1424902780834985,1.4180868267197413,0,5.806826246854636,-10,-6,2,-4,2.682964868575071,2.60246562677422,2.8923841354033115,0.19069828450794915,3.4672855457657623,-0.34627365976938823,4.280309197579005,-0.39674348418597355,1.2561673688495112
Dougie Hamilton,D,NJD,28,R,2021-22,62,9000000,Standard (1-way),0.08000000000000007,0.02000000000000001,0.09,-0.02000000000000001,6.201236194143277,-0.4559732495693586,0.5015705745262945,0.04559732495693586,1.6209166563159856,-0.5589367780399951,0.27946838901999754,0,8.982673016516365,8.663520059619923,4.186046511627907,9.807037457434733,0.4103759246124227,0.33536206682399705,0,0.8172531214528944,3.96696727125342,4.415600546515961,4.186046511627907,1.2258796821793416,0.9119464991387172,0.9501925226679916,2.0930232558139537,0.8172531214528944,2.4622555476745362,2.4034281455719784,4.186046511627907,2.4517593643586832,0.27358394974161515,0.16768103341199853,0,0.8172531214528944,0.09119464991387172,0,0,0.8172531214528944,0,0,0,0,0,0,0,0,4.194953896038099,4.583281579927959,0,0.4086265607264472,0.9575438240956531,0.7266178114519936,0,2.0431328036322363,-24,-12,-2,-10,1.2259581052401893,1.2499696650498975,1.3066524736445435,-0.26906868043993876,0.14516396567656778,-0.34627365976938823,0.5597579542822199,-0.39674348418597355,-1.7620318585893495
P.K. Subban,D,NJD,32,R,2021-22,77,9000000,Standard (1-way),-0.01,0.01,0.09,-0.14,-0.08517887563884156,-0.5536626916524702,-0.596252129471891,-0.42589437819420783,0.6670813865763107,-0.14294601140920943,-0.4764867046973647,-0.4764867046973647,4.855195911413969,5.098407740261803,0.9193054136874362,5.433962264150943,0.21294718909710392,0.23824335234868235,0,0,2.938671209540034,3.0018662395933977,0.9193054136874362,5.433962264150943,0.9795570698466781,1.000622079864466,0.9193054136874362,0,2.17206132879046,2.0965415006684047,3.677221654749745,2.7169811320754715,0.04258943781942078,0,0,1.3584905660377358,0,0,0,0,0,0,0,0,0,0,0,0,3.83304940374787,3.6689476261697087,1.8386108273748725,4.0754716981132075,0.7240204429301533,0.7147300570460472,0.9193054136874362,0,-36,-34,0,0,1.4118298870781474,1.7201370853062161,-0.153671496520505,0.40134848757172253,-0.5192603503412712,-0.34627365976938823,-0.5564074187068156,1.3935089161867764,-0.7245258741572412
Jeff Skinner,F,BUF,29,L,2021-22,80,9000000,Standard (1-way),0.11999999999999994,0.04000000000000003,-0.13,-0.03000000000000002,8.375356281517211,0.43850032887524665,-0.394650295987722,-0.131550098662574,2.2294725394236,0,-0.5981511691136487,-0.10875475802066341,11.488708616531463,11.256117455138662,0,12.797527047913446,1.4470510852883138,1.3594344752582925,0,1.3910355486862442,1.2716509537382152,1.4138118542686242,0,0.8346213292117466,2.236351677263758,2.6644915715062534,0,0.2782071097372489,2.2802017101512826,2.392604676454595,0,1.3910355486862442,1.3155009866257399,1.0875475802066341,0,2.5038639876352393,0.526200394650296,0.43501903208265363,0,0.8346213292117466,3.9903529927647448,3.045133224578575,0,8.624420401854715,5.832054374040781,5.11147362697118,400,0.2782071097372489,0.8770006577504933,0.9787928221859705,0,0.2782071097372489,1.3155009866257399,1.1963023382272975,0,1.6692426584234932,18,16,0,-2,1.3308276579055796,1.325736438202015,2.2857333172779284,-0.7749344579423626,1.1418004397033263,-0.34627365976938823,0.5597579542822199,-0.39674348418597355,-1.2904382293020276
