player,team,position,season,games_played,cap_hit,projected_cap_hit,projected_percent_cap_hit
Alex Chiasson,EDM,F,2018-19,73,650000,4208696.52,0.052939578890800476
Craig Smith,NSH,F,2018-19,76,4250000,4207192.03,0.05292065441608429
Filip Hronek,DET,D,2021-22,78,4400000,4200522.93,0.051540158689022064
Andrew Ladd,WPG,F,2012-13,48,4400000,4198210.09,0.06997016817331314
Elias Lindholm,CAR,F,2017-18,81,2700000,4197870.01,0.055971600115299225
Andrew Shaw,CHI,F,2019-20,26,3900000,4193382.61,0.05145254731178284
Roman Josi,NSH,D,2013-14,72,4000000,4188560.06,0.06514090299606323
Oliver Bjorkstrand,CBJ,F,2019-20,49,2500000,4188536.36,0.05139308422803879
Rasmus Ristolainen,PHI,D,2021-22,66,5400000,4186350.36,0.05136626213788986
Artem Anisimov,OTT,F,2019-20,49,4550000,4183967.32,0.051337022334337234
Milan Lucic,CGY,F,2021-22,82,6000000,4180425.39,0.05129356309771538
Patrik Berglund,STL,F,2017-18,57,3850000,4180121.89,0.05573495849967003
Christian Dvorak,MTL,F,2021-22,56,4450000,4179401.31,0.051280997693538666
Noah Hanifin,CGY,D,2019-20,70,4950000,4177680.75,0.05125988647341728
David Backes,BOS,F,2018-19,70,6000000,4175902.07,0.05252707004547119
Dion Phaneuf,L.A,D,2018-19,67,7000000,4175884.89,0.05252685397863388
Christian Dvorak,ARI,F,2020-21,56,4450000,4171342.56,0.05118211731314659
Brian Dumoulin,PIT,D,2021-22,76,4100000,4170428.08,0.051170896738767624
Jonathan Drouin,MTL,F,2020-21,44,5500000,4169754.67,0.051162634044885635
Tomas Tatar,MTL,F,2020-21,50,5300000,4168062.95,0.051141876727342606
J.T. Miller,T.B,F,2017-18,82,2750000,4162549.79,0.055500663816928864
Kyle Okposo,NYI,F,2013-14,71,2800000,4162119.58,0.06472969800233841
Cam Fowler,ANA,D,2013-14,70,4000000,4160065.8,0.0646977573633194
Brock Nelson,NYI,F,2018-19,82,4250000,4158135.1,0.05230358615517616
Nate Schmidt,VGK,D,2019-20,59,5950000,4151238.95,0.050935447216033936
Shea Theodore,VGK,D,2018-19,79,5200000,4147134.21,0.052165210247039795
Marcus Johansson,MIN,F,2020-21,36,4500000,4147088.58,0.05088452249765396
Alec Martinez,L.A,D,2017-18,77,4000000,4146358.74,0.055284783244132996
Christian Dvorak,ARI,F,2019-20,70,4450000,4146253.05,0.050874270498752594
Travis Zajac,N.J,F,2019-20,69,5750000,4145082.93,0.05085991322994232
Erik Gustafsson,CHI,D,2018-19,79,1200000,4142407.79,0.05210575833916664
Marc Staal,NYR,D,2010-11,77,3975000,4142399.18,0.06973735988140106
Matt Duchene,COL,F,2013-14,71,3500000,4139561.98,0.06437887996435165
Derek Stepan,NYR,F,2016-17,80,6500000,4137500.04,0.056678082793951035
Tyler Johnson,T.B,F,2020-21,55,5000000,4135900.21,0.05074724182486534
Lars Eller,WSH,F,2021-22,72,3500000,4135482.74,0.050742119550704956
Brandon Montour,BUF,D,2018-19,82,3387500,4132609.02,0.05198250338435173
Alex Goligoski,MIN,D,2021-22,72,5000000,4131851.25,0.05069756135344505
Brandon Saad,CBJ,F,2015-16,78,6000000,4130534.92,0.05785062909126282
Jack Johnson,CBJ,D,2016-17,82,4357143,4129126.82,0.05656338110566139
Max Domi,CBJ,F,2020-21,54,5300000,4129073.51,0.050663478672504425
Brad Marchand,BOS,F,2015-16,77,4500000,4127849.26,0.05781301483511925
Tyler Myers,BUF,D,2013-14,62,5500000,4126240.42,0.064171701669693
Michael Del Zotto,PHI,D,2015-16,52,3875000,4122294.41,0.05773521587252617
Jack Johnson,CBJ,D,2011-12,81,4357143,4121149.32,0.06409252434968948
Andrej Sekera,EDM,D,2018-19,24,5500000,4120534.55,0.05183062329888344
Jason Pominville,MIN,F,2016-17,78,5600000,4119635.35,0.056433361023664474
Colton Parayko,STL,D,2017-18,82,5500000,4117409.33,0.05489879101514816
Alec Martinez,L.A,D,2018-19,60,4000000,4117358.53,0.05179067328572273
Mikhail Sergachev,TBL,D,2021-22,78,4800000,4115322.05,0.05049474909901619
Jake Gardiner,TOR,D,2016-17,82,4050000,4114985.62,0.05636966601014137
Phillip Danault,MTL,F,2019-20,71,3083333,4113891.74,0.050477199256420135
Jakub Voracek,PHI,F,2013-14,82,4250000,4109591.7,0.0639127790927887
Adam Larsson,SEA,D,2021-22,82,4000000,4105025.08,0.050368405878543854
Logan Couture,S.J,F,2012-13,48,2875000,4099872.26,0.06833120435476303
Jason Zucker,PIT,F,2020-21,38,5500000,4098631.33,0.050289954990148544
Nino Niederreiter,CAR,F,2020-21,56,5250000,4098335.01,0.050286319106817245
John Carlson,WSH,D,2014-15,82,3966667,4097468.98,0.059383608400821686
Ondrej Palat,T.B,F,2018-19,64,5300000,4097274.69,0.051538046449422836
Derek Stepan,NYR,F,2015-16,72,6500000,4094763.56,0.05734962970018387
Jason Demers,ARI,D,2017-18,69,4500000,4093370.59,0.0545782744884491
Craig Smith,BOS,F,2021-22,74,3100000,4088493.76,0.0501655675470829
Nick Bonino,MIN,F,2020-21,55,4100000,4088096.02,0.050160687416791916
Jason Pominville,BUF,F,2018-19,73,5600000,4086669.48,0.051404647529125214
Nikita Zaitsev,OTT,D,2020-21,55,4500000,4085090.88,0.05012381449341774
Ryan Suter,NSH,D,2010-11,70,3500000,4084221.86,0.06875794380903244
David Perron,STL,F,2016-17,82,3750000,4082857.08,0.05592954903841019
Trevor Daley,PIT,D,2016-17,56,3300000,4082345.55,0.05592254176735878
Justin Schultz,WSH,D,2020-21,46,4000000,4078936.08,0.05004829540848732
Sami Vatanen,ANA,D,2016-17,71,4875000,4075601.56,0.05583015829324722
Tanner Pearson,VAN,F,2020-21,51,3750000,4075227.47,0.05000279098749161
James van Riemsdyk,TOR,F,2017-18,81,4250000,4073046.15,0.05430728197097778
Christopher Tanev,VAN,D,2018-19,55,4450000,4072379.43,0.05122489854693413
Kevin Shattenkirk,STL,D,2013-14,81,4250000,4070841.45,0.06331013143062592
Cam Fowler,ANA,D,2015-16,69,4000000,4070373.73,0.057008035480976105
Kris Russell,EDM,D,2018-19,72,4000000,4064684.29,0.05112810432910919
Andrew Ladd,ARI,F,2021-22,51,5500000,4061838.52,0.049838509410619736
Brett Pesce,CAR,D,2019-20,61,4025000,4058722.56,0.04980027675628662
Ryan Pulock,NYI,D,2020-21,56,5000000,4057692.4,0.04978763684630394
Morgan Rielly,TOR,D,2016-17,76,5000000,4054219.24,0.05553724989295006
Travis Hamonic,CGY,D,2019-20,50,3857143,4053311.9,0.04973388835787773
Alex Goligoski,DAL,D,2012-13,47,4600000,4053256.36,0.06755427271127701
Max Pacioretty,MTL,F,2013-14,73,4500000,4051428.96,0.06300822645425797
Roope Hintz,DAL,F,2021-22,80,3150000,4049843.14,0.049691326916217804
Zdeno Chara,BOS,D,2018-19,62,5000000,4045877.51,0.05089154094457626
Loui Eriksson,VAN,F,2018-19,81,6000000,4043093.6,0.05085652321577072
Ondrej Palat,T.B,F,2016-17,75,3333333,4042389.58,0.055375199764966965
Nikita Zaitsev,TOR,D,2017-18,60,4500000,4040661.83,0.05387549102306366
Jamie Benn,DAL,F,2012-13,41,5250000,4039662.03,0.06732770055532455
Martin Hanzal,DAL,F,2017-18,37,4750000,4033639.19,0.05378185585141182
Jonathan Huberdeau,FLA,F,2016-17,31,3250000,4031170.44,0.05522151291370392
Esa Lindell,DAL,D,2018-19,82,2200000,4030551.2,0.05069875717163086
Derick Brassard,COL,F,2018-19,70,5000000,4030243.78,0.050694890320301056
Victor Rask,MIN,F,2020-21,54,4000000,4030161.55,0.04944983497262001
Tyler Ennis,BUF,F,2014-15,78,4600000,4027412.38,0.058368295431137085
Dougie Hamilton,CGY,D,2015-16,82,5750000,4025213.08,0.05637553334236145
Evgeny Kuznetsov,WSH,F,2015-16,82,3000000,4021802.61,0.05632776767015457
Charlie Coyle,BOS,F,2020-21,51,5250000,4020228.61,0.04932795837521553
Zach Hyman,TOR,F,2020-21,43,2250000,4017149.38,0.04929017648100853
Zach Bogosian,WPG,D,2013-14,55,5142857,4015651.6,0.062451813369989395
Justin Holl,TOR,D,2020-21,55,2000000,4014818.26,0.04926157370209694
Jonas Brodin,MIN,D,2020-21,53,4166667,4013494.82,0.049245335161685944
Dmitry Orlov,WSH,D,2018-19,82,5100000,4013378.92,0.05048275366425514
Marcus Johansson,N.J,F,2017-18,29,4583333,4012264.78,0.053496863692998886
Kyle Palmieri,N.J,F,2015-16,82,1466667,4011011.84,0.05617663636803627
Ryan Nugent-Hopkins,EDM,F,2016-17,81,6000000,4009614.08,0.05492622032761574
Pavel Buchnevich,NYR,F,2020-21,54,3250000,4009372.08,0.04919474944472313
Gabriel Landeskog,COL,F,2014-15,82,5571429,4009303.82,0.05810585245490074
Victor Rask,CAR,F,2016-17,82,4000000,4006668.36,0.0548858679831028
Viktor Arvidsson,NSH,F,2019-20,57,4250000,4005283.65,0.04914458468556404
Anders Lee,NYI,F,2017-18,82,3750000,4003519.1,0.05338025465607643
Craig Smith,BOS,F,2020-21,54,3100000,4002169.21,0.04910637065768242
Ben Chiarot,MTL,D,2019-20,69,3500000,4000910.44,0.049090925604104996
Danny DeKeyser,DET,D,2016-17,82,5000000,3997239.99,0.054756712168455124
Alexander Edler,VAN,D,2011-12,82,3250000,3996756.27,0.062157951295375824
Dustin Brown,L.A,F,2012-13,46,3175000,3994937.54,0.06658229231834412
Sean Monahan,CGY,F,2021-22,65,6375000,3992790.36,0.04899129271507263
Jay Bouwmeester,STL,D,2017-18,35,5400000,3986510.54,0.053153473883867264
Nick Bonino,NSH,F,2019-20,67,4100000,3986494.98,0.048914048820734024
Oscar Klefbom,EDM,D,2016-17,81,4167000,3984621.41,0.05458385497331619
Radim Vrbata,ARI,F,2016-17,79,1000000,3983211.64,0.054564543068408966
Neal Pionk,WPG,D,2020-21,54,3000000,3979777.89,0.04883163049817085
Tom Wilson,WSH,F,2020-21,47,5166666,3973462.47,0.048754140734672546
Esa Lindell,DAL,D,2021-22,76,5800000,3973460.04,0.04875411093235016
Tage Thompson,BUF,F,2021-22,78,1400000,3972666.1,0.04874436929821968
Ryan Hartman,MIN,F,2021-22,82,1700000,3972559.23,0.04874305799603462
Brady Skjei,CAR,D,2020-21,52,5250000,3972300.25,0.048739880323410034
Zach Bogosian,BUF,D,2015-16,64,5142857,3972205.32,0.05563312768936157
Nikita Gusev,FLA,F,2020-21,27,4500000,3971439.51,0.048729319125413895
Nikita Gusev,FLA,F,2020-21,27,1000000,3971439.51,0.048729319125413895
Jay Bouwmeester,STL,D,2019-20,57,3250000,3970542.94,0.04871831834316254
Josh Manson,ANA,D,2018-19,72,4100000,3967830.31,0.049909815192222595
Kyle Palmieri,NYI,F,2021-22,69,5000000,3966797.29,0.04867235943675041
Ben Chiarot,MTL,D,2020-21,41,3500000,3964229.05,0.04864084720611572
Justin Abdelkader,DET,F,2017-18,74,4250000,3964078.05,0.052854374051094055
Brent Burns,S.J,D,2012-13,30,5760000,3964061.29,0.06606768816709518
Nick Bonino,NSH,F,2018-19,81,4100000,3963047.02,0.04984964802861214
Viktor Arvidsson,NSH,F,2017-18,78,4250000,3962225.93,0.05282967910170555
Adrian Kempe,LAK,F,2021-22,78,2000000,3958066.35,0.04856523126363754
Seth Jones,CBJ,D,2016-17,75,5400000,3957859.19,0.054217249155044556
Alex Iafallo,L.A,F,2020-21,55,2425000,3955118.28,0.04852905869483948
Nikita Zaitsev,OTT,D,2019-20,58,4500000,3952967.2,0.048502665013074875
Craig Smith,NSH,F,2017-18,79,4250000,3952764.44,0.05270352587103844
Justin Braun,S.J,D,2018-19,78,3800000,3951048.37,0.04969872161746025
Mathieu Perreault,WPG,F,2016-17,65,3000000,3946348.25,0.05405956506729126
Sam Gagner,EDM,F,2013-14,67,4800000,3946105.63,0.06137022748589516
Tyler Johnson,T.B,F,2015-16,69,3333333,3943279.64,0.05522800609469414
Jeff Skinner,BUF,F,2020-21,53,9000000,3942035.98,0.04836853966116905
Nino Niederreiter,CAR,F,2021-22,75,5250000,3940102.28,0.04834481328725815
Jason Zucker,PIT,F,2021-22,41,5500000,3939491.11,0.048337314277887344
Nick Leddy,NYI,D,2016-17,81,5500000,3939256.44,0.05396241694688797
Zach Parise,NYI,F,2021-22,82,750000,3935883.3,0.04829304665327072
Dmitry Orlov,WSH,D,2020-21,51,5100000,3933572.82,0.048264697194099426
Brent Seabrook,CHI,D,2010-11,82,3500000,3933116.63,0.06621408462524414
Mark Stone,OTT,F,2016-17,71,3500000,3932704.71,0.053872667253017426
Chris Kunitz,PIT,F,2016-17,71,3850000,3931621,0.053857821971178055
Matt Duchene,COL,F,2012-13,47,3500000,3930502.38,0.06550837308168411
Danny DeKeyser,DET,D,2021-22,59,5000000,3929906.72,0.0482197143137455
Troy Brouwer,CGY,F,2016-17,74,4500000,3929003.52,0.05382196605205536
Dmitry Kulikov,BUF,D,2016-17,47,4333333,3928141.18,0.053810153156518936
Adam Henrique,N.J,F,2015-16,80,4000000,3928067.11,0.055014945566654205
Boone Jenner,CBJ,F,2020-21,41,3750000,3927666.98,0.048192232847213745
Elias Lindholm,CAR,F,2016-17,72,2700000,3926198.12,0.053783535957336426
Nick Schmaltz,ARI,F,2019-20,70,5850000,3921883.49,0.048121269792318344
Alexander Wennberg,CBJ,F,2017-18,66,4900000,3921825.44,0.05229100584983826
Justin Williams,CAR,F,2019-20,20,700000,3921583.82,0.04811759293079376
Loui Eriksson,DAL,F,2010-11,79,4250000,3917158.64,0.06594543159008026
Alex Killorn,T.B,F,2016-17,81,4450000,3917146.4,0.05365953966975212
Milan Lucic,EDM,F,2018-19,79,6000000,3917100.07,0.04927169904112816
Joonas Donskoi,COL,F,2019-20,65,3900000,3913452.81,0.048017825931310654
Josh Anderson,MTL,F,2020-21,52,5500000,3911885.88,0.04799859970808029
Nick Holden,COL,D,2015-16,82,1650000,3910694.52,0.054771631956100464
Sam Gagner,DET,F,2020-21,42,850000,3908502.74,0.04795708879828453
Ondrej Palat,T.B,F,2017-18,56,5300000,3907867.61,0.052104901522397995
Dustin Brown,L.A,F,2014-15,82,5875000,3907101.94,0.05662466585636139
Darnell Nurse,EDM,D,2019-20,71,3200000,3905583.21,0.04792126640677452
Leo Komarov,TOR,F,2015-16,67,2950000,3902966.84,0.05466340109705925
Dustin Brown,L.A,F,2015-16,82,5875000,3901841.45,0.05464763939380646
Marcus Johansson,WSH,F,2021-22,69,1500000,3901321.12,0.04786897078156471
Andy Greene,N.J,D,2018-19,82,5000000,3896891.26,0.04901750013232231
Loui Eriksson,DAL,F,2011-12,82,4250000,3889684.08,0.060492753982543945
Andrew MacDonald,PHI,D,2017-18,66,5000000,3889253.36,0.05185671150684357
Kyle Palmieri,N.J,F,2016-17,80,4650000,3883973.58,0.05320511758327484
Wayne Simmonds,PHI,F,2014-15,75,3975000,3882361.1,0.05626610293984413
Shane Doan,ARI,F,2016-17,73,3876134,3882133.87,0.053179915994405746
Anthony Mantha,DET,F,2018-19,67,3300000,3876185.79,0.048757053911685944
Alex Galchenyuk,ARI,F,2018-19,72,4900000,3875823.58,0.048752497881650925
Bryan Little,WPG,F,2013-14,82,4700000,3875552.41,0.060272976756095886
Alec Martinez,L.A,D,2015-16,78,4000000,3874953.22,0.05427105352282524
Patrice Bergeron,BOS,F,2010-11,80,4750000,3873128.78,0.0652041882276535
Noah Hanifin,CGY,D,2018-19,80,4950000,3868343.45,0.04865840822458267
Jonathan Marchessault,VGK,F,2017-18,77,750000,3867994.9,0.051573265343904495
Patrik Nemeth,DET,D,2019-20,64,3000000,3861409.31,0.047379255294799805
Joel Armia,MTL,F,2019-20,58,2600000,3858042.26,0.04733794182538986
Mark Giordano,CGY,D,2012-13,47,4020000,3851649.46,0.06419415771961212
Jake Gardiner,TOR,D,2015-16,79,4050000,3849360.87,0.05391261726617813
Marcus Johansson,WSH,F,2016-17,81,4583333,3848228.7,0.05271546170115471
Erik Haula,VGK,F,2017-18,76,2750000,3846178.76,0.051282383501529694
Mattias Ekholm,NSH,D,2016-17,82,3750000,3846066.73,0.05268584564328194
Marcus Foligno,MIN,F,2021-22,74,3100000,3844571.34,0.047172654420137405
Kris Russell,EDM,D,2020-21,35,4000000,3844136.87,0.047167323529720306
Jason Demers,ARI,D,2018-19,35,4500000,3844090.57,0.04835334047675133
Tyler Bozak,TOR,F,2012-13,46,1500000,3843449.95,0.06405749917030334
Mathieu Perreault,WPG,F,2015-16,71,3000000,3841140.58,0.053797487169504166
Jason Demers,FLA,D,2016-17,80,4500000,3840142.93,0.05260469764471054
Ron Hainsey,TOR,D,2017-18,80,3000000,3838120.4,0.051174938678741455
Brady Skjei,CAR,D,2019-20,67,5250000,3837122.24,0.04708125442266464
Ryan Callahan,T.B,F,2017-18,67,5800000,3834667.06,0.051128894090652466
Mats Zuccarello,NYR,F,2014-15,78,3500000,3834375.94,0.05557066574692726
Vladislav Gavrikov,CBJ,D,2021-22,80,2800000,3831339.05,0.04701029509305954
Sam Gagner,ARI,F,2014-15,81,4800000,3828080.9,0.05547943338751793
Jordan Kyrou,STL,F,2021-22,74,2800000,3826233.52,0.046947650611400604
Loui Eriksson,VAN,F,2017-18,50,6000000,3821361.62,0.05095148831605911
Connor Murphy,CHI,D,2020-21,50,3850000,3821234.87,0.04688631743192673
Travis Hamonic,NYI,D,2015-16,72,3857143,3821123.3,0.05351713299751282
Shayne Gostisbehere,PHI,D,2019-20,42,4500000,3819688.88,0.04686734825372696
Craig Smith,NSH,F,2019-20,69,4250000,3816836.15,0.04683234542608261
Conor Garland,ARI,F,2020-21,49,775000,3816566.55,0.04682903736829758
Lars Eller,WSH,F,2018-19,81,3500000,3815184.7,0.04798974469304085
Pavel Buchnevich,NYR,F,2019-20,68,3250000,3814968.94,0.04680943489074707
Zack Smith,OTT,F,2017-18,68,3250000,3812318.39,0.050830911844968796
Brian Dumoulin,PIT,D,2019-20,28,4100000,3811045.38,0.04676129296422005
Mikael Backlund,CGY,F,2016-17,81,3575000,3810419.21,0.052197523415088654
Connor Murphy,CHI,D,2021-22,57,3850000,3809262.27,0.04673941433429718
Dmitry Orlov,WSH,D,2017-18,82,5100000,3808238.64,0.050776515156030655
Justin Abdelkader,DET,F,2016-17,64,4250000,3807747.88,0.05216092988848686
Mark Stone,OTT,F,2015-16,75,3500000,3806761.93,0.05331599339842796
Jonathan Ericsson,DET,D,2016-17,51,4250000,3806681.85,0.05214632675051689
Jack Johnson,PIT,D,2018-19,82,3250000,3805003.89,0.04786168411374092
Dan Girardi,NYR,D,2016-17,62,5500000,3804205.78,0.052112407982349396
Justin Braun,NYR,D,2021-22,69,1800000,3802946.55,0.046661920845508575
Brayden Schenn,PHI,F,2015-16,80,2500000,3802881.46,0.0532616451382637
Lars Eller,WSH,F,2020-21,44,3500000,3802334.77,0.046654414385557175
Marcus Johansson,WSH,F,2015-16,74,3750000,3800551.96,0.05322901904582977
Josh Bailey,NYI,F,2016-17,82,3300000,3799259.63,0.05204465240240097
Victor Hedman,T.B,D,2013-14,75,4000000,3797006.34,0.05905142053961754
Jake Gardiner,CAR,D,2019-20,68,4050000,3796237.65,0.04657960310578346
Travis Hamonic,CGY,D,2017-18,74,3857143,3795338.33,0.05060451105237007
Jonathan Drouin,MTL,F,2021-22,34,5500000,3794914.82,0.046563372015953064
Alex Killorn,T.B,F,2015-16,81,2550000,3794178.94,0.053139761090278625
Jonathan Drouin,MTL,F,2019-20,27,5500000,3793834.27,0.04655011370778084
Boone Jenner,CBJ,F,2019-20,70,3750000,3792598.57,0.0465349517762661
Brayden Schenn,PHI,F,2014-15,82,2500000,3787809.92,0.0548957958817482
Alex Iafallo,L.A,F,2019-20,70,2425000,3787043.4,0.04646679013967514
Niklas Hjalmarsson,ARI,D,2018-19,82,4100000,3786049.61,0.04762326553463936
Thomas Vanek,CBJ,F,2017-18,80,2000000,3784969.91,0.05046626552939415
Conor Garland,VAN,F,2021-22,77,4950000,3783466.25,0.04642289876937866
Tyler Johnson,CHI,F,2021-22,32,5000000,3783077.63,0.04641813039779663
Dominik Kubalik,CHI,F,2020-21,56,3700000,3782769.46,0.04641434922814369
Matt Grzelcyk,BOS,D,2020-21,37,3687500,3780387.63,0.04638512432575226
Kyle Okposo,BUF,F,2020-21,35,6000000,3777286.24,0.04634707048535347
Paul Martin,S.J,D,2016-17,80,4850000,3775401.51,0.05171782895922661
Evgeny Kuznetsov,WSH,F,2016-17,81,3000000,3774605.53,0.05170692503452301
Travis Hamonic,CGY,D,2018-19,69,3857143,3769851.4,0.04741951450705528
Justin Braun,S.J,D,2017-18,81,3800000,3766229.38,0.05021639168262482
Adam Henrique,N.J,F,2016-17,82,4000000,3765529.87,0.05158260092139244
Brendan Gallagher,MTL,F,2020-21,35,3750000,3762440.57,0.04616491496562958
Colin White,OTT,F,2021-22,24,4750000,3762348.58,0.046163786202669144
Brandon Saad,COL,F,2020-21,44,6000000,3761572.24,0.04615426063537598
Brendan Gallagher,MTL,F,2015-16,53,3750000,3761300.98,0.052679285407066345
Jordan Staal,PIT,F,2010-11,42,4000000,3759266.67,0.06328731775283813
Patrick Maroon,EDM,F,2016-17,80,2000000,3757295.06,0.051469795405864716
Dan Hamhuis,DAL,D,2016-17,79,3750000,3756416.95,0.05145776644349098
Alexei Emelin,MTL,D,2016-17,76,4100000,3756107.2,0.051453523337841034
Nikita Gusev,N.J,F,2019-20,66,4500000,3755350.03,0.0460779145359993
Colin Miller,VGK,D,2018-19,65,3875000,3754864.79,0.047231003642082214
Andrew Ladd,NYI,F,2018-19,26,5500000,3752885.55,0.04720610752701759
Travis Sanheim,PHI,D,2020-21,55,3250000,3752077.41,0.04603775963187218
Joel Ward,S.J,F,2016-17,77,3275000,3751191.78,0.051386188715696335
Ryan Pulock,NYI,D,2019-20,68,2000000,3751009.61,0.04602465778589249
Brandon Saad,CBJ,F,2016-17,82,6000000,3749392.04,0.051361534744501114
David Perron,PIT,F,2014-15,81,3812500,3748816.18,0.05433066934347153
Sean Couturier,PHI,F,2016-17,66,4333333,3747066.62,0.051329679787158966
Andy Greene,N.J,D,2012-13,48,3000000,3746288.27,0.06243813782930374
Brent Burns,S.J,D,2011-12,81,3550000,3744535.94,0.058235395699739456
Anthony Cirelli,T.B,F,2020-21,50,4800000,3744192.93,0.04594101756811142
Marco Scandella,STL,D,2020-21,49,3275000,3743366.2,0.04593087360262871
Alexander Edler,VAN,D,2010-11,51,3250000,3742566.06,0.06300616264343262
Mikael Granlund,MIN,F,2015-16,82,3000000,3739264.33,0.052370648831129074
Justin Williams,WSH,F,2016-17,79,3250000,3737143.58,0.05119374766945839
Jakub Voracek,PHI,F,2012-13,48,4250000,3733213.17,0.062220219522714615
Jordan Staal,CAR,F,2012-13,48,4000000,3731053.55,0.062184225767850876
Jason Zucker,MIN,F,2018-19,81,5500000,3729567.35,0.046912796795368195
MacKenzie Weegar,FLA,D,2020-21,54,3250000,3728878.18,0.045753106474876404
Tomas Tatar,VGK,F,2017-18,81,5300000,3727048.17,0.04969397559762001
Tyler Myers,BUF,D,2012-13,39,5500000,3723993.52,0.06206655874848366
Matt Moulson,BUF,F,2016-17,81,5000000,3723678.16,0.05100928992033005
Frans Nielsen,NYI,F,2015-16,81,2750000,3721226.5,0.05211801826953888
Kevan Miller,BOS,D,2020-21,28,1250000,3718533.54,0.04562617838382721
Niklas Hjalmarsson,CHI,D,2016-17,73,4100000,3717348.34,0.05092258006334305
Mikael Granlund,MIN,F,2016-17,81,3000000,3711685.88,0.050845012068748474
Jesper Bratt,NJD,F,2021-22,76,2750000,3711170.06,0.04553582891821861
Vince Dunn,SEA,D,2021-22,73,4000000,3711069.87,0.04553459957242012
Alexander Edler,VAN,D,2012-13,45,3250000,3706447.63,0.061774127185344696
Colin Miller,VGK,D,2017-18,82,1000000,3703652.32,0.049382030963897705
Patrick Maroon,N.J,F,2017-18,74,2000000,3701545.11,0.049353934824466705
Kevin Shattenkirk,T.B,D,2019-20,70,1750000,3699448.84,0.04539201036095619
Ben Hutton,VAN,D,2018-19,69,2800000,3698633.08,0.04652368649840355
Marc Staal,DET,D,2020-21,56,5700000,3697308.69,0.045365750789642334
Bryan Little,WPG,F,2011-12,74,2383333,3694111.9,0.057451196014881134
Christopher Tanev,VAN,D,2019-20,69,4450000,3692422.07,0.04530579224228859
