player,team,position,season,games_played,cap_hit,projected_cap_hit
Drake Batherson,OTT,F,2021-22,46,4975000,5191644.5
Vincent Trocheck,CAR,F,2021-22,81,4750000,5180995
Anders Lee,NYI,F,2021-22,76,7000000,5143008.5
Alex Killorn,TBL,F,2021-22,82,4450000,5134526.5
Tyson Barrie,EDM,D,2021-22,73,4500000,5124394
Kevin Shattenkirk,ANA,D,2021-22,82,3900000,5111260.5
Brayden Schenn,STL,F,2021-22,62,6500000,5109716
Tyler Myers,VAN,D,2021-22,82,6000000,5069057.5
Mike Hoffman,MTL,F,2021-22,67,4500000,5027982.5
Esa Lindell,DAL,D,2021-22,76,5800000,5026720
Matt Dumba,MIN,D,2021-22,57,6000000,5014175.5
James van Riemsdyk,PHI,F,2021-22,82,7000000,4991514
Jaden Schwartz,SEA,F,2021-22,37,5500000,4971688
Viktor Arvidsson,LAK,F,2021-22,66,4250000,4946374.5
Evander Kane,EDM,F,2021-22,43,7000000,4943223.5
Evander Kane,EDM,F,2021-22,43,2108696,4943223.5
P.K. Subban,NJD,D,2021-22,77,9000000,4921642
Dmitry Orlov,WSH,D,2021-22,76,5100000,4911319.5
Travis Konecny,PHI,F,2021-22,79,5500000,4897549.5
Ryan McDonagh,TBL,D,2021-22,71,6750000,4889044
Pavel Buchnevich,STL,F,2021-22,73,5800000,4878089
Alex Chiasson,VAN,F,2021-22,67,750000,4872132.5
Adam Henrique,ANA,F,2021-22,58,5825000,4846458.5
Ryan Strome,NYR,F,2021-22,74,4500000,4835417
Mikael Backlund,CGY,F,2021-22,82,5350000,4827958
Dustin Brown,LAK,F,2021-22,64,5875000,4817833.5
Zach Hyman,EDM,F,2021-22,76,5500000,4813716.5
Noah Hanifin,CGY,D,2021-22,81,4950000,4797259.5
Yanni Gourde,SEA,F,2021-22,74,5166666,4761624.5
Alexander Radulov,DAL,F,2021-22,71,6250000,4714056
Alex Tuch,BUF,F,2021-22,50,4750000,4709420
Filip Hronek,DET,D,2021-22,78,4400000,4706230.5
Jean-Gabriel Pageau,NYI,F,2021-22,77,5000000,4704095.5
Sean Couturier,PHI,F,2021-22,29,4333333,4703465.5
Mikhail Sergachev,TBL,D,2021-22,78,4800000,4700007.5
Alex Iafallo,LAK,F,2021-22,79,4000000,4699112
Gustav Nyquist,CBJ,F,2021-22,82,5500000,4689791
Nico Hischier,NJD,F,2021-22,70,7250000,4671085
Ondrej Palat,TBL,F,2021-22,77,5300000,4648789
Tyler Toffoli,CGY,F,2021-22,74,4250000,4646005
William Karlsson,VGK,F,2021-22,67,5900000,4634232
Hampus Lindholm,BOS,D,2021-22,71,5205556,4626921
Travis Sanheim,PHI,D,2021-22,80,4675000,4621836.5
Ryan Pulock,NYI,D,2021-22,56,5000000,4598340.5
Jared McCann,SEA,F,2021-22,74,2940000,4593541
Rickard Rakell,PIT,F,2021-22,70,3789444,4590102
Chandler Stephenson,VGK,F,2021-22,79,2750000,4584271
Kyle Okposo,BUF,F,2021-22,74,6000000,4573229
Duncan Keith,EDM,D,2021-22,64,5538462,4557999.5
Adrian Kempe,LAK,F,2021-22,78,2000000,4551421.5
Tom Wilson,WSH,F,2021-22,78,5166666,4548142.5
Brady Skjei,CAR,D,2021-22,82,5250000,4539851.5
Joel Eriksson Ek,MIN,F,2021-22,77,5250000,4504847.5
Vince Dunn,SEA,D,2021-22,73,4000000,4492366
Phillip Danault,LAK,F,2021-22,79,5500000,4458194
Ben Chiarot,FLA,D,2021-22,74,3500000,4447938.5
Sean Monahan,CGY,F,2021-22,65,6375000,4445416.5
Conor Garland,VAN,F,2021-22,77,4950000,4442072.5
Adam Pelech,NYI,D,2021-22,78,5750000,4426850
TJ Brodie,TOR,D,2021-22,82,5000000,4420559
Connor Brown,OTT,F,2021-22,64,3600000,4385097.5
Brendan Gallagher,MTL,F,2021-22,56,6500000,4356253.5
Christopher Tanev,CGY,D,2021-22,82,4500000,4350739.5
Robert Thomas,STL,F,2021-22,72,2800000,4346156
Charlie Coyle,BOS,F,2021-22,82,5250000,4330582.5
Jordan Staal,CAR,F,2021-22,78,6000000,4301804.5
Brett Pesce,CAR,D,2021-22,70,4025000,4284845.5
Reilly Smith,VGK,F,2021-22,56,5000000,4268371
Christian Dvorak,MTL,F,2021-22,56,4450000,4220597.5
Josh Bailey,NYI,F,2021-22,74,5000000,4217487.5
Jordan Kyrou,STL,F,2021-22,74,2800000,4210385
Andrew Copp,NYR,F,2021-22,72,3640000,4192163.75
Dylan Strome,CHI,F,2021-22,69,3000000,4189681.25
Rasmus Ristolainen,PHI,D,2021-22,66,5400000,4152827.75
Samuel Girard,COL,D,2021-22,67,5000000,4143768.5
Jesper Bratt,NJD,F,2021-22,76,2750000,4118676
Anthony Beauvillier,NYI,F,2021-22,75,4150000,4111206.25
Roope Hintz,DAL,F,2021-22,80,3150000,4107433.75
Jakob Chychrun,ARI,D,2021-22,47,4600000,4062414.5
Sam Bennett,FLA,F,2021-22,71,4425000,4039337
Matt Roy,LAK,D,2021-22,67,3150000,3983233.25
Jonathan Drouin,MTL,F,2021-22,34,5500000,3981473.25
Erik Johnson,COL,D,2021-22,69,6000000,3978782.25
Alexander Barabanov,SJS,F,2021-22,70,1000000,3943085.5
Ryan Hartman,MIN,F,2021-22,82,1700000,3941670.75
Josh Anderson,MTL,F,2021-22,69,5500000,3933450
Ryan Suter,DAL,D,2021-22,82,3650000,3923257
Valeri Nichushkin,COL,F,2021-22,62,2500000,3922709.5
Colin White,OTT,F,2021-22,24,4750000,3898560.25
Ryan Getzlaf,ANA,F,2021-22,56,3000000,3897606.75
Matt Grzelcyk,BOS,D,2021-22,73,3687500,3894426.5
Kyle Palmieri,NYI,F,2021-22,69,5000000,3849013.5
Jason Zucker,PIT,F,2021-22,41,5500000,3821786
Nino Niederreiter,CAR,F,2021-22,75,5250000,3819273
Tage Thompson,BUF,F,2021-22,78,1400000,3801741.75
Marcus Johansson,WSH,F,2021-22,69,1500000,3799546.25
Brandon Saad,STL,F,2021-22,78,4500000,3775503.5
Nick Bonino,SJS,F,2021-22,80,2050000,3772986.25
Adam Larsson,SEA,D,2021-22,82,4000000,3765388.5
Tyler Johnson,CHI,F,2021-22,32,5000000,3719900.25
Troy Terry,ANA,F,2021-22,75,1450000,3698182.25
Brandon Montour,FLA,D,2021-22,81,3500000,3688190.5
Jake Muzzin,TOR,D,2021-22,47,5625000,3671182
Tanner Pearson,VAN,F,2021-22,68,3250000,3654734.75
Artem Zub,OTT,D,2021-22,81,2500000,3607590.75
Tomas Tatar,NJD,F,2021-22,76,4500000,3606123.5
Anthony Duclair,FLA,F,2021-22,74,3000000,3602055.5
Evan Rodrigues,PIT,F,2021-22,82,1000000,3587955.25
Pavel Zacha,NJD,F,2021-22,70,2250000,3572468.5
Victor Olofsson,BUF,F,2021-22,72,3050000,3564112.25
Anthony Mantha,WSH,F,2021-22,37,5700000,3559641
Brian Dumoulin,PIT,D,2021-22,76,4100000,3551953.5
Mike Reilly,BOS,D,2021-22,70,3000000,3542437.5
Brad Hunt,VAN,D,2021-22,50,800000,3524014
Max Domi,CAR,F,2021-22,72,5300000,3511025
John Marino,PIT,D,2021-22,81,4400000,3500684
Lars Eller,WSH,F,2021-22,72,3500000,3499985.75
Gustav Forsling,FLA,D,2021-22,71,2666667,3470425.5
Conor Sheary,WSH,F,2021-22,71,1500000,3435331
Anthony Cirelli,TBL,F,2021-22,76,4800000,3415945
Mason Marchment,FLA,F,2021-22,54,800000,3393678.5
Milan Lucic,CGY,F,2021-22,82,6000000,3388960.25
Craig Smith,BOS,F,2021-22,74,3100000,3385125.75
Jakob Silfverberg,ANA,F,2021-22,53,5250000,3380649.75
Caleb Jones,CHI,D,2021-22,66,850000,3373539
Justin Schultz,WSH,D,2021-22,74,4000000,3365165.75
Jake Bean,CBJ,D,2021-22,67,2333333,3350966.75
Robby Fabbri,DET,F,2021-22,56,2950000,3345250
J.T. Compher,COL,F,2021-22,70,3500000,3319327.5
Colin Miller,BUF,D,2021-22,38,3875000,3312964.25
Jesperi Kotkaniemi,CAR,F,2021-22,66,6100035,3273430.75
Alex Goligoski,MIN,D,2021-22,72,5000000,3251661.25
Chris Wideman,MTL,D,2021-22,64,750000,3213930.5
Justin Holl,TOR,D,2021-22,69,2000000,3103077.5
Marcus Foligno,MIN,F,2021-22,74,3100000,3092342.5
Erik Haula,BOS,F,2021-22,78,2375000,3074751.25
Paul Stastny,WPG,F,2021-22,71,3750000,3061458.75
Keith Yandle,PHI,D,2021-22,77,900000,3047796.5
Erik Gustafsson,CHI,D,2021-22,59,800000,3041768.25
Andrew Ladd,ARI,F,2021-22,51,5500000,3041453.5
Henri Jokiharju,BUF,D,2021-22,60,2500000,3037099
Jamie Oleksiak,SEA,D,2021-22,72,4600000,3014340.5
Trevor Moore,LAK,F,2021-22,81,1875000,2992180
Brenden Dillon,WPG,D,2021-22,79,3900000,2986239.25
Jake McCabe,CHI,D,2021-22,75,4000000,2981916.25
Carter Verhaeghe,FLA,F,2021-22,78,1000000,2975644.25
Derick Brassard,EDM,F,2021-22,46,825000,2971897.5
Ivan Barbashev,STL,F,2021-22,81,2250000,2954817.5
Andrew Mangiapane,CGY,F,2021-22,82,2425000,2952853
Barclay Goodrow,NYR,F,2021-22,79,3641667,2951506.25
Dante Fabbro,NSH,D,2021-22,66,2400000,2931563.5
Vladislav Gavrikov,CBJ,D,2021-22,80,2800000,2921082.75
Nick Foligno,BOS,F,2021-22,64,3800000,2913053.5
Denis Gurianov,DAL,F,2021-22,73,2550000,2906304.25
David Savard,MTL,D,2021-22,62,3500000,2900132.25
Kasperi Kapanen,PIT,F,2021-22,79,3200000,2898274.25
Dominik Kubalik,CHI,F,2021-22,78,3700000,2892852.25
Brandon Carlo,BOS,D,2021-22,79,4100000,2877076
Cody Ceci,EDM,D,2021-22,78,3250000,2866855.25
Alec Martinez,VGK,D,2021-22,26,5250000,2855796.5
Nick Holden,OTT,D,2021-22,76,1700000,2848036
Michael Bunting,TOR,F,2021-22,79,950000,2846031.25
Casey Mittelstadt,BUF,F,2021-22,40,2500000,2843906.5
Connor Murphy,CHI,D,2021-22,57,3850000,2837650
Tyler Ennis,OTT,F,2021-22,57,900000,2827744.75
Nick Schmaltz,ARI,F,2021-22,63,5850000,2826288
Michael Del Zotto,OTT,D,2021-22,26,2000000,2808147
Danny DeKeyser,DET,D,2021-22,59,5000000,2776437
Andreas Athanasiou,LAK,F,2021-22,28,2700000,2723781
Carson Soucy,SEA,D,2021-22,64,2750000,2711184
Nikita Zadorov,CGY,D,2021-22,74,3750000,2699555.25
Scott Laughton,PHI,F,2021-22,67,3000000,2691773.25
Pius Suter,DET,F,2021-22,82,3250000,2683552.75
Dmitry Kulikov,MIN,D,2021-22,80,2250000,2647590.25
Jake DeBrusk,BOS,F,2021-22,77,3675000,2644984.75
Nikita Zaitsev,OTT,D,2021-22,62,4500000,2608096.25
Justin Braun,NYR,D,2021-22,69,1800000,2593230.75
Nicolas Roy,VGK,F,2021-22,78,750000,2580541.75
Lawson Crouse,ARI,F,2021-22,65,1533333,2580122
Ryan Graves,NJD,D,2021-22,75,3166667,2569919
Ryan Lindgren,NYR,D,2021-22,78,3000000,2547353.75
Scott Mayfield,NYI,D,2021-22,61,1450000,2508480
Travis Boyd,ARI,F,2021-22,74,750000,2498589.75
Marcus Pettersson,PIT,D,2021-22,72,4025175,2497794.75
Ryan Donato,SEA,F,2021-22,74,750000,2478615.25
Derek Forbort,BOS,D,2021-22,76,3000000,2477012.25
Josh Manson,COL,D,2021-22,67,4100000,2472492.75
Blake Coleman,CGY,F,2021-22,81,4900000,2463483
Eeli Tolvanen,NSH,F,2021-22,75,1450000,2449637.75
Alexander Edler,LAK,D,2021-22,41,3500000,2440888
Marc Staal,DET,D,2021-22,71,2000000,2420890.5
Andreas Johnsson,NJD,F,2021-22,71,3400000,2413860.25
Sonny Milano,ANA,F,2021-22,66,1700000,2413099.25
Ilya Mikheyev,TOR,F,2021-22,53,1645000,2410955
Brayden McNabb,VGK,D,2021-22,69,2500000,2388040
Marco Scandella,STL,D,2021-22,70,3275000,2382686
Joonas Donskoi,SEA,F,2021-22,75,3900000,2366205.75
Radko Gudas,FLA,D,2021-22,77,2500000,2364485.25
Adam Lowry,WPG,F,2021-22,79,3250000,2357761.75
Yegor Sharangovich,NJD,F,2021-22,76,2000000,2354508.25
Brandon Tanev,SEA,F,2021-22,30,3500000,2327293.75
Jordan Oesterle,DET,D,2021-22,45,1350000,2323243.75
Nicholas Paul,TBL,F,2021-22,80,1350000,2317796.5
Brett Kulak,EDM,D,2021-22,74,1850000,2295232
Zach Parise,NYI,F,2021-22,82,750000,2279602.5
Brandon Hagel,TBL,F,2021-22,77,1500000,2271580.75
Andrew Peeke,CBJ,D,2021-22,82,787500,2267368
Dylan DeMelo,WPG,D,2021-22,76,3000000,2264922.75
Jay Beagle,ARI,F,2021-22,33,3000000,2252764.75
Ian Cole,CAR,D,2021-22,75,2900000,2237552.5
Frank Vatrano,NYR,F,2021-22,71,2533333,2233395.5
Radek Faksa,DAL,F,2021-22,77,3250000,2228726
Sean Kuraly,CBJ,F,2021-22,77,2500000,2211175.25
Colton Sissons,NSH,F,2021-22,79,2857143,2194454.75
Mathieu Perreault,MTL,F,2021-22,25,950000,2190081
Ross Colton,TBL,F,2021-22,79,1125000,2170160.75
Corey Perry,TBL,F,2021-22,82,1000000,2168626
Chris Tierney,OTT,F,2021-22,70,3500000,2159711.5
Joel Edmundson,MTL,D,2021-22,24,3500000,2152154.5
Kevin Labanc,SJS,F,2021-22,21,4725000,2151038.25
Ethan Bear,CAR,D,2021-22,58,2000000,2140691.75
Zemgus Girgensons,BUF,F,2021-22,56,2200000,2132193.5
Nick Jensen,WSH,D,2021-22,76,2500000,2128477.75
Will Butcher,BUF,D,2021-22,37,3733333,2101647
Jason Spezza,TOR,F,2021-22,71,750000,2099870.5
Filip Chytil,NYR,F,2021-22,67,2300000,2097188.75
Danton Heinen,PIT,F,2021-22,76,1100000,2084473.75
Travis Hamonic,OTT,D,2021-22,43,3000000,2082037.62
Erik Cernak,TBL,D,2021-22,55,2950000,2075108.5
Jack Johnson,COL,D,2021-22,82,750000,2074282.5
Johan Larsson,WSH,F,2021-22,43,1400000,2064227.62
Jonas Siegenthaler,NJD,D,2021-22,70,1125000,2061489.12
Alexander Kerfoot,TOR,F,2021-22,82,3500000,2052761.88
Cal Clutterbuck,NYI,F,2021-22,59,3500000,2042581.88
Dean Kukan,CBJ,D,2021-22,41,1650000,2034408.25
Adam Erne,DET,F,2021-22,79,2100000,2027749.38
Erik Gudbranson,CGY,D,2021-22,78,1950000,2019735
Paul Byron,MTL,F,2021-22,27,3400000,2001823.62
Jordan Greenway,MIN,F,2021-22,62,2100000,2000378.75
Ilya Lyubushkin,TOR,D,2021-22,77,1350000,1981530.75
Joel Armia,MTL,F,2021-22,60,3400000,1980995.12
Victor Rask,SEA,F,2021-22,47,4000000,1979472.75
Jake Walman,DET,D,2021-22,51,725000,1971244.75
Casey Cizikas,NYI,F,2021-22,74,2500000,1967411.62
Kris Russell,EDM,D,2021-22,31,1250000,1966864.25
Nick Ritchie,ARI,F,2021-22,57,2500000,1954060.75
Patrik Nemeth,NYR,D,2021-22,63,2500000,1951061.88
Kailer Yamamoto,EDM,F,2021-22,81,1175000,1935859.25
Luke Schenn,VAN,D,2021-22,66,850000,1928259
Nick Cousins,NSH,F,2021-22,68,1500000,1917537.25
Jack Roslovic,CBJ,F,2021-22,81,1838362,1885086.12
Jesper Fast,CAR,F,2021-22,82,2000000,1853039.12
Zack Kassian,EDM,F,2021-22,58,3200000,1851926.62
Jan Rutta,TBL,D,2021-22,76,1300000,1844985.38
Sebastian Aho,NYI,D,2021-22,36,725000,1841383.75
Adam Gaudette,OTT,F,2021-22,58,997500,1838653.5
Trevor van Riemsdyk,WSH,D,2021-22,72,950000,1838308
Haydn Fleury,SEA,D,2021-22,43,1300000,1835078.12
Nic Dowd,WSH,F,2021-22,64,750000,1826042.75
Zdeno Chara,NYI,D,2021-22,72,750000,1825712.88
Loui Eriksson,ARI,F,2021-22,73,6000000,1824681.25
Luke Glendening,DAL,F,2021-22,82,1500000,1817103.75
Dylan Coghlan,VGK,D,2021-22,59,762500,1807462.25
Mattias Janmark,VGK,F,2021-22,67,2000000,1804335.5
Tucker Poolman,VAN,D,2021-22,40,2500000,1793750
Michael Raffl,DAL,F,2021-22,76,1100000,1762758.25
Jake Evans,MTL,F,2021-22,72,750000,1745723.62
Warren Foegele,EDM,F,2021-22,82,2750000,1725106.5
Cody Eakin,BUF,F,2021-22,69,2250000,1720731.62
Alex Galchenyuk,ARI,F,2021-22,60,750000,1718942.12
Vladislav Namestnikov,DAL,F,2021-22,75,2000000,1704274
Niko Mikkola,STL,D,2021-22,54,787500,1698500.88
Connor Clifton,BOS,D,2021-22,60,1000000,1691267.38
Daniel Sprong,SEA,F,2021-22,63,725000,1681346
Mark Pysyk,BUF,D,2021-22,68,900000,1677750.12
Garnet Hathaway,WSH,F,2021-22,76,1500000,1676165
Andy Greene,NYI,D,2021-22,69,750000,1665829.88
Tomas Nosek,BOS,F,2021-22,75,1750000,1658835.88
Teddy Blueger,PIT,F,2021-22,65,2200000,1650593.25
Nolan Patrick,VGK,F,2021-22,25,1200000,1647474.88
Kyle Turris,EDM,F,2021-22,23,1650000,1643516.88
Noel Acciari,FLA,F,2021-22,20,1666667,1629657
Tanner Jeannot,NSH,F,2021-22,81,800000,1608677.5
Kyle Capobianco,ARI,D,2021-22,45,775000,1607782.25
Sam Gagner,DET,F,2021-22,81,850000,1606084.5
Zach Bogosian,TBL,D,2021-22,48,850000,1602088
Gregory Hofmann,CBJ,F,2021-22,24,900000,1571882.88
Zach Whitecloud,VGK,D,2021-22,59,725000,1559849
Luke Kunin,NSH,F,2021-22,82,2300000,1558094
Mason Appleton,WPG,F,2021-22,68,900000,1553757.25
Artturi Lehkonen,COL,F,2021-22,74,2300000,1539684.38
Jordie Benn,MIN,D,2021-22,39,900000,1538846.12
Jon Merrill,MIN,D,2021-22,69,850000,1530728.5
Michael Rasmussen,DET,F,2021-22,80,1460000,1510509
Carl Hagelin,WSH,F,2021-22,53,2750000,1510122.12
Joe Thornton,FLA,F,2021-22,34,750000,1498451.38
Justin Danforth,CBJ,F,2021-22,45,750000,1486503.62
Pierre Engvall,TOR,F,2021-22,78,1250000,1484286
Vinnie Hinostroza,BUF,F,2021-22,62,1050000,1484275.38
Tyler Bozak,STL,F,2021-22,50,750000,1483218.88
Troy Stecher,LAK,D,2021-22,29,1700000,1461503.5
Oliver Kylington,CGY,D,2021-22,73,750000,1450659.75
Radim Simek,SJS,D,2021-22,36,2250000,1448359
Tyler Pitlick,MTL,F,2021-22,40,1750000,1445743
Mark Borowiecki,NSH,D,2021-22,57,2000000,1445311
Riley Stillman,CHI,D,2021-22,52,1350000,1442203.12
Justin Dowling,VAN,F,2021-22,22,750000,1439846.25
Derek Grant,ANA,F,2021-22,71,1500000,1432926.5
Ben Hutton,VGK,D,2021-22,58,750000,1424249
Brendan Smith,CAR,D,2021-22,45,800000,1423919.75
Andrew Cogliano,COL,F,2021-22,74,1000000,1421950.12
Patrick Brown,PHI,F,2021-22,44,750000,1419155.12
Colin Blackwell,TOR,F,2021-22,58,725000,1416914.75
Chad Ruhwedel,PIT,D,2021-22,78,750000,1416678.75
Oskar Lindblom,PHI,F,2021-22,79,3000000,1413418.38
Philippe Myers,NSH,D,2021-22,27,2550000,1410032.38
Ryan Dzingel,SJS,F,2021-22,32,1100000,1406685.12
Sam Lafferty,CHI,F,2021-22,56,750000,1375570.62
Kieffer Bellows,NYI,F,2021-22,45,750000,1371478.5
Ryan Carpenter,CGY,F,2021-22,67,1000000,1370960.62
Riley Nash,ARI,F,2021-22,49,750000,1367727.12
