player,team,position,season,games_played,cap_hit,projected_cap_hit
Andrej Sekera,DAL,D,2021-22,32,1500000,1365852
Brock McGinn,PIT,F,2021-22,64,2750000,1358462.88
Antoine Roussel,ARI,F,2021-22,53,3000000,1355620.25
Oskar Sundqvist,DET,F,2021-22,59,2750000,1349915.88
Kyle Clifford,TOR,F,2021-22,25,1000000,1349292.62
Victor Mete,OTT,D,2021-22,37,1200000,1346933
Jimmy Vesey,NJD,F,2021-22,68,800000,1341639.12
Alexandre Carrier,NSH,D,2021-22,77,733333,1339978.5
Nathan Beaulieu,WPG,D,2021-22,24,1250000,1333922
Matt Martin,NYI,F,2021-22,71,1500000,1318223.88
Nick Bjugstad,MIN,F,2021-22,57,900000,1315054.25
Tyler Motte,NYR,F,2021-22,58,1225000,1314729.25
Mark Friedman,PIT,D,2021-22,26,725000,1305011.75
Trevor Lewis,CGY,F,2021-22,80,800000,1300735.75
Rem Pitlick,MTL,F,2021-22,65,917831,1298287
Karson Kuhlman,SEA,F,2021-22,44,725000,1279788
Nathan Bastian,NJD,F,2021-22,72,825000,1272182.75
Nate Thompson,PHI,F,2021-22,33,800000,1268607.75
Matt Nieto,SJS,F,2021-22,70,850000,1267295.62
Ryan Reaves,NYR,F,2021-22,69,1750000,1256493.62
Derek Stepan,CAR,F,2021-22,58,1350000,1252377.75
William Carrier,VGK,F,2021-22,63,1400000,1242500.5
Austin Watson,OTT,F,2021-22,67,1500000,1241931.62
Ryan Murray,COL,D,2021-22,37,2000000,1240988.12
Travis Dermott,VAN,D,2021-22,60,1500000,1217172.75
Jujhar Khaira,CHI,F,2021-22,27,975000,1214432.5
William Lagesson,MTL,D,2021-22,33,725000,1198893.38
Carter Rowney,DET,F,2021-22,26,825000,1190991.62
Kevin Rooney,NYR,F,2021-22,61,750000,1189830.62
Jack Hughes,NJD,F,2021-22,49,925000,1186689.12
Adam Fox,NYR,D,2021-22,78,925000,1180219.88
Logan Stanley,WPG,D,2021-22,58,900000,1176531.75
Robert Bortuzzo,STL,D,2021-22,73,1375000,1151021.25
Moritz Seider,DET,D,2021-22,82,863333,1138307
Mathieu Joseph,OTT,F,2021-22,69,737500,1137933.12
Jason Robertson,DAL,F,2021-22,74,795000,1132739.38
Rasmus Asplund,BUF,F,2021-22,80,825000,1123014
Matthew Highmore,VAN,F,2021-22,46,725000,1122914.12
Sam Carrick,ANA,F,2021-22,64,750000,1122828.5
Kale Clague,MTL,D,2021-22,36,761250,1121941.62
Noah Dobson,NYI,D,2021-22,80,894167,1119135.88
Maxim Mamin,FLA,F,2021-22,40,975000,1116645.88
Nick Suzuki,MTL,F,2021-22,82,863333,1115955.62
Yakov Trenin,NSH,F,2021-22,80,725000,1115846.88
K'Andre Miller,NYR,D,2021-22,82,925000,1110179.88
Janne Kuokkanen,NJD,F,2021-22,57,1825000,1104946.25
Ryan Poehling,MTL,F,2021-22,57,750000,1102768
Vinni Lettieri,ANA,F,2021-22,31,750000,1100286.12
Noah Gregor,SJS,F,2021-22,63,750000,1097861.5
Alexandre Texier,CBJ,F,2021-22,36,1525000,1097455.5
Derek Ryan,EDM,F,2021-22,75,1250000,1090712.25
Brad Richardson,VAN,F,2021-22,44,800000,1083888.62
Lucas Raymond,DET,F,2021-22,82,925000,1082669.12
Wayne Simmonds,TOR,F,2021-22,72,900000,1082170.38
Curtis Lazar,BOS,F,2021-22,70,800000,1065916
Jacob Middleton,MIN,D,2021-22,66,725000,1064901.62
Jordan Martinook,CAR,F,2021-22,59,1800000,1060772
Ross Johnston,NYI,F,2021-22,32,1000000,1060601.75
Keegan Kolesar,VGK,F,2021-22,77,725000,1052876.25
Trent Frederic,BOS,F,2021-22,60,1050000,1043049.75
Alexander Romanov,MTL,D,2021-22,79,894167,1040970.12
Logan O'Connor,COL,F,2021-22,81,725000,1034929.75
Jamie Drysdale,ANA,D,2021-22,81,925000,1032430.19
Cole Caufield,MTL,F,2021-22,67,880833,1031503.62
Blake Lizotte,LAK,F,2021-22,70,800000,1029065.88
Trevor Zegras,ANA,F,2021-22,75,925000,1027778.75
Joel Hanley,DAL,D,2021-22,44,750000,1025386
Dylan Gambrell,OTT,F,2021-22,63,1100000,1024857.62
Sean Durzi,LAK,D,2021-22,64,809166,1019938.75
Mario Ferraro,SJS,D,2021-22,63,925000,1018939.44
Zach Aston-Reese,ANA,F,2021-22,69,1725000,1009104.94
Christian Fischer,ARI,F,2021-22,53,1000000,1005325.56
Cal Foote,TBL,D,2021-22,56,850000,996349.25
Eric Robinson,CBJ,F,2021-22,67,975000,987579.25
Darren Helm,COL,F,2021-22,68,1000000,983572.5
Dysin Mayo,ARI,D,2021-22,67,750000,972600.5
Evan Bouchard,EDM,D,2021-22,81,863333,971069.38
Nico Sturm,COL,F,2021-22,74,725000,964597.56
Morgan Geekie,SEA,F,2021-22,73,750000,962563.12
Bowen Byram,COL,D,2021-22,30,894167,953980.19
Joel Farabee,PHI,F,2021-22,63,925000,951472.06
Mattias Samuelsson,BUF,D,2021-22,42,925000,949835.06
Brendan Lemieux,LAK,F,2021-22,50,1550000,943728.81
Martin Necas,CAR,F,2021-22,78,863333,941507.94
Cam York,PHI,D,2021-22,30,880833,940052.94
Dawson Mercer,NJD,F,2021-22,82,894167,932457.56
Brian Boyle,PIT,F,2021-22,66,750000,925753.19
Owen Tippett,PHI,F,2021-22,63,863333,924792.69
Jordan Spence,LAK,D,2021-22,24,820000,921273.06
Jacob Bryson,BUF,D,2021-22,73,889166,919292.94
Nicolas Hague,VGK,D,2021-22,52,791667,916650.69
Dylan Cozens,BUF,F,2021-22,79,894167,912624.06
Morgan Frost,PHI,F,2021-22,55,863333,911728.44
Seth Jarvis,CAR,F,2021-22,68,894167,905388.12
Brett Ritchie,CGY,F,2021-22,41,900000,905234.62
Jaycob Megna,SJS,D,2021-22,44,750000,905131.69
Mitchell Stephens,DET,F,2021-22,27,737500,905072.12
Joel Kiviranta,DAL,F,2021-22,56,1050000,904114.19
Robin Salo,NYI,D,2021-22,21,842500,903837.44
Ty Smith,NJD,D,2021-22,66,863333,902532.62
Urho Vaakanainen,ANA,D,2021-22,29,894167,901919.81
Rasmus Sandin,TOR,D,2021-22,51,894167,901582.56
Dryden Hunt,NYR,F,2021-22,76,762500,898817.75
Timothy Liljegren,TOR,D,2021-22,61,863333,893220.44
Kaapo Kakko,NYR,F,2021-22,43,925000,892884.56
Filip Zadina,DET,F,2021-22,74,894167,890914.19
Nicolas Meloche,SJS,D,2021-22,50,750000,890722.75
Kirby Dach,CHI,F,2021-22,70,925000,888886.31
Casey Fitzgerald,BUF,D,2021-22,36,750000,885400.81
Gabriel Vilardi,LAK,F,2021-22,25,894167,884460.44
Adam Boqvist,CBJ,D,2021-22,52,894167,879404.88
Anton Lundell,FLA,F,2021-22,65,925000,876408.19
Jason Dickinson,VAN,F,2021-22,62,2650000,873168.06
Peyton Krebs,BUF,F,2021-22,57,863333,873122.38
Oliver Wahlstrom,NYI,F,2021-22,73,894167,864361.56
Jayson Megna,COL,F,2021-22,20,750000,861520.25
Corey Schueneman,MTL,D,2021-22,24,750000,853668.69
Morgan Barron,WPG,F,2021-22,27,925000,851063.69
Arthur Kaliyev,LAK,F,2021-22,80,894167,850428.25
Drew O'Connor,PIT,F,2021-22,22,925000,848785.94
Lias Andersson,LAK,F,2021-22,20,874125,847276.81
Nils Lundkvist,NYR,D,2021-22,25,925000,847215.38
Cole Sillinger,CBJ,F,2021-22,79,925000,846884.62
Braden Schneider,NYR,D,2021-22,43,925000,845522.56
Ryan Merkley,SJS,D,2021-22,39,863333,842605
Michael Carcone,ARI,F,2021-22,21,750000,841519.62
Matias Maccelli,ARI,F,2021-22,23,853333,839763.94
Thomas Novak,NSH,F,2021-22,27,817500,838805.62
Cam Dineen,ARI,D,2021-22,34,750000,836256.44
Riley Sheahan,SEA,F,2021-22,69,850000,835726.06
Taylor Raddysh,CHI,F,2021-22,74,758333,835022.12
Philipp Kurashev,CHI,F,2021-22,67,842500,834412.44
Alex Newhook,COL,F,2021-22,71,908333,828758.06
Oskar Steen,BOS,F,2021-22,20,809167,827987.81
Barrett Hayton,ARI,F,2021-22,60,894167,827813.06
Eetu Luostarinen,FLA,F,2021-22,78,897500,823185.25
Philip Broberg,EDM,D,2021-22,23,863333,819733.94
Reese Johnson,CHI,F,2021-22,31,880833,815356.44
Nathan Walker,STL,F,2021-22,30,750000,813876.38
Mike Hardman,CHI,F,2021-22,21,912500,811778.69
Gabriel Carlsson,CBJ,D,2021-22,38,725000,810236.56
Jacob Peterson,DAL,F,2021-22,65,842500,809279.94
Dakota Joshua,STL,F,2021-22,30,750000,804122.5
Tanner Kero,DAL,F,2021-22,23,750000,803728.31
Yegor Chinakhov,CBJ,F,2021-22,62,925000,803636.12
Brett Howden,VGK,F,2021-22,47,885000,802572.88
Kole Lind,SEA,F,2021-22,23,874125,801173.62
Julien Gauthier,NYR,F,2021-22,49,775000,800721
Aliaksei Protas,WSH,F,2021-22,33,789167,800561.31
Alex Formenton,OTT,F,2021-22,79,747500,798761.88
Gavin Bayreuther,CBJ,D,2021-22,43,750000,798756.19
Jonny Brodzinski,NYR,F,2021-22,22,750000,797913
Josh Mahura,ANA,D,2021-22,38,750000,794675.56
Philip Tomasino,NSH,F,2021-22,76,863333,794333.88
Max Willman,PHI,F,2021-22,41,750000,793882.44
Jasper Weatherby,SJS,F,2021-22,50,842500,793217.19
Laurent Dauphin,MTL,F,2021-22,38,750000,792682.44
Scott Reedy,SJS,F,2021-22,35,842500,792040.19
Thomas Harley,DAL,D,2021-22,34,863333,790417.06
Kyle Burroughs,VAN,D,2021-22,42,750000,787958.06
Brendan Gaunce,CBJ,F,2021-22,30,750000,787902.81
Adam Ruzicka,CGY,F,2021-22,28,801666,787137.31
Juho Lammikko,VAN,F,2021-22,75,750000,786810.94
Anton Blidh,BOS,F,2021-22,32,750000,786397.38
Brendan Perlini,EDM,F,2021-22,23,750000,784376.25
Kevin Connauton,PHI,D,2021-22,39,825000,784118.12
Marian Studenic,DAL,F,2021-22,33,750000,783675.06
Lane Pederson,SJS,F,2021-22,29,750000,783480.88
Colton White,NJD,D,2021-22,27,750000,779050.5
Nick Seeler,PHI,D,2021-22,43,750000,778954.81
Matt Luff,NSH,F,2021-22,23,750000,777948.06
Connor Dewar,MIN,F,2021-22,35,825833,776011
Klim Kostin,STL,F,2021-22,40,863333,775044.5
Colton Sceviour,EDM,F,2021-22,35,750000,774382.56
Anders Bjork,BUF,F,2021-22,58,1600000,774242.38
Parker Kelly,OTT,F,2021-22,41,726667,771962.44
Andrej Sustr,ANA,D,2021-22,38,750000,770737.06
Lucas Carlsson,FLA,D,2021-22,40,750000,769044.81
Brett Leason,WSH,F,2021-22,36,842500,765769.88
Jake Leschyshyn,VGK,F,2021-22,41,778333,764725
Vladislav Kolyachonok,ARI,D,2021-22,32,789167,764411.31
Greg McKegg,NYR,F,2021-22,43,750000,763537.81
Quinton Byfield,LAK,F,2021-22,40,894167,761713.12
Jansen Harkins,WPG,F,2021-22,77,725000,761564
Connor McMichael,WSH,F,2021-22,68,863333,760470.38
Simon Benoit,ANA,D,2021-22,53,809166,759899.69
Buddy Robinson,ANA,F,2021-22,32,750000,757951.81
Jesper Boqvist,NJD,F,2021-22,56,925000,757902.81
Logan Brown,STL,F,2021-22,39,750000,757646.94
Jeffrey Viel,SJS,F,2021-22,34,750000,757383.38
Jonah Gadjovich,SJS,F,2021-22,43,783333,757183.5
Vasily Podkolzin,VAN,F,2021-22,79,925000,756378.62
Sam Steel,ANA,F,2021-22,68,874125,751283.25
Michael Amadio,VGK,F,2021-22,56,750000,746143.94
Devin Shore,EDM,F,2021-22,49,850000,745170
Brandon Duhaime,MIN,F,2021-22,80,750000,742182
Zack MacEwen,PHI,F,2021-22,75,825000,738136.75
Nicolas Deslauriers,MIN,F,2021-22,81,1000000,737691.62
Evgeny Svechnikov,WPG,F,2021-22,72,750000,735438.56
Ryan McLeod,EDM,F,2021-22,71,834167,733455.5
Liam O'Brien,ARI,F,2021-22,39,750000,731560.75
Dominik Simon,ANA,F,2021-22,72,750000,730175.31
John Hayden,BUF,F,2021-22,55,750000,727307
Kristian Vesalainen,WPG,F,2021-22,53,894167,726252.94
Adam Brooks,WPG,F,2021-22,25,725000,724367.69
Michael McCarron,NSH,F,2021-22,51,750000,723097.25
Ryan Lomberg,FLA,F,2021-22,55,725000,722126.25
Rasmus Kupari,LAK,F,2021-22,57,863333,719180.25
Michael Pezzetta,MTL,F,2021-22,51,750000,710977.12
Tyson Jost,MIN,F,2021-22,80,2000000,707991.25
Steven Lorentz,CAR,F,2021-22,67,725000,706757.12
Tyler Benson,EDM,F,2021-22,29,750000,703780
Boris Katchouk,CHI,F,2021-22,59,758333,674660.31
Dominic Toninato,WPG,F,2021-22,77,750000,632706.25
Givani Smith,DET,F,2021-22,47,750000,613421.56
Kurtis MacDermid,COL,D,2021-22,58,875000,608341.19
